Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2015,0.0,0.0,0.0,0.0,99.76449,54.401047,37.08609,0.0,0.0,19.571636,12.398834,86.48759,0.0,32.17887,34.375,0.0,80.65441,3.818518,99.9649,0.0,0.18259281,97.82927,2.7777777,0.0,69.55556,13.676405,1.923077,99.04762,0.0,0.0,0.0,10.283174,0.9535341,15.164864,2.8705428,78.16093,18.718594,0.0,51.811592,0.0,23.021675,0.0,0.0,0.0,14.467877,0.0,0.0,2.7639713,9.61716,0.0,0.0,6.323836,23.777779,98.30041,10.878823,71.390854,0.0,,18.941442,0.591133,0.0,7.5790696,0.0,0.0,3.6820285,0.0,46.226418,29.47443,22.139536,41.75258,0.0,0.0,0.0,0.0,63.076923,17.806072,0.0,0.0,0.0,0.0,0.0,33.465397,0.0,10.676157,0.0,16.848005,22.254192,4.899024,44.115547,73.7261,29.827293,0.0,51.611397,39.64247,0.0,48.321095,40.52926,20.755129,0.0,1.3157895,0.0,0.0,0.0,22.16685,55.300144,0.0,0.0,0.0,54.012268,0.0,,0.0,46.80851,62.686565,49.819496,0.0,19.324642,95.36424,0.0,0.0,59.785416,3.1858408,0.0,0.0,38.456787,0.0,0.0,6.9096847,0.0,0.0,0.0,0.0,46.60582,0.0,0.0,0.0,80.49443,0.0,42.03138,1.5384616,0.0,0.0,15.60707,97.37405,0.0,23.078062,31.03112,0.0,45.01761,22.91262,15.011037,3.889227,30.47847,0.0,20.649199,0.0,0.0,0.0,99.68772,14.300944,49.623905,3.9215686,47.15092,0.0,1.8018017,95.24662,0.0,0.0,0.0,0.0,0.0,0.0,0.58526206,0.0,0.0,0.5376344,6.010518,2.7027028,0.27777776,0.0,0.0,68.12882,0.0,0.0,40.909092,72.27127,0.0,100.0,0.0,0.0,99.68652,92.35113,37.903503,31.300844,43.79785,0.0,6.170577,0.0,32.6514,84.48006,0.0,25.61167,0.0,0.0,29.735073,0.0,0.0,39.23611,0.0,0.0,0.0
2016,0.0,0.0,0.0,0.0,99.7531,57.263218,36.338028,0.0,0.0,18.630678,13.087713,81.167,0.0,26.177204,3.7037034,0.0,80.243164,4.603638,99.964935,0.0,0.11293055,96.90199,0.0,0.0,78.17204,9.756603,1.9047619,98.82903,0.0,0.0,0.0,9.851081,1.4075288,15.032349,3.0698693,82.89345,22.36287,0.0,55.78231,0.0,20.87436,0.0,0.0,0.0,14.209247,0.0,0.0,4.5487804,12.567028,0.0,0.0,7.434211,20.340788,98.09966,7.437408,73.579895,0.0,,19.51607,0.5751849,0.0,5.44,0.0,0.0,6.257605,0.0,52.511414,42.198833,19.32115,30.372057,0.0,0.0,0.0,0.0,65.71429,27.804607,0.0,0.0,0.0,0.0,0.0,32.791187,0.0,12.619047,0.0,20.326223,23.991459,5.180704,50.76159,78.74467,25.497375,0.0,60.91628,44.123096,1.1135858,84.595825,43.09768,21.935757,0.0,1.4448669,0.0,0.0,0.0,23.11984,58.10271,0.0,0.0,0.0,72.56524,0.0,,0.0,27.272726,32.91139,45.79439,0.0,19.1448,95.55556,0.0,0.0,60.19354,10.124333,0.0,0.0,44.42605,0.0,0.0,15.005301,0.0,0.0,0.0,0.0,41.640602,0.0,0.0,0.0,77.53147,0.0,46.09512,1.4929407,0.0,0.0,13.232908,97.253876,0.0,23.69049,33.710335,0.0,45.63238,21.863642,17.40042,4.7168674,33.720932,0.0,21.30398,0.0,0.0,0.0,99.693695,15.02647,47.829914,15.625001,52.72046,0.0,1.67364,95.19287,0.0,0.0,0.0,0.0,0.0,0.0,0.98420095,0.0,0.0,0.5494505,5.671642,2.5878003,0.43620503,0.0,0.0,58.888275,0.0,0.0,3.1914892,70.15349,0.0,100.0,0.0,0.0,99.57537,96.58685,32.518223,32.27065,60.1173,0.0,5.9727793,0.0,33.719627,84.67041,0.0,30.742262,0.0,0.0,25.322319,0.0,0.0,32.848232,0.0,0.0,0.0
2017,0.0,0.0,0.37002772,0.0,99.44267,62.639927,38.11421,0.0,0.0,21.272734,16.261738,86.78778,0.0,26.974457,43.75,0.0,78.69299,4.3041925,99.96579,0.0,0.12315271,97.10229,0.0,0.0,73.931175,11.129776,2.8846154,98.79808,0.0,0.0,0.0,9.178477,1.1970075,16.913721,3.076718,77.964424,21.987577,0.0,55.9322,0.0,14.03084,0.0,0.0,0.0,13.612057,0.0,0.0,4.3143654,13.350712,0.0,0.0,6.5372167,28.645832,98.67227,6.2163134,78.634636,0.0,,23.51127,0.45592704,0.0,4.887441,0.0,0.0,7.278151,0.0,49.553574,40.432262,19.318182,30.0,0.0,0.0,0.0,0.0,66.41791,31.259123,0.0,0.0,0.0,0.0,0.0,33.67623,0.0,26.253183,0.0,23.90644,21.002146,5.0967493,51.141552,82.74076,36.0654,0.0,63.463818,48.053684,18.72146,79.69201,43.10031,23.157484,0.0,0.7807417,0.0,0.0,0.0,23.594318,52.852375,0.0,0.0,0.0,68.59976,0.0,,0.0,16.853933,24.444445,27.490038,45.57823,18.284283,93.34678,0.0,0.0,60.074753,14.821428,0.0,78.181816,39.638783,0.0,0.0,15.816327,0.0,0.0,0.0,0.0,38.676544,0.0,0.0,0.0,75.80645,0.0,49.750084,1.3893572,0.0,0.0,15.987174,97.06777,0.0,23.48796,37.74164,0.0,37.696835,21.778296,20.0,5.903125,32.234436,0.0,32.80083,0.0,0.0,0.0,99.69366,16.776833,47.313435,16.923077,56.38877,0.0,1.2711865,95.103294,0.0,0.0,0.0,0.0,0.0,0.0,1.5093305,0.0,0.0,0.5524862,6.0904446,2.9906542,0.20093772,0.0,0.0,57.26681,0.0,0.0,16.049381,68.488655,0.0,100.0,0.0,0.0,99.570816,95.77259,37.16573,34.563015,61.103252,0.0,4.729557,0.20905922,31.992615,83.25115,0.0,25.009632,0.0,0.0,20.722061,0.0,0.0,23.456789,0.0,0.0,0.0
2018,0.0,0.0,0.60882795,0.0,99.117714,64.96117,44.53228,0.0,0.0,19.594105,15.3394165,92.04138,0.0,32.47597,31.578947,0.0,75.3885,4.343152,99.96616,0.0,0.15731515,97.17876,0.0,0.0,67.62948,9.082293,2.8846154,98.837204,0.0,0.0,0.0,10.693715,0.9352844,15.998042,3.0071976,70.01992,26.932083,0.0,61.311478,0.0,14.857435,0.0,0.0,0.0,12.692308,0.0,0.0,4.3413177,12.899347,0.0,0.0,6.8520355,24.183672,98.37134,5.2343483,83.845726,0.0,,21.37067,0.48504445,0.0,5.9803495,0.0,0.0,5.30474,0.0,38.848923,39.401295,17.44186,34.33937,0.0,0.0,0.0,0.0,66.666664,26.78198,0.0,0.0,0.0,0.0,0.0,38.665573,0.0,16.642012,0.0,22.71451,20.243841,4.5124683,51.84466,85.25372,54.313583,0.0,66.70531,44.94162,11.868687,83.2106,41.14855,21.953947,0.0,0.51847047,0.0,0.0,0.0,27.689322,53.20383,0.0,0.0,0.0,65.56466,0.0,,0.0,11.30137,20.833334,47.916668,40.0,15.046295,93.86617,0.0,0.0,61.773884,13.368983,0.0,88.83249,34.334564,0.0,0.0,16.744457,0.0,0.0,0.0,0.0,37.548367,0.0,0.0,7.54717,78.83411,0.0,50.95491,1.4937646,0.0,0.0,12.94306,96.87501,0.0,23.530176,44.520226,5.5357146,37.86159,21.385603,20.183485,7.4544063,35.161106,0.0,26.752357,0.0,0.0,0.0,99.68789,16.419542,47.21644,25.609756,60.485096,0.0,0.8097166,95.28035,0.0,0.0,0.0,0.0,0.0,0.0,1.6362151,0.0,0.0,1.0526316,6.976744,2.9776673,0.23261508,0.0,0.0,47.04301,0.0,0.0,34.999996,65.402794,0.0,100.0,0.0,0.0,99.56663,95.7935,30.014992,34.283016,66.62106,0.0,6.6120353,0.06844627,34.966385,86.191605,0.0,25.022566,0.0,0.0,18.740217,0.0,0.0,9.169054,0.0,0.0,0.0
2019,0.0,0.0,10.366625,0.0,97.356445,65.441124,40.720963,0.0,0.0,20.951487,16.01358,92.90944,0.0,27.554213,59.259254,0.0,80.31959,4.917658,99.93959,0.0,0.114810556,96.8611,0.0,0.0,61.041466,10.414791,2.8301888,89.2495,0.0,0.0,0.0,11.118394,0.86439,18.897356,3.0985827,66.79175,26.207731,0.0,68.13472,0.0,16.704748,0.0,0.0,0.0,11.835749,0.0,0.0,6.777881,14.997749,0.0,0.0,7.1501527,26.080828,98.46832,4.283513,85.655876,0.0,,30.944109,0.52562416,0.0,5.611427,0.0,0.0,6.9369073,0.0,38.732395,40.68662,23.946037,41.560696,31.818182,0.0,0.0,0.0,67.14286,30.239832,0.0,0.0,0.0,0.0,0.0,42.068222,0.0,20.790516,0.0,25.37923,21.093962,4.435608,51.807228,76.67774,57.66861,0.0,64.02168,48.863754,27.155172,81.149536,39.808098,22.034374,0.0,0.6012024,0.0,0.0,0.0,26.591682,56.5032,0.0,0.0,0.0,67.13832,0.0,,0.0,15.568862,17.757008,50.46584,53.57143,11.639424,93.49737,0.0,0.0,60.48408,16.354343,0.0,88.4058,31.46998,0.0,0.0,19.905214,0.0,0.0,0.0,0.0,40.492996,0.0,0.0,7.4626865,76.659355,0.0,58.908787,1.5392662,0.0,0.0,12.388572,96.9658,0.0,23.85502,34.526222,24.140892,38.209953,21.078941,14.2523365,9.067516,39.84334,0.0,33.449615,0.0,0.0,0.0,99.74,15.23145,45.819023,24.705881,59.051643,0.0,1.0309278,95.60399,0.0,0.0,0.0,0.0,0.0,0.0,1.8176886,0.0,0.0,0.98039216,10.882666,3.3983638,0.17218858,0.0,0.0,45.116486,0.0,0.0,75.409836,65.326256,1.4790077,100.0,0.0,0.0,99.45652,95.41326,18.282364,33.991028,65.76577,0.0,7.7397175,0.74673307,38.135284,82.69352,0.0,25.014679,0.0,0.0,17.945038,0.0,0.0,9.756098,0.0,0.0,0.0
2020,0.0,0.0,9.815586,0.0,94.50878,61.338497,41.49215,0.0,0.0,20.007544,14.411935,94.67961,0.0,30.331861,75.757576,0.0,82.939384,5.7050323,99.94008,0.0,0.0,90.010376,0.0,0.0,61.63583,9.459889,1.8867925,77.874565,0.0,0.0,0.0,11.527756,0.90524167,18.29385,3.2458894,69.27176,30.454546,0.0,68.84422,0.0,19.536978,0.0,0.0,0.0,10.562269,0.0,0.0,8.576779,16.762241,0.0,0.0,4.1287613,32.067726,98.43769,3.6752954,85.22229,0.0,,26.877865,0.49342105,0.0,5.762565,0.0,0.0,6.6834784,0.0,37.542664,35.773262,25.268818,58.743034,100.0,0.0,0.0,0.0,64.53901,40.47569,0.0,0.0,0.080515295,0.0,0.0,63.66813,0.0,26.001513,0.0,26.03093,17.572475,4.72774,50.797623,79.54391,61.057037,0.0,67.567566,48.300278,57.943924,77.05314,40.497314,24.505203,0.0,0.5194805,0.0,0.0,0.0,28.139727,52.57235,0.0,0.0,0.0,73.32203,0.0,,0.0,36.170216,14.754099,36.363636,37.5,8.917526,94.17476,0.0,0.0,63.114754,21.348314,0.0,85.58139,37.220444,0.0,0.0,15.77287,0.0,0.0,0.0,0.0,30.85455,0.0,0.0,7.4626865,79.44737,0.0,59.462116,1.0432867,0.0,0.0,13.702423,95.6263,0.0,23.880497,34.237663,12.797075,35.233063,19.16462,20.0,11.002228,29.470371,0.0,34.24791,0.0,0.0,0.0,99.71659,17.134577,42.92163,23.595505,60.979263,0.0,0.82508254,95.798004,0.0,0.0,0.0,0.0,0.0,0.0,1.3717052,0.0,0.0,0.9756098,12.521922,3.4339845,0.06105752,0.0,0.0,42.08274,0.0,0.0,75.409836,64.51723,1.6417911,100.0,0.0,0.0,99.4583,95.74368,22.539736,36.44059,57.59898,0.0,9.601461,0.0,40.17061,83.93206,0.0,14.482673,0.0,0.0,14.204918,0.0,0.0,13.945578,0.0,0.0,0.0
2021,0.0,0.0,9.851631,0.0,86.70916,58.72021,43.782387,0.0,0.0,17.808935,15.895824,92.2634,0.0,22.658216,78.76106,0.0,72.98484,6.4591274,99.882034,0.0,0.0,78.03636,0.0,0.0,59.337624,13.253876,1.8867925,77.54386,0.0,0.0,0.0,12.669056,0.7925186,18.248594,3.364088,75.947136,27.229488,0.0,69.36275,0.0,16.311049,0.0,0.0,0.0,8.861469,0.0,0.0,8.737747,15.602162,0.0,0.0,4.6780076,35.9776,98.6215,3.5180573,83.84527,0.0,,26.408125,0.55632824,0.0,5.31133,0.0,0.0,6.0514126,0.0,37.5,39.8247,18.829115,62.5,100.0,0.0,0.0,0.0,66.43357,41.463863,0.0,0.0,0.06464124,0.0,0.0,61.457756,0.0,20.516214,0.0,26.731302,18.27321,3.56235,48.005066,84.78438,58.83281,0.0,69.66507,50.443096,58.390804,72.65918,37.285316,26.72923,0.0,1.1228534,0.0,0.0,0.0,29.705803,50.841583,0.0,0.0,0.0,76.487495,0.0,,0.0,28.372093,13.821138,36.41026,50.0,8.377725,92.79279,0.0,0.0,57.957573,28.02893,0.0,86.03603,39.43944,0.0,0.0,16.118769,0.0,0.0,0.0,0.0,34.792534,0.0,0.0,7.042254,79.33673,0.0,46.928806,0.19728887,0.0,0.0,10.677382,94.595894,0.0,23.154894,30.087784,13.129645,37.146866,17.664303,18.984547,8.84837,27.272728,0.0,31.63348,0.0,0.0,0.0,99.710365,16.922813,44.37156,22.0,60.04988,0.0,0.3003003,94.891556,0.0,0.0,0.0,0.0,0.0,0.0,2.8563805,0.0,0.0,0.9569378,14.713804,3.3354714,0.16882057,0.0,0.0,43.390144,0.0,0.0,67.60564,64.13586,1.496139,99.96479,0.0,0.0,99.460625,95.753426,32.737587,37.99952,61.96532,0.0,6.638363,0.062539086,38.019604,84.07055,0.0,14.204751,0.0,0.0,10.374196,0.0,0.0,21.575342,0.0,0.0,0.0
2022,0.0,0.0,9.647603,0.0,81.83419,52.637005,39.271255,0.0,0.0,18.62084,16.8501,93.33103,0.0,23.269373,73.73737,0.0,67.66748,4.077168,99.77578,0.0,0.061162077,79.07477,0.0,0.0,62.296486,6.2185273,2.7522933,77.50001,0.0,0.0,0.0,13.280219,0.615584,17.67355,3.1148043,72.48216,24.41718,0.0,73.17073,0.0,16.280472,0.0,0.0,0.0,12.460065,0.0,0.0,5.171384,13.944751,0.0,0.0,2.9151185,25.03383,98.63343,3.1457953,81.34373,0.0,,29.98433,0.67114097,0.0,1.3301926,0.0,0.0,9.763283,0.0,35.10972,38.77874,23.789474,61.283375,100.0,0.0,0.0,0.0,67.54967,37.04277,0.0,0.0,0.07418398,0.0,0.78740156,63.2687,0.0,24.893616,0.0,24.790386,17.002459,2.5408626,49.181793,85.38194,67.41371,0.0,68.97015,50.49434,53.229404,73.061584,36.40697,28.8409,0.0,0.8683068,0.0,0.0,0.0,28.226067,51.014183,0.0,0.0,0.0,76.046715,0.0,0.0,0.0,12.623762,8.333333,24.055666,51.02041,1.6662642,86.8668,0.0,0.0,56.486843,16.666666,0.0,84.34783,49.333336,0.0,0.0,15.644172,0.0,0.0,0.0,0.0,37.276043,0.0,0.0,6.329114,75.289474,0.0,39.853077,0.7908128,0.0,0.0,9.844678,93.51768,0.0,22.839998,26.888737,11.591836,43.439064,16.032999,19.825708,6.360582,27.085426,0.0,37.535072,0.0,0.0,0.0,99.741554,17.044209,45.173706,20.192308,61.301895,0.0,0.26666665,92.30499,0.0,0.0,0.0,0.0,0.0,0.0,4.161883,0.0,0.0,0.94786733,7.9125843,3.6676648,0.08668015,0.0,0.0,38.34661,0.0,0.0,72.22222,63.558243,1.3494649,99.96933,0.0,0.0,99.47368,95.84306,22.41702,39.661335,69.43867,0.0,6.3697658,0.0,39.35394,81.297455,0.0,14.703739,0.0,0.0,11.02184,0.0,0.0,17.821783,0.0,0.0,0.0
2023,,0.0,9.308806,0.0,72.06569,51.840473,43.005783,0.0,0.0,17.088352,10.596213,93.09041,0.0,22.262774,73.0,0.0,67.69028,4.836699,99.75118,,0.05927682,67.462135,0.0,0.0,63.232834,5.3113422,2.7272725,77.45975,0.0,0.0,,14.760182,0.54092526,15.387248,3.149173,68.733154,23.529413,0.0,73.69439,,17.916391,0.0,,0.0,13.211249,0.0,0.0,4.854241,15.649285,0.0,0.0,2.9664788,29.72313,98.65005,2.9868226,81.1847,0.0,,22.998857,0.34188035,0.0,0.8107112,0.0,,5.7651806,,35.10972,34.243843,23.958334,59.695347,100.0,0.0,0.0,,68.15287,32.72578,,,0.0,,0.74626863,63.230606,0.0,22.402786,,20.495497,17.69538,2.6865962,48.947704,84.52477,58.167545,0.0,71.38825,45.483032,,,34.24787,28.565105,0.0,0.94683176,0.0,,,27.32069,50.917377,0.0,0.0,0.0,76.046715,,,,11.132437,6.4748206,22.291994,,10.032973,81.980194,,0.0,57.74672,19.971056,0.0,85.53192,52.93889,0.0,0.0,15.644172,,,0.0,,36.863686,0.0,,6.25,77.11127,0.0,38.448666,0.9965479,,0.0,7.6607385,93.3126,0.0,22.517782,26.152304,21.678322,44.86252,13.780404,19.238901,10.027364,27.085426,,22.558996,0.0,,,99.7461,16.066725,44.848717,20.754719,62.678837,0.0,0.2484472,92.56804,,0.0,0.0,0.0,0.0,,5.0293593,0.0,,0.9345794,7.7209616,3.215434,0.096130736,0.0,0.0,,0.0,,71.739136,67.93007,1.388889,99.9704,0.0,0.0,99.47368,95.0681,20.788643,40.36648,73.952644,,7.8158255,0.0,42.45647,81.31148,0.0,14.62503,0.0,0.0,9.521053,0.0,0.0,17.91531,0.0,0.0,0.0
2024,,,,,68.26728,54.07664,39.819004,,,16.995356,9.052712,87.66655,,18.657413,,,61.54049,5.009426,,,0.066050194,59.50121,,,60.323883,6.4111853,,,,,,15.708408,0.4829076,11.59534,3.0072675,,,,,,16.832361,,,0.0,,,0.0,5.1081896,16.597815,,,2.538787,31.386585,,3.060606,81.70001,,,18.684689,0.32948926,,0.7894737,,,3.4245963,,,29.915049,19.845722,,,,,,,37.585182,,,,,,,,21.614584,,18.727083,17.631111,2.7761307,49.012627,80.16659,,,,44.001057,,,33.902966,27.844131,0.0,1.1862396,0.0,,,28.673857,51.08373,,,,,,,,10.382513,5.1282053,25.696594,,10.079818,82.53359,,,60.819862,22.413792,,82.80543,49.837925,0.0,0.0,,,,,,36.681465,,,,76.97483,,36.001633,1.088906,,,9.604138,93.05652,0.0,22.026627,24.868681,,39.51449,14.102971,,12.056405,23.344017,,11.768516,,,,99.76125,18.61521,44.430046,,63.34132,,,92.14897,,,,0.0,,,5.845906,,,,9.171497,3.5294118,0.092597954,,,,,,,68.33876,1.9902697,,,,,95.0072,18.54522,43.25299,,,7.1006594,0.0,42.506485,,,,,,7.0610127,,,,0.0,,
