Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1985,,,,,0.0,58.580456,,,,11.640787,72.51263,6.3402658,,60.955658,,,16.320673,36.91391,,,,0.06028636,,,,95.42596,,,,,,79.70173,97.302,80.23504,22.495691,,,,,,63.686756,,,,,,0.0,6.9991918,30.177114,,,0.40181115,,5.263158,71.939445,30.237823,,,47.36179,0.0,,63.288372,,,83.511475,,,21.822412,,,,,,,,,10.1117525,,,,,,,0.0,,,,24.763006,16.901121,30.217337,6.927201,15.158679,2.9085016,99.914604,0.012960588,27.431892,,,37.971626,6.4118633,,,,,,31.80341,0.0,,,,,,97.18459,,47.099228,9.329798,60.04184,,6.6167464,,,,31.253572,,,,,,,,,,,,,25.216927,,,,,,6.8963876,99.12482,,,76.2975,0.0,,35.87822,46.5321,,78.86219,50.492752,,1.6330947,,,59.476192,,,,0.0,,17.70169,26.92756,,0.0,,,0.0,,,,,,,,,,,51.09304,,95.78314,,,,,,,16.026957,,0.027304996,,,0.5623553,,35.21709,62.514133,,,23.536554,,27.378084,11.329905,,47.89173,,,29.137897,,,,4.1389356,,
1986,,,,,0.0,54.802193,,,,11.183614,73.2006,3.7337797,,67.92556,,,9.374999,34.42372,,,,0.05512375,,,,91.90024,,,,,,81.899506,97.17299,81.7139,21.032778,,,,,,68.236824,,,,,,0.0,13.241263,28.775768,,,0.66659975,,1.9258916,80.04788,27.639322,,,50.172466,0.0,,64.01724,,,87.687256,,,21.20706,,,,,,,,,11.456599,,,,,,,0.0,,,,27.021822,24.190905,28.414248,7.2618556,16.711706,2.6921525,99.90875,0.037420012,27.49389,,,38.439285,5.6194215,,,,,,45.093037,0.0,,,,,,99.75111,,45.798832,10.103137,57.885277,,8.281814,,,,24.793179,,,,,,,,,,,,,25.54464,,,,,,7.105851,98.91349,,,82.40133,0.0,,36.20943,40.125443,,78.88477,55.26032,,1.3664162,,,44.804718,,,,0.0,,14.322055,26.91756,,0.0,,,0.8036685,,,,,,,,,,,55.407978,,95.830536,,,,,,,22.422955,,0.024201356,,,0.79003346,,30.019547,53.061462,,,19.56885,,28.830044,8.852183,,50.20554,,,25.456848,,,,7.0331426,,
1987,,,,,0.0,54.654804,,,,10.369839,73.04341,3.5109818,,67.139046,,,9.253625,34.442066,,,,0.053400263,,,,93.511696,,,,,,79.73042,97.145676,83.73729,20.114803,,,,,,69.81999,,,,,,0.0,21.168564,30.71054,,,0.8959179,,3.9223392,84.881134,25.156712,,,52.174095,0.0,,62.821476,,,89.24195,,,19.66979,,,,,,,,,9.1867075,,,,,,,0.0,,,,37.49706,22.11833,24.26951,5.2523727,17.344992,11.550422,99.90614,0.056570683,21.314781,,,38.685894,6.4775248,,,,,,53.930016,0.0,,,,,,80.41519,,41.9508,11.780105,62.304832,,10.311211,,,,22.326666,,,,,,,,,,,,,28.505014,,,,,,6.225164,99.05163,,,80.68693,0.0,,36.17076,45.887733,,78.63773,44.797146,,1.2713172,,,48.507572,,,,0.0,,15.131143,27.425766,,0.0,,,0.71949756,,,,,,,,,,,56.900417,,96.338295,,,,,,,14.21294,,0.022612497,,,0.8905487,,42.10705,55.8552,,,21.321447,,28.039835,12.365118,,56.97739,,,22.872252,,,,5.108516,,
1988,,,,,0.0,40.343426,,,,10.507794,75.497,2.9622653,,66.79368,,,10.319524,41.371807,,,,0.052424636,,,,94.45829,,,,,,77.623665,97.366844,76.17499,20.023113,,,,,,69.89322,,,,,,0.0,21.629309,32.49279,,,1.4410659,,1.3103251,85.552216,22.806587,,,62.255398,0.0,,61.28231,,,90.23917,,,22.129559,,,,,,,,,7.0880995,,,,,,,0.0,,,,46.570656,20.291437,25.151453,6.5939674,17.555887,11.0874195,99.8565,0.051672906,21.62251,,,37.171825,7.907406,,,,,,45.202908,0.0,,,,,,92.79231,,50.75511,8.621103,58.723534,,10.418522,,,,23.58453,,,,,,,,,,,,,29.603834,,,,,,6.5007033,98.96836,,,80.5822,0.0,,36.659523,42.682507,,77.9147,46.810833,,1.3073299,,,57.29912,,,,0.0,,19.617111,27.755741,,0.0,,,0.65296715,,,,,,,,,,,57.42003,,96.66485,,,,,,,11.564287,,0.02327205,,,0.774749,,60.392765,46.32528,,,28.241331,,28.324331,14.1606,,58.722637,,,26.396463,,,,8.634699,,
1989,,,,,0.0,36.042828,,,,9.947415,73.617905,2.9968464,,61.7644,,,12.930429,38.927612,,,,0.0519629,,,,94.67128,,,,,,74.93478,97.01524,60.996014,20.247427,,,,,,73.08355,,,,,,0.0,21.588799,32.452003,,,2.517276,,1.4748107,85.872765,23.358654,,,51.730515,0.0,,59.94902,,,87.04691,,,24.321344,,,,,,,,,5.517181,,,,,,,0.0,,,,47.46925,22.045029,24.735662,5.044459,13.089382,10.896898,99.89905,0.014667559,17.742832,,,36.835907,8.246602,,,,,,48.569183,0.0,,,,,,98.01603,,58.429203,6.4524403,62.16567,,12.821364,,,,25.324377,,,,,,,,,,,,,24.60873,,,,,,6.8129883,99.35569,,,80.16135,0.0,,35.51378,41.028587,,77.59889,47.654404,,1.1769234,,,25.116282,,,,0.0,,18.032722,27.502502,,0.0,,,0.6054605,,,,,,,,,,,58.65808,,97.52325,,,,,,,14.814671,,0.020678246,,,0.75845975,,34.590878,39.65728,,,25.955183,,27.989052,9.847429,,60.16314,,,49.30627,,,,8.483157,,
1990,,,,,0.0,49.264286,,,,9.9702215,66.24721,7.1613684,,61.57348,,,11.433006,38.87828,,,,0.0505996,,,,95.50487,,,,,,77.42499,95.88149,53.834263,20.414036,,,,,,72.60907,,,,,,0.0,22.081259,31.639805,,,3.1996915,,0.83830106,78.544685,23.724451,,,53.12252,0.0,,64.82708,,,88.621284,,,22.354965,,,,,,,,,5.1754384,,,,,,,0.0,,44.6084,,48.98031,23.010492,25.319403,4.9261084,12.802012,16.389647,99.761284,0.014355715,16.373447,,,33.21695,8.429943,,,,,,48.599632,0.0,,,,,,99.841255,,61.408455,12.903225,67.669174,,12.671375,,,,27.675411,8.521739,,0.0,,,,,,,,,,17.495173,,,,,,6.110326,99.79441,,,80.14338,0.0,,35.785595,38.067287,,76.80331,45.42014,,1.1083837,,,34.6982,,,,0.0,,17.744944,26.357018,,0.0,,,0.54425776,,,,,,,19.219912,,,,54.609653,60.852093,97.70517,,,,,,,11.164903,,0.020533882,,,0.866648,,40.371914,43.74899,,,28.827482,,29.700468,11.802929,,62.34386,,,61.847713,,,,5.6564174,,
1991,,,,,0.0,44.11212,,,,10.368503,65.09171,7.502506,,60.96362,,,10.13301,37.970016,,,,0.0464696,,,,95.24155,,,,,,78.02857,95.26367,70.97458,18.413998,,,,,,69.77226,,,,,,0.0,21.923716,30.635052,,,2.908093,,1.6892477,72.77874,22.913393,,,53.900845,0.0,,65.06211,,,86.55016,,,23.470018,,,,,,,,,8.80932,,,,,,,0.0,,64.56876,,46.528706,22.204845,24.82095,5.030181,8.926353,16.057545,99.89846,0.02788869,20.844206,,,34.539707,9.000077,,,,,,45.43348,0.0,,,,,,92.286285,,59.039837,12.857143,58.053097,,13.318848,,,,25.435543,14.73137,,0.0,,,,,,,,,,16.756989,,,,,,5.818083,99.80101,,,77.339325,0.0,,36.258537,37.241936,,80.27206,42.50848,,1.130199,,,33.10902,,,,0.0,,25.68662,26.975536,,0.0,,,1.4762061,,,,,,,25.40483,,,,53.998352,67.18996,96.5299,,,,,,,9.048247,,0.020062193,,,0.672043,,37.848602,39.713585,,,31.014284,,30.456316,11.134497,,70.3254,,,68.58849,,,,6.608998,,
1992,,,,,0.0,47.01023,,,,10.299597,72.479454,8.841448,,61.71941,,,8.949854,37.95147,,,,0.04521878,,,,95.14788,,,,,,77.073296,94.89061,82.69866,17.366554,,,,,,61.782764,,,,,,0.0,23.116003,33.446987,,,4.4444447,,1.0882643,69.11565,21.784071,,,48.120014,0.0,,68.14558,,,88.993324,,,25.890856,,,,,,,,,6.01197,,,,,,,0.0,,48.98877,,44.728535,26.638681,22.741083,5.266497,13.700914,23.818045,99.89308,0.11747454,20.55416,,,33.69831,8.813743,,,,,,40.719715,0.0,,,,,,81.92502,,80.592995,12.121211,65.625,,9.9187155,,,,28.049162,14.003295,,0.0,,,,,,,,,,13.657899,,,,,,6.3291144,99.82068,,,72.75511,0.0,,36.12801,38.258846,,74.851395,39.195976,,1.2396694,,,18.622795,,,,0.0,,21.662655,28.983389,,0.0,,,1.3965604,,,,,,,26.7269,,,,55.895008,59.886547,95.87474,,,,,,,7.3293643,,0.031859696,,,0.75452715,,39.628807,38.531425,,,32.145386,,29.561352,12.337216,,70.093414,,,74.47707,,,,5.972991,,
1993,,,,,0.0,51.09896,,,,10.323703,74.15708,12.73424,,60.559357,,,6.6043878,41.649048,,,,0.056939073,,,,95.431725,,,,,,79.281525,96.60307,78.98772,18.948395,,,,,,67.74924,,,,,,0.0,24.134993,33.376865,,,4.766134,,1.8182755,78.39561,21.59424,,,52.340126,0.0,,64.47756,,,92.605804,,,29.423418,,,,,,,,,6.175457,,,,,,,0.0,,47.903564,,42.57065,25.141516,21.344927,4.8387094,14.103045,22.745764,99.87287,0.10000116,20.578865,,,37.99391,10.36778,,,,,,38.52278,0.0,,,,,,95.40805,,90.811195,11.940298,73.28245,,4.470232,,,,28.29024,10.03861,,0.0,,,,,,,,,,13.914475,,,,,,6.655246,99.79954,,,77.167366,0.0,,37.048046,39.184853,,80.41599,40.24606,,1.1762028,,,30.577173,,,,0.0,,23.067198,30.685658,,0.0,,,1.2920306,,,,,,,26.902538,,,,62.203743,58.577408,95.18794,,,,,,,5.750053,,0.03956698,,,0.73356044,,46.186157,33.58827,,,37.29253,,29.139284,14.970803,,68.42985,,,74.70456,,,,4.23626,,
1994,,,,,0.0,54.281586,,,,9.9148655,71.02984,10.414889,,57.793667,,,8.656991,43.81253,,,,0.060515337,,,,95.42675,,,,,,79.6908,96.50257,74.26599,19.727722,,,,,,72.18858,,,,,,0.0,25.273972,33.41906,,,4.309064,,0.83488405,80.61493,22.096807,,,52.668705,0.0,,57.451996,,,92.8792,,,29.17075,,,,,,,,,6.5967016,,,,,,,0.0,,62.242565,,42.541767,20.873459,22.096981,5.5985703,8.51316,23.432074,99.89313,0.08122702,21.092896,,,34.150826,14.314911,,,,,,33.266888,0.0,,,,,,93.21542,,83.60655,18.644068,74.549545,,7.323452,,,,21.035625,11.616161,,0.0,,,,,,,,,,16.307709,,,,,,6.682852,99.643875,,,82.14893,0.0,,36.60202,38.17944,,81.09164,39.994747,,1.3354341,,,37.371464,,,,0.0,,23.71003,31.259575,,0.0,,,1.1849831,,,,,,,28.942245,,,,66.58814,62.141193,94.29572,,,,,,,6.264716,,0.038022812,,,0.7864341,,39.21869,32.245415,,,39.65619,,29.02471,14.970712,,72.00685,,,75.21973,,,,5.928229,,
