Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1997,25.625,56.25,77.5,17.5,65.0,61.25,63.75,81.25,78.75,64.375,64.375,70.0,40.0,70.625,38.125,68.125,28.75,73.125,58.125,70.0,71.875,58.75,50.625,70.625,41.875,55.0,38.125,45.0,97.5,75.625,60.625,62.5,63.125,50.625,25.625,49.375,61.875,43.75,60.625,77.5,76.25,73.125,74.375,53.125,60.0,81.875,73.125,40.625,66.25,30.0,63.125,94.375,63.75,50.0,82.5,51.25,86.25,58.75,51.25,83.75,61.25,57.5,46.875,53.75,37.5,46.25,73.125,65.625,60.0,68.75,86.875,60.625,67.5,58.75,69.375,47.5,57.5,85.625,26.25,33.125,85.625,68.75,74.375,59.375,26.25,73.75,61.25,51.875,55.0,66.25,52.5,68.75,60.625,26.25,58.75,44.375,63.75,38.75,65.625,60.625,43.125,67.5,74.375,67.5,44.375,60.625,43.125,44.375,67.5,53.75,65.0,46.25,57.5,53.75,61.25,67.5,36.25,41.875,63.125,45.0,46.875,71.25,47.5,54.375,63.75,86.25,88.125,39.375,86.875,29.375,70.625,58.648026,38.125,68.125,77.5,70.0,53.75,57.5,61.25,81.25,76.875,80.0,23.125,29.375,65.0,66.875,44.375,23.75,26.25,55.0,66.25,54.375,31.875,78.125,77.5,46.875,70.625,43.75,53.75,60.625,63.75,64.375,87.5,38.75,71.25,26.875,57.5,51.25,51.875,70.0,38.125,50.0,63.125,55.625,48.75,61.25,46.875,66.875,68.125,83.75,67.5,65.625,65.625,64.375,53.125,49.375,23.75,65.0,60.625,66.875
1998,25.625,56.25,77.5,17.5,65.0,61.25,63.75,81.25,78.75,64.375,64.375,72.5,49.375,70.625,38.125,68.125,28.75,73.125,58.125,70.0,71.875,58.75,50.625,70.625,41.875,55.0,38.125,58.75,97.5,75.625,60.625,62.5,63.125,50.625,25.625,49.375,61.875,43.75,63.125,77.5,76.25,73.125,76.875,53.125,60.0,85.0,73.125,40.625,66.25,30.0,63.125,94.375,63.75,50.0,82.5,51.25,86.25,58.75,51.25,83.75,61.25,57.5,46.875,53.75,37.5,46.25,73.125,65.625,60.0,86.875,86.875,60.625,67.5,58.75,69.375,50.0,63.75,85.625,26.25,33.125,88.125,75.0,74.375,59.375,26.25,73.75,61.25,51.875,61.25,66.25,52.5,68.75,63.125,26.25,58.75,44.375,63.75,38.75,65.625,60.625,43.125,67.5,74.375,67.5,44.375,60.625,43.125,44.375,67.5,53.75,65.0,46.25,57.5,53.75,61.25,67.5,36.25,41.875,63.125,45.0,46.875,71.25,47.5,54.375,63.75,86.25,88.125,39.375,86.875,29.375,70.625,59.207237,38.125,68.125,77.5,70.0,53.75,57.5,63.75,81.25,76.875,86.25,23.125,29.375,65.0,66.875,44.375,23.75,26.25,55.0,66.25,54.375,31.875,78.125,77.5,46.875,70.625,43.75,53.75,60.625,63.75,64.375,87.5,38.75,71.25,26.875,57.5,51.25,55.0,70.0,40.625,50.0,63.125,55.625,48.75,67.5,46.875,66.875,68.125,83.75,67.5,65.625,68.125,64.375,53.125,49.375,23.75,70.0,60.625,66.875
1999,26.25,56.25,77.5,26.875,65.0,61.25,66.25,81.25,78.75,64.375,64.375,75.625,49.375,70.625,38.125,68.125,28.75,73.125,61.25,70.0,71.875,58.75,56.875,70.625,41.875,55.0,38.125,58.75,97.5,78.125,60.625,62.5,69.375,50.625,25.625,49.375,61.875,43.75,63.125,77.5,76.25,73.125,76.875,53.125,60.0,85.0,73.125,40.625,75.625,30.0,63.125,94.375,63.75,50.0,85.0,57.5,86.25,58.75,51.25,83.75,61.25,57.5,46.875,53.75,37.5,46.25,73.125,65.625,65.0,86.875,86.875,60.625,67.5,58.75,69.375,50.0,63.75,91.875,26.25,33.125,88.125,75.0,74.375,59.375,26.25,73.75,61.25,51.875,61.25,66.25,52.5,68.75,66.25,26.25,58.75,44.375,63.75,38.75,65.625,60.625,43.125,73.75,76.875,67.5,44.375,63.75,43.125,44.375,67.5,53.75,65.0,46.25,57.5,53.75,61.25,67.5,36.25,41.875,69.375,45.0,46.875,71.25,47.5,54.375,63.75,89.375,88.125,39.375,86.875,29.375,70.625,59.92763,38.125,68.125,80.625,70.0,53.75,57.5,66.875,81.25,76.875,89.375,23.125,29.375,65.0,66.875,44.375,23.75,26.25,63.75,66.25,54.375,31.875,78.125,77.5,46.875,70.625,43.75,53.75,60.625,63.75,64.375,90.625,38.75,71.25,26.875,57.5,51.25,63.75,70.0,40.625,50.0,63.125,55.625,48.75,67.5,46.875,66.875,68.125,83.75,67.5,65.625,70.625,64.375,53.125,49.375,23.75,75.625,60.625,70.0
2000,26.25,62.5,77.5,26.875,65.0,61.25,66.25,81.25,78.75,66.875,64.375,75.625,49.375,70.625,38.125,68.125,28.75,73.125,66.875,73.125,71.875,58.75,56.875,70.625,44.375,55.0,38.125,58.75,97.5,78.125,60.625,62.5,69.375,50.625,25.625,49.375,61.875,43.75,63.125,77.5,76.25,73.125,76.875,53.125,60.0,91.25,73.125,40.625,75.625,30.0,63.125,94.375,63.75,50.0,85.0,57.5,86.25,58.75,51.25,86.25,61.25,57.5,46.875,53.75,37.5,46.25,73.125,75.0,68.125,86.875,86.875,63.75,67.5,58.75,69.375,50.0,63.75,95.0,26.25,33.125,94.375,78.125,74.375,59.375,26.25,73.75,67.5,51.875,61.25,66.25,52.5,71.25,66.25,26.25,58.75,50.0,63.75,38.75,80.625,60.625,43.125,73.75,83.125,67.5,44.375,63.75,43.125,44.375,72.5,53.75,65.0,49.375,57.5,53.75,61.25,67.5,36.25,41.875,69.375,57.5,46.875,71.25,47.5,54.375,63.75,89.375,88.125,39.375,86.875,29.375,70.625,60.648026,38.125,68.125,80.625,70.0,53.75,57.5,66.875,81.25,79.375,89.375,26.25,29.375,70.0,66.875,51.875,23.75,26.25,63.75,66.25,54.375,31.875,78.125,77.5,46.875,70.625,43.75,53.75,60.625,63.75,64.375,90.625,38.75,73.75,26.875,57.5,51.25,63.75,70.0,40.625,50.0,63.125,55.625,48.75,67.5,46.875,66.875,68.125,83.75,67.5,65.625,70.625,64.375,53.125,49.375,23.75,78.75,60.625,70.0
2001,26.25,62.5,77.5,26.875,65.0,61.25,66.25,81.25,78.75,66.875,64.375,75.625,49.375,70.625,38.125,73.75,28.75,73.125,66.875,73.125,76.875,61.875,63.125,70.625,46.875,55.0,38.125,58.75,97.5,78.125,60.625,62.5,69.375,50.625,25.625,49.375,64.375,43.75,63.125,77.5,76.25,73.125,76.875,53.125,60.0,91.25,73.125,40.625,75.625,33.125,63.125,94.375,63.75,63.125,85.0,57.5,89.375,58.75,51.25,86.25,61.25,57.5,46.875,53.75,37.5,46.25,73.125,75.0,68.125,86.875,86.875,63.75,67.5,58.75,69.375,50.0,63.75,95.0,26.25,33.125,94.375,78.125,80.0,59.375,26.25,76.25,67.5,51.875,61.25,66.25,52.5,71.25,66.25,26.25,68.125,50.0,63.75,38.75,80.625,60.625,43.125,79.375,83.125,67.5,44.375,63.75,49.375,44.375,72.5,53.75,65.0,49.375,60.0,53.75,61.25,67.5,36.25,41.875,69.375,60.0,46.875,71.25,47.5,54.375,63.75,89.375,88.125,39.375,86.875,29.375,70.625,61.10855,38.125,68.125,80.625,70.0,53.75,57.5,66.875,81.25,79.375,91.875,26.25,29.375,70.0,66.875,51.875,23.75,26.25,63.75,66.25,54.375,31.875,78.125,77.5,46.875,70.625,43.75,53.75,60.625,63.75,64.375,90.625,38.75,73.75,26.875,57.5,51.25,63.75,70.0,40.625,50.0,69.375,55.625,48.75,67.5,46.875,66.875,68.125,83.75,67.5,65.625,70.625,64.375,53.125,49.375,23.75,78.75,60.625,70.0
2002,26.25,62.5,77.5,26.875,65.0,61.25,66.25,81.25,78.75,66.875,64.375,75.625,49.375,70.625,38.125,73.75,28.75,81.25,66.875,73.125,76.875,61.875,79.375,70.625,46.875,55.0,38.125,58.75,97.5,78.125,63.75,65.0,69.375,50.625,25.625,49.375,64.375,43.75,63.125,77.5,76.25,73.125,79.375,53.125,62.5,91.25,78.125,40.625,78.75,33.125,69.375,94.375,66.25,63.125,85.0,57.5,89.375,58.75,51.25,86.25,61.25,57.5,46.875,53.75,37.5,46.25,73.125,77.5,68.125,86.875,86.875,63.75,67.5,58.75,69.375,50.0,63.75,95.0,26.25,33.125,94.375,78.125,80.0,59.375,26.25,76.25,67.5,51.875,61.25,66.25,52.5,71.25,66.25,26.25,68.125,50.0,63.75,38.75,80.625,60.625,43.125,79.375,86.25,70.625,44.375,63.75,49.375,44.375,72.5,53.75,65.0,49.375,60.0,53.75,61.25,67.5,36.25,41.875,69.375,60.0,46.875,71.25,47.5,54.375,63.75,89.375,88.125,44.375,86.875,29.375,78.125,61.960526,38.125,70.625,80.625,70.0,53.75,57.5,66.875,81.25,79.375,91.875,26.25,29.375,79.375,73.125,61.25,23.75,26.25,63.75,66.25,54.375,38.125,78.125,77.5,46.875,78.75,43.75,53.75,60.625,63.75,80.0,90.625,38.75,73.75,26.25,57.5,51.25,63.75,70.0,50.0,50.0,69.375,55.625,56.875,67.5,46.875,66.875,68.125,83.75,67.5,65.625,70.625,64.375,53.125,49.375,23.75,78.75,60.625,70.0
2003,26.25,62.5,77.5,26.875,65.0,64.375,66.25,81.25,81.875,66.875,64.375,84.375,46.875,70.625,38.125,73.75,28.75,81.25,76.25,73.125,76.875,61.875,79.375,70.625,46.875,55.0,38.125,58.75,97.5,78.125,63.75,65.0,69.375,50.625,39.375,49.375,66.875,43.75,63.125,77.5,85.625,73.125,79.375,53.125,62.5,91.25,78.125,40.625,78.75,38.75,69.375,94.375,69.375,63.125,85.0,57.5,89.375,58.75,51.25,88.75,61.25,57.5,46.875,53.75,37.5,46.25,73.125,77.5,71.25,86.875,86.875,63.75,67.5,58.75,69.375,58.75,63.75,95.0,26.25,33.125,94.375,78.125,80.0,59.375,26.25,76.25,67.5,51.875,70.0,66.25,52.5,71.25,66.25,26.25,68.125,50.0,63.75,38.75,80.625,60.625,43.125,79.375,86.25,88.125,44.375,70.0,49.375,44.375,72.5,53.75,68.125,49.375,69.375,53.75,64.375,67.5,36.25,41.875,69.375,60.0,46.875,71.25,47.5,54.375,63.75,89.375,94.375,44.375,89.375,32.5,80.625,62.901318,38.125,70.625,86.875,70.0,53.75,57.5,66.875,81.25,79.375,91.875,26.25,29.375,87.5,73.125,63.75,23.75,26.25,63.75,68.75,54.375,38.125,78.125,77.5,46.875,81.875,43.75,53.75,60.625,63.75,80.0,90.625,38.75,73.75,26.25,57.5,51.25,63.75,70.0,50.0,50.0,69.375,55.625,66.25,67.5,46.875,66.875,71.25,83.75,67.5,65.625,70.625,64.375,53.125,49.375,23.75,78.75,60.625,75.625
2004,26.25,62.5,80.0,26.875,70.0,64.375,66.25,81.25,81.875,66.875,64.375,84.375,46.875,70.625,38.125,85.625,28.75,81.25,76.25,73.125,76.875,61.875,79.375,70.625,46.875,55.0,38.125,58.75,97.5,78.125,63.75,70.0,69.375,50.625,39.375,49.375,66.875,43.75,78.125,77.5,85.625,73.125,79.375,53.125,62.5,91.25,78.125,40.625,78.75,38.75,69.375,94.375,81.875,63.125,85.0,57.5,91.875,58.75,51.25,88.75,64.375,72.5,46.875,53.75,37.5,46.25,73.125,77.5,71.25,86.875,86.875,63.75,76.25,58.75,75.625,61.875,63.75,95.0,26.25,33.125,94.375,75.0,80.0,59.375,26.25,76.25,67.5,51.875,73.125,66.25,52.5,71.25,71.25,26.25,68.125,50.0,63.75,38.75,80.625,60.625,43.125,88.75,88.75,94.375,70.625,70.0,49.375,44.375,72.5,53.75,68.125,49.375,69.375,53.75,67.5,67.5,36.25,41.875,69.375,60.0,46.875,73.75,53.75,54.375,63.75,89.375,94.375,44.375,89.375,32.5,86.875,63.976974,38.125,70.625,86.875,72.5,53.75,57.5,66.875,81.25,91.875,91.875,26.25,26.25,87.5,73.125,63.75,23.75,26.25,63.75,68.75,54.375,38.125,78.125,77.5,46.875,81.875,43.75,53.75,60.625,76.25,88.125,90.625,38.75,73.75,26.25,57.5,51.25,63.75,70.0,53.125,50.0,72.5,55.625,71.25,67.5,46.875,66.875,71.25,83.75,67.5,68.125,70.625,64.375,53.125,49.375,23.75,78.75,60.625,75.625
2005,26.25,62.5,80.0,26.875,70.0,76.875,66.25,81.25,85.0,66.875,64.375,84.375,65.625,76.875,38.125,91.25,28.75,81.25,78.75,73.125,76.875,61.875,79.375,70.625,46.875,55.0,61.25,58.75,97.5,78.125,66.875,70.0,69.375,50.625,39.375,49.375,66.875,43.75,78.125,77.5,85.625,73.125,79.375,53.125,62.5,91.25,78.125,55.0,78.75,38.75,69.375,94.375,81.875,65.625,94.375,57.5,91.875,58.75,51.25,88.75,64.375,72.5,46.875,53.75,37.5,46.25,73.125,77.5,71.25,86.875,86.875,63.75,76.25,58.75,75.625,64.375,63.75,95.0,26.25,33.125,94.375,75.0,83.125,59.375,26.25,76.25,67.5,51.875,76.25,66.25,52.5,71.25,76.25,26.25,70.625,50.0,63.75,38.75,80.625,60.625,52.5,88.75,88.75,94.375,73.125,70.0,55.625,44.375,72.5,53.75,68.125,49.375,72.5,53.75,67.5,67.5,59.375,41.875,69.375,60.0,46.875,73.75,53.75,54.375,63.75,89.375,94.375,44.375,89.375,32.5,86.875,65.01316,38.125,73.75,86.875,72.5,53.75,57.5,66.875,81.25,91.875,91.875,26.25,26.25,87.5,73.125,63.75,23.75,26.25,63.75,68.75,54.375,38.125,78.125,77.5,46.875,88.125,43.75,53.75,60.625,76.25,88.125,90.625,38.75,73.75,26.25,57.5,51.25,63.75,73.125,53.125,50.0,72.5,55.625,80.0,81.25,46.875,66.875,71.25,83.75,67.5,68.125,70.625,64.375,53.125,49.375,23.75,78.75,60.625,75.625
2006,26.25,62.5,80.0,26.875,70.0,79.375,66.25,81.25,85.0,66.875,64.375,84.375,65.625,76.875,38.125,91.25,31.875,81.25,78.75,73.125,76.875,61.875,79.375,70.625,46.875,55.0,61.25,58.75,97.5,83.125,71.875,72.5,69.375,50.625,39.375,49.375,73.125,43.75,78.125,77.5,85.625,75.625,81.875,59.375,62.5,91.25,78.125,55.0,81.25,38.75,69.375,94.375,81.875,65.625,94.375,60.0,94.375,58.75,51.25,91.875,76.25,72.5,46.875,53.75,37.5,46.25,73.125,77.5,71.25,86.875,86.875,63.75,76.25,58.75,75.625,64.375,66.25,95.0,26.25,33.125,94.375,77.5,89.375,61.875,26.25,76.25,67.5,51.875,76.25,68.75,52.5,71.25,79.375,26.25,73.75,50.0,63.75,38.75,80.625,63.125,72.5,88.75,88.75,94.375,73.125,76.25,55.625,44.375,72.5,53.75,76.875,49.375,75.0,53.75,67.5,67.5,59.375,41.875,69.375,60.0,46.875,73.75,53.75,54.375,63.75,89.375,94.375,44.375,91.875,32.5,86.875,65.927635,38.125,73.75,86.875,72.5,53.75,57.5,66.875,81.25,91.875,91.875,26.25,26.25,87.5,73.125,63.75,26.25,26.25,63.75,68.75,54.375,38.125,81.25,77.5,46.875,90.625,43.75,53.75,60.625,78.75,88.125,96.875,38.75,73.75,26.25,57.5,51.25,63.75,73.125,53.125,50.0,72.5,55.625,80.0,81.25,62.5,73.125,71.25,83.75,67.5,68.125,73.75,64.375,53.125,49.375,23.75,78.75,60.625,84.375
2007,28.75,62.5,82.5,26.875,70.0,79.375,66.25,81.25,85.0,76.25,64.375,87.5,71.875,76.875,43.75,91.25,31.875,81.25,78.75,73.125,76.875,61.875,81.875,70.625,46.875,70.0,61.25,73.75,97.5,85.625,71.875,72.5,69.375,50.625,42.5,49.375,73.125,43.75,78.125,77.5,85.625,81.875,93.75,59.375,62.5,91.25,78.125,55.0,81.25,38.75,69.375,97.5,81.875,65.625,94.375,60.0,97.5,58.75,51.25,91.875,76.25,75.0,46.875,53.75,37.5,46.25,81.875,77.5,71.25,86.875,86.875,63.75,76.25,58.75,78.75,64.375,66.25,95.0,28.75,33.125,94.375,77.5,89.375,61.875,26.25,76.25,67.5,58.125,73.75,68.75,52.5,71.25,79.375,26.25,83.125,50.0,63.75,38.75,83.75,63.125,75.625,88.75,88.75,94.375,73.125,78.75,55.625,44.375,75.0,53.75,76.875,49.375,75.0,53.75,67.5,67.5,59.375,41.875,69.375,62.5,46.875,73.75,53.75,56.875,63.75,92.5,94.375,46.875,91.875,32.5,86.875,66.93092,38.125,73.75,90.0,72.5,53.75,57.5,66.875,81.25,91.875,91.875,26.25,29.375,90.625,73.125,63.75,26.25,26.25,63.75,68.75,54.375,38.125,81.25,77.5,46.875,90.625,43.75,53.75,60.625,78.75,88.125,96.875,38.75,73.75,28.75,57.5,69.375,63.75,73.125,53.125,50.0,72.5,55.625,80.0,81.25,67.5,73.125,71.25,83.75,67.5,68.125,80.0,67.5,53.125,49.375,23.75,78.75,60.625,86.875
2008,28.75,62.5,82.5,26.875,70.0,79.375,66.25,83.75,85.0,76.25,64.375,87.5,71.875,76.875,43.75,91.25,31.875,81.25,78.75,73.125,76.875,65.0,81.875,70.625,46.875,70.0,63.75,73.75,97.5,85.625,75.0,69.375,69.375,50.625,42.5,49.375,73.125,43.75,86.25,80.0,88.75,85.0,93.75,59.375,62.5,94.375,78.125,55.0,81.25,38.75,69.375,97.5,81.875,65.625,94.375,71.875,97.5,58.75,51.25,91.875,76.25,75.0,46.875,56.25,37.5,46.25,85.0,77.5,73.75,86.875,86.875,66.875,76.25,58.75,78.75,64.375,66.25,95.0,28.75,33.125,94.375,77.5,89.375,61.875,28.75,76.25,70.0,75.625,73.75,68.75,55.625,71.25,79.375,26.25,83.125,50.0,63.75,38.75,83.75,63.125,75.625,91.25,95.0,97.5,73.125,78.75,60.625,50.625,75.0,53.75,76.875,49.375,77.5,53.75,70.625,67.5,76.875,41.875,69.375,62.5,46.875,80.0,53.75,56.875,72.5,92.5,94.375,46.875,91.875,32.5,86.875,67.87171,38.125,73.75,90.0,72.5,53.75,57.5,66.875,81.25,95.0,91.875,26.25,29.375,90.625,73.125,63.75,26.25,26.25,63.75,68.75,54.375,45.625,83.75,80.0,46.875,90.625,43.75,53.75,60.625,81.875,90.625,96.875,38.75,73.75,28.75,57.5,69.375,75.0,73.125,53.125,50.0,72.5,55.625,80.0,81.25,67.5,73.125,71.25,83.75,67.5,68.125,82.5,70.0,53.125,49.375,26.875,78.75,60.625,86.875
2009,28.75,62.5,82.5,26.875,73.125,79.375,66.25,83.75,91.25,76.25,73.125,93.75,71.875,76.875,46.875,93.75,31.875,81.25,78.75,73.125,76.875,68.125,81.875,70.625,46.875,70.0,63.75,77.5,97.5,85.625,75.0,69.375,69.375,50.625,42.5,49.375,73.125,43.75,86.25,80.0,88.75,88.125,96.875,62.5,62.5,97.5,78.125,55.0,84.375,38.75,69.375,97.5,88.125,65.625,97.5,71.875,97.5,58.75,51.25,91.875,76.25,75.0,46.875,56.25,37.5,46.25,85.0,77.5,73.75,86.875,86.875,66.875,84.375,58.75,78.75,64.375,66.25,95.0,28.75,33.125,94.375,77.5,89.375,61.875,28.75,76.25,70.0,75.625,76.875,68.75,58.75,71.25,79.375,26.25,83.125,50.0,63.75,38.75,83.75,63.125,75.625,91.25,95.0,97.5,73.125,78.75,60.625,61.875,77.5,53.75,76.875,49.375,77.5,53.75,67.5,70.625,76.875,41.875,83.75,62.5,46.875,80.0,53.75,56.875,72.5,95.0,96.875,49.375,91.875,32.5,86.875,68.87829,38.125,73.75,90.0,72.5,53.75,57.5,73.125,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,26.25,29.375,63.75,71.25,54.375,63.125,83.75,80.0,46.875,96.875,55.625,56.25,63.125,81.875,90.625,96.875,38.75,73.75,28.75,57.5,69.375,75.0,73.125,53.125,50.0,72.5,55.625,80.0,81.25,67.5,75.625,76.875,83.75,67.5,68.125,82.5,70.0,55.625,49.375,26.875,78.75,60.625,86.875
2010,28.75,62.5,85.625,26.875,73.125,79.375,66.25,83.75,91.25,76.25,73.125,100.0,71.875,76.875,46.875,93.75,31.875,81.25,81.875,73.125,76.875,68.125,81.875,70.625,53.125,72.5,63.75,77.5,97.5,85.625,75.0,69.375,69.375,50.625,42.5,49.375,73.125,43.75,86.25,80.0,88.75,88.125,96.875,62.5,62.5,97.5,78.125,55.0,84.375,38.75,69.375,97.5,91.25,65.625,97.5,74.375,97.5,58.75,51.25,95.0,79.375,75.0,46.875,56.25,37.5,46.25,88.125,77.5,73.75,86.875,86.875,66.875,93.75,58.75,81.25,64.375,66.25,95.0,28.75,33.125,94.375,77.5,89.375,61.875,31.875,76.25,72.5,75.625,76.875,75.0,58.75,71.25,85.0,29.375,83.125,50.0,63.75,50.0,83.75,63.125,78.125,91.25,95.0,97.5,73.125,78.75,60.625,61.875,77.5,53.75,82.5,49.375,77.5,53.75,67.5,70.625,79.375,41.875,83.75,62.5,46.875,80.0,53.75,56.875,72.5,95.0,96.875,49.375,91.875,32.5,86.875,69.54276,44.375,73.75,92.5,72.5,53.75,57.5,76.25,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,26.25,29.375,63.75,71.25,54.375,63.125,83.75,80.0,46.875,96.875,55.625,56.25,63.125,91.25,90.625,96.875,38.75,73.75,34.375,57.5,69.375,75.0,73.125,53.125,50.0,72.5,55.625,80.0,81.25,70.0,75.625,83.125,83.75,67.5,68.125,82.5,70.0,55.625,49.375,26.875,78.75,60.625,86.875
2011,28.75,62.5,85.625,26.875,73.125,82.5,66.25,91.25,91.25,78.75,73.125,100.0,71.875,76.875,49.375,90.625,31.875,81.25,81.875,73.125,76.875,68.125,81.875,70.625,53.125,72.5,63.75,77.5,97.5,85.625,75.0,69.375,69.375,50.625,42.5,49.375,73.125,43.75,86.25,80.0,88.75,88.125,96.875,62.5,62.5,97.5,78.125,55.0,84.375,38.75,69.375,97.5,91.25,65.625,97.5,74.375,97.5,58.75,51.25,95.0,79.375,75.0,46.875,66.875,37.5,46.25,97.5,77.5,73.75,86.875,86.875,66.875,93.75,58.75,90.625,64.375,66.25,95.0,28.75,33.125,94.375,77.5,89.375,61.875,31.875,78.75,72.5,75.625,76.875,75.0,58.75,71.25,85.0,29.375,83.125,50.0,63.75,50.0,83.75,63.125,78.125,91.25,97.5,97.5,73.125,81.875,60.625,61.875,77.5,53.75,82.5,49.375,77.5,53.75,73.125,80.0,79.375,41.875,83.75,62.5,46.875,80.0,53.75,56.875,72.5,95.0,96.875,49.375,91.875,32.5,91.875,70.06579,44.375,73.75,92.5,72.5,53.75,57.5,85.0,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,29.375,29.375,63.75,71.25,54.375,63.125,83.75,80.0,46.875,96.875,55.625,56.25,63.125,94.375,90.625,96.875,38.75,73.75,34.375,57.5,75.625,75.0,73.125,55.625,56.25,72.5,55.625,80.0,81.25,70.0,75.625,83.125,83.75,64.375,68.125,82.5,70.0,55.625,51.875,26.875,78.75,60.625,86.875
2012,28.75,70.625,85.625,26.875,73.125,82.5,66.25,91.25,91.25,78.75,73.125,100.0,74.375,76.875,49.375,90.625,31.875,81.25,81.875,73.125,79.375,68.125,81.875,70.625,53.125,72.5,63.75,77.5,97.5,85.625,77.5,75.625,69.375,50.625,42.5,49.375,78.75,43.75,86.25,80.0,88.75,91.25,96.875,62.5,62.5,100.0,78.125,55.0,84.375,38.75,69.375,97.5,91.25,71.875,97.5,74.375,97.5,58.75,51.25,95.0,79.375,75.0,46.875,66.875,37.5,46.25,97.5,77.5,73.75,86.875,86.875,66.875,93.75,58.75,93.75,64.375,66.25,95.0,28.75,33.125,96.875,80.625,89.375,61.875,31.875,78.75,72.5,75.625,76.875,75.0,58.75,71.25,85.0,29.375,83.125,50.0,63.75,50.0,83.75,63.125,78.125,93.75,97.5,97.5,73.125,81.875,60.625,64.375,77.5,56.25,82.5,54.375,82.5,53.75,75.625,80.0,79.375,41.875,83.75,68.75,50.0,80.0,53.75,63.125,72.5,95.0,96.875,49.375,91.875,32.5,91.875,70.6546,44.375,73.75,92.5,78.75,53.75,57.5,85.0,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,29.375,29.375,63.75,71.25,54.375,63.125,83.75,80.0,46.875,96.875,49.375,56.25,63.125,94.375,90.625,96.875,38.75,73.75,34.375,57.5,75.625,75.0,73.125,78.125,56.25,72.5,55.625,80.0,81.25,70.0,75.625,83.125,83.75,64.375,68.125,82.5,70.0,55.625,51.875,26.875,81.875,63.125,86.875
2013,28.75,70.625,85.625,26.875,73.125,82.5,66.25,93.75,91.25,78.75,73.125,100.0,74.375,76.875,49.375,90.625,35.0,81.25,81.875,73.125,79.375,76.875,81.875,70.625,53.125,75.0,63.75,77.5,97.5,85.625,77.5,75.625,81.25,50.625,42.5,49.375,78.75,56.25,86.25,80.0,88.75,91.25,96.875,62.5,62.5,100.0,78.125,55.0,84.375,38.75,69.375,97.5,91.25,71.875,97.5,74.375,97.5,58.75,51.25,95.0,79.375,75.0,46.875,66.875,37.5,51.875,97.5,77.5,73.75,86.875,86.875,75.0,93.75,58.75,93.75,64.375,66.25,95.0,28.75,33.125,96.875,80.625,91.875,61.875,31.875,78.75,72.5,78.75,76.875,75.0,58.75,71.25,85.0,29.375,83.125,50.0,63.75,50.0,83.75,63.125,78.125,93.75,97.5,97.5,73.125,81.875,60.625,64.375,85.625,56.25,82.5,54.375,82.5,58.75,78.75,80.0,79.375,41.875,83.75,75.0,50.0,80.0,53.75,63.125,72.5,95.0,96.875,49.375,91.875,32.5,91.875,71.45066,46.875,73.75,92.5,78.75,56.25,57.5,84.375,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,29.375,29.375,63.75,71.25,54.375,63.125,83.75,80.0,46.875,96.875,49.375,62.5,63.125,94.375,90.625,100.0,43.75,73.75,34.375,57.5,81.875,75.0,75.625,80.625,56.25,75.0,55.625,80.0,81.25,70.0,78.75,83.125,83.75,64.375,68.125,82.5,79.375,55.625,75.0,26.875,81.875,63.125,86.875
