Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1980,26.25,30.625,59.375,17.5,38.75,58.125,61.25,60.0,68.125,61.25,47.5,64.375,40.0,48.125,38.125,65.0,26.25,56.25,58.125,58.125,53.75,53.75,33.125,65.625,38.75,55.0,22.5,45.0,77.5,43.75,36.25,56.875,45.625,45.625,23.125,40.0,59.375,35.625,36.875,63.125,63.125,64.375,65.625,43.75,60.0,71.25,55.625,32.5,51.875,29.375,50.625,60.625,55.0,50.625,73.125,51.25,62.5,58.75,43.125,69.375,61.25,49.375,41.25,50.625,28.125,31.875,43.75,53.75,49.375,60.625,68.75,51.875,58.125,37.5,66.875,47.5,49.375,63.75,29.375,26.875,75.0,60.0,71.25,51.25,26.25,65.625,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,40.0,44.375,63.75,36.25,52.5,54.375,28.75,61.25,71.25,55.0,38.125,55.0,40.0,44.375,58.125,53.75,61.875,41.25,44.375,53.75,58.125,61.875,33.75,41.875,50.0,42.5,41.875,33.75,38.75,54.375,58.75,71.875,80.0,39.375,69.375,26.25,67.5,50.013157,44.375,47.5,50.0,39.375,53.75,57.5,64.375,72.5,65.625,48.125,23.125,29.375,65.0,58.125,44.375,23.75,17.5,44.375,51.875,54.375,31.875,52.5,57.5,46.875,67.5,35.0,50.625,28.125,58.75,64.375,79.375,33.125,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,55.0,53.125,45.625,58.75,46.875,55.0,60.0,72.5,55.625,57.5,49.375,53.75,43.75,49.375,23.75,25.625,46.875,36.875
1981,26.25,30.625,59.375,17.5,38.75,58.125,61.25,62.5,68.125,61.25,47.5,64.375,40.0,48.125,38.125,65.0,26.25,56.25,58.125,58.125,53.75,53.75,33.125,65.625,38.75,55.0,22.5,45.0,77.5,43.75,36.25,56.875,45.625,45.625,23.125,40.0,59.375,35.625,36.875,63.125,63.125,67.5,65.625,43.75,60.0,71.25,55.625,32.5,51.875,29.375,50.625,60.625,55.0,50.625,73.125,51.25,62.5,58.75,43.125,69.375,61.25,49.375,41.25,50.625,28.125,31.875,43.75,56.25,49.375,60.625,68.75,51.875,58.125,37.5,66.875,47.5,49.375,66.25,29.375,26.875,75.0,60.0,71.25,51.25,26.25,65.625,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,40.0,44.375,63.75,36.25,52.5,54.375,28.75,61.25,71.25,55.0,38.125,55.0,40.0,44.375,58.125,53.75,61.875,41.25,50.0,53.75,58.125,61.875,33.75,41.875,60.625,42.5,41.875,33.75,38.75,54.375,58.75,71.875,80.0,39.375,75.0,26.25,67.5,50.470394,44.375,47.5,50.0,39.375,53.75,57.5,64.375,72.5,65.625,48.125,23.125,29.375,65.0,58.125,44.375,23.75,17.5,49.375,51.875,54.375,31.875,52.5,60.625,46.875,67.5,35.0,50.625,57.5,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,55.0,53.125,45.625,58.75,46.875,55.0,62.5,81.25,55.625,57.5,49.375,53.75,43.75,49.375,23.75,25.625,46.875,36.875
1982,26.25,33.125,59.375,17.5,38.75,58.125,61.25,65.625,68.125,61.25,47.5,64.375,40.0,48.125,38.125,65.0,26.25,56.25,58.125,58.125,63.125,53.75,33.125,68.125,38.75,55.0,22.5,45.0,77.5,43.75,36.25,56.875,45.625,45.625,23.125,40.0,59.375,35.625,57.5,63.125,63.125,67.5,65.625,43.75,60.0,71.25,55.625,32.5,51.875,29.375,50.625,73.75,55.0,50.625,73.125,51.25,62.5,58.75,43.125,72.5,61.25,49.375,41.25,50.625,28.125,31.875,43.75,56.25,49.375,60.625,71.875,51.875,58.125,37.5,66.875,47.5,49.375,68.75,29.375,26.875,75.0,60.0,71.25,51.25,26.25,65.625,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,40.0,44.375,63.75,36.25,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,58.125,53.75,61.875,41.25,50.0,53.75,58.125,61.875,33.75,41.875,60.625,42.5,41.875,33.75,38.75,54.375,55.625,71.875,80.0,39.375,75.0,26.25,67.5,50.848682,44.375,47.5,50.0,39.375,53.75,57.5,64.375,72.5,65.625,48.125,23.125,29.375,65.0,58.125,44.375,23.75,17.5,49.375,55.0,54.375,31.875,52.5,60.625,46.875,67.5,35.0,50.625,57.5,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,60.625,53.125,45.625,58.75,46.875,55.0,62.5,81.25,55.625,57.5,49.375,53.75,46.875,49.375,23.75,25.625,46.875,36.875
1983,26.25,33.125,59.375,17.5,38.75,58.125,61.25,68.75,68.125,61.25,47.5,64.375,40.0,48.125,38.125,65.0,26.25,58.75,58.125,58.125,63.125,53.75,33.125,68.125,38.75,55.0,22.5,45.0,80.625,43.75,36.25,56.875,45.625,45.625,23.125,40.0,59.375,35.625,60.625,63.125,63.125,67.5,65.625,43.75,60.0,71.25,55.625,32.5,51.875,29.375,50.625,73.75,55.0,50.625,73.125,51.25,65.625,58.75,43.125,72.5,61.25,49.375,41.25,50.625,28.125,31.875,59.375,56.25,49.375,60.625,71.875,51.875,58.125,52.5,66.875,47.5,49.375,71.875,29.375,26.875,75.0,60.0,71.25,51.25,26.25,65.625,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,40.0,44.375,63.75,36.25,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,58.125,53.75,61.875,41.25,50.0,53.75,58.125,61.875,33.75,41.875,60.625,42.5,41.875,33.75,38.75,54.375,55.625,71.875,80.0,39.375,75.0,26.25,67.5,51.25329,44.375,47.5,50.0,39.375,53.75,57.5,61.25,72.5,65.625,48.125,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,55.0,54.375,31.875,52.5,60.625,46.875,67.5,35.0,50.625,57.5,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,60.625,53.125,45.625,58.75,46.875,55.0,62.5,81.25,55.625,57.5,60.0,53.75,46.875,49.375,23.75,25.625,49.375,52.5
1984,26.25,33.125,59.375,17.5,38.75,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,48.125,38.125,65.0,26.25,58.75,58.125,58.125,63.125,53.75,33.125,68.125,41.875,55.0,22.5,45.0,80.625,43.75,36.25,56.875,48.75,45.625,23.125,40.0,59.375,43.75,60.625,63.125,63.125,67.5,65.625,43.75,60.0,71.25,55.625,35.0,51.875,29.375,50.625,73.75,55.0,50.625,73.125,51.25,65.625,58.75,45.625,72.5,61.25,49.375,41.25,50.625,28.125,40.625,65.0,65.625,49.375,60.625,71.875,51.875,58.125,58.75,66.875,47.5,49.375,71.875,29.375,26.875,75.0,60.0,71.25,51.25,26.25,65.625,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,40.0,44.375,63.75,38.75,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,50.0,53.75,58.125,61.875,33.75,41.875,60.625,42.5,41.875,33.75,38.75,54.375,55.625,71.875,80.0,39.375,75.0,26.25,67.5,51.63487,44.375,47.5,50.0,39.375,53.75,57.5,61.25,72.5,65.625,48.125,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,55.0,54.375,31.875,52.5,60.625,46.875,67.5,35.0,50.625,60.625,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,62.5,81.25,55.625,57.5,60.0,53.75,46.875,49.375,23.75,28.75,49.375,52.5
1985,26.25,33.125,59.375,17.5,38.75,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,48.125,38.125,65.0,26.25,61.875,58.125,58.125,63.125,53.75,33.125,68.125,41.875,55.0,22.5,45.0,83.75,57.5,36.25,56.875,48.75,45.625,23.125,46.25,59.375,43.75,60.625,63.125,63.125,67.5,65.625,43.75,60.0,76.25,55.625,35.0,51.875,29.375,50.625,73.75,55.0,50.625,73.125,51.25,65.625,58.75,45.625,72.5,61.25,49.375,41.25,50.625,28.125,40.625,70.625,65.625,49.375,60.625,71.875,51.875,58.125,58.75,66.875,47.5,49.375,71.875,29.375,26.875,75.0,60.0,71.25,51.25,26.25,65.625,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,40.0,44.375,63.75,38.75,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,50.0,53.75,58.125,61.875,33.75,41.875,60.625,42.5,44.375,33.75,38.75,54.375,55.625,71.875,80.0,39.375,75.0,26.25,67.5,51.95395,41.25,47.5,66.25,39.375,53.75,57.5,61.25,72.5,65.625,48.125,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,55.0,54.375,31.875,52.5,60.625,46.875,67.5,35.0,50.625,60.625,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,62.5,81.25,55.625,57.5,60.0,53.75,46.875,49.375,23.75,33.75,49.375,52.5
1986,26.25,33.125,59.375,17.5,38.75,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,48.125,38.125,68.125,26.25,61.875,58.125,58.125,63.125,53.75,33.125,68.125,41.875,55.0,22.5,45.0,86.25,57.5,36.25,56.875,48.75,45.625,23.125,49.375,59.375,43.75,60.625,65.625,63.125,67.5,71.25,43.75,60.0,76.25,55.625,35.0,51.875,26.875,50.625,73.75,55.0,50.625,73.125,51.25,70.625,58.75,45.625,72.5,61.25,54.375,41.25,50.625,31.25,40.625,70.625,65.625,49.375,60.625,71.875,51.875,58.125,58.75,66.875,47.5,49.375,71.875,29.375,26.875,78.125,60.0,71.25,51.25,26.25,68.125,58.125,51.875,55.0,51.875,52.5,66.25,44.375,26.25,42.5,44.375,63.75,38.75,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,50.0,53.75,58.125,61.875,33.75,41.875,60.625,42.5,44.375,33.75,38.75,54.375,55.625,75.0,80.0,39.375,75.0,26.25,67.5,52.276318,41.25,47.5,66.25,39.375,53.75,57.5,61.25,72.5,65.625,51.25,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,55.0,54.375,31.875,52.5,77.5,46.875,67.5,35.0,50.625,60.625,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,62.5,81.25,55.625,57.5,60.0,53.75,46.875,49.375,23.75,33.75,49.375,52.5
1987,26.25,33.125,59.375,17.5,38.75,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,48.125,38.125,68.125,26.25,61.875,58.125,58.125,63.125,53.75,33.125,68.125,41.875,55.0,22.5,45.0,89.375,57.5,36.25,56.875,48.75,45.625,23.125,49.375,59.375,43.75,60.625,65.625,63.125,67.5,71.25,43.75,60.0,76.25,55.625,35.0,51.875,26.875,50.625,73.75,55.0,50.625,79.375,51.25,73.75,58.75,45.625,75.0,61.25,54.375,41.25,53.75,37.5,40.625,70.625,65.625,49.375,60.625,74.375,51.875,58.125,58.75,66.875,47.5,49.375,75.0,29.375,30.0,80.625,60.0,71.25,51.25,26.25,68.125,58.125,51.875,55.0,51.875,52.5,68.75,44.375,26.25,42.5,44.375,63.75,38.75,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,46.875,53.75,58.125,61.875,36.25,41.875,60.625,42.5,44.375,33.75,38.75,54.375,55.625,75.0,80.0,39.375,81.25,26.25,67.5,52.50329,38.125,47.5,66.25,39.375,53.75,57.5,61.25,72.5,65.625,51.25,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,57.5,54.375,31.875,52.5,77.5,46.875,67.5,35.0,50.625,60.625,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,62.5,81.25,55.625,57.5,60.0,53.75,46.875,49.375,23.75,33.75,49.375,52.5
1988,25.625,56.25,59.375,17.5,59.375,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,48.125,38.125,68.125,26.25,64.375,58.125,58.125,63.125,56.25,33.125,68.125,41.875,55.0,22.5,45.0,89.375,57.5,36.25,56.875,48.75,45.625,25.625,49.375,59.375,43.75,60.625,65.625,68.125,67.5,71.25,43.75,60.0,76.25,55.625,35.0,51.875,26.875,50.625,73.75,55.0,50.625,79.375,51.25,76.875,58.75,45.625,75.0,58.125,54.375,46.875,53.75,37.5,40.625,70.625,65.625,49.375,60.625,74.375,51.875,58.125,58.75,66.875,47.5,52.5,75.0,29.375,33.125,85.625,63.125,71.25,51.25,26.25,68.125,58.125,51.875,55.0,51.875,52.5,68.75,44.375,26.25,42.5,44.375,63.75,38.75,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,46.875,53.75,58.125,61.875,36.25,41.875,60.625,42.5,44.375,33.75,38.75,54.375,60.625,75.0,80.0,39.375,81.25,26.25,67.5,53.082237,38.125,47.5,66.25,55.0,53.75,57.5,61.25,78.75,65.625,51.25,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,57.5,54.375,31.875,52.5,77.5,46.875,67.5,35.0,50.625,60.625,58.75,64.375,79.375,38.75,63.125,26.875,48.75,51.25,51.875,55.0,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,62.5,81.25,52.5,57.5,60.0,53.75,53.125,49.375,23.75,38.75,49.375,55.0
1989,25.625,56.25,59.375,17.5,59.375,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,48.125,38.125,68.125,26.25,64.375,58.125,58.125,63.125,56.25,38.125,68.125,41.875,55.0,22.5,45.0,89.375,60.0,39.375,59.375,48.75,45.625,25.625,49.375,59.375,43.75,60.625,65.625,71.25,67.5,71.25,43.75,60.0,78.75,55.625,35.0,58.125,26.875,50.625,73.75,55.0,50.625,82.5,51.25,76.875,58.75,45.625,75.0,58.125,54.375,46.875,53.75,37.5,40.625,70.625,65.625,49.375,63.75,74.375,51.875,58.125,58.75,66.875,47.5,52.5,75.0,29.375,33.125,85.625,63.125,71.25,56.875,26.25,68.125,58.125,51.875,55.0,51.875,52.5,68.75,46.875,26.25,42.5,44.375,63.75,38.75,52.5,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,46.875,53.75,58.125,61.875,36.25,41.875,60.625,42.5,44.375,33.75,38.75,54.375,60.625,78.125,80.0,39.375,81.25,26.25,67.5,53.394737,38.125,47.5,66.25,58.125,53.75,57.5,61.25,78.75,68.75,51.25,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,60.625,54.375,31.875,52.5,77.5,46.875,67.5,35.0,50.625,60.625,58.75,64.375,81.875,38.75,63.125,26.875,48.75,51.25,51.875,55.0,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,62.5,81.25,52.5,57.5,60.0,53.75,53.125,49.375,23.75,38.75,54.375,55.0
1990,25.625,56.25,59.375,17.5,59.375,58.125,61.25,75.0,70.625,61.25,47.5,64.375,40.0,61.875,38.125,68.125,26.25,64.375,58.125,58.125,63.125,56.25,50.625,68.125,41.875,55.0,22.5,45.0,95.0,60.0,54.375,59.375,48.75,45.625,25.625,49.375,59.375,43.75,60.625,65.625,71.25,67.5,71.25,50.0,60.0,78.75,55.625,40.625,63.75,26.875,50.625,73.75,55.0,50.625,82.5,51.25,76.875,58.75,45.625,78.125,58.125,54.375,46.875,53.75,37.5,46.25,70.625,65.625,49.375,63.75,74.375,51.875,61.25,58.75,66.875,47.5,52.5,75.0,29.375,33.125,85.625,63.125,71.25,56.875,26.25,68.125,58.125,51.875,55.0,54.375,52.5,68.75,57.5,26.25,42.5,44.375,63.75,38.75,63.125,54.375,28.75,61.25,74.375,55.0,38.125,55.0,40.0,44.375,61.25,53.75,61.875,41.25,46.875,53.75,58.125,65.0,36.25,41.875,60.625,42.5,44.375,33.75,38.75,54.375,60.625,83.125,80.0,39.375,81.25,26.25,67.5,54.019737,38.125,47.5,66.25,58.125,53.75,57.5,61.25,81.25,68.75,51.25,23.125,29.375,65.0,58.125,44.375,23.75,17.5,51.875,60.625,54.375,31.875,52.5,77.5,46.875,67.5,35.0,50.625,60.625,61.25,64.375,81.875,38.75,63.125,26.875,48.75,51.25,51.875,55.0,38.125,50.0,60.625,53.125,45.625,61.25,46.875,55.0,65.625,81.25,52.5,60.0,60.0,53.75,53.125,49.375,23.75,38.75,54.375,55.0
1991,25.625,56.25,59.375,17.5,59.375,58.125,61.25,75.0,73.125,61.25,47.5,64.375,40.0,61.875,38.125,68.125,26.25,64.375,58.125,58.125,63.125,56.25,50.625,68.125,41.875,55.0,22.5,45.0,97.5,60.0,54.375,59.375,48.75,45.625,25.625,49.375,59.375,43.75,60.625,65.625,71.25,70.0,71.25,50.0,60.0,78.75,55.625,40.625,63.75,26.875,50.625,73.75,55.0,50.625,82.5,51.25,76.875,58.75,45.625,78.125,58.125,57.5,46.875,53.75,37.5,46.25,70.625,65.625,49.375,66.25,74.375,51.875,61.25,58.75,70.0,47.5,52.5,75.0,26.25,33.125,85.625,65.625,71.25,56.875,26.25,71.25,58.125,51.875,55.0,54.375,52.5,68.75,57.5,26.25,53.125,44.375,63.75,38.75,63.125,54.375,28.75,61.25,74.375,55.0,38.125,57.5,40.0,44.375,67.5,53.75,61.875,41.25,46.875,53.75,61.25,67.5,36.25,41.875,60.625,42.5,44.375,33.75,38.75,54.375,60.625,83.125,80.0,39.375,81.25,26.25,67.5,54.42763,38.125,47.5,66.25,58.125,53.75,57.5,61.25,81.25,68.75,51.25,23.125,29.375,65.0,61.25,44.375,23.75,23.75,55.0,60.625,54.375,31.875,52.5,77.5,46.875,67.5,41.25,50.625,60.625,61.25,64.375,85.0,38.75,63.125,26.875,48.75,51.25,51.875,55.0,38.125,50.0,60.625,53.125,48.75,61.25,46.875,58.125,65.625,81.25,52.5,60.0,65.625,53.75,53.125,49.375,23.75,38.75,54.375,55.0
1992,25.625,56.25,59.375,17.5,62.5,58.125,61.25,75.0,73.125,61.25,47.5,64.375,40.0,61.875,38.125,68.125,26.25,73.125,58.125,58.125,63.125,56.25,50.625,70.625,41.875,55.0,22.5,45.0,97.5,60.0,54.375,59.375,48.75,45.625,25.625,49.375,59.375,43.75,60.625,65.625,73.75,70.0,71.25,50.0,60.0,81.875,67.5,40.625,63.75,26.875,63.75,73.75,58.125,50.625,82.5,51.25,76.875,58.75,45.625,78.125,58.125,57.5,46.875,53.75,37.5,46.25,70.625,65.625,49.375,66.25,74.375,51.875,61.25,58.75,69.375,47.5,52.5,75.0,26.25,33.125,85.625,65.625,71.25,56.875,26.25,71.25,61.25,51.875,55.0,54.375,52.5,68.75,57.5,26.25,53.125,44.375,63.75,38.75,63.125,54.375,31.25,61.25,74.375,55.0,38.125,57.5,40.0,44.375,67.5,53.75,61.875,41.25,46.875,53.75,61.25,67.5,36.25,41.875,60.625,42.5,44.375,45.625,38.75,54.375,60.625,83.125,82.5,39.375,81.25,29.375,67.5,54.976974,38.125,47.5,63.125,61.25,53.75,57.5,61.25,81.25,68.75,56.25,23.125,29.375,65.0,64.375,44.375,23.75,23.75,55.0,60.625,54.375,31.875,52.5,77.5,46.875,67.5,41.25,50.625,60.625,61.25,64.375,87.5,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,63.125,53.125,48.75,61.25,46.875,66.875,65.625,81.25,52.5,60.0,65.625,53.75,53.125,49.375,23.75,41.875,57.5,57.5
1993,25.625,56.25,59.375,17.5,62.5,58.125,61.25,75.0,76.25,64.375,58.75,64.375,40.0,70.625,38.125,68.125,26.25,73.125,58.125,63.75,65.625,56.25,50.625,70.625,41.875,55.0,28.75,45.0,97.5,60.0,54.375,59.375,48.75,50.625,25.625,49.375,59.375,43.75,60.625,65.625,73.75,70.0,71.25,50.0,60.0,81.875,67.5,40.625,63.75,26.875,63.125,73.75,63.75,50.0,82.5,51.25,86.25,58.75,45.625,78.125,61.25,57.5,46.875,53.75,37.5,46.25,70.625,65.625,57.5,66.25,74.375,51.875,61.25,58.75,69.375,47.5,52.5,75.0,26.25,33.125,85.625,65.625,71.25,56.875,26.25,71.25,61.25,51.875,55.0,54.375,52.5,68.75,57.5,26.25,53.125,44.375,63.75,38.75,63.125,54.375,43.125,61.25,74.375,55.0,38.125,57.5,40.0,44.375,67.5,53.75,61.875,46.25,46.875,53.75,61.25,67.5,36.25,41.875,60.625,42.5,44.375,45.625,38.75,54.375,60.625,83.125,85.625,39.375,81.25,29.375,67.5,55.55592,38.125,47.5,63.125,61.25,53.75,57.5,61.25,81.25,68.75,64.375,23.125,29.375,65.0,66.875,44.375,23.75,23.75,55.0,60.625,54.375,31.875,52.5,77.5,46.875,67.5,41.25,53.75,60.625,63.75,64.375,87.5,38.75,63.125,26.875,48.75,51.25,51.875,58.125,38.125,50.0,63.125,53.125,48.75,61.25,46.875,66.875,65.625,81.25,52.5,60.0,65.625,53.75,53.125,49.375,23.75,41.875,60.625,57.5
1994,25.625,56.25,65.0,17.5,62.5,58.125,61.25,75.0,76.25,64.375,64.375,64.375,40.0,70.625,38.125,68.125,28.75,73.125,58.125,66.875,65.625,56.25,50.625,70.625,41.875,55.0,28.75,45.0,97.5,60.0,60.625,59.375,48.75,50.625,25.625,49.375,59.375,43.75,60.625,65.625,73.75,73.125,71.25,50.0,60.0,81.875,67.5,40.625,63.75,26.875,63.125,76.875,63.75,50.0,82.5,51.25,86.25,58.75,45.625,78.125,61.25,57.5,46.875,53.75,37.5,46.25,73.125,65.625,57.5,66.25,74.375,51.875,61.25,58.75,69.375,47.5,52.5,78.125,26.25,33.125,85.625,65.625,71.25,56.875,26.25,71.25,61.25,51.875,55.0,56.875,52.5,68.75,57.5,26.25,56.25,44.375,63.75,38.75,63.125,54.375,43.125,61.25,74.375,55.0,41.25,57.5,40.0,44.375,67.5,53.75,65.0,46.25,57.5,53.75,61.25,67.5,36.25,41.875,60.625,45.0,44.375,45.625,38.75,54.375,60.625,86.25,85.625,39.375,84.375,29.375,67.5,56.31908,38.125,58.75,65.625,61.25,53.75,57.5,61.25,81.25,71.875,80.0,23.125,29.375,65.0,66.875,44.375,23.75,23.75,55.0,60.625,54.375,31.875,66.25,77.5,46.875,67.5,41.25,53.75,60.625,63.75,64.375,87.5,38.75,63.125,26.875,48.75,51.25,51.875,61.25,38.125,50.0,63.125,55.625,48.75,61.25,46.875,66.875,65.625,81.25,52.5,60.0,65.625,53.75,53.125,49.375,23.75,59.375,60.625,66.875
1995,25.625,56.25,65.0,17.5,65.0,58.125,61.25,75.0,76.25,64.375,64.375,66.875,40.0,70.625,38.125,68.125,28.75,73.125,58.125,70.0,65.625,56.25,50.625,70.625,41.875,55.0,28.75,45.0,97.5,72.5,60.625,62.5,63.125,50.625,25.625,49.375,59.375,43.75,60.625,75.0,76.25,73.125,74.375,53.125,60.0,81.875,67.5,40.625,63.75,26.875,63.125,79.375,63.75,50.0,82.5,51.25,86.25,58.75,51.25,78.125,61.25,57.5,46.875,53.75,37.5,46.25,73.125,65.625,57.5,66.25,74.375,51.875,67.5,58.75,69.375,47.5,57.5,78.125,26.25,33.125,85.625,65.625,71.25,56.875,26.25,71.25,61.25,51.875,55.0,56.875,52.5,68.75,57.5,26.25,58.75,44.375,63.75,38.75,65.625,54.375,43.125,67.5,74.375,55.0,41.25,57.5,43.125,44.375,67.5,53.75,65.0,46.25,57.5,53.75,61.25,67.5,36.25,41.875,60.625,45.0,46.875,48.125,38.75,54.375,60.625,86.25,88.125,39.375,84.375,29.375,67.5,57.05592,38.125,65.0,65.625,67.5,53.75,57.5,61.25,81.25,74.375,80.0,23.125,29.375,65.0,66.875,44.375,23.75,23.75,55.0,60.625,54.375,31.875,66.25,77.5,46.875,67.5,41.25,53.75,60.625,63.75,64.375,87.5,38.75,71.25,26.875,48.75,51.25,51.875,61.25,38.125,50.0,63.125,55.625,48.75,61.25,46.875,66.875,65.625,83.75,55.625,63.125,65.625,64.375,53.125,49.375,23.75,59.375,60.625,66.875
1996,25.625,56.25,77.5,17.5,65.0,61.25,61.25,75.0,76.25,64.375,64.375,66.875,40.0,70.625,38.125,68.125,28.75,73.125,58.125,70.0,65.625,58.75,50.625,70.625,41.875,55.0,38.125,45.0,97.5,72.5,60.625,62.5,63.125,50.625,25.625,49.375,59.375,43.75,60.625,77.5,76.25,73.125,74.375,53.125,60.0,81.875,67.5,40.625,66.25,30.0,63.125,94.375,63.75,50.0,82.5,51.25,86.25,58.75,51.25,81.25,61.25,57.5,46.875,53.75,37.5,46.25,73.125,65.625,57.5,66.25,86.875,51.875,67.5,58.75,69.375,47.5,57.5,83.125,26.25,33.125,85.625,68.75,74.375,59.375,26.25,73.75,61.25,51.875,55.0,56.875,52.5,68.75,57.5,26.25,58.75,44.375,63.75,38.75,65.625,60.625,43.125,67.5,74.375,55.0,44.375,57.5,43.125,44.375,67.5,53.75,65.0,46.25,57.5,53.75,61.25,67.5,36.25,41.875,60.625,45.0,46.875,71.25,38.75,54.375,60.625,86.25,88.125,39.375,86.875,29.375,67.5,57.838818,38.125,68.125,68.75,67.5,53.75,57.5,61.25,81.25,76.875,80.0,23.125,29.375,65.0,66.875,44.375,23.75,23.75,55.0,63.75,54.375,31.875,66.25,77.5,46.875,67.5,41.25,53.75,60.625,63.75,64.375,87.5,38.75,71.25,26.875,48.75,51.25,51.875,61.25,38.125,50.0,63.125,55.625,48.75,61.25,46.875,66.875,68.125,83.75,67.5,65.625,65.625,64.375,53.125,49.375,23.75,61.875,60.625,66.875
