Date,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BEL,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BWA,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CRI,CYP,CZE,DEU,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GAB,GBR,GEO,GHA,GRC,GTM,HKG,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LBN,LKA,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MOZ,MUS,MWI,MYS,NAM,NER,NGA,NLD,NOR,NZL,OMN,PAK,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SRB,SVK,SVN,SWE,SYR,TCD,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
1870,,,,,,2792.0,,,3483.0,,,,,,,,,,2845.0,3195.0,,,,,,,,,,,3284.0,3434.0,,,,,2968.0,,,,3168.0,,2755.0,,,,,,,,,,3108.0,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274.0,,,,,,,,,,,,,,,,,,,,,3436.0,,,,,,,,,,,,,,3096.0,,,,,,,
1880,,,,,,2647.0,,,3344.0,,,,,,,,,,2934.0,3083.0,,,,,,,,,,,3223.0,3172.0,,,,,2876.0,,,,3165.0,,2740.0,,,,,,,,,,3017.0,,,,,3008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194.0,,,,,,,,,,,,,,,,,,,,,3187.0,,,,,,,,,,,,,,3044.0,,,,,,,
1890,,,,,,2501.0,,,3177.0,,,,,,,,,,3017.0,2925.0,,,,,,,,,,,3108.0,2933.0,,,,,2787.0,,,,3119.0,,2669.0,,,,,,,,,,2869.0,,,,,3006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.0,,,,,,,,,,,,,,,,,,,,,2937.0,,,,,,,,,,,,,,2983.0,,,,,,,
1900,,,,,,2385.0,,,3064.0,,,,,,,,,,3102.0,2834.0,,,,,,,,,,,3056.0,2742.0,,,,,2710.0,,,,3115.0,,2656.0,,,,,,,,,,2795.0,,,,,3014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037.0,,,,,,,,,,,,,,,,,,,,,2745.0,,,,,,,,,,,,,,2938.0,,,,,,,
1913,,,,,,2214.0,,,2841.0,,,,,,,,,,2868.0,2704.0,,,,,,,,,,,2723.0,2731.0,,,,,2601.0,,,,2933.0,,2656.0,,,,,,,,,,2690.0,,,,,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942.0,,,,,,,,,,,,,,,,,,,,,2745.0,,,,,,,,,,,,,,2900.0,,,,,,,
1929,,,,,,2186.0,,,2229.0,,,,,,,,,,2354.0,2281.0,,,,,,,,,,,2128.0,2301.0,,,,,2342.0,,,,2198.0,,2257.0,,,,,,,,,,2182.0,,,,,2153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,,,,,,,,,,,,,,,,,,,,,2152.0,,,,,,,,,,,,,,2316.0,,,,,,,
1938,,,,,,2109.0,,,2196.0,,,,,,,,,,2212.0,2085.0,,,,,,,,,,,2187.0,2203.0,,,,,2030.0,,,,1760.0,,2200.0,,,,,,,,,,2171.0,,,,,2162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281.0,,,,,,,,,,,,,,,,,,,,,2131.0,,,,,,,,,,,,,,1756.0,,,,,,,
1950,,,,,,2029.52,1948.43,,2124.19,,,,,,,,2363.55,,2240.9,2042.67,,,,,,,2786.89,,,,2427.4,2049.51,,,,,2205.05,,,1991.22,2350.96,,2022.62,,,,,,,,,,2445.34,,,,,2072.71,,,2076.03,,,,,,,,,,,,,,,1817.09,,,,,,,,,,,,1972.29,2115.3,,,,2508.68,,,1795.04,,,,,,,,,,,,,1799.86,,,,,,,,,,,,,,2021.98,,2179.0,,,,,
1951,,,,,,2010.76,1945.95,,2113.82,,,,,,,,2373.99,,2225.64,2035.01,2600.42,,,,,,2774.03,,,,2401.56,2035.06,,,,,2200.88,,,1991.8,2360.52,,2030.69,,,2329.28,,,,,,,2433.38,,,,,2079.05,,,2058.21,,,,,,,,,,,,,,,1816.75,,,,,,,,,,,,1982.78,2104.59,,,,2496.58,,,1783.63,,,,,,,,,,,,,1791.83,,,,,,,,,2298.79,,,,,2063.8,,2162.98,,,,,
1952,,,,,,1992.16,1943.48,,2103.51,,,,,,,,2384.48,,2213.22,2027.39,2586.47,2129.04,,,,,2761.23,,,,2376.01,2020.71,,,,,2196.82,,,1992.39,2338.83,,2001.24,,,2319.65,,,,,,,2421.47,,,,,2085.42,,,2040.55,,,,,,,,,,,,,,,1816.41,,,,,,,,,,,,1989.13,2093.93,,,,2484.54,,,1772.3,,,,,,,,,,,,,1791.83,,,,,,,,,2295.94,,,,,2060.12,,2147.08,,,,,
1953,,,,,,1973.74,1941.0,,2093.24,,,,,,,,2395.01,,2211.79,2019.79,2572.59,2121.35,,,,,2748.49,,,,2350.72,2006.45,,,,,2192.87,,,1992.98,2313.31,,2004.87,,,2310.06,,,,,,,2409.63,,,,,2091.81,,,2023.04,,,,,2484.49,,,,,,,,,,1816.07,,,,,,,,,,,,2010.34,2083.33,,,,2472.56,,,1761.04,,,,,,,,,,,,,1773.97,,,,,,,,,2293.09,,,,,2053.91,,2131.29,,,,,
1954,,,,,,1955.48,1938.53,,2083.03,,,,,,,,2405.59,,2203.75,2012.22,2558.78,2110.33,,,,,2735.81,,,,2325.7,1992.3,,,,,2209.89,,,1993.56,2316.43,,2008.71,,,2300.5,,,,,,,2397.84,,,,,2098.21,,,2054.08,,,,,2520.64,,,,,,,,,,1815.74,,,,,,,,,,,,2035.57,2072.78,,,,2460.64,,,1749.85,,,,,,,,,,,,,1783.79,,,,,,,,,2290.25,,,,,2030.68,,2115.62,,,,,
1955,,,,,,1937.4,1936.07,,2072.86,,,,,,,,2416.21,,2185.54,2004.68,2545.05,2197.75,,,,,2723.18,,,,2300.95,1978.25,,,,,2191.84,,,1994.15,2292.05,,2007.26,,,2290.99,,,,,,,2386.11,,,,,2104.64,,,2080.22,,,,,2557.31,,,,,,,,,,1815.4,,,,,,,,,,,,2056.73,2062.29,,,,2448.77,,,1738.73,,,,,,,,,,,,,1773.97,,,,,,,,,2287.41,,,,,2038.46,,2100.07,,,,,
1956,,,,,,1919.48,1933.6,,2062.75,,,,,,,,2426.88,,2172.99,1997.17,2531.4,2253.32,,,,,2710.61,,,,2276.47,1964.3,,,,,2175.73,,,1994.74,2236.06,,1994.68,,,2281.52,,,,,,,2374.43,,,,,2111.08,,,2131.8,,,,,2594.52,,,,,,,,,,1815.06,,,,,,,,,,,,2073.98,2051.84,,,,2436.96,,,1727.68,,,,,,,,,,,,,1751.65,,,,,,,,,2284.57,,,,,2023.37,,2084.63,,,,,
1957,,,,,,1901.73,1931.14,,2052.68,,,,,,,,2437.6,,2153.41,1989.69,2517.81,2262.89,,,,,2698.11,,,,2252.24,1950.45,,,,,2160.69,,,1995.33,2199.61,,1974.74,,,2272.08,,,,,,,2362.82,,,,,2117.55,,,2155.4,,,,,2632.27,,,,,,,,,,1814.72,,,,,,,,,,,,2089.48,2041.45,,,,2425.2,,,1716.71,,,,,,,,,,,,,1751.65,,,,,,,,,2281.73,,,,,1995.38,,2069.31,,,,,
1958,,,,,,1884.14,1928.69,,2042.66,,,,,,,,2448.37,,2137.83,1982.23,2504.3,2356.06,,,,,2685.65,,,,2228.27,1936.69,,,,,2146.08,,,1995.91,2179.39,,1947.15,,,2262.69,,,,,,,2351.26,,,,,2124.03,,,2181.06,,,,,2670.57,,,,,,,,,,1814.39,,,,,,,,,,,,2093.48,2031.11,,,,2413.51,,,1705.8,,,,,,,,,,,,,1723.08,,,,,,,,,2278.9,,,,,1960.95,,2054.09,,,,,
1959,,,,,,1866.72,1926.23,,2032.69,,,,,,,,2459.18,,2134.6,1974.8,2490.86,2453.15,,,,,2673.26,,,,2204.56,1923.03,,,,,2135.55,,,1996.5,2179.25,,1956.21,,,2253.33,,,,,,,2339.76,,,,,2130.53,,,2204.68,,,,,2709.42,,,,,,,,,,1814.05,,,,,,,,,,,,2106.06,2020.83,,,,2401.87,,,1694.96,,,,,,,,,,,,,1699.87,,,,,,,,,2276.08,,,,,1986.87,,2038.99,,,,,
1960,,,,,,1849.46,1923.78,,2022.77,,,,,,,,2470.04,,2120.78,1967.4,2477.49,2176.6,,,,,2660.92,,,,2181.09,1909.47,,,,,2126.31,,,1997.09,2188.48,,1948.19,,,2244.01,,2830.87,,,,,2328.31,,,,,2137.06,,,2221.71,,,,,2748.84,,,,,,,,,,1813.71,,,,,,,,,,,,2103.61,2010.6,,,,2390.28,,,1684.19,,,,,,,,,2400.31,,,,1695.41,,,,,,,,,2273.25,,,,,1968.41,,2024.0,,,,,
1961,,,,,,1846.05,1911.96,,2010.78,,,,,,,,2471.31,,2096.12,1970.21,2457.87,2164.38,,,,,2655.11,,,,2154.48,1921.42,,,,,2108.09,,,1996.12,2165.19,,1914.14,,,2234.04,,2809.88,,,,,2331.33,,,,,2120.59,,,2224.18,,,,,2788.84,,,,,,,,,,1806.5,,,,,,,,,,,,2055.75,2002.68,,,,2378.75,,,1657.94,,,,,,,,,2394.97,,,,1697.19,,,,,,,,,2270.43,,,,,1953.61,,2016.58,,,,,
1962,,,,,,1842.64,1900.21,,1998.85,,,,,,,,2472.58,,2094.65,1973.03,2438.25,2163.27,,,,,2649.31,,,,2117.37,1933.45,,,,,2090.92,,,1989.34,2177.77,,1879.16,,,2224.11,,2789.06,,,,,2334.36,,,,,2072.13,,,2201.06,,,,,2829.41,,,,,,,,,,1799.31,,,,,,,,,,,,2005.8,1994.79,,,,2367.28,,,1632.11,,,,,,,,,2389.64,,,,1686.48,,,,,,,,,2267.62,,,,,1973.51,,2009.18,,,,,
1963,,,,,,1839.24,1888.54,,1987.0,,,,,,,,2473.85,,2079.75,1975.85,2394.09,2247.64,,,,,2643.52,,,,2086.93,1945.55,,,,,2074.02,,,1985.46,2159.34,,1871.34,,,2214.22,,2768.39,,,,,2337.4,,,,,2057.58,,,2194.54,,,,,2870.58,,,,,,,,,,1792.16,,,,,,,,,,,,1974.85,1985.79,,,,2355.86,,,1606.67,,,,,,,,,2384.32,,,,1681.12,,,,,,,,,2264.8,,,,,1961.96,,2001.82,,,,,
1964,,,,,,1835.85,1876.94,,1975.22,,,,,,,,2475.13,,2068.34,1978.67,2389.19,2248.63,,,,,2637.74,,,,2098.42,1957.73,,,,,2028.38,,,2010.65,2166.15,,1871.56,,,2204.38,,2747.87,,,,,2340.44,,,2139.42,,2051.53,,,2201.91,,,,,2779.93,,,,,,,,,,1785.03,,,,,,,,,,,,1957.16,1995.79,,,,2344.5,,,1581.64,,,,,,,,,2379.02,,,,1653.45,,,,,,,,,2261.99,,,,,1971.53,,1994.48,,,,,
1965,,,,,,1832.46,1865.4,,1963.51,,,,,,,,2476.4,,2050.19,1981.5,2403.91,2249.11,,,,,2631.97,,,,2084.2,1969.98,,,,,2020.67,,,2010.65,2153.16,,1850.01,,,2194.58,,2727.5,,,,,2343.48,,,2116.13,,1994.67,,,2183.09,,,,,2900.8,,,,,,,,,,1777.93,,,,,,,,,,,,1951.68,1950.79,,,,2333.19,,,1556.99,,,,,,,,,2373.72,,,,1643.63,,,,,,,,,2259.19,,,,,1991.91,,1987.16,,,,,
1966,,,,,,1829.08,1853.94,,1951.86,,,,,,,,2477.67,,2023.71,1984.33,2423.53,2249.09,,,,,2626.22,,,,2057.89,1982.31,,,,,2022.06,,,1986.43,2144.57,,1798.18,,,2184.83,,2707.28,,,,,2346.52,,,2103.81,,2013.07,,,2191.09,,,,,2882.67,,,,,,,,,,1770.86,,,,,,,,,,,,1947.26,1951.79,,,,2321.94,,,1532.73,,,,,,,,,2368.44,,,,1631.13,,,,,,,,,2256.39,,,,,2000.82,,1979.88,,,,,
1967,,,,,,1825.71,1842.55,,1940.29,,,,,,,,2478.95,,2014.06,1987.16,2242.01,2249.19,,,,,2620.48,,,,2020.18,1953.71,,,,,2030.89,,,1969.96,2110.47,,1786.99,,,2175.12,,2687.22,,,,,2349.57,,,2068.0,,2037.2,,,2205.02,,,,,2918.93,,,,,,,,,,1763.81,,,,,,,,,,,,1929.91,1935.79,,,,2310.74,,,1508.84,,,,,,,,,2363.17,,,,1603.45,,,,,,,,,2253.59,,,,,1977.72,,1972.62,,,,,
1968,,,,,,1822.34,1831.23,,1928.78,,,,,,,,2480.22,,1989.6,1990.0,2325.41,2249.25,,,,,2614.76,,,,2007.68,1909.21,,,,,1993.21,,,1954.45,2086.6,,1780.21,,,2165.45,,2667.3,,,,,2352.63,,,2020.87,,2030.84,,,2208.87,,,,,2973.32,,,,,,,,,,1756.8,,,,,,,,,,,,1906.87,1896.8,,,,2299.6,,,1485.33,,,,,,,,,2357.91,,,,1565.06,,,,,,,,,2250.79,,,,,1974.18,,1965.39,,,,,
1969,,,,,,1818.98,1819.98,,1917.35,,,,,,,,2481.5,,1970.31,1992.85,2354.85,2248.77,,,,,2609.04,,,,1987.92,1869.71,,,,,1984.97,,,1936.04,2011.95,,1771.32,,,2155.83,,2647.53,,,,,2355.68,,,1992.36,,2029.74,,,2195.24,,,,,3039.79,,,,,,,,,,1749.81,,,,,,,,,,,,,1848.8,,,,2288.51,,,1462.18,,,,,,,,,2352.66,,,,1544.53,,,,,,,,,2248.0,,,,,1975.34,,1958.18,,,,,
1970,,,,,,1815.62,1765.77,,1905.98,,2268.16,,,,,,2482.77,,1952.6,1995.7,2222.39,2247.39,,,,,2603.34,,,,1972.49,1845.31,,,,,1992.91,,,1920.54,1992.51,,1732.69,,,2113.83,,2627.91,,,1838.53,2434.08,2358.74,,,1974.92,,2008.75,,,2185.23,,,,2081.64,2918.93,,,2181.68,,1751.25,,,,,1742.85,,,,2564.53,,,,2402.93,,,,1850.18,1818.91,1835.4,,2566.63,2277.47,2311.28,,1424.4,,,,,,,,,2347.43,,,,1544.53,,,2535.13,,,,,2086.0,2245.21,,,,,1930.72,,1951.0,,,,,
1971,,,,,,1798.2,1761.24,,1896.68,,2267.81,,,,,,2463.72,,1938.79,1985.38,2320.51,2244.62,,,,,2591.69,,,,1940.53,1809.71,,,,,1993.01,,,1886.62,1989.73,,1694.95,,,2114.79,,2626.57,,,1840.56,2433.83,2341.56,,,1936.53,,1957.13,,,2177.13,,,,2080.22,2913.09,,,2181.28,,1725.98,,,,,1741.44,,,,2563.84,,,,2403.88,,,,1816.4,1797.91,1832.24,,2564.04,2266.48,2346.12,,1402.34,,,,,,,,,2347.39,,,,1515.7,,,2535.09,,,,,2077.0,2248.75,,,,,1914.99,,1955.66,,,,,
1972,,,,1999.33,,1779.19,1780.35,,1870.38,,2266.84,,,,,,2444.82,,1923.77,1961.03,2335.22,2242.96,,,,,2580.09,,,,1915.43,1751.81,,,,,1988.91,,,1871.12,1936.63,,1714.61,,,2116.29,,2624.87,,,1843.24,2433.23,2321.2,,,1903.51,,1938.58,,,2179.55,,,,2078.66,2907.23,,,2181.0,,1707.62,,,,,1740.04,,,,2562.98,,,,2404.71,,,,1814.69,1765.41,1818.02,,2565.86,2255.55,2337.68,,1386.59,,,,,,,,,2347.31,,,,1479.98,,,2428.64,,,,,2069.0,2250.7,,,,,1911.75,,1960.32,,,,,
1973,,,,1996.0,,1766.72,1775.66,,1843.28,,2265.15,,,,,,2426.06,,1924.48,1934.2,2310.69,2242.81,,,,,2568.55,,,,1884.88,1709.51,,,,,1977.11,,,1855.62,1920.43,,1722.84,,,2117.76,,2623.23,,,1846.18,2431.21,2308.51,,,1886.13,,1922.6,,,2165.11,,,,2077.15,2901.45,,,2180.87,,1701.75,,,,,1738.63,,,,2562.01,,,,2405.46,,,,1788.07,1751.31,1815.74,,2564.02,2244.67,2283.67,,1373.15,,,,,,,,,2347.24,,,,1465.93,,,2551.94,,,,,2060.0,2248.98,,,,,1910.32,,1965.0,,,,,
1974,,,,1992.84,,1782.85,1848.47,,1812.78,,2262.87,,,,,,2407.27,,1911.55,1905.31,2291.07,2242.04,,,,,2556.91,,,,1851.61,1691.51,,,,,1983.21,,,1849.8,1888.47,,1708.99,,,2119.18,,2621.89,,,1849.39,2428.33,2271.76,,,1861.45,,1892.53,,,2104.96,,,,2075.82,2895.65,,,2180.79,,1687.55,,,,,1737.43,,,,2561.03,,,,2406.17,,,,1734.14,1730.71,1824.04,,2561.99,2237.43,2338.81,,1471.11,,,,,,,,,2347.25,,,,1448.98,,,2569.84,,,,,2044.0,2250.62,,,,,1882.34,,1969.54,,,,,
1975,,,,1989.69,,1770.48,1778.69,,1802.58,,2261.73,,,,,,2388.63,,1896.68,1896.52,2335.22,2240.91,,,,,2545.32,,,,1811.88,1616.51,,,,,1993.01,,,1781.36,1862.6,,1680.07,,,2120.56,,2620.96,,,1852.88,2425.63,2261.71,,,1836.73,,1877.26,,,2075.87,,,,2074.8,2889.85,,,2180.69,,1692.28,,,,,1736.22,,,,2560.11,,,,2406.82,,,,1680.6,1715.12,1808.53,,2558.97,2230.21,2304.46,,1548.87,,,,,,,,,2325.96,,,,1427.58,,,2541.69,,,,,2028.0,2252.04,,,,,1850.8,,1974.09,,,,,
1976,,,,1986.54,,1780.18,1773.15,,1804.18,,2265.7,,,,,,2370.14,,1885.63,1893.39,2349.94,2239.18,,,,,2533.79,,,,1824.28,1623.54,,,,,2000.21,,,1778.53,1888.89,,1673.54,,,2121.91,,2617.21,,,1857.54,2422.29,2256.16,,,1809.27,,1875.2,,,2103.72,,,,2077.86,2884.04,,,2180.17,,1684.71,,,,,1735.01,,,,2559.27,,,,2407.82,,,,1664.57,1662.73,1805.37,,2553.38,2223.02,2281.92,,1567.22,,,,,,,,,2352.1,,,,1439.37,,,2537.3,,,,,2012.0,2251.57,,,,,1846.91,,1978.65,,,,,
1977,,,,1983.4,,1781.86,1779.45,,1777.78,,2270.06,,,,,,2351.79,,1865.34,1865.93,2320.51,2238.19,,,,,2522.3,,,,1806.23,1598.43,,,,,1997.51,,,1770.75,1850.33,,1682.71,,,2123.2,,2606.24,,,1872.91,2420.23,2226.28,,,1767.23,,1840.92,,,2110.37,,,,2081.99,2878.31,,,2243.63,,1681.87,,,,,1733.81,,,,2558.51,,,,2408.72,,,,1644.21,1627.87,1810.71,,2548.47,2215.84,2308.76,,1562.21,,,,,,,,,2297.71,,,,1412.17,,,2533.37,,,,,1996.0,2249.96,,,,,1847.02,,1983.22,,,,,
1978,,,,1980.26,,1782.66,1722.73,,1759.08,,2274.53,,,,,,2333.58,,1862.94,1851.46,2345.03,2235.76,,,,,2510.87,,,,1787.18,1575.16,,,,,1970.31,,,1775.84,1788.95,,1683.74,,,2124.87,,2595.7,,,1845.72,2419.11,2206.45,,,1728.75,,1831.04,,,2114.44,,,,2087.49,2872.53,,,2247.98,,1702.69,,,,,1732.6,,,,2557.86,,,,2409.52,,,,1615.48,1591.52,1802.01,,2544.29,2208.69,2255.3,,1574.08,,,,,,,,,2296.96,,,,1378.09,,,2611.12,,,,,1980.0,2246.72,,,,,1853.67,,1987.8,,,,,
1979,,,,1977.13,,1787.7,1753.19,,1741.78,,2278.92,,,,,,2315.51,,1869.29,1838.78,2369.56,2239.98,,,,,2499.5,,,,1775.14,1563.84,,,,,1926.71,,,1753.22,1785.07,,1681.38,,,2126.32,,2586.39,,,1859.52,2418.9,2184.5,,,1715.89,,1824.62,,,2119.27,,,,2094.68,2866.86,,,2252.4,,1691.34,,,,,1731.4,,,,2557.34,,,,2410.22,,,,1593.8,1569.61,1792.93,,2539.55,2201.57,2242.83,,1550.26,,,,,,,,,2272.57,,,,1369.66,,,2704.95,,,,,1964.0,2279.49,,,,,1856.07,,1992.4,,,,,
1980,,,,1974.0,,1785.37,1757.26,,1721.68,,2283.25,,,,,,2297.58,,1860.23,1824.23,2384.28,2243.18,,,,,2488.17,,,,1756.09,1577.44,,,,,1914.91,,,1734.5,1775.7,,1653.51,,,2126.98,,2574.84,,2132.18,1874.57,2418.67,2144.84,,,1705.82,,1825.64,,,2120.53,,,,2103.56,2860.94,,,2256.88,,1691.34,,,,,1730.2,,,,2556.97,,,,2410.81,,,,1590.88,1569.21,1782.26,,2542.02,2194.46,2229.46,,1581.96,,,,,,,,,2281.14,,,,1369.66,,,2798.1,,,,,1957.0,2257.34,,,,,1840.47,,1997.0,,,,,
1981,,,,1961.23,,1771.21,1699.44,,1698.78,,2282.56,,,,,,2275.46,,1844.85,1804.88,2428.44,2245.2,,,,,2475.24,,,,1734.02,1546.4,,,,,1880.91,,,1728.45,1755.08,,1619.91,,,2127.06,,2563.28,,2131.2,1872.55,2418.22,2113.11,,,1699.41,1976.61,1828.97,,,2110.79,,,,2105.8,2876.92,,,2265.66,,1673.35,,,,,1730.95,,,,2556.65,,,,2411.49,,,,1590.37,1560.43,1764.48,,2489.93,2187.38,2216.98,,1563.33,,,,,,,,,2308.26,,,,1362.04,,,2718.35,,,,,1950.0,2253.65,,,,,1828.64,,1985.98,,,,,
1982,,,,1948.54,,1750.51,1714.37,,1684.18,,2285.78,,,,,,2277.27,,1819.9,1793.77,2374.47,2247.71,,,,,2462.38,,,,1722.99,1552.84,,,,,1859.81,,,1721.32,1683.14,,1616.49,,,2126.67,,2537.81,,2040.82,1869.95,2418.9,2105.71,,,1702.14,2032.46,1839.07,,,2105.62,,,,2108.79,2889.91,,,2270.82,,1651.59,,,,,1731.69,,,,2556.46,,,,2411.75,,,,1575.75,1549.44,1771.69,,2494.24,2180.33,2194.38,,1583.16,,,,,,,,,2314.73,,,,1374.83,,,2424.93,,,,,1943.0,2213.96,,,,,1809.88,,1975.03,,,,,
1983,,,,1935.94,,1734.47,1709.5,,1690.38,,2288.77,,,,,,2260.01,,1811.85,1779.0,2330.32,2249.34,,,,,2449.58,,,,1709.95,1545.96,,,,,1827.71,,,1711.35,1664.87,,1611.05,,,2124.12,,2505.76,,2021.39,1873.72,2420.08,2095.4,,,1702.15,2034.56,1843.8,,,2102.05,,,,2112.0,2907.89,,,2286.23,,1658.21,,,,,1732.44,,,,2556.36,,,,2411.3,,,,1560.73,1542.9,1824.43,,2503.04,2173.29,2189.88,,1666.11,,,,,,,,,2320.02,,,,1383.26,,,2769.17,,,,,1935.0,2199.65,,,,,1819.48,,1964.13,2406.73,,,,
1984,,,,1923.41,,1753.62,1705.78,,1714.38,,2291.25,,,,,,2264.53,,1821.9,1759.87,2364.66,2252.69,,,,,2436.85,,,,1698.92,1540.84,,,,,1783.71,,,1707.23,1656.77,,1616.8,,,2053.22,,2475.64,,1951.42,1878.23,2421.98,2077.16,,,1700.32,2076.71,1832.95,,,2114.67,,,,2114.79,2903.9,,,2263.12,,1644.41,,,,,1733.19,,,,2557.01,,,,2412.46,,,,1552.57,1537.76,1818.02,,2507.36,2166.28,2218.39,,1677.51,,,,,,,,,2329.53,,,,1385.25,,,2788.43,,,,,1871.0,2199.19,,,,,1835.54,,1953.29,2407.37,,,,
1985,,,,1910.97,,1745.54,1701.67,,1720.78,,2363.36,,,,,,2262.24,,1833.43,1753.62,2364.66,2251.3,,,,,2424.19,,,,1675.85,1527.47,,,,,1773.81,,,1701.42,1622.99,,1618.95,,,2070.75,,2448.87,,1925.18,1884.03,2424.25,2084.29,,,1699.41,2102.0,1826.88,,,2097.38,,,,2117.0,2878.92,,,2179.27,,1658.31,,,,,1733.94,,,,2557.69,,,,2412.95,,,,1535.93,1531.56,1812.09,,2526.67,2159.29,2206.66,,1660.36,,,,,,,,,2288.44,,,,1388.88,,,2759.05,,,,,1898.0,2189.49,,,,,1840.8,,1942.52,2405.49,,,,
1986,,,,1898.61,,1750.05,1700.91,,1700.68,,2434.38,,,,,,2242.6,,1833.76,1745.03,2399.0,2249.28,,,,,2411.6,,,,1656.8,1530.95,,,,,1765.71,,,1685.36,1618.78,,1614.0,,,2059.09,,2453.2,,1916.43,1882.91,2426.61,2119.2,,,1692.1,2125.81,1839.21,1864.82,,2095.29,,,,2113.54,2907.89,,,2251.79,,1649.91,,,,,1734.69,,,,2558.35,,,,2411.46,,,,1520.91,1527.7,1805.87,,2522.89,2152.32,2189.46,,1699.29,,,,,,,,,2322.73,,,,1387.06,,,2758.17,,,,,1883.0,2188.11,,,,,1821.1,,1931.8,2406.89,,,,
1987,,,,1886.33,,1748.07,1689.7,,1685.08,,2432.01,,,,,,2236.48,,1849.68,1743.76,2405.0,2246.5,,,,,2399.06,2371.75,,,1633.73,1493.03,,,,,1757.71,,,1692.11,1630.4,,1618.48,,,2017.29,,2415.84,,1959.19,1885.14,2428.63,2098.31,,,1690.24,2136.35,1853.65,1893.67,,2100.66,,,,2109.46,2876.92,,,2259.35,,1648.11,,,,,1735.44,,,,2559.05,,,,2409.2,,,,1499.44,1500.47,1810.16,,2505.34,2145.38,2188.97,,1718.94,,,,,,,,,2353.85,,,,1396.22,,,2710.93,,,,,1844.0,2220.88,,,,,1828.61,,1921.14,2407.11,,,,
1988,,,,1874.12,,1745.23,1692.89,,1673.18,,2432.36,,,,,,2226.39,,1856.24,1743.24,2411.0,2244.57,,,,,2386.6,2351.57,,,1628.72,1471.17,,,,,1753.71,,,1695.64,1639.87,,1625.11,,,2005.63,,2465.87,,1953.36,1881.35,2431.96,2106.77,,,1697.57,2110.75,1861.24,1915.0,,2102.84,,,,2105.26,2830.97,,,2266.86,,1668.41,,,,,1736.19,,,,2559.78,,,,2409.04,,,,1496.21,1503.76,1801.66,,2521.5,2138.46,2188.49,,1725.15,,,,,,,,,2367.72,,,,1413.9,,,2734.57,,,,,1837.0,2195.49,,,,,1839.12,,1910.54,2407.23,,,,
1989,,,,1862.0,,1755.12,1705.14,,1663.98,,2435.69,,,,,,2177.73,,1852.91,1728.05,2416.0,2244.56,,,,,2374.2,2313.1,,,1605.65,1454.95,,,,,1741.71,,,1695.76,1625.75,,1628.65,,,2047.43,,2405.16,,1929.06,1886.53,2435.57,2114.17,,,1693.02,2111.06,1849.17,1972.91,,2076.7,,,,2101.61,2728.08,,,2274.46,,1657.31,,,,,1736.95,,,,2560.58,,,,2413.43,,,,1491.47,1500.48,1789.06,,2523.25,2131.56,2217.59,,1749.8,,,,,,,,,2427.13,,,,1412.81,,,2803.6,,,,,1867.0,2177.03,,,,,1852.08,,1900.0,2406.47,,,,
1990,,,,1850.0,,1740.63,1705.88,,1678.38,,2426.21,,,,,,2175.06,,1845.24,1718.47,2422.0,2246.84,,,,,2362.2,2363.54,,,1582.58,1440.5,2171.7,,,,1743.61,,,1672.89,1622.14,,1616.97,,,2025.06,,2368.25,,1890.19,1904.45,2436.0,2102.54,,,1682.95,2125.71,1832.68,1938.22,,2049.07,,,,2100.45,2674.14,,,2282.26,,1657.31,,,,,1803.14,,,,2561.45,,,,2415.43,,,,1485.52,1492.68,1778.02,,2525.36,2124.68,2213.17,,1746.93,,,,,,,,,2431.63,,1827.65,,1409.54,,,2663.53,,,,,1866.0,2176.11,,,,1788.0,1836.18,,1889.0,2401.69,,,,
