Date,ABW,AFG,AGO,ALB,ARE,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1997,66.44597,,0.094837286,61.183025,,59.901806,,69.56296,79.51921,52.88256,28.98105,77.78296,67.25761,72.28345,45.855923,41.778408,85.44005,76.74279,,0.87799454,78.810104,54.429276,45.351868,65.515915,94.30886,51.145,35.28058,72.66443,77.59016,89.60268,65.3178,82.47397,69.64689,72.95147,0.22278874,,40.507137,,74.042496,27.399302,,,71.63949,66.32324,83.23193,,78.00802,76.038864,26.486578,65.16498,11.247758,40.9995,70.455376,57.153744,34.281456,81.44344,64.369125,82.02062,,81.59886,77.71407,42.739513,11.394804,,48.15142,68.227036,49.326298,65.09491,70.58245,43.62382,47.27246,100.78908,34.136868,65.48334,27.214764,41.97739,22.237072,44.080578,71.3082,15.810975,13.387617,49.60509,72.103226,75.94061,27.34185,64.39658,103.03888,33.343037,30.688074,27.265486,51.489216,,66.020966,65.96628,66.616646,8.946309,,,95.585106,70.432594,30.008207,,69.62093,76.09102,53.812042,84.40399,79.35139,20.328875,28.904076,70.85985,42.783485,75.51382,74.843376,73.64565,8.367228,,31.716555,,45.785553,47.815365,13.290594,73.31963,,,74.20802,23.603119,,76.86134,75.92978,45.514393,,74.18302,,,37.599094,74.83144,68.75363,52.899662,,35.061882,57.86589,72.73673,36.437336,58.80843,56.935757,9.464966,10.736302,43.373043,78.904915,22.915562,78.726395,84.255684,34.050835,,67.710594,,6.2270575,,11.740849,7.683725,49.49385,53.339317,85.2926,39.107563,,40.608418,62.82435,72.48964,72.46453,70.30352,,,41.581524,45.127796,67.85672,4.3671656,,40.111614,49.067196,20.03499,35.44048,73.612755,,71.70162,,43.80741,69.56703,55.48286,28.428432,50.658848,11.981631,
1998,67.68817,,0.1965833,73.81295,,65.09678,79.56938,70.16129,80.252754,52.473938,32.6038,78.52132,71.127144,75.95858,49.708843,49.579357,85.12688,77.76855,,1.5177866,80.54019,58.60576,46.800896,64.68459,93.8926,56.559,37.630756,71.29456,78.36291,89.61875,68.6557,81.83629,72.85862,75.26458,0.287729,73.4672,48.072647,,77.2961,30.593868,,,73.235405,73.41874,83.99033,,78.78744,77.442276,27.766321,68.39075,15.3080225,42.587234,71.74776,61.84511,34.588207,82.58322,68.045685,82.55468,,82.78101,79.12891,44.26395,13.061199,,48.687916,73.69458,53.24069,68.19749,71.55486,46.508865,49.440598,103.724686,38.80273,69.6721,28.648718,47.91878,35.23487,49.912807,73.02507,18.635784,15.364804,50.428158,76.06079,77.425316,29.70197,66.387505,103.72097,35.725838,32.75106,30.116741,59.11297,,68.29629,70.92271,66.70302,17.085726,,,99.13062,72.687805,32.81825,,73.14902,76.820404,56.311188,84.5497,81.53602,21.893337,30.698446,69.8648,49.598206,75.92476,77.8645,75.40229,12.675307,,34.684288,,49.462894,51.07197,17.244366,77.18383,,,77.583015,25.962576,,78.367165,77.64003,50.632244,,75.12161,,,39.940765,75.24981,73.73677,57.78491,,39.82125,64.57709,74.60807,40.64704,62.089733,58.616154,15.058436,13.70872,46.066536,78.61196,28.557802,79.637085,84.0303,38.27297,,69.43523,,8.105119,,17.66917,9.14174,52.79294,57.548412,85.06476,42.279175,,41.65605,62.323532,75.576866,73.1713,75.924095,,,42.94309,47.660686,69.97749,8.063593,,45.2458,49.100956,22.154123,39.271976,74.75543,,73.23776,,46.990547,71.850334,56.713932,30.12746,54.144455,14.912153,
1999,69.23171,,0.68449503,74.10041,,65.51877,80.461586,71.20187,80.70938,48.000446,33.707577,79.40142,71.359535,75.14384,52.74441,50.855057,84.03079,78.74396,,5.9752035,82.65147,59.871357,49.07469,65.69372,93.50236,60.392,40.546875,70.28631,79.72238,90.34148,70.94666,80.68938,73.37036,76.67334,1.1074544,76.510704,53.29992,,80.663445,33.667107,,,74.429146,74.986565,84.48204,,79.71671,79.376625,29.562952,70.200035,23.30524,43.89871,73.40538,63.8836,37.33501,83.54303,69.385284,82.998116,70.89029,81.17787,80.516,52.759388,13.696678,,50.544083,72.15709,53.438885,69.9956,71.96804,48.93366,53.167538,99.56591,43.32858,72.47232,29.50944,52.709576,42.45021,52.243645,74.215294,22.37612,17.297352,52.057915,80.00816,78.71326,31.470497,66.789986,103.366974,38.689663,34.631626,41.26925,61.482338,,70.59312,71.499275,68.697975,38.48938,,,101.75622,75.23464,34.357986,65.34307,73.68121,77.60796,57.642845,81.84059,82.09437,30.487782,33.74666,71.9284,57.824375,74.95347,76.92864,77.011955,15.007696,,37.308132,,51.4781,54.60061,24.97056,79.30219,,,75.79695,27.680876,42.696415,80.057686,79.47697,54.404907,,75.035774,,,41.595367,76.18831,76.29519,61.216785,,45.767433,69.19698,76.353966,43.391636,65.532234,59.89498,21.95577,25.463469,44.958206,77.56348,33.460163,80.29588,84.04434,41.3426,,69.792694,,11.546059,,19.917604,18.171318,58.373386,61.090855,85.45791,44.853497,,44.30009,60.015255,69.51177,73.13236,76.140274,,,44.86022,49.299805,71.85997,13.294243,,48.81589,51.937702,27.179491,41.494255,76.391106,,73.980064,,48.925194,73.286606,56.864292,32.736565,56.949944,18.906776,
2000,72.031456,,2.9090824,74.137474,,65.00059,81.082565,74.37565,82.601906,48.866856,41.94302,81.42181,74.33195,74.915245,53.909145,56.1014,83.4385,80.00884,,16.050606,85.18675,62.630367,52.53158,67.29389,94.95927,62.815,44.03451,72.537865,81.89038,91.74947,73.67333,80.970024,75.2272,77.614265,6.7987385,75.83589,58.217022,69.14448,78.66505,37.357544,76.84234,,77.51174,77.8176,85.69881,70.07227,80.39985,81.68115,31.846436,70.438126,45.70073,45.076866,75.925766,66.45075,37.58234,86.084496,70.14309,84.38913,72.42046,81.58775,81.46847,54.903507,19.20835,,50.971165,78.3888,56.005177,72.20129,73.53825,51.858707,56.436565,95.89641,48.115536,75.81425,32.26362,57.877018,44.016037,54.33832,78.35475,25.615454,18.15858,54.731853,80.83435,80.71075,34.041977,67.2354,102.66762,43.789307,38.08787,48.9869,60.995403,,72.110054,73.11456,69.943436,48.144302,,,98.80529,78.026436,36.48003,69.34989,74.40448,80.05321,59.172836,80.523186,83.64975,40.030247,37.748905,71.08342,63.312813,79.90596,76.407326,78.83682,14.991313,,41.634212,,53.153233,56.893444,32.357224,80.51927,,,77.99518,29.60007,45.715015,81.947464,81.92924,55.75351,,76.99814,74.76762,,43.411697,77.330345,79.16186,63.65145,,52.905273,76.04761,78.53237,47.289143,67.36595,60.88345,31.982222,30.759554,46.711365,76.69089,35.84295,80.88364,85.188705,44.60435,,71.37789,,19.757689,,22.349333,28.96539,65.39908,66.53512,86.226295,50.32945,,47.07716,57.706974,72.16893,74.49453,77.3524,28.348768,,47.698814,51.052616,73.988686,20.594826,,51.707726,53.69944,34.84495,43.470966,78.97072,,74.10412,,48.08841,75.146385,57.414047,34.239174,59.99048,23.828287,
2001,74.10856,,7.347208,76.44136,,67.04545,82.21999,77.65349,84.79086,49.62292,45.84212,83.43232,77.29355,78.66657,54.991196,60.230988,82.43092,81.64501,,25.863132,88.29727,63.625973,56.12493,69.02862,95.525116,64.96,46.92275,75.31959,83.95821,92.6569,76.30281,81.5523,78.508255,81.04464,31.269888,75.87835,62.854332,72.985176,81.3003,41.562366,78.219986,,79.041084,81.44598,87.39895,71.29619,81.44817,83.59075,34.675377,73.41483,62.919277,46.100002,78.651375,70.27053,34.486362,88.30413,73.14007,85.76871,72.78438,83.331795,82.71685,57.45435,27.181639,,53.261093,81.01336,60.94785,74.63734,75.84808,55.637066,57.919388,94.30629,52.77031,78.67752,36.560078,63.153557,49.077934,56.391926,82.15715,28.503403,21.131882,58.237476,81.74215,82.95868,36.357483,68.42695,101.907814,47.447525,40.273582,52.376637,60.629036,,73.77107,76.08782,70.8527,51.905243,,41.028664,90.09665,82.16747,41.64504,62.6811,75.42168,82.185684,60.644485,78.92509,84.16821,43.939064,40.737465,71.56151,67.344406,84.06018,80.37058,81.14634,18.154676,,44.24774,,55.65935,59.95963,39.702312,81.66006,,,81.119286,35.186684,48.451538,85.35307,84.39056,57.25233,,79.019966,74.15701,,44.77841,77.567795,80.72696,67.05394,74.07229,57.824497,80.160515,81.96416,50.726147,68.1897,61.77925,43.008736,37.365784,48.272858,75.83122,36.536613,83.28952,86.03821,47.693577,,74.055145,,38.528526,,24.410397,40.142056,70.19258,72.110535,88.300865,53.32008,,49.88749,59.438183,81.14046,77.41441,78.610855,39.289093,,51.65318,53.879223,75.45613,31.79845,,54.369366,54.701,39.01199,45.366016,81.20257,,74.77169,,47.880886,77.83479,59.61776,38.317604,63.41107,28.92606,
2002,76.56544,,15.348129,82.381256,,67.756165,84.19957,79.96878,86.325874,50.998055,45.216064,84.80496,79.217514,80.37812,56.82381,63.73049,82.022446,83.41963,,36.864674,92.04131,64.21659,60.86758,69.115074,93.313736,66.555,50.69196,77.075905,85.854324,93.25241,78.20229,80.95536,80.924164,83.34179,41.126965,79.20088,66.846535,75.563774,82.83243,45.372604,78.52613,,81.25515,82.99588,88.64072,71.750786,81.586685,85.617355,36.4866,74.45608,70.773865,47.36187,81.06255,72.78053,34.719177,89.69158,73.69742,87.418396,72.70326,83.36236,83.97448,60.664806,29.726093,,57.846405,83.6869,65.5753,77.34619,76.65755,60.161823,61.01287,91.493004,56.828613,79.99284,39.1313,66.478874,54.918266,58.815174,85.95956,32.589634,25.213863,61.264088,86.48511,85.003876,38.930264,69.681206,100.966705,50.217,41.063473,53.494465,60.757248,,75.27681,78.18957,71.48219,57.423466,,46.83818,81.2693,81.957504,45.62257,83.8752,75.633995,83.89029,61.82031,76.84342,86.52124,46.26838,47.458546,74.55183,70.73232,86.00584,84.4155,82.92222,28.516369,,44.653526,,57.82768,63.80864,45.556274,83.13637,62.57348,,83.25181,39.717525,50.268555,88.15908,85.476425,58.986732,,81.13541,73.949684,89.35963,46.251778,78.348,80.88287,68.87967,73.10844,64.64747,81.6878,84.91515,56.057587,72.08299,61.92752,52.702858,43.26537,49.234737,76.01866,44.656776,85.236244,85.70122,52.90631,,75.43666,,46.038055,,26.882858,46.375076,72.3876,77.50497,90.206825,59.729004,,49.974792,59.360615,85.35313,79.78316,79.15901,44.102,66.51933,57.003963,56.115242,77.509315,46.096344,,57.260635,54.54373,39.307476,51.70477,82.49046,,76.15908,,49.715122,79.36313,64.417175,43.00712,69.43177,35.357292,
2003,79.36495,,30.423698,82.77998,,70.95531,85.87811,82.15401,87.49607,52.137283,50.03043,86.15248,80.39567,82.013466,60.044987,65.227295,83.329575,85.943115,,47.333447,94.174904,66.35967,69.824196,70.234344,93.59368,68.267,55.350502,80.26277,88.222664,93.84762,80.39992,81.86822,83.59208,83.861145,46.421635,78.700455,71.61255,78.4345,83.81662,49.659218,79.80902,,84.61835,83.09443,89.557465,73.17287,82.77244,87.39398,46.502064,77.634575,76.38579,49.496834,83.525955,73.752144,39.466694,90.47857,76.77263,89.252846,72.79534,85.22581,85.13039,61.173016,38.57644,,67.6993,80.75569,70.37774,80.07702,78.30946,63.532978,64.66204,89.04666,61.18974,81.406586,50.36182,69.57746,58.629265,61.053596,88.96145,37.956497,33.689808,62.52347,87.09711,87.27565,42.857143,70.81701,100.70768,53.45008,45.094135,55.08572,61.329426,,76.95957,80.937836,72.16938,66.31799,,51.676697,79.48856,82.80515,48.503468,89.43542,74.77607,85.6099,63.63946,75.64278,87.53158,51.703102,46.64985,73.61199,73.94845,86.74167,83.27865,84.00339,38.950428,,46.9438,,60.806904,66.31061,49.919106,84.04228,67.03882,,81.90778,45.290604,52.933987,90.003365,87.60293,62.35311,,82.558174,74.12075,88.39024,47.599617,78.65486,82.71033,70.45643,73.783134,74.15652,82.24548,87.64856,64.03839,75.256836,63.32991,60.752422,49.17684,52.902576,76.48405,47.55475,85.191925,86.1365,57.28138,,77.03622,84.73351,50.584854,,29.51534,57.042377,78.57974,81.80197,91.94389,64.083244,,51.625237,62.801647,83.857254,79.04117,80.58732,51.292168,71.285545,63.63844,58.253853,79.611824,56.05428,,60.297493,59.278385,41.343475,61.725014,84.363075,,76.315956,,51.32323,81.75691,64.49179,47.665802,73.3751,42.92431,
2004,81.37219,63.523396,43.67082,84.66738,,75.89469,87.621506,84.07909,89.299545,55.635136,54.12113,87.95934,81.09824,81.68522,64.60092,69.2369,85.29027,86.787,,55.9047,100.19685,69.304306,74.430626,71.213715,94.35574,71.07,59.19498,78.60422,89.86119,94.60113,81.247925,84.999374,84.81084,84.05708,48.275894,80.61269,75.84057,81.944435,82.2318,55.77466,80.90969,,86.55291,85.387924,91.049255,75.45751,84.7541,88.402824,70.43243,80.710304,78.481224,55.075436,86.064514,76.00019,40.779896,90.64787,78.94337,91.16472,74.45267,85.5737,86.31404,64.63316,45.536682,32.263134,77.31718,81.46901,73.34746,82.39833,80.1207,68.3479,67.68076,88.80203,66.15454,83.07981,60.953835,74.27001,62.184578,63.353638,90.89951,43.55945,42.773224,64.498085,86.729904,89.2016,48.666214,73.197784,100.69905,57.128544,50.33589,57.3501,63.97845,,78.740845,83.84404,73.070465,73.256355,,55.72251,77.74175,84.01441,52.178055,93.92814,75.64654,87.515305,67.58026,76.38463,88.83881,58.17854,53.16021,72.37132,77.41545,86.3525,80.69719,86.34778,40.716522,,50.812515,57.24111,67.11113,69.43408,55.624763,85.236755,69.811966,,82.122826,52.0833,57.417606,91.14069,88.00108,64.12507,,84.44896,74.583984,87.44913,51.143227,79.02825,85.73957,73.858925,77.445786,75.7575,85.02756,89.72177,66.80694,77.51768,67.635925,67.966385,54.53152,59.38352,76.87833,52.14737,85.63048,87.56871,61.282967,,80.46582,85.945915,56.162525,,33.436718,62.738815,84.51134,84.7411,92.28745,66.29113,,53.616577,65.58573,79.36636,79.35187,82.810844,54.955437,73.59343,70.62174,60.4218,82.503555,60.873974,,63.15306,61.484306,45.084263,67.37755,86.62168,,78.574936,,55.303318,82.91698,75.012436,53.63122,72.86731,50.636856,
2005,84.13705,71.582146,53.694805,86.671104,,76.3796,89.460464,86.342354,91.35267,61.020344,61.293304,90.40587,85.44878,86.92536,69.15311,72.72564,87.496056,88.16831,85.0497,61.68462,99.09037,73.042046,79.54367,75.54506,95.52994,74.84569,64.2918,80.87078,91.85031,95.70981,83.72808,86.509315,88.106445,85.7496,58.566776,83.10724,79.67129,84.41369,82.576256,63.47061,84.24084,,88.76881,86.97366,92.4577,77.800446,86.17958,90.00982,73.38369,81.82608,80.182915,57.757275,88.96387,79.100784,44.845642,91.2134,80.810974,92.75634,77.622635,88.747055,88.117256,69.96352,52.56709,42.385147,81.05826,84.181274,77.47812,85.31941,82.90553,74.57347,72.36803,89.535934,71.98214,85.83572,69.47092,76.915146,68.68486,66.04385,93.13251,49.41084,58.581985,67.06966,87.8927,90.97251,55.991875,75.75509,100.41412,61.458885,55.52692,59.838333,68.21079,,81.400566,86.15293,76.097755,78.50548,,61.75969,79.80206,87.28952,58.25142,97.15728,77.65759,89.69242,72.140884,79.74242,89.71178,65.13622,62.92246,73.31235,80.50282,86.8063,85.8601,88.94509,44.531097,82.20548,57.27412,60.920315,75.248795,72.86216,64.19673,87.772606,71.40504,,88.52635,61.3872,62.92918,92.67927,89.34938,68.50887,,87.013695,76.008415,86.23779,55.778507,81.28521,87.125374,78.672195,80.50603,77.1066,86.88439,91.76488,71.354744,80.70152,73.59762,74.0935,61.44901,64.736404,77.24676,56.582947,87.0959,87.94097,65.77541,,84.24043,87.39452,65.21591,,39.171852,68.94871,86.80082,86.81852,92.70567,69.45587,89.28381,54.10298,70.334366,85.628654,84.734245,86.57076,58.85284,74.411545,76.74161,64.575516,84.1683,65.85295,,66.33255,66.67895,51.202007,70.5438,89.56053,,81.50848,,59.884964,83.911316,76.40524,59.965748,74.37046,59.91578,
2006,87.17274,76.438705,60.839012,88.72584,,78.588776,91.05982,89.41207,92.669556,66.102684,62.976063,92.02523,88.680595,88.95342,73.83149,78.006676,89.25251,90.27538,90.259476,66.00077,92.04131,76.16999,82.87143,81.06564,95.68268,78.58831,71.72086,86.28529,93.68918,96.72386,86.56815,87.936226,90.2802,90.13791,66.21132,88.540665,83.09191,87.262115,87.00984,70.75107,86.86493,,90.814644,89.17757,93.91615,80.51055,88.07759,91.741806,78.940895,83.71749,82.82795,62.172546,92.09146,82.61098,50.36142,92.64241,82.823845,94.31012,81.22229,87.496254,90.28112,76.37285,58.706497,57.090786,82.72523,85.8268,80.899475,88.04617,86.43064,79.466125,77.20015,91.32687,75.99712,88.57373,77.35255,79.93816,77.68853,69.8721,96.79798,54.35978,89.76574,71.55466,89.69808,92.8746,60.785378,80.49108,100.66451,66.819145,63.552635,63.160633,72.1743,80.47306,88.30943,88.08477,78.42407,83.64413,,66.29374,80.96659,89.38065,64.08832,103.057365,80.5613,92.0839,76.856155,83.84913,92.6586,73.45917,69.696465,75.319954,83.42465,89.59593,87.18538,91.41224,53.435753,84.60959,60.192333,68.989265,79.9451,79.356735,73.16777,90.94053,74.94756,,88.562195,66.43643,68.68103,93.70013,91.43064,73.249916,,89.942055,78.7029,86.77389,60.19677,83.28311,88.86985,82.98755,84.07229,78.93284,88.00059,94.61662,78.1972,83.80235,82.308495,78.95293,67.390305,70.486824,78.953156,60.656425,88.935616,88.79018,73.1554,71.85376,87.64133,89.22567,72.86184,,48.21155,76.72702,90.69239,88.95245,93.96667,73.14025,89.55221,53.911747,77.384766,92.510025,86.622955,90.58546,64.744514,77.34051,81.46053,69.9544,86.882935,72.17302,,71.1423,71.55363,55.837082,75.056946,92.44971,,83.74236,,64.32724,85.623795,79.2323,66.46891,76.78297,65.31992,
2007,91.87358,83.07402,68.2927,91.32789,86.953125,82.05246,92.34928,91.49323,94.679146,77.14167,68.27365,93.702896,89.83173,88.748276,80.55531,84.56122,92.159164,92.525566,91.61407,71.5625,94.174904,82.801056,85.88901,84.33601,96.60867,82.64041,76.799416,87.11356,95.69262,97.43222,90.3839,92.17191,91.988304,90.96844,77.43089,90.891106,87.69885,91.159386,90.84784,77.37142,89.46716,,92.96936,91.72192,96.07468,84.50868,91.276764,93.29524,83.79068,86.79745,84.713264,67.966385,94.65787,88.06439,59.04393,94.96835,86.80246,95.713455,83.907776,91.8976,92.43573,83.43344,65.00821,67.46736,87.166855,89.789795,83.16769,90.595116,89.765854,84.887,86.61869,93.1854,81.26845,91.14173,82.42473,86.30024,82.665695,74.32497,101.52728,63.78633,80.72858,75.16928,90.11628,94.57397,66.40488,84.30951,100.72495,74.0669,69.75466,69.62203,78.45984,83.364075,92.26648,90.317345,82.72559,87.543594,,73.845856,86.0278,91.90396,74.24126,111.31477,85.18324,94.2133,84.61323,88.52078,94.550766,82.54398,76.86681,80.437775,86.73398,91.61341,88.416435,92.55418,72.15141,88.287674,65.98943,74.8461,85.7444,86.361786,78.98623,92.78421,79.855034,,88.60998,70.01604,76.32313,95.21232,92.08216,74.91212,,92.07921,83.291664,90.55592,64.77093,86.75488,90.45172,85.39419,86.79518,79.65219,90.16429,96.938484,84.555,85.36086,93.63263,82.77214,73.46035,76.887535,82.24378,69.60584,94.14129,90.663475,78.76351,80.2247,91.65362,91.45537,77.51896,,57.15408,81.65771,93.19253,92.20589,96.04537,79.04713,93.52157,56.780174,80.40874,84.20749,87.44212,92.61597,73.25785,85.307274,86.219666,75.476875,89.46071,78.49262,,76.14041,75.94595,63.00588,81.14755,95.08699,,89.80208,,69.69499,88.99351,83.65114,71.72336,81.526474,72.281296,
2008,100.10177,105.021065,76.81278,94.36077,97.60525,89.39612,97.27501,95.473465,97.72398,93.225,84.937164,97.90964,96.970924,98.208664,87.7263,95.00344,95.4087,96.67956,98.41829,82.180855,100.19685,94.39884,90.7663,91.17407,98.62295,89.52201,86.55462,95.17937,97.96079,99.79597,98.262,97.63333,97.79141,95.82416,90.827515,95.39817,93.83504,92.70981,97.00227,87.75812,95.61922,,97.31011,97.5542,98.599884,94.61475,97.081894,96.48246,92.70988,91.01458,91.82926,80.41567,98.515495,97.18994,85.233864,98.82972,93.51427,98.40575,90.97594,96.73537,95.69077,91.77636,75.73108,83.02912,91.040245,99.18188,88.61664,94.357346,96.97699,94.526566,93.63655,97.19531,90.535835,96.68039,95.02068,91.514946,91.11964,80.530556,105.6246,79.99477,90.95112,84.71156,94.19624,97.74015,81.02911,96.088585,102.115036,86.7619,88.05816,86.69342,97.366196,94.75611,97.156876,94.53869,91.48021,94.22213,95.03338,86.76109,94.94091,97.00421,90.99342,123.24289,94.49027,97.41833,97.64563,96.143326,98.06318,93.09562,84.01274,90.12365,91.17908,99.246544,96.52509,96.495705,91.487656,96.020546,84.43722,85.70088,92.043724,94.766754,85.86798,97.8324,87.11757,,98.62743,78.12464,91.45511,97.57977,95.538864,82.33428,,95.72458,93.59934,99.02328,77.91044,94.35346,95.68515,92.448135,97.180725,88.2239,93.91961,99.44775,93.14138,93.80305,107.72448,89.27042,83.826164,88.7576,90.36144,79.55748,101.05804,96.6794,92.4054,86.81205,97.801674,95.38173,87.139824,94.131424,75.43773,93.63456,97.477684,97.41315,99.3465,89.05248,93.130714,77.76883,93.06935,92.87831,95.04507,97.680664,88.25412,93.03973,95.22702,84.557,93.3478,86.69049,,83.96642,85.09809,78.90003,87.539604,98.73748,,98.841774,61.38666,85.805305,93.302315,93.32615,85.33377,89.605736,81.27712,
2009,97.964165,97.86791,87.3594,96.499855,99.12966,92.441635,96.739845,97.16441,98.218765,94.583336,93.90265,97.857605,97.83986,100.77012,92.484116,97.61908,98.07587,98.6738,98.042854,92.8197,99.09037,97.55785,95.20298,94.49633,99.6444,93.42618,93.50262,98.53088,98.25415,99.31647,98.60891,96.9224,98.78841,98.74068,93.37068,99.61,97.77847,96.754135,97.96366,94.640724,97.29572,99.72462,97.62761,98.548645,98.90824,96.20002,97.087975,97.74127,94.0469,96.236145,96.56762,89.875374,98.23196,97.11374,92.4648,98.82972,96.44224,98.49197,96.79257,98.55951,97.56797,93.36181,90.307,86.918526,95.193054,97.54399,92.773705,95.49914,96.677666,96.28391,96.400986,97.75851,95.51199,98.97996,95.39496,95.369286,95.11652,89.294174,100.9269,90.8353,97.20275,94.8796,97.36842,98.497406,88.80163,95.37842,100.73359,93.10947,96.18956,92.62028,96.15718,104.057785,99.1563,97.14464,95.697075,94.35516,96.16912,93.20539,97.27637,96.851974,94.14632,102.46452,98.69796,97.77687,101.09653,97.2673,99.01622,93.03723,91.53542,94.20641,96.00916,98.51249,98.90324,98.506996,92.83466,99.34931,90.87092,88.94776,94.087944,97.15118,93.09982,98.40306,95.351685,,99.20234,87.91978,94.82706,98.74075,97.63822,91.46913,,97.74978,96.84613,96.63656,88.54347,96.62649,98.49468,96.34855,98.578316,94.327515,97.48423,98.61683,95.55556,96.38632,102.485535,94.25833,93.589676,100.246735,94.93123,88.51307,98.78623,97.24898,98.95946,93.29606,98.83441,97.479744,94.21292,98.8439,88.230064,93.50943,99.052055,98.2307,98.85527,95.685326,98.67911,102.46389,95.78781,102.121956,98.57466,96.85456,93.944954,93.662796,96.58578,90.45746,96.768906,92.10949,,94.16182,96.17553,91.4303,93.72185,98.38642,,99.25843,78.01075,91.56883,97.31158,99.22898,89.94842,96.091484,92.164406,97.06602
2010,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
