Date,ABW,AFG,AGO,ALB,ARE,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1980,31.98246,,,,,,,27.419355,46.526497,,5.0600867,42.60609,,34.392483,,,65.23283,36.54688,,,43.505684,0.00021494675,3.57204e-10,29.401413,58.38834,10.86,5.9565396,36.775047,37.80767,54.229023,4.718755,,25.354464,21.549604,4.107592e-12,,1.1239548,,,0.87760186,,,33.122135,,52.176945,92.31977,41.49932,37.24738,1.4854827,6.156025,0.061016694,4.0184574,21.298645,,12.92441,37.718285,25.893646,38.71751,,36.909107,33.67315,,0.05261496,,6.828859,,,5.2347794,35.66766,4.748476,,,4.2632875,,3.089625,3.3308666,5.5544457,9.73741,29.050503,0.55592066,,2.1763377,0.049738117,22.237856,0.9336253,23.598858,77.1626,,2.7665582,,,,37.269077,24.273277,38.27204,,,,27.635836,37.926918,4.570851,14.769092,,41.88059,,,28.221674,,1.6064446,,0.078082696,,,47.520824,0.56756324,,,,,13.5582485,0.47155663,41.409435,,,42.43107,0.4050472,,50.725937,31.173649,8.998772,,23.466242,,,9.18965,57.432957,1.3853826e-06,7.4628506,,12.149102,0.033134613,10.028248,1.9361593,,33.27091,,,8.051368,70.8488,0.0069334377,30.641834,57.454082,5.220181,,5.638907,,,,,0.031049252,,0.00042387712,33.059204,5.365332,,27.942057,4.6735554,,27.275078,32.388786,,,12.246682,10.537242,,0.0017273164,,0.5903208,,,0.018691653,37.792366,,37.75929,,,25.521503,13.945083,,6.4911337,,
1981,,,,,,,,30.020811,49.691715,,5.6757674,45.855865,,36.991077,,,72.633224,40.60888,,,48.388977,0.0002840169,7.2057005e-10,33.684483,63.723316,11.943,6.9350815,36.76279,42.522896,57.748657,5.647728,,27.585455,23.86134,5.562019e-12,,1.4325227,,,1.202809,,,36.681007,,55.487175,97.59803,47.004906,41.630424,1.5971113,7.058181,0.0695883,4.433053,24.397459,,13.717447,41.982624,28.788729,43.872517,,40.1226,37.672386,,0.11391328,,7.2347817,,,6.5176177,42.368713,5.291373,,28.989092,4.664279,,3.4251068,3.486132,6.235749,11.014232,34.969112,0.69047344,,3.3035336,0.10783224,26.233843,1.0525665,25.41597,80.95295,,3.0875635,,,,41.173523,29.45602,41.09452,,,,30.730972,43.663303,5.3921866,16.602417,,45.261585,,,31.747274,,2.0970235,,0.099894136,,,52.990353,0.56937057,,,,,15.518987,0.5272696,45.426147,,,52.153473,0.48934898,,54.14432,35.42666,10.001673,,27.07304,,,10.281372,61.6269,2.430422e-06,8.439185,,13.127619,0.03947233,11.937667,2.18737,,36.10579,,,8.570735,72.83184,0.00863738,32.453747,62.154987,6.0762234,,6.4733047,,,,,0.033779714,,0.00060454605,37.06067,6.441392,,30.89743,5.5332165,,32.65277,36.490177,,,14.071346,12.047427,,0.0023770428,,0.7417382,,,0.025055291,41.6981,,42.568184,,,32.372913,16.804749,,7.4813066,,
1982,,,,,,,,33.42872,52.39297,,6.0088267,49.857502,,41.452114,,,79.087204,43.050537,,,51.698315,0.00063487916,1.4450553e-09,37.16492,67.77394,13.119,7.707456,41.650806,47.102177,61.0144,6.2091703,,29.677296,27.024641,7.6032635e-12,,1.7866564,,,2.2867966,,,39.04062,,58.395283,95.245224,49.07058,45.843765,1.7192304,7.519963,0.0809204,5.090165,27.914352,,14.5254135,46.006626,30.813025,49.127773,,46.817375,40.91178,,0.1393109,,8.020179,,,7.885737,45.67887,5.3076377,,32.16933,5.083254,,3.6771686,3.7244372,6.824742,11.883336,40.96531,0.81952107,,4.9633355,0.23762387,30.55729,1.1214613,27.303879,83.171906,,3.7256613,,,,43.613968,31.574158,44.290356,,,,33.883602,45.67796,5.9759316,18.617937,,49.496735,,,35.089565,,2.7636611,,0.15874518,,,56.073456,0.5995742,,,,,17.290586,0.57905364,48.06945,,,58.225098,0.52701783,,57.344845,39.444393,11.171722,,31.449045,,,10.888336,64.24639,3.996784e-06,9.301816,,13.854239,0.08034937,14.525668,2.2993648,,38.16382,,,9.647659,73.575485,0.010858299,38.093033,64.58916,6.865125,,7.232551,,,,,0.036237665,,0.0007865903,40.243877,7.1375403,,30.615444,6.324651,,36.286915,38.409225,,,15.59638,13.449117,,0.0030696539,,0.95634043,,,0.029813917,44.254787,,45.64512,,,34.533012,19.879383,,8.576498,,
1983,,,,,,,,36.7846,54.14246,,6.49862,53.677387,,44.83202,,,81.437996,44.77256,,,54.28121,0.0023845192,3.3962801e-09,39.108757,68.56431,15.488,8.514977,47.737076,49.86405,62.8142,7.9016156,,31.351221,31.51917,1.342179e-11,,2.1367931,,29.56148,3.0328343,,,41.012062,,60.31848,96.10419,51.106003,49.010757,1.8159994,7.9686913,0.12010062,5.908657,31.312666,,14.427312,49.855675,32.878784,53.77504,,51.813694,42.79753,,0.3104885,,8.873229,,,9.477037,48.463158,5.5485344,,35.349567,5.502765,,4.0538454,3.9955723,7.6300435,13.29366,45.245213,0.98129606,,9.130058,0.58443946,35.032887,1.2513502,28.67458,84.75194,,4.1503043,,,,44.6134,32.65419,46.38005,,,,37.477028,46.350822,6.810434,21.874653,,53.787743,,,37.267902,,3.2978308,,0.32046676,,,55.579453,0.6334507,,,,,18.257044,0.6572404,49.850056,,,56.77552,0.64935094,,58.916576,42.78346,12.554473,,33.757744,,,11.581056,65.5974,8.439235e-06,10.234729,,14.949016,0.10086639,18.01223,2.6082559,,39.210888,,,10.28373,73.716324,0.014179612,42.518295,65.36191,7.2931466,,8.195517,,,,,0.0378364,,0.0011029057,43.814728,7.963177,,32.468487,6.7121806,38.13198,39.681725,39.840557,,,17.12694,15.490021,28.851957,0.0040332265,,1.2150872,,,0.044481583,45.676445,,48.13661,,,35.103962,23.151556,,9.631682,,
1984,39.857536,,,,,,,38.241417,57.20865,,7.4290195,57.081486,,47.00501,,,81.70055,46.548393,,,56.117493,0.032938555,9.921272e-09,40.941315,70.67196,16.578,9.245347,48.950653,52.01059,64.65557,9.470893,,32.694546,35.103947,2.0431589e-11,,2.4821334,,32.887146,3.39518,,,43.469482,,61.769623,97.915474,52.239532,52.093918,2.1819537,8.615462,0.15759553,6.9152775,34.844822,,15.641698,53.379303,34.618473,57.90163,,54.848495,44.920593,,0.4336447,,10.834076,,,11.226196,51.205982,5.737559,,38.40749,5.762846,,4.313374,4.3339114,8.427768,14.399548,49.159424,1.1043527,,11.946899,2.7656589,38.81451,1.5994104,29.777826,86.6687,,4.5771255,,,,45.824608,33.396732,46.926155,,,,42.15327,46.909573,7.943571,24.277334,,57.249443,,,41.906853,,3.6228855,,0.5302084,,,55.33351,0.66414964,,,,,19.606087,0.7888614,51.79285,,,61.524467,0.76506877,,60.86179,45.44385,12.911747,,35.84102,,,12.286014,66.63557,1.773999e-05,15.3867855,,16.058323,0.11640082,23.124935,3.1380308,,39.644157,,,10.835922,72.56706,0.01902143,47.528664,67.06196,8.098833,,9.138588,,,,,0.039232086,,0.0016948568,47.33929,8.99359,,33.79784,7.3316827,45.854046,38.2823,40.18514,,,17.145172,17.55558,31.419783,0.005984999,,1.6542919,,,0.069081865,47.640778,,49.437237,,,37.040436,25.897346,,10.741877,,
1985,41.464695,,,,,,,40.816856,59.033325,,7.7116404,59.860634,,50.2512,,0.024834862,79.54695,48.69195,,,59.617634,3.9030998,3.234232e-08,42.54421,72.33502,16.89,9.993718,54.053192,54.071266,66.87675,12.378788,,33.30391,38.09072,2.5298555e-11,35.448414,3.0800838,,34.660835,3.9064066,,,45.657932,,63.045925,100.0,54.19328,54.53126,3.171168,9.518559,0.2017122,7.7524934,37.916203,,18.62374,56.15269,36.14895,61.27793,,58.882565,47.6479,,0.4783337,,12.818867,,37.871017,13.394502,52.486843,6.809725,,39.752975,5.9566317,0.00012054,4.7726984,4.6347866,8.82594,15.199648,51.811813,1.1528265,,15.769266,11.26071,42.38777,2.0100286,30.666716,88.430046,,5.1724524,,,,47.025005,34.21799,47.625507,,,,46.005424,47.57719,8.06123,27.511276,,59.593002,,,45.14568,,4.005335,24.80352,0.83639556,,,55.203365,0.7093621,,,,20.895155,20.91944,0.8718415,51.97229,,,60.95635,0.82195425,,62.236404,48.0409,13.951484,,41.366863,,,12.975854,67.31966,4.672705e-05,18.941612,,16.654152,0.12981166,27.625374,3.9291508,,40.402378,,,11.026562,70.347404,0.027658585,53.707417,67.38394,8.873748,,11.179087,,,,,0.04349503,,0.0030406814,50.829414,10.833916,,34.079826,8.596613,48.217365,37.5877,41.162334,,,20.01956,18.893768,33.699085,0.008675958,,2.204875,,,0.11897456,49.32995,,50.49504,,,37.435345,28.251545,,12.492182,0.013551938,
1986,41.91001,,,,,,,44.510925,60.040108,,7.8408628,60.63545,,48.93877,24.280003,0.025505403,77.720474,51.33777,,,60.094437,14.688768,7.993173e-08,43.110077,73.62348,18.573,10.993261,55.26677,56.33944,67.37853,14.789785,26.048319,36.528713,41.05038,3.653111e-11,36.922398,3.6604474,,38.429924,4.368732,,,46.214214,,62.964336,118.14764,55.696728,56.53702,3.4134128,10.696158,0.248167,9.602571,41.250908,,16.79698,57.799976,36.79921,62.833485,,62.58354,49.281082,,0.59583837,,20.069239,,31.19041,16.477306,52.779236,9.324633,,41.09846,6.2159076,0.00018081,4.9292393,4.880044,9.339846,16.526535,53.794674,1.365281,,19.258753,16.625868,44.856243,2.313651,30.666716,88.956726,,5.3035364,,,,47.021862,35.15898,48.079666,,,,47.519455,48.619255,8.704223,32.464672,,59.76854,,,49.088505,,4.5860014,27.214966,1.5576471,,,56.322826,0.77551335,,,,22.44836,21.26098,0.99430794,52.355328,,,59.001133,0.8689466,,62.288277,51.488552,16.60212,,46.832832,,,13.4308405,67.27497,8.3137245e-05,19.159086,,17.56243,0.15129545,31.031952,5.1763654,,40.708454,,,10.903388,68.09394,0.034422077,57.029102,66.450195,10.078082,,14.749129,,,,,0.051623363,,0.0059562842,52.982502,12.322179,,34.160393,11.696852,41.92183,39.138046,41.92041,,,24.358574,20.347393,35.77643,0.011678713,,2.9199646,,,0.20984809,50.266254,,51.01396,,,39.219566,29.871363,,14.822589,0.021117743,
1987,43.436813,,,,,,,48.30905,60.88184,,8.398602,61.57735,,47.62634,26.67758,0.02620078,76.36425,54.293007,,,61.30348,16.8302,2.6244476e-07,44.537766,74.54146,19.749,12.070814,51.405388,58.793648,68.349,17.73012,27.932611,39.06501,46.444607,6.527027e-11,37.086174,4.513406,,39.907997,5.1045322,,,47.504364,,63.12169,122.97883,57.93829,58.809807,3.8759549,11.492087,0.32138616,11.493662,43.415764,,16.389036,60.177303,38.883434,64.90002,,61.991386,51.325714,,0.8330718,,24.791365,1.1885633,27.081238,19.17907,52.318825,10.473726,,43.42248,6.370507,0.00042188988,4.3648677,5.3033543,10.206457,17.981056,55.494267,1.7553612,,22.782675,19.798042,46.985695,2.4675655,30.605383,89.06897,,5.7616386,,,,47.47469,36.23121,48.394516,,,,49.589268,52.033176,9.375941,36.279358,,59.734673,,,50.413277,,5.2735868,29.855927,3.6110528,,,56.565987,0.9675305,,,,24.278429,21.371271,1.2444271,52.507164,,,55.040913,0.96705353,,61.857735,55.976833,18.3869,,54.206333,,,14.059568,67.94531,0.00015448756,19.938818,,18.14857,0.19120573,34.021828,6.305345,,41.801594,,,11.354026,67.04045,0.041498303,54.667683,66.797935,11.185902,,18.416428,,,,,0.079186596,,0.013822911,55.201714,13.97047,,35.046627,18.65465,39.417065,39.159184,42.95436,,,25.500013,22.535116,38.719326,0.016216576,,3.7944756,,,0.3432415,52.10829,,52.700455,,,45.510147,31.235544,,17.218008,0.03105306,
1988,44.792854,,,,,,,51.795006,62.048164,,8.77543,62.29222,,49.653133,28.655127,0.026821652,76.59597,56.68321,,,63.227726,19.523384,1.913523e-06,46.701794,75.43062,21.743,13.07893,49.36744,61.16199,69.628815,20.333672,33.187244,41.772484,47.22596,1.1167203e-10,37.46832,5.782052,,41.53388,6.167936,,,49.133415,,63.925934,,59.632748,61.47691,5.5760975,12.171448,0.50848526,13.523843,45.515903,,17.549498,63.23788,43.455475,66.65285,,56.550945,53.45848,,1.0943171,,27.689621,1.9050505,27.764675,21.773777,54.41158,11.6083145,,46.84735,6.656623,0.0012053996,4.544066,6.13723,11.027603,19.668303,56.678833,2.2586346,,28.643633,23.041616,49.362347,2.6715534,32.629387,89.673355,,6.468302,,,,47.58508,38.820328,49.10501,1.6771253,,,52.607742,52.46478,10.687781,40.435654,,60.592815,,45.608116,51.607594,,6.6897454,31.783533,7.733512,,52.594063,57.09677,1.1227494,,,,24.59882,23.328733,1.6664392,53.849518,,,54.273663,1.4942062,,62.314213,59.714054,20.038597,,57.66212,,,15.302144,68.189384,0.0011849494,22.70235,,19.136774,0.3034833,37.458588,7.7299905,,43.725517,,,11.692223,67.64888,0.06834794,53.66908,67.81539,13.0581455,,22.055727,,,,,0.08497774,,0.04129646,58.417156,16.819687,,35.691162,25.10211,45.51785,39.10009,44.61357,,,28.030642,24.2835,41.505947,0.027375143,,4.977848,,,0.5567101,54.233135,,52.820206,,,49.49694,33.89302,,19.418392,0.04689137,
1989,46.58082,,,,,,,55.69719,63.641777,,9.798785,64.22768,,49.413902,30.387466,0.028535256,77.73411,59.737106,,,64.573,22.485758,2.9290748e-05,49.592686,76.41447,23.652,14.592817,49.707607,64.210075,71.82579,23.796078,39.24247,42.210896,46.4394,2.278838e-10,36.795017,7.277727,,43.42581,7.18625,,,50.983524,,65.70344,,63.341022,64.41103,7.843222,13.303924,0.89314514,16.399265,48.607086,,18.921394,67.4071,46.14509,68.984566,,60.362953,56.537823,,1.3703443,,29.980942,3.4441054,29.476688,24.74711,57.45479,12.930168,,51.61771,7.3123274,0.018080994,4.8586926,7.1897125,11.735084,21.059694,58.99646,2.7634315,,34.589535,27.72338,52.452347,3.0543745,41.019287,91.71099,,7.360236,,,,50.04521,41.03315,50.746117,2.70575,,,53.403088,54.758873,11.924094,46.391117,,62.635376,,49.60838,53.289986,,7.2926917,34.061096,9.280824,,52.553726,57.580776,1.4281209,,,,27.780107,26.284492,1.8738502,55.364414,,,52.730377,2.2482827,,62.988552,62.428738,21.811388,,60.958084,,,16.502485,68.329765,0.041457575,25.481798,,19.994186,1.0456545,42.210697,9.772419,,45.168457,,,11.810347,68.34746,0.1139499,53.909145,69.405975,15.008019,,25.945051,,,,,0.08563177,,0.57048726,62.181133,18.088928,,36.25513,27.963554,43.838634,38.77188,47.002834,,,29.17251,27.059624,44.718872,0.044696096,,6.2646136,,,1.0045692,56.85097,,54.317093,,,53.33199,36.08338,,22.27889,0.10475731,
1990,49.299595,,2.2200815e-08,,,,,59.78148,65.71769,,10.484913,66.442444,,49.164707,32.24922,0.03532665,78.45652,62.526424,,,66.54833,26.335045,0.00089270377,51.11745,78.04871,26.02,16.255865,49.701477,67.279625,75.70723,29.99174,40.44026,41.870728,46.949944,4.1314285e-10,37.858044,9.399332,,48.052185,8.554495,,,53.278828,,67.47511,,65.36218,66.11252,11.801106,15.519363,1.3264912,19.147186,51.874367,,19.896317,71.55234,49.925003,71.188126,,65.026184,61.096725,,1.8809217,,33.628956,4.580728,29.72956,29.80381,59.019993,18.260225,,56.99965,9.01775,0.10848597,5.89243,9.229405,12.652673,22.949007,60.953568,2.974217,0.030567551,39.95462,32.50714,55.83899,3.7251205,47.661186,94.53433,,8.66902,,,,52.052517,44.551033,55.736305,3.6701598,,,57.91643,57.095737,14.487208,51.788612,,64.673386,,53.562016,56.90443,,8.152098,35.304295,11.754318,,52.87238,59.29864,1.6798525,,,,29.613657,29.82977,2.0954056,56.813744,,,52.32137,2.413855,,64.53435,65.00769,23.608582,,64.675575,,,17.996311,68.85555,3.143174,28.584806,,21.384455,6.9837055,47.964256,13.413617,,46.52395,0.023388926,,12.304699,69.767136,0.1881975,54.084404,71.807945,16.319359,,32.171646,,,,,0.10424807,,3.7200534,68.627174,20.457184,,37.665054,33.387608,43.51498,39.16555,49.75908,,,32.00512,30.053616,47.645855,0.071649574,,8.509023,,,2.1349697,59.91976,,58.448505,,,55.870293,41.581932,3.8446863,25.469448,0.21687257,
1991,52.03846,,4.08015e-08,5.1144996,,,,61.680542,67.91097,0.04302178,11.428234,68.57877,,50.227943,34.29942,0.15488937,79.05625,66.974976,,,67.0554,31.98314,0.0047562066,54.31614,79.29749,29.214,18.168371,48.328545,71.06468,80.143364,36.52526,41.878597,42.575558,46.978138,9.314045e-09,37.222656,12.255584,,52.641605,11.010429,,,55.961563,34.8879,70.20585,,68.9944,67.696014,17.356968,19.536766,1.9727323,22.928478,54.9527,,27.003798,74.6364,53.168804,73.47569,,57.427155,65.65563,,2.220079,,36.535286,7.219012,28.711239,35.602394,60.580837,24.316488,,63.360126,12.081283,0.24107993,6.801037,12.442858,13.844437,26.132092,62.91067,3.4836578,0.085880265,42.67504,38.71889,59.328926,5.6275806,51.548195,97.608055,,10.410149,,,,54.30313,48.70889,60.785004,4.1634865,,,64.80622,60.60687,16.252565,60.943855,0.3728754,66.69013,1.1299905,58.687298,61.448914,0.010014186,8.852579,40.498856,14.418124,,53.82431,60.80613,2.221975,,,,31.280512,31.918156,2.3597476,59.289875,,,48.24206,2.7278247,,66.57247,67.24278,27.281475,,66.35869,,,20.118305,69.72056,16.015419,34.090656,,22.874027,12.345061,53.647774,16.663115,,48.57905,0.07732905,,14.720994,73.15859,0.42076844,53.136,74.26787,18.775444,,36.805225,,,,,0.13131864,26.118656,7.9919,75.10876,22.284891,,38.41337,36.39249,44.904797,39.317154,52.60025,,,35.396206,31.190575,51.54982,0.118922934,,10.950742,,,4.312034,62.45734,,61.6585,,,59.48462,40.825474,5.2287736,29.375132,0.428632,
1992,54.054108,,1.6300598e-07,16.673546,,,,62.30489,70.64157,0.03844852,11.636609,70.243835,38.90351,49.227837,35.545887,0.29630017,78.91995,70.81814,,0.00014469752,68.66251,35.840412,0.050033487,57.626106,80.312126,33.881,21.105762,47.829014,72.12364,83.37878,42.15958,44.539555,44.37709,46.970596,3.9390676e-07,35.75777,15.565894,,54.282265,13.409731,,,59.604786,38.75575,73.75614,,72.76965,69.11495,18.096207,25.723993,3.0499985,26.055332,58.208393,11.637778,29.846607,76.81528,55.76505,75.21248,,51.94693,68.67024,,2.4433327,,40.00122,12.242263,27.482758,41.255013,62.86979,26.759304,,69.47597,13.139589,1.7478294,8.117616,15.386305,14.886024,29.212494,64.842026,4.3827105,0.15768975,44.35973,43.390453,62.455914,9.977509,53.607975,99.32623,,13.255488,,,,55.85536,51.73531,60.453438,4.574195,,,70.871925,63.721394,18.102667,71.43139,4.1785183,68.793655,11.884067,63.21439,64.976234,0.11284248,10.137299,47.325344,16.654072,,50.464325,61.79922,2.7088811,,2.2886631,,34.452923,33.40028,2.9202197,62.11636,,,46.08293,3.94413,,68.691864,68.80825,31.96012,,67.031944,,,22.031363,70.99263,27.791283,37.03984,,23.85981,18.035957,58.776104,19.194698,,50.065716,0.24065232,0.053595785,16.128382,73.10226,0.9156951,53.077583,75.9486,20.794022,,40.93274,,,,,0.18866049,28.702707,24.769594,76.89211,23.96925,,39.660553,40.399006,43.506893,39.86515,54.77745,,,38.205597,33.1992,54.55226,0.20225948,,13.343134,,0.0041943486,7.264018,64.34906,,63.794064,,,61.898766,44.51248,6.766648,33.450844,1.1389033,
1993,56.87333,,2.4100884e-06,30.846853,,0.4620303,,63.397503,73.207115,0.47214785,12.762957,72.17865,39.07492,49.50029,36.61753,0.5122402,80.923615,72.746445,,0.0018669298,69.67364,38.896835,1.0143694,58.26774,83.72675,37.675,24.130388,46.434628,73.4688,86.12412,47.52555,51.046818,45.33773,45.46446,8.220459e-06,37.51836,19.059267,,57.42434,14.721015,,,62.4981,46.821995,77.05642,,73.91143,69.984314,19.046318,31.007786,4.421127,29.205368,60.867977,22.089895,30.90409,78.49803,58.668507,76.795296,,52.224194,70.42722,,3.0531847,,42.586823,18.13179,28.981195,47.200382,64.63555,29.92217,,75.59181,14.551918,27.965271,10.529032,18.84272,16.325788,31.060738,65.79482,5.3119607,0.4851992,46.15313,48.113014,65.34558,12.17954,55.385975,100.560905,0.37366349,19.350214,,,,56.857883,54.21912,60.6847,4.86087,,,78.71996,64.26187,20.22914,80.81438,21.329325,71.26204,24.836456,67.453476,68.344025,1.9336731,11.151876,56.850685,18.278088,27.591566,50.331215,64.36069,3.5711615,,8.425725,,37.681282,36.91327,3.585233,64.313156,,,45.523006,6.198802,,70.46699,70.382774,34.358852,,67.895454,,,24.228697,71.31488,41.292286,39.527554,,25.046625,24.702797,62.763344,22.689795,,49.62846,0.8547173,0.5221546,18.120945,73.87407,1.8440306,52.76632,77.687294,22.700556,,48.508034,,,,,0.45941007,35.386715,32.636944,80.52771,26.851173,,40.209316,45.74102,39.840164,39.463753,56.591785,,,38.572716,36.796413,56.720688,0.33594057,,16.715912,36.094048,0.20279315,11.19391,66.24842,,66.53171,,,64.10599,45.27591,9.18588,36.701405,3.22665,
1994,60.46265,,2.530093e-05,37.80746,,16.049822,,64.6462,75.369225,8.320265,14.658615,73.89473,54.130825,61.963413,38.563293,1.0042844,81.584694,73.764404,,0.04333175,71.46379,41.95959,22.071545,58.312725,85.78854,40.316,26.674435,57.844086,73.59044,86.858,52.96396,63.42924,57.16252,61.419968,0.001962481,53.441032,23.413593,,59.406662,16.713425,,,65.43463,51.522655,79.13159,,73.922615,71.37842,20.61969,40.01482,5.628576,31.58684,63.73998,32.616764,33.250908,79.35252,59.147633,78.06666,,71.08562,71.99001,10.901131,3.8125196,,43.315147,20.883533,38.209103,52.332985,67.07273,33.17032,37.9868,82.19692,17.713955,57.97972,14.670271,22.39798,17.718704,34.24382,67.31416,6.9824142,2.6613178,46.869728,54.008568,67.99328,16.4501,57.33373,101.26026,7.388719,24.92586,,44.8684,,57.67793,57.616413,62.222713,5.1906548,,,82.744606,66.07143,21.93824,87.453064,36.74076,72.82607,33.75888,71.670715,71.85805,11.339555,15.4946165,58.775707,19.551304,62.5179,61.996376,67.01874,4.431768,,15.8049755,,39.236862,39.6166,4.827503,66.7088,,,61.92998,9.734085,,72.44114,71.351006,37.22757,,69.08048,,,27.22535,72.21947,51.093796,43.63307,,25.761135,32.852566,66.1654,27.356222,,50.284344,2.0236235,2.1289427,,74.29096,3.9720078,69.806496,80.0957,25.70975,,53.643,,1.4134371,,,2.1522355,40.134026,39.488033,82.2656,30.548399,,40.90774,52.75242,56.46343,54.918854,59.448395,,,38.96344,40.039906,59.40541,0.6894004,,22.413258,39.71672,2.010061,16.201622,67.975815,,67.20297,,,65.58207,50.74541,13.723168,39.981983,4.9884434,
1995,62.495037,,0.0006999377,40.75388,,44.289696,,67.63788,77.06003,42.579758,17.482342,74.97948,61.959522,66.58517,42.534466,1.6274915,83.79077,75.289116,,0.3507038,73.528824,46.236618,36.640316,59.40834,90.907234,44.141,29.478598,68.94402,75.17172,88.421295,57.324284,74.07979,65.33395,66.99057,0.01259734,58.474113,28.305113,,64.36802,20.588684,,,67.14628,56.15481,80.481705,,74.896576,72.86566,23.204567,51.931084,6.9194407,36.559315,66.71906,42.002766,36.583374,79.98039,60.428562,79.46911,,77.94291,73.93194,28.639141,6.079503,,46.338966,30.357414,45.80218,57.008682,68.3262,35.96041,42.625187,89.65825,22.933289,60.26998,18.720467,28.737833,19.38786,37.745213,69.01375,10.449601,12.96889,47.643654,59.373726,71.55302,19.72511,58.682865,101.13075,20.404339,25.31329,16.740667,44.509926,,59.38335,60.198055,63.894466,6.2077074,,,88.73364,69.79102,23.621967,95.56069,51.307602,74.18624,42.190475,77.80477,76.25834,14.726182,23.099407,62.001823,26.394117,72.754326,70.32979,69.98541,5.5483394,,15.811853,,41.80444,42.00522,8.850058,69.01064,,,68.471825,16.823954,,73.834335,73.10651,40.06542,,71.674416,,,30.585932,72.93748,56.779873,46.61408,,30.2129,42.035313,68.959435,31.02891,,51.77101,2.67609,6.331779,36.04888,77.90776,6.6878757,75.29608,81.47378,28.185398,,59.02321,,2.5817916,,,7.222016,44.083656,44.804596,84.28535,34.30237,,40.807964,56.96204,61.67519,63.943943,62.90721,,,39.532307,42.114853,63.114773,1.3037479,,28.560719,42.318222,9.582889,23.046534,69.88282,,68.371216,,40.16572,67.04435,49.272003,21.282042,43.45259,6.730886,
1996,64.51068,,0.029713098,45.940006,,52.563534,,69.40687,78.494095,51.008335,22.10411,76.53682,65.004364,70.6454,43.545567,3.6066437,83.41184,76.32745,,0.53556705,77.91483,51.981743,42.413975,60.825912,92.72187,48.021,32.450882,71.512146,76.35232,89.138954,61.542847,80.23816,66.95475,69.619316,0.074631914,64.33972,34.19189,,68.20669,24.194061,,,69.146515,61.073284,81.64847,,76.15272,74.415,24.457449,61.631332,8.608578,39.18687,69.09349,51.684547,33.47955,80.48363,62.27173,81.04489,,78.48048,76.04032,39.91079,8.910181,,46.848457,45.75896,47.881935,61.68029,69.714836,39.936523,45.649323,95.28482,28.400087,62.86159,22.57381,35.482323,20.933708,41.13366,70.22546,13.473437,10.878652,48.7206,66.17707,74.42013,24.93385,62.497963,101.2689,28.399277,27.557081,22.088865,47.692772,,60.622425,63.162537,66.16527,7.016225,,,92.30791,70.436485,27.386324,104.47681,63.9422,75.0645,49.620415,81.55689,78.536026,18.187672,27.663008,65.871506,35.467987,74.54888,75.11605,71.42291,6.4513535,,23.226023,,43.761433,44.75697,12.17786,71.41812,,,72.0932,21.748037,,75.27364,74.0295,43.759636,,73.31269,,,33.758858,73.85336,63.3311,50.099,,33.724903,50.35619,71.07579,34.069645,54.916496,54.31014,3.715197,9.355331,38.720596,78.85984,15.570965,77.36997,82.60071,31.504047,,64.80094,,5.0500083,,8.644597,7.1713257,46.629852,49.224323,84.7347,36.506367,,40.35898,61.661346,68.66353,66.941315,66.559044,,,40.71641,43.548687,65.46589,2.3521197,,34.551975,45.3616,17.280392,29.578394,71.93123,,71.38495,,42.445126,67.65201,51.92019,27.822807,46.648148,9.630087,
