Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,3.69455,4.70207,12.60715,14.57424,24.05696,18.2046,15.34282,68.42213,18.43421,20.17326,13.00345,14.05896,1.28245,16.30682,3.83264,1.24538,0.75858,15.36416,23.64232,28.54112,14.73793,20.32302,24.30884,19.44199,11.8871,11.59227,22.14663,13.48141,3.06816,8.28947,2.60953,20.86982,12.03902,20.33628,2.15846,3.88092,5.71474,2.03937,4.24963,54.5274,10.90032,5.04824,5.38025,16.67114,10.83629,18.30779,21.42199,20.43651,3.3438,16.86943,11.57241,13.28228,11.90928,12.41231,25.60765,1.07391,19.75956,18.74815,0.54187,18.54766,20.92081,13.08058,35.75326,8.47792,20.0881,19.66829,5.14171,2.38954,3.30259,3.41429,8.64406,21.05236,16.18883,18.14683,11.21642,13.42865,12.79159,17.3509,4.99061,19.7202,2.52967,1.67031,19.51426,13.44491,23.12073,14.7834,18.48599,15.6001,16.1548,25.68703,2.62119,13.15822,3.26716,11.28312,0.91595,38.02897,27.75025,2.33899,33.7267,2.13503,18.42599,4.35946,21.86086,16.42754,2.36213,9.5236,22.3319,17.49298,19.88634,10.34079,21.24394,0.94246,5.45921,19.97496,35.42045,17.84676,3.02056,28.25824,3.00378,12.12147,8.86216,2.55898,8.03261,12.45675,1.73521,9.22404,8.20099,1.76979,4.22461,16.77715,54.6432,12.5324,12.79336,1.09263,67.45068,21.82818,17.25308,8.35887,5.32564,16.43864,10.81071,3.1666,37.64553,13.66622,17.86507,25.69428,3.57699,16.36758,15.50773,22.53588,38.77688,26.21511,12.45059,20.24542,0.8778,24.09734,5.73444,3.75294,4.83163,14.11556,3.3093,16.77622,4.51922,16.8315,2.47024,5.43618,14.94121,15.93596,15.48283,13.2518,12.63923,17.84679,19.55562,1.82897,2.82866,5.89861,8.36763,58.55534,9.85016,0.49957,51.1953,19.61172,14.84365,21.93039,53.52796,3.10115,1.61311,20.63683,18.3873,27.90627,9.86998,17.66327,18.20239,0.28014,14.62668,43.53636,4.44766,20.73797,2.68562,5.38408
2001,4.00524,4.95688,13.05713,14.98061,24.57814,18.80678,15.81475,68.87528,19.24878,20.89676,13.33327,14.51433,1.35303,16.6652,4.12742,1.36803,0.84025,15.73865,24.47136,29.6664,15.02999,20.66048,25.2405,20.19786,12.40648,12.05542,22.97342,14.21839,3.25993,8.68512,2.7962,21.47248,12.24309,21.15578,2.29252,4.18752,6.12857,2.17192,4.47354,55.34114,11.41903,5.39507,5.76441,17.33265,11.37251,18.73589,21.61628,20.93964,3.55265,17.54963,11.89532,13.97988,12.32476,12.8954,26.45246,1.14959,20.22625,19.29409,0.58254,18.94755,21.32843,13.26362,36.11439,8.91119,20.84686,20.37072,5.49779,2.60497,3.63544,3.67054,9.03322,21.69393,16.77409,18.76905,11.74661,14.07001,13.41721,17.98623,5.23049,20.40923,2.71313,1.81433,20.17136,13.86038,23.82858,15.31178,18.979,15.96365,16.97409,26.49026,2.70553,13.36319,3.49978,11.70976,0.9817,38.48983,28.82063,2.45609,34.38524,2.2668,19.07439,4.72642,22.40577,17.2522,2.5602,9.86349,22.66116,17.82532,20.35337,10.75573,21.53425,1.01229,5.77267,20.73366,35.76767,18.22976,3.28933,28.80179,3.16172,12.4775,9.28321,2.73546,8.58388,12.93142,1.85049,9.76945,8.58252,1.91687,4.51995,17.49187,55.4315,12.95863,13.29492,1.19954,67.35708,22.71993,17.75233,8.64317,5.69108,17.19385,11.24505,3.34716,38.08444,13.87717,18.34015,26.58188,3.79038,16.84451,16.07717,23.18482,39.17367,27.09735,13.08796,20.59574,0.9464,24.88236,6.04053,3.9966,5.00748,14.40896,3.54035,17.42746,4.77869,17.16049,2.62412,5.79733,15.59203,16.3732,15.8168,13.63781,13.17171,18.52849,20.1265,1.99595,3.0798,6.19023,8.70458,59.06858,10.21736,0.53251,51.94277,20.13563,15.38342,22.56302,54.03375,3.31419,1.73206,20.98597,18.99541,28.91477,10.36542,18.42613,18.74322,0.29945,14.82341,44.58782,4.64904,21.32542,2.84635,5.52273
2002,4.33978,5.21612,13.5227,15.26287,25.13118,19.41742,16.29014,69.30006,20.0529,21.59152,13.64599,14.9756,1.42779,17.02287,4.42899,1.5016,0.93176,16.11571,25.31652,30.77109,15.34193,20.99697,26.15908,20.92297,12.93746,12.53112,23.78612,14.98577,3.46112,9.08302,2.99,22.04466,12.43485,21.95822,2.43227,4.50162,6.55065,2.30996,4.7136,56.05099,11.94334,5.75812,6.164,17.99049,11.91342,19.166,21.82929,21.42305,3.77573,18.19961,12.20524,14.68559,12.75255,13.38434,27.27818,1.22833,20.62202,19.83981,0.62647,19.33281,21.75841,13.43028,36.49167,9.35794,21.57413,21.08113,5.86221,2.82803,3.98995,3.93849,9.40804,22.35605,17.36497,19.37949,12.27858,14.71369,14.05504,18.67195,5.46624,21.10778,2.91489,1.96736,20.81619,14.2992,24.54406,15.85229,19.45837,16.33846,17.79721,27.26736,2.79138,13.55392,3.74597,12.15019,1.05164,38.88828,29.86288,2.57794,35.04838,2.40659,19.72131,5.11766,22.95162,18.07444,2.77426,10.2087,23.0215,18.22902,20.8247,11.18468,21.81096,1.08722,6.10277,21.47517,36.12464,18.66149,3.57399,29.32839,3.32644,12.83482,9.73373,2.92208,9.16614,13.39987,1.97323,10.32636,8.95837,2.07087,4.82555,18.20624,56.17565,13.37441,13.79144,1.31604,67.29353,23.56645,18.28052,8.92864,6.08578,17.95839,11.69306,3.53211,38.47818,14.08814,18.85529,27.45629,4.01631,17.33491,16.65159,23.82656,39.54554,28.02798,13.80615,20.94933,1.01966,25.72342,6.36032,4.24316,5.20144,14.7111,3.77293,18.07275,5.05066,17.49069,2.79128,6.18361,16.236,16.83913,16.12599,14.00315,13.70918,19.23182,20.70233,2.17275,3.34703,6.489,9.06611,59.54278,10.59424,0.56741,52.71018,20.64403,15.92943,23.18799,54.57595,3.54272,1.85812,21.33857,19.60894,29.90584,10.89421,19.18612,19.24698,0.3221,15.01745,45.62031,4.8573,21.89527,3.0184,5.67226
2003,4.69862,5.47655,14.00408,15.55417,25.70559,20.03713,16.76304,69.70624,20.83283,22.25661,13.93927,15.44596,1.50719,17.37502,4.73471,1.64647,1.033,16.50149,26.0415,31.85059,15.69376,21.33194,27.06364,21.62774,13.47937,13.02587,24.58456,15.78597,3.67334,9.48277,3.188,22.58514,12.62433,22.74854,2.58356,4.81649,6.97719,2.45354,4.94784,56.68658,12.47676,6.12209,6.57509,18.64428,12.45157,19.5863,22.06346,21.87738,4.0191,18.83425,12.49502,15.39515,13.18989,13.88283,28.0778,1.30975,20.95599,20.36365,0.67387,19.68911,22.21372,13.57355,36.9069,9.81521,22.26008,21.81125,6.23389,3.05093,4.37483,4.21573,9.76726,23.02717,17.94009,19.97364,12.81089,15.3583,14.70175,19.37962,5.69735,21.82269,3.13627,2.12933,21.46023,14.73225,25.25689,16.38997,19.90902,16.69807,18.62308,28.00205,2.87854,13.73385,4.0055,12.60649,1.1262,39.26627,30.87238,2.70461,35.70263,2.55469,20.35496,5.53203,23.50427,18.90063,3.00495,10.55783,23.4087,18.58993,21.29429,11.62289,22.07312,1.16709,6.45221,22.2039,36.51683,19.14558,3.87283,29.8385,3.49711,13.19285,10.21631,3.11777,9.75857,13.85851,2.10313,10.89262,9.33526,2.23055,5.1392,18.91994,56.83734,13.77109,14.27716,1.44262,67.19976,24.37447,18.82836,9.21858,6.50778,18.73216,12.15708,3.72183,38.8399,14.30311,19.38283,28.30966,4.25513,17.83792,17.22621,24.44232,39.88313,28.99518,14.62014,21.30062,1.09645,26.60689,6.69127,4.48999,5.41556,15.02265,4.0033,18.71254,5.33505,17.82833,2.96821,6.58554,16.87284,17.32833,16.39994,14.34285,14.24486,19.94651,21.27412,2.35307,3.62768,6.80031,9.45095,60.08126,10.98445,0.60458,53.48982,21.14125,16.47797,23.81382,55.02326,3.78568,1.99091,21.67251,20.22264,30.87286,11.46123,19.93859,19.71384,0.34871,15.20774,46.62329,5.07026,22.45002,3.20356,5.84785
2004,5.08183,5.73666,14.50048,15.85633,26.29894,20.66814,17.22403,70.08668,21.59845,22.88891,14.21208,15.8999,1.59161,17.71869,5.03978,1.80138,1.14446,16.89812,26.53661,32.90067,16.10858,21.66691,27.94769,22.32177,14.03298,13.54873,25.37148,16.61754,3.89701,9.88634,3.3924,23.08725,12.80147,23.5289,2.74756,5.13112,7.40262,2.60021,5.17015,57.3418,13.0205,6.49172,6.99119,19.29576,12.98399,19.98474,22.32173,22.29944,4.27962,19.46414,12.75888,16.1002,13.63663,14.3934,28.86417,1.39643,21.25499,20.86911,0.72447,20.02592,22.69646,13.68711,37.36048,10.27873,22.89733,22.56701,6.60653,3.28182,4.78718,4.49927,10.11074,23.70908,18.49351,20.54989,13.34676,16.00167,15.35922,20.10389,5.9239,22.55024,3.37863,2.29949,22.07443,15.14567,25.96045,16.90849,20.33446,17.04535,19.44853,28.68608,2.96806,13.91125,4.27687,13.07692,1.2065,39.62421,31.85421,2.83789,36.34525,2.71087,20.96787,5.96568,24.06967,19.73181,3.25168,10.90933,23.81395,18.90558,21.7625,12.0634,22.37781,1.25153,6.8226,22.92125,36.93882,19.64311,4.18251,30.34136,3.67303,13.55913,10.72887,3.32131,10.3538,14.30276,2.23973,11.46523,9.70669,2.39346,5.45594,19.63319,57.53752,14.14334,14.75135,1.57921,67.05849,25.15811,19.33198,9.51479,6.95427,19.51876,12.63989,3.91704,39.17565,14.52039,19.91929,29.13768,4.50355,18.35341,17.80417,25.02549,40.19988,29.9451,15.49063,21.6726,1.17856,27.54338,7.02945,4.73257,5.65253,15.34414,4.22597,19.34417,5.63214,18.17614,3.14718,7.00023,17.51382,17.83889,16.64585,14.65195,14.77263,20.6456,21.83517,2.53426,3.91811,7.12628,9.85977,60.75888,11.38319,0.64426,54.28106,21.62587,17.02879,24.42482,55.37497,4.04326,2.13025,22.0024,20.83615,31.8061,12.0653,20.6841,20.14445,0.37958,15.39541,47.61583,5.28798,22.99687,3.40066,6.05569
2005,5.48633,5.99413,15.01148,16.16546,26.64512,21.31116,17.67855,70.4423,22.34898,23.48533,14.46008,16.33301,1.68198,18.04284,5.34032,1.96498,1.26664,17.29869,26.95861,33.92987,16.54604,21.99983,28.81255,23.01975,14.59964,14.10034,26.14764,17.48265,4.14397,10.29109,3.59814,23.54897,12.96206,24.30144,2.92427,5.44205,7.81937,2.74788,5.38351,58.00344,13.57566,6.87692,7.40642,19.94688,13.51297,20.3547,22.6033,22.67362,4.54875,20.08586,12.99435,16.80213,14.09408,14.91816,29.63802,1.49424,21.50398,21.36508,0.77757,20.34336,23.2063,13.75855,37.84975,10.74462,23.47803,23.33714,6.97545,3.51878,5.21239,4.78813,10.43813,24.40458,19.04913,21.09808,13.88967,16.63977,16.02808,20.84889,6.14577,23.27572,3.64338,2.47724,22.62031,15.55792,26.64367,17.38345,20.74006,17.39456,20.27519,29.32326,3.06109,14.08677,4.55917,13.55663,1.29452,39.95433,32.81382,2.97837,36.87405,2.87623,21.55939,6.41434,24.63771,20.56137,3.51427,11.26066,24.2252,19.18651,22.22907,12.50922,22.69811,1.34004,7.2162,23.62753,37.3929,20.15109,4.49871,30.83125,3.85334,13.93583,11.268,3.53191,10.94586,14.7261,2.38353,12.04389,10.05721,2.55705,5.77222,20.32179,58.24686,14.48276,15.20001,1.72646,66.91924,25.9081,19.78118,9.81426,7.42824,20.31989,13.14507,4.11821,39.46481,14.74029,20.46448,29.93686,4.76288,18.87489,18.39212,25.56517,40.52126,30.49342,16.41201,22.06733,1.26901,28.36762,7.37222,4.96896,5.91272,15.67417,4.43592,19.96469,5.94218,18.53124,3.32766,7.42494,18.16093,18.36885,16.87468,14.92271,15.30005,21.33382,22.38038,2.72033,4.21589,7.467,10.28763,61.40227,11.7837,0.68657,55.06768,22.09807,17.57032,24.98979,55.69618,4.31497,2.27539,22.33448,21.45978,32.70465,12.70208,21.4269,20.53971,0.41518,15.58069,48.58328,5.50878,23.52903,3.60742,6.29489
2006,5.91647,6.24685,15.54149,16.49116,26.42633,21.9675,18.14032,70.77711,23.09018,24.04497,14.69192,16.77191,1.77851,18.34542,5.63444,2.1361,1.40082,17.70115,27.44442,34.93702,16.97532,22.32354,29.66045,23.72693,15.18192,14.67993,26.91716,18.37559,4.42313,10.69116,3.80664,23.97033,13.1023,25.06702,3.11688,5.74711,8.21983,2.89571,5.58557,58.66529,14.14248,7.27128,7.81459,20.59845,14.04554,20.69558,22.91959,22.99994,4.82145,20.70307,13.20076,17.50102,14.55953,15.46145,30.40116,1.59923,21.69302,21.84056,0.83283,20.64062,23.73976,13.78903,38.3447,11.20968,24.00458,24.12202,7.33203,3.75582,5.64495,5.07899,10.75358,25.09537,19.61445,21.61568,14.44169,17.26791,16.70695,21.61994,6.36404,23.99702,3.93094,2.66376,23.09019,15.97001,27.31092,17.81374,21.11482,17.7433,21.09507,29.9162,3.15566,14.26177,4.8531,14.05105,1.39009,40.28466,33.75363,3.12437,37.24231,3.05193,22.13695,6.87152,25.27022,21.38782,3.79386,11.60442,24.63365,19.42247,22.68241,12.96812,22.983,1.43252,7.59483,24.33195,37.88402,20.66713,4.81574,31.29683,4.03819,14.31929,11.83428,3.74882,11.52987,15.124,2.53461,12.62535,10.38468,2.71873,6.08431,20.98827,58.78376,14.78866,15.61977,1.88571,66.82554,26.6218,20.23547,10.11858,7.93202,21.13925,13.67914,4.32446,39.7005,14.96293,21.03145,30.70417,5.03308,19.39454,18.99215,26.06545,40.86556,30.66255,17.39117,22.45562,1.36852,29.04609,7.72119,5.19805,6.19136,16.00727,4.62846,20.56985,6.26586,18.88922,3.51537,7.8559,18.80684,18.92425,17.09758,15.15473,15.83599,21.997,22.86315,2.90733,4.51594,7.82089,10.73381,62.00527,12.19183,0.73125,55.85504,22.55936,18.10204,25.53687,56.01813,4.60035,2.42635,22.65891,22.09396,33.55919,13.36648,22.16733,20.89906,0.4558,15.76168,49.49949,5.73368,24.03131,3.82364,6.54145
2007,6.38989,6.49489,16.0909,16.8147,25.94297,22.64092,18.60811,71.09836,23.816,24.56777,14.90291,17.22094,1.88057,18.62983,5.91659,2.31363,1.54757,18.10628,28.00394,35.91322,17.41796,22.64245,30.49168,24.42972,15.78451,15.29198,27.6827,19.28743,4.72442,11.08483,4.01657,24.35609,13.21013,25.83598,3.32746,6.04245,8.59917,3.04304,5.77721,59.32199,14.72335,7.67512,8.21002,21.257,14.58607,21.00706,23.27736,23.28073,5.09839,21.31507,13.3723,18.19512,15.03776,16.0263,31.15965,1.70815,21.80539,22.27131,0.89013,20.9152,24.28846,13.7856,38.84962,11.67227,24.48173,24.92462,7.67363,3.987,6.07899,5.36652,11.06162,25.75968,20.19018,22.10413,15.00482,17.88518,17.39481,22.41776,6.57988,24.72295,4.23961,2.86011,23.55147,16.39568,27.97657,18.1792,21.44921,18.07031,21.905,30.46771,3.25114,14.44573,5.15733,14.55825,1.49113,40.64146,34.66854,3.27479,37.55606,3.23734,22.7056,7.33399,25.96457,22.20708,4.08929,11.96422,25.03614,19.61619,23.12383,13.44051,23.25963,1.52851,7.94635,25.04415,38.42007,21.19104,5.128,31.72558,4.22556,14.70985,12.43352,3.97018,12.09835,15.49079,2.6932,13.20541,10.69178,2.87592,6.38697,21.65778,59.33071,15.06056,16.00425,2.05818,66.81511,27.30581,20.71249,10.42914,8.46839,21.97947,14.2458,4.53507,39.91673,15.19072,21.62326,31.4424,5.31357,19.90926,19.61104,26.53751,41.26222,31.01009,18.4387,22.82366,1.47675,29.73389,8.07821,5.41684,6.49085,16.33902,4.79966,21.17066,6.59456,19.25366,3.7119,8.28544,19.45614,19.50837,17.31571,15.34991,16.37777,22.61205,23.29629,3.08833,4.81596,8.18701,11.20357,62.43153,12.60973,0.77812,56.69422,23.0112,18.63924,26.06785,56.35155,4.89887,2.58269,22.97784,22.73653,34.36326,14.06448,22.89836,21.22491,0.50172,15.93877,50.33629,5.968,24.49433,4.04907,6.80479
2008,6.88406,6.73726,16.65926,17.09302,25.6397,23.33433,19.09408,71.40104,24.52133,25.05259,15.08366,17.68345,1.98606,18.89075,6.17992,2.49624,1.70738,18.5173,28.63582,36.85688,17.87533,22.95635,31.30718,25.12397,16.40987,15.943,28.44647,20.20951,5.04072,11.4715,4.22365,24.70655,13.28027,26.61588,3.55508,6.32302,8.95126,3.18971,5.96005,59.97239,15.32074,8.08622,8.58934,21.92611,15.12881,21.28848,23.66566,23.50607,5.38194,21.91901,13.50689,18.88512,15.53641,16.61547,31.92727,1.81459,21.86528,22.65469,0.94973,21.15378,24.8542,13.74176,39.3563,12.13037,24.91263,25.75414,7.99966,4.21164,6.50953,5.64616,11.36681,26.3917,20.77691,22.55983,15.58264,18.4977,18.09404,23.23141,6.79367,25.45122,4.56887,3.06599,24.07987,16.84097,28.63345,18.49721,21.73812,18.36135,22.70672,30.99872,3.34727,14.65003,5.47016,15.0819,1.59916,40.99822,35.55796,3.42963,37.87916,3.4325,23.26811,7.79607,26.65745,23.01702,4.40027,12.32754,25.43662,19.75605,23.56963,13.93071,23.52753,1.62716,8.31463,25.76621,38.98781,21.72528,5.43086,32.09825,4.41313,15.10906,13.06598,4.19717,12.64485,15.82085,2.86008,13.77866,10.9786,3.02639,6.67701,22.33325,59.8824,15.29137,16.34802,2.24342,66.84644,27.94976,21.22712,10.74499,9.04094,22.84353,14.86901,4.75192,40.11109,15.42728,22.22914,32.15191,5.60122,20.41651,20.25034,26.9993,41.68192,31.60368,19.55632,23.18127,1.59369,30.44682,8.4434,5.62294,6.81334,16.67081,4.94639,21.7682,6.9201,19.62687,3.9167,8.70484,20.10603,20.1182,17.52341,15.50526,16.92631,23.188,23.83995,3.25935,5.11447,8.56095,11.69997,62.84205,13.03834,0.82733,57.60222,23.45493,19.18897,26.60836,56.73629,5.21049,2.74401,23.297,23.38895,35.11706,14.80306,23.61713,21.52145,0.55333,16.11799,51.11085,6.21473,24.91728,4.28437,7.099
2009,7.3889,6.97236,17.24175,17.31761,25.66113,24.05369,19.60807,71.69808,25.21264,25.50872,15.23543,18.20733,2.09807,19.12702,6.42254,2.68186,1.87857,18.93428,29.33228,37.77128,18.35194,23.26139,32.10032,25.80543,17.06186,16.6386,29.20147,21.13117,5.37151,11.85186,4.42784,25.01405,13.32654,27.41162,3.79684,6.58496,9.27529,3.334,6.12089,60.6752,15.9323,8.5035,8.95027,22.60869,15.66942,21.53913,24.08502,23.67588,5.6718,22.51923,13.60474,19.57294,16.05635,17.22876,32.71698,1.92508,21.89491,23.01267,1.01187,21.36269,25.43592,13.65415,39.85608,12.58247,25.29474,26.61202,8.30477,4.42989,6.93278,5.91614,11.67221,26.99581,21.37642,22.98593,16.17562,19.10694,18.80477,24.0535,7.00526,26.18353,4.9171,3.27969,24.67164,17.31015,29.27688,18.84875,21.98263,18.63723,23.49929,31.49692,3.44307,14.87522,5.79085,15.62842,1.71623,41.35576,36.41617,3.58847,38.23344,3.63677,23.81949,8.25386,27.3586,23.81076,4.72693,12.6781,25.84617,19.85341,24.02738,14.43792,23.79834,1.72807,8.71382,26.49959,39.58095,22.27019,5.72218,32.41186,4.59975,15.51555,13.72762,4.42998,13.17396,16.11381,3.03485,14.34103,11.24402,3.1687,6.95134,23.01455,60.46383,15.48228,16.65396,2.44219,66.9688,28.5367,21.78333,11.06373,9.6492,23.72958,15.55367,4.97387,40.30646,15.67083,22.83982,32.83225,5.89312,20.91429,20.91518,27.45782,42.11065,32.50958,20.72337,23.53396,1.71932,31.18655,8.81486,5.81622,7.15499,17.00151,5.06682,22.35079,7.24824,20.00974,4.12585,9.11175,20.75014,20.75681,17.72614,15.62078,17.48113,23.72507,24.46431,3.42027,5.4091,8.93641,12.22025,63.21459,13.47775,0.87876,58.55517,23.88969,19.75397,27.14165,57.14746,5.53474,2.91158,23.62108,24.05498,35.81742,15.58089,24.32655,21.78847,0.61035,16.30328,51.86151,6.47517,25.295,4.52948,7.40817
2010,7.92695,7.20157,17.8345,17.49013,26.08948,24.8019,20.13533,71.96326,25.88887,25.95835,15.35948,18.79375,2.21688,19.33674,6.64635,2.86923,2.05956,19.34738,30.02965,38.64859,18.83581,23.55512,32.85743,26.47216,17.74129,17.38293,29.93842,22.04468,5.7182,12.23249,4.631,25.27686,13.34348,28.23191,4.04613,6.82865,9.57317,3.47495,6.27022,61.37859,16.55593,8.92675,9.30062,23.305,16.21093,21.76318,24.53406,23.78858,5.97024,23.11287,13.67124,20.25917,16.59766,17.86679,33.52273,2.04294,21.87438,23.35306,1.0771,21.54569,26.01954,13.5217,40.30766,13.03076,25.62831,27.51209,8.58696,4.64174,7.34573,6.1779,11.98644,27.57933,21.99374,23.37776,16.78516,19.71647,19.52711,24.87883,7.21342,26.92203,5.28307,3.50043,25.27673,17.80179,29.91278,19.19972,22.17983,18.88675,24.28744,31.9611,3.53551,15.11518,6.12183,16.1826,1.8438,41.71512,37.26241,3.74892,38.63611,3.8505,24.35868,8.70522,28.06916,24.56758,5.06916,13.05388,26.25007,19.91331,24.48003,14.95913,24.07886,1.83171,9.14746,27.2371,40.19699,22.82343,6.00145,32.6677,4.78423,15.9204,14.41051,4.66848,13.69478,16.37405,3.21773,14.90896,11.48746,3.30151,7.20721,23.70499,61.1096,15.63505,16.92004,2.65464,67.17213,29.06949,22.16459,11.38076,10.29701,24.636,16.27857,5.19632,40.49487,15.91913,23.45106,33.49444,6.1894,21.39635,21.60643,27.90387,42.56082,33.59231,21.93617,23.88378,1.85431,32.00967,9.20012,5.99712,7.50959,17.32776,5.16214,22.92294,7.58823,20.39834,4.33354,9.50204,21.38462,21.41971,17.93167,15.69868,18.05961,24.22186,25.06248,3.56938,5.70084,9.30813,12.75895,63.57096,13.92809,0.93404,59.50868,24.31868,20.33306,27.6494,57.57052,5.87295,3.08756,23.94275,24.74327,36.46182,16.39211,25.03161,22.02791,0.67289,16.47303,52.58103,6.75173,25.63773,4.78831,7.73598
2011,8.48986,7.42562,18.43985,17.71474,26.72564,25.58346,20.66799,72.19858,26.55757,26.39872,15.46111,19.40353,2.34205,19.52285,6.85658,3.0587,2.25159,19.75344,30.62584,39.48506,19.32047,23.84025,33.58813,27.11256,18.44822,18.17543,30.66154,22.94475,6.08244,12.6148,4.83827,25.4993,13.3404,29.07925,4.30787,7.06861,9.84932,3.61325,6.42091,62.06361,17.18898,9.35892,9.64651,24.01315,16.75817,21.9923,25.00524,23.85471,6.27876,23.73425,13.71502,20.94464,17.15904,18.52971,34.32467,2.16656,21.78786,23.68376,1.14611,21.70615,26.60504,13.35289,40.72006,13.47881,25.91187,28.45742,8.84904,4.84871,7.74709,6.43341,12.30724,28.13414,22.62353,23.74266,17.41377,20.3269,20.26181,25.70134,7.42306,27.77329,5.66904,3.72938,25.84392,18.31996,30.53958,19.50082,22.33108,19.10935,25.07414,32.38994,3.62598,15.38033,6.46547,16.75177,1.98262,42.05327,38.09734,3.91454,39.21775,4.0767,24.88871,9.13326,29.15365,25.29859,5.42643,13.45587,26.64059,19.90992,24.92685,15.49325,24.35315,1.93946,9.62096,27.98673,40.82331,23.38077,6.26973,32.86132,4.96827,16.30252,15.11586,4.91467,14.21282,16.60969,3.40989,15.48774,11.7185,3.42552,7.44563,24.40497,61.56903,15.7577,17.15352,2.88275,67.40677,29.56319,22.47673,11.70112,10.99253,25.56413,17.04397,5.42092,40.67088,16.17868,24.06701,34.1477,6.49517,21.86346,22.32696,28.33563,43.0208,34.49478,23.17984,24.23377,1.99987,32.93627,9.60285,6.16895,7.87961,17.65543,5.23775,23.4915,7.94223,20.78575,4.54916,9.87561,22.01131,22.09705,18.14682,15.74742,18.67352,24.67785,25.68414,3.7034,5.98923,9.68024,13.32456,63.90079,14.39312,0.99607,60.45227,24.74354,20.91237,28.15459,58.03056,6.22529,3.27493,24.26304,25.45852,37.04404,17.23466,25.73087,22.24081,0.7421,16.63535,53.26908,7.04731,25.95696,5.06439,8.08753
2012,9.08931,7.6495,19.06138,18.00674,27.30844,26.39856,21.20161,72.44424,27.21925,26.82558,15.5483,20.03992,2.47587,19.69495,7.05907,3.25233,2.45627,20.15541,31.11994,40.28464,19.81407,24.12328,34.31164,27.73521,19.18134,19.01208,31.36797,23.8272,6.46953,12.99999,5.05373,25.6916,13.33514,29.95274,4.58537,7.31201,10.11323,3.75412,6.56617,62.72754,17.82517,9.80122,9.99396,24.7265,17.32018,22.23549,25.50392,23.89224,6.59996,24.38366,13.74137,21.62882,17.74237,19.21237,35.12956,2.29844,21.65228,23.9994,1.22006,21.85322,27.20022,13.15828,41.09587,13.93304,26.16144,29.43274,9.10115,5.05719,8.14382,6.68541,12.63692,28.65262,23.26697,24.09509,18.05728,20.93295,21.00136,26.53213,7.63834,28.62511,6.07755,3.96917,26.35835,18.8709,31.16127,19.77489,22.44479,19.30953,25.85327,32.79212,3.71573,15.67648,6.82022,17.34892,2.13273,42.38342,38.9123,4.08903,39.93764,4.31786,25.41582,9.56603,30.31575,26.03115,5.79807,13.87472,27.02117,19.87485,25.37718,16.04176,24.60254,2.05257,10.13711,28.7476,41.45531,23.95136,6.53382,32.99911,5.155,16.66725,15.84653,5.16955,14.73802,16.82678,3.61138,16.06521,11.94982,3.54485,7.67583,25.11152,61.93173,15.85968,17.36741,3.12983,67.64765,30.02965,22.96612,12.03156,11.74504,26.50754,17.84418,5.65177,40.84745,16.45447,24.69838,34.79087,6.81258,22.33062,23.07681,28.76215,43.48542,35.25806,24.45398,24.59163,2.15759,33.8907,10.01394,6.33844,8.2679,17.98629,5.30223,24.05562,8.30286,21.17999,4.7825,10.25865,22.6321,22.78597,18.37642,15.77695,19.30654,25.11394,26.41137,3.82863,6.28096,10.06026,13.92089,64.37016,14.86758,1.06445,61.3943,25.15672,21.51256,28.65079,58.46471,6.59191,3.47621,24.57779,26.19557,37.57995,18.11282,26.42086,22.42196,0.81854,16.81625,53.96679,7.36284,26.26966,5.35639,8.43891
