Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2012,0.627472,6.4412127,10.2779045,2.0315926,0.6622689,,2.55802,3.3768804,1.7627802,2.4856756,1.0662134,18.161045,2.8396635,6.7446823,3.8181524,6.217504,2.9545684,2.7573967,1.9733676,2.0526745,59.219734,1.3005807,4.515603,5.403499,4.5333476,0.111766264,10.919657,7.5369024,5.478296,1.5156783,-0.69255203,3.0074484,2.6195242,1.3045112,2.7352967,9.721828,5.0101876,3.169302,6.3147445,2.5403965,4.4954534,3.1839874,1.1889484,2.389054,3.2876232,2.008489,3.7312095,1.3567715,2.397915,3.694497,8.891451,5.101722,7.1117296,2.446128,3.9334,23.600418,2.8083363,3.4233751,1.9541953,5.0185037,2.6524184,2.5732348,-0.9436588,11.186341,15.2262945,4.254322,2.1305459,3.6566205,1.501527,2.410777,3.7818077,2.391935,4.0539093,5.196186,3.4120734,5.0180416,5.6521454,4.2795143,9.478997,1.6947411,27.256813,6.0890965,5.1858997,1.6755371,3.0413632,6.873977,4.5152297,-0.04406451,5.1956835,9.37777,2.7684424,2.9343162,-3.045863,0.8160893,2.187071,3.255146,4.255127,6.5814743,6.831787,6.059804,4.1776357,7.542914,6.0514364,3.0899827,2.6628416,2.2577891,6.1073895,1.2871224,4.5463343,5.7138443,10.884696,4.11151,3.3160558,5.3231287,2.3758206,1.4675832,4.1452475,14.330335,2.6024547,4.902427,3.8521602,21.271265,1.663571,6.7219977,1.7496723,0.4550898,12.224241,7.1935506,2.4555476,0.6968641,9.45981,-0.1247505,1.0599132,2.947735,2.4767377,3.7253268,9.682352,5.6981997,3.611213,3.026964,3.6141806,4.537205,3.5603714,2.7733386,3.675919,2.7790878,2.3153486,3.3349228,5.074743,10.271018,2.8662703,35.55906,1.4182287,4.580845,5.912006,6.5877624,1.7297348,2.8273323,7.3303857,45.525898,10.637936,5.006863,3.6061027,2.5974138,0.8883775,8.939647,4.0151844,7.1103706,36.702297,7.5166235,2.5771818,3.0148995,5.831166,11.80031,1.1475385,9.260282,4.6118445,8.89157,,16.001093,12.679038,0.56872797,8.097766,2.0693374,13.208802,2.5984442,21.068996,9.094704,1.3474036,2.0490189,9.885387,5.7379713,6.5758996,3.7253268
2013,-2.3720653,7.3857718,8.777814,1.9376208,1.1011183,,5.7896676,1.0594978,2.4498887,2.0001562,2.4157174,7.9379582,1.113096,0.4288889,0.5337385,7.5304065,0.89009356,3.3000116,0.7224148,-0.09304568,18.312262,0.50974774,5.7364,6.204311,1.8141043,0.38920504,8.776383,5.884607,6.9887934,0.9382919,-0.21732315,1.7895555,2.6210501,2.5811703,2.050347,0.8082231,4.631616,2.0169923,-4.294873,1.5065428,5.231336,1.3323208,2.1606114,-0.39935768,1.4382979,1.5047233,2.7060325,-0.04641165,0.7890718,4.8309507,3.254239,2.7217758,9.46972,1.4085811,2.7805667,7.464022,1.4782861,2.913542,0.86371547,1.7523273,0.50544107,2.2916667,-0.51205844,11.666192,11.8875885,5.69913,1.2071255,2.9488769,-0.9212695,-0.043999787,4.3433714,1.9012518,4.3379936,5.161899,2.216582,4.765024,1.7331998,6.4124947,10.017879,0.51509947,36.603035,1.879498,3.8722792,1.5897635,1.2199935,9.341501,4.824623,0.33503792,5.9428387,5.7174935,6.613752,2.941625,-1.488059,1.1069856,1.3013475,2.6822968,6.371427,4.8210196,7.5773067,2.605818,1.4685651,6.90845,4.865119,1.0474794,1.7340397,-0.029454779,5.500578,1.8806547,4.597879,5.8264294,3.80563,3.8063908,2.7850006,-0.60673636,1.1802844,5.6430387,2.2058926,10.490657,4.2613525,4.1291018,3.5432956,27.283333,2.1050124,5.600925,1.2776132,2.2972312,8.495519,7.135468,2.5068986,2.1204863,9.040163,,1.1344227,1.0535482,1.7673243,2.6516733,7.6921563,4.0271597,2.7678967,2.5826876,3.35481,4.9603176,0.9919826,0.27441666,2.6838574,1.7243993,3.2219775,3.9847124,6.754668,5.9242687,3.511042,36.522346,0.7102455,2.364398,5.391364,5.524129,0.7576692,1.604393,7.6942635,-0.058090977,8.105833,1.923436,1.4004737,1.7692008,-0.04429297,5.6213064,2.528648,4.3389387,40.031837,0.22267157,1.8253947,2.1848862,5.0096464,11.0849085,0.77562934,5.199817,5.3162355,7.49309,,7.8707237,4.9052086,-0.23894863,8.575135,1.4648327,11.841434,0.8051278,40.639427,6.5926747,1.4589337,0.6100857,10.968442,5.780169,6.977676,1.6349504
2014,0.42144093,4.673996,7.2803874,1.6258651,2.3462687,,2.9813087,1.0894415,2.4879227,1.6058118,1.3734418,4.405352,0.34000283,-0.54875755,-0.2580895,6.9916387,-1.4181838,2.6475532,1.5137564,-0.897194,18.119555,1.2013997,5.7666006,6.32904,1.7695032,-0.20710874,8.271061,4.402253,14.8986845,1.9066359,-0.013202539,4.718675,1.9216416,0.44868207,1.8548985,1.2430389,0.91213953,2.8988378,7.547554,-0.23877814,4.519201,1.4987397,1.2739791,-1.3549888,0.3439886,0.906794,1.341865,0.79925036,0.5640205,2.9986422,2.9169269,3.58922,10.070215,-0.15111484,-0.10617515,6.8900194,1.0411962,0.5193065,0.5077588,0.6502849,4.6904573,1.4511201,3.0688121,15.489616,6.1505055,5.9479995,-1.5092446,4.3099985,-1.312261,-0.98360306,3.4183617,0.8526305,4.4236455,6.129249,-0.21519616,3.4381666,-0.22756627,6.394929,6.6656566,0.1909164,16.606554,2.235974,2.0446148,0.46755725,0.24104743,8.274079,2.8994792,2.7592268,6.8494496,6.8781548,7.5342474,3.8556886,2.1039853,0.2478654,1.2747744,2.9089267,4.129243,1.8546042,9.861113,2.4329414,3.5169556,3.1790023,5.37029,0.10375801,0.628544,0.6204906,6.0482345,0.44231007,5.0887856,6.080408,2.1200018,4.018616,-0.28170502,0.8838146,0.31030646,4.953299,-0.71051407,12.253981,2.5597486,3.5343685,3.217692,23.792065,3.1429906,5.3501697,0.17885107,-0.93028724,8.047411,6.035969,0.97603506,2.041703,8.364155,,1.2275075,1.0140148,0.42895782,2.3937159,7.189384,2.626527,3.4119458,3.5978234,4.1917453,5.2221174,0.053821314,-0.27815336,5.0288277,1.7329851,3.349721,1.0683099,7.82017,2.3544905,2.2418535,36.906643,-1.090255,1.0331695,5.1659026,4.639312,1.1413447,1.1129631,2.082448,1.6742991,6.9984994,3.3834128,-0.076165326,0.19934383,-0.17963849,5.681349,1.8867546,1.3858346,10.9271145,1.6819731,0.19087508,1.8951418,6.104428,0.726275,2.5108764,5.684418,4.625551,8.854572,,6.131614,3.0757067,12.0718565,8.877354,1.622223,9.283093,0.19385856,62.16865,4.0845547,0.7988638,-0.4068161,8.104726,6.1328297,7.8068757,-0.19778481
2015,0.4747636,-0.6617092,9.355972,1.8961741,4.0699663,,3.7316911,0.9689935,1.5083667,0.89656335,4.0276856,5.5446887,0.56142914,0.21878593,0.724839,6.19428,-0.104633264,1.8486274,1.861483,-1.036023,13.53449,-0.861584,4.0596104,9.029901,-1.1127899,-0.4883474,4.548144,3.0620317,1.4029702,1.1252414,-1.1439086,4.3487735,1.4370238,1.2514995,2.6762352,0.744199,3.169098,4.989831,-0.11717389,0.131188,0.801982,-0.47654206,-2.3475277,-2.0969977,0.30936456,0.5144261,-0.84738976,-0.843827,0.45203415,0.83674634,4.784447,3.9666462,10.37049,-0.50036573,-0.49232602,9.568899,-0.20792884,1.3748854,0.03751438,-0.29811585,-0.33879519,0.36804685,4.003578,17.14997,11.780083,6.808455,1.4767205,1.6766309,-1.735888,-0.51544803,2.3887203,-1.0017344,2.9908483,3.1578312,-0.464499,6.7318406,-0.06164468,6.3631206,4.9069734,-0.3309598,12.484681,1.3933303,1.6330556,-0.6173426,0.0387904,3.6915424,-0.8768514,0.7952796,6.678286,6.5821543,6.5033183,1.2239319,0.57201576,-2.3018756,0.7063318,3.2717016,1.2773542,-3.7491453,7.748697,10.402293,-0.983601,3.7683678,3.218445,-0.8840974,0.47474316,0.17424224,4.5605636,1.5579071,9.67624,7.404192,0.95320666,2.7206407,-0.29992047,1.4506906,1.1005483,9.454172,1.5486916,5.735683,3.5507598,3.254727,1.2865497,21.867348,2.10439,3.3940153,0.5705081,-0.5760904,9.009435,3.99738,0.60024816,2.1711366,7.868909,,0.29270464,0.06529013,-0.53692937,1.4370238,2.529328,0.13749206,3.398092,0.67419255,0.94904065,5.995958,-0.8741259,0.4879386,3.1290028,1.4316114,1.8140773,-0.59415644,15.534396,2.528503,1.2226932,16.90957,0.13521193,-0.52197564,-0.57446927,6.6894355,-0.7313845,0.14568608,1.3923582,52.76633,5.245878,6.8939037,-0.32521978,-0.5255523,-0.046784744,4.951245,0.33002716,4.041944,38.461143,4.3771267,2.5850039,-0.90042496,5.7145596,0.552796,-1.0539984,4.661216,4.4373713,7.6708536,,5.5881696,5.589686,48.699863,8.66627,0.11862714,8.751882,-1.733612,121.73808,0.6312009,2.4832687,0.72447014,,4.518691,10.110593,-2.4309685
2016,-0.931196,4.383892,30.694414,1.2754316,1.6174881,,-1.4036076,-0.4894378,1.2769909,0.8915917,12.443375,5.5576897,1.9738526,-0.79331017,0.44104144,5.513526,-0.7986499,2.7867935,-0.34637693,-1.5841,11.836581,0.6634272,3.6232142,8.739143,1.2819282,-0.27869326,3.2198868,2.8149579,4.9454327,1.4287596,-0.43461865,3.7861936,2.000002,0.72317845,0.8741904,2.8858511,3.1905618,7.51346,0.7975174,-1.4078164,-0.01747885,-0.047207985,-0.6252584,-1.4291667,0.6835042,0.49174702,2.7384121,0.14181623,0.25,1.614166,6.3976946,1.7282647,13.813606,-0.202598,0.1486849,6.6281333,0.3566845,3.8632255,0.18333486,-1.0374681,2.106707,1.0084174,2.134927,17.454636,8.172681,7.2287927,1.5031205,1.4119391,-0.825654,1.6503899,4.448442,0.8360081,2.4093075,2.7246122,-1.125,11.502908,0.3947693,3.5258045,4.9482164,0.020124774,7.2454257,0.5565214,1.6969277,-0.5351682,-0.09401666,2.351022,-0.77843046,-0.12725884,14.361094,6.2972493,0.3888383,3.0191398,1.917311,-0.6870371,0.97168577,3.1983979,1.5969123,-0.78335965,8.834249,25.853874,-3.0782177,3.9588885,6.5965047,0.9055251,0.29083332,0.14063333,2.3689575,1.6353111,6.359309,6.0357585,0.5025094,2.821708,-0.23929079,-1.7996471,0.64270276,6.9288254,-0.271385,0.73327225,17.418041,1.4717104,0.97767514,21.711113,2.0905666,6.7285824,0.57831746,1.6538892,15.696813,3.523173,0.31666666,3.55,8.790343,,0.6462403,1.1092081,0.27316943,1.5969123,3.765119,0.73973405,3.5571766,1.2536988,-1.0423054,6.673729,-0.6647673,0.6073971,4.086823,-0.2191066,2.6765916,-1.5447967,7.042437,7.174343,2.0534708,17.750254,0.8372849,-0.5298098,0.5124856,10.886061,0.6040491,0.64407533,1.122314,379.99957,5.4305196,55.412388,-0.5200102,-0.05499954,0.98426926,7.847275,0.11168265,-1.015482,47.705162,-0.79244053,1.2854484,0.1881497,6.004581,-1.3385388,2.578155,3.0706675,3.6293993,7.775134,,5.174766,5.706375,13.91271,9.639414,1.2615832,8.130887,-0.14964165,254.94853,2.6682482,0.8420691,1.3047187,,6.6029086,17.86973,-1.5436696
2017,-1.0282818,4.9759517,29.84448,1.9866613,1.9668256,,0.9695533,2.432488,1.9486474,2.081269,12.935919,16.052536,2.1259708,0.043264855,1.482999,5.70207,2.0615962,1.3867183,1.518207,0.81013334,6.0318375,1.1476533,2.822758,3.4463735,4.660185,-1.2605057,4.955084,3.3082807,4.180723,1.5968841,0.53378785,2.1827185,1.593136,0.6858811,0.6404092,,0.45006382,4.3143134,-0.23736222,0.78441525,1.625907,1.585588,,0.5317665,2.4505339,1.5094949,0.56811213,0.29625288,1.1471322,3.279557,5.591116,0.4173356,29.506609,1.9560764,3.4172356,10.687115,0.754015,3.3475783,1.0322827,0.58225375,2.6519258,2.5577557,6.0353174,12.371922,8.914359,8.03419,1.6911147,0.7443547,1.1212546,0.90845823,4.4245367,1.9046562,1.4938724,3.9343607,1.1293721,10.680089,2.3482428,3.8087986,3.3281734,0.36217305,8.044925,0.1840589,1.7604156,0.24980783,1.2265332,4.3783984,3.3238945,0.4841998,7.442663,8.00565,3.17531,2.9126356,0.35552087,0.6949167,1.9443324,2.171833,0.8254786,4.321352,12.419632,25.80362,0.10426208,7.704138,4.4476995,3.7228887,1.7307996,2.9303632,1.228124,0.7546632,6.57023,8.609051,2.8174734,6.041457,1.3516189,1.7598574,1.3643545,4.5725365,2.380236,4.301431,15.113208,2.2542765,3.666997,11.543394,3.8712013,6.1457996,,2.7963731,16.502266,3.8506718,1.3814588,1.8751006,2.77704,,1.8507876,1.5890942,1.4882343,2.2231433,4.085374,0.8755859,2.9949005,2.8531878,1.4179882,5.4220457,2.0759356,1.3686141,3.6024773,0.21257094,0.39487892,1.3390212,3.6833308,8.279536,-0.8348457,32.351627,1.3181531,0.5767632,0.48868677,18.22151,1.012354,1.0141331,3.1310625,187.85162,5.690296,21.996943,1.3119459,1.4291074,1.794499,6.2213755,2.1920102,2.8567958,18.07527,-1.5370996,-0.98188984,0.6656319,,0.5572155,7.5170627,1.8803844,5.3088484,11.144311,,5.318716,5.2097173,14.438323,6.218094,2.13011,13.875743,2.1533365,,3.520257,3.0845263,1.7498968,,5.186187,6.5773115,0.8939623
2018,3.6260414,0.6261492,19.628939,2.0280597,3.0686338,34.277225,2.5202339,1.207158,1.9114009,1.9983798,2.2685468,-2.814698,2.053165,0.91917074,1.955943,5.5436215,2.8145447,2.0876694,2.2658634,1.4171082,4.872302,0.26998264,2.27206,3.6648502,3.673814,1.0250518,2.723964,3.2380157,1.6121569,2.2682257,0.93633544,2.4348898,2.0747905,0.4012978,1.0688581,,1.152779,3.2405694,2.1515508,1.2569957,2.2211146,2.5836875,,1.4354912,2.149495,1.7321688,0.14797086,0.9891911,0.8136095,3.5644343,4.26999,-0.22410324,14.401465,1.6749814,3.436327,13.833035,1.0838209,4.081476,1.850815,1.4984002,4.7490664,2.29284,2.6152446,7.808765,9.827617,6.5209684,0.3813247,1.0600741,0.62562144,0.8041023,3.7518618,1.2828429,2.4061344,4.347349,1.500125,12.481411,2.8502479,3.1983476,3.9388266,0.4711307,18.014118,0.36744148,2.6829176,0.8050604,1.1374876,3.7366388,4.4623113,0.9890946,6.1636624,4.6898065,1.5426614,2.4590852,0.56403047,-1.0371221,1.4758394,0.54313314,2.0403926,6.076989,23.563515,13.170204,1.9356189,2.1350377,4.751803,2.6979277,1.5281953,2.5344543,3.004463,1.8039167,3.045054,8.59423,-0.13337338,4.89935,1.458313,0.2995465,1.1578237,6.8723288,2.6112237,6.824248,3.9113345,3.06736,3.2160537,12.420178,0.8847092,4.291591,,2.9676037,12.095106,4.9472375,1.703498,2.7648313,4.4065943,,1.598297,0.8893124,1.0537977,2.4425833,5.0780573,0.7615784,1.5091542,5.3093467,2.1097047,4.3744893,1.8129516,0.9937157,3.9756103,-0.19510777,0.2558154,4.6254845,2.8783138,-0.31121016,2.465943,63.292507,0.46098563,0.4387842,3.461475,16.029545,1.09033,1.1633352,1.9598408,83.501526,7.868596,,2.5140371,1.7386086,1.9535353,4.8150616,,3.7029183,0.94098383,4.274622,0.9277554,1.0638975,,2.636472,5.032097,1.0185694,7.307592,16.332464,,3.4944584,2.6160119,10.951856,7.6065335,2.4425833,17.52418,2.3241448,,3.539628,2.3309639,4.1974587,,4.5098724,7.494572,10.618866
2019,4.257462,2.3023725,17.080954,1.4110907,-1.9310812,53.548306,1.4434466,1.431356,1.6107678,1.5308956,2.6105719,-0.68677217,1.4368196,0.73284936,-3.2333894,5.591996,3.1037295,1.00582,2.4912353,0.56278217,5.598156,0.18706939,1.839545,3.7329762,4.10029,-0.39052206,2.7264304,2.7728643,2.6853735,1.949269,0.3628862,2.5575447,2.899234,0.7908555,2.4528022,,2.206073,3.5230193,3.5821354,1.1066667,2.0960464,2.6222079,,0.250371,2.847876,1.4456598,3.3192537,1.5046235,0.75813156,1.8106037,1.9517682,0.26601252,9.1528,0.699519,2.2772593,15.809632,1.024094,1.7731018,1.1082549,1.9238517,2.4645677,1.7381046,4.852898,7.14364,9.470011,7.1156764,0.24660027,1.5302753,0.25300753,0.5981498,3.699984,2.087231,2.8832085,4.3658714,0.77182037,18.703783,3.3385863,3.0305846,3.7295058,0.93784297,39.907345,-0.19896539,3.0139718,0.81764597,0.61124694,3.9051,0.76151407,0.46877617,5.333561,5.239638,1.1336225,1.942575,-1.81308,-0.32956207,0.3830003,1.091848,3.3225589,3.0053895,26.966276,-2.1621788,0.53908753,3.5283935,5.1870837,2.3345094,1.7433207,2.8114092,2.7519307,0.30338603,4.8377833,5.6105146,0.22002973,3.6359615,0.76643956,-1.6582669,1.64206,8.825067,0.3615637,7.3010697,2.8027031,2.3000927,0.40565518,9.370836,0.66289186,3.7223942,,-2.4897926,11.396422,5.37629,2.6336992,2.16773,5.56616,,1.6196319,0.49081537,2.675992,2.2274787,10.5783615,-0.35508382,2.252122,2.3920653,0.26737967,3.9286728,2.2274787,0.3381784,2.7570972,1.5801834,-0.6666411,3.8278544,4.4720263,3.3478765,-1.1929865,50.994053,1.7601116,0.56782997,1.6348554,14.804999,0.07532413,0.47265196,1.8492298,87.24136,7.7202454,,2.6645613,1.6305226,1.784151,2.5980163,,1.807094,13.417565,-0.97193915,0.67465276,0.7067286,,0.9588127,1.1795434,1.0005429,6.720075,15.176822,,3.4642806,2.867588,7.8867173,7.8819885,1.8122101,14.525736,0.9130697,,2.7958236,2.76252,0.98232657,,4.102851,9.150316,255.305
2020,,5.6018877,22.27154,1.6208866,-2.0794032,42.015095,1.2114358,0.62598974,0.8469055,1.3819107,2.7598095,7.3211064,0.7407918,3.0227213,1.8847007,5.691075,1.672441,-2.3177063,0.0385211,-1.051296,5.5481434,0.121434644,0.94074214,3.2117682,,1.94032,5.6293654,1.8903592,1.7101566,0.71699965,-0.72587496,3.0454907,2.419422,2.4125261,2.4376087,,1.7953714,2.526635,0.78664196,0.6057958,0.72491145,,,-0.6384228,3.1612952,0.14487793,1.7774079,1.2202644,0.42071196,3.7810318,2.4151309,-0.3388724,5.044933,-0.322753,-0.44453108,20.356346,0.29055455,-2.5952432,0.47649884,0.55459464,1.3527611,0.9894867,5.202465,9.88729,10.601621,5.9312763,1.1400094,4.766695,-1.2479836,-0.7407326,3.2144406,0.99333704,0.25096202,3.4684117,0.15481137,22.79631,3.3267438,1.9198353,6.623437,-0.32618365,30.59414,0.57416266,2.847924,-0.5752546,-0.13770758,5.226778,0.33329436,-0.024995834,6.7181544,5.405162,6.325423,2.9402952,2.5532455,-1.167245,0.537288,2.1017296,5.1040726,84.864334,16.955725,1.4470366,-1.7558084,6.153945,4.978097,1.1998944,0.8199573,0.2190649,0.8114105,0.7059687,3.7659712,4.201793,-1.3697742,3.3968341,1.2000735,0.43808895,0.638545,,-0.2556557,3.7237232,3.4839356,2.385695,2.5808008,8.625515,-1.1387022,2.2093823,,2.8981938,13.246023,3.6818135,1.2724603,1.2865849,5.0563583,,1.7145617,-0.40640292,0.19822793,1.9050972,9.739993,-1.5502754,2.002412,2.3931625,0.21818182,4.871674,3.3744698,-0.01243833,1.7675159,-0.735332,-2.540315,2.631073,3.3821979,9.850399,3.3723495,163.25778,2.5431468,-0.17211187,2.9635499,13.446871,-0.37159023,-0.1333689,1.5755329,29.675844,9.819328,34.889786,1.9369413,-0.054856814,0.49736732,,,1.2026646,,4.464144,1.6992847,-0.84593713,,0.49549922,-0.3497377,0.5989863,5.634151,12.278957,,3.2902906,3.3133228,2.7324922,9.756407,1.2335844,12.86773,-0.62813133,,3.2209344,5.329351,-1.5689125,,3.2323883,15.733061,557.20184
2021,,5.1332035,25.754295,2.0414717,0.17993534,48.409378,7.1848364,2.0629964,2.8639104,2.7666667,6.650299,8.404538,2.4402485,1.7335396,3.6532676,5.5456543,3.2977443,-0.60631937,2.9049127,1.981639,9.460284,3.2356367,0.7373837,8.30166,,1.7334139,7.3468146,7.240978,4.259364,3.395193,0.58181417,4.5245686,0.98101515,4.1591964,2.2718577,,1.7156428,3.4950576,-0.004417937,1.8621529,1.7264775,,,2.4460888,3.839845,3.0666666,1.1819178,2.2289133,1.8530455,8.243004,7.2260633,0.13325138,5.2140493,3.093135,4.653167,26.839521,2.1945744,0.15585572,1.6423314,3.1912842,1.0869075,2.518371,9.566915,9.971088,12.597288,7.3703475,2.2424889,-0.097100765,1.223825,1.219512,4.261051,5.0328555,1.5687584,4.48088,2.554507,16.841524,5.1109653,1.5600789,5.1314073,2.340341,43.389015,6.041865,4.4442396,1.4796548,1.8737832,5.8627825,1.3460938,-0.23335278,8.0414715,6.107936,11.90504,2.920735,2.0536168,1.1956888,2.4983332,3.4236295,3.7556205,154.7561,7.8155937,2.8683302,2.4107032,7.0147805,6.0477457,4.683544,2.52692,3.2758293,0.026454365,1.4019588,5.1064115,5.812251,0.5431497,5.6892085,3.2307491,3.925603,1.4978921,,2.410802,7.358947,6.4084764,3.5651648,4.0285287,9.330144,2.4771025,3.6169052,,3.837868,16.952847,4.928414,2.67572,3.4838805,4.1267676,,3.9411206,1.6822119,3.3536913,3.4754033,9.49621,1.6307033,4.2716637,3.9271803,2.6124818,4.48359,5.055027,1.2656572,4.787983,1.237481,2.3044658,5.0523286,6.694459,-0.39134675,3.0632899,359.09305,2.180323,2.3161032,-0.115437895,11.873959,3.4669259,1.6155142,4.085103,10.516716,8.137771,59.119663,3.1496062,1.917065,2.1631973,,,9.769099,,-0.7728444,4.186215,1.2303954,,3.697921,5.6405115,2.0592275,5.7063503,19.596493,,3.6909196,2.204572,9.363139,7.747914,4.697859,10.849239,1.5727293,,1.8347156,2.3432837,3.1332047,,4.6187453,22.020767,98.546104
2022,,13.712102,21.35529,6.7252026,5.291226,72.430756,8.640911,7.5310783,6.5940967,8.54687,13.852259,18.800879,9.597511,1.3507786,14.2902355,7.6969543,15.325259,3.625741,5.6054063,14.020844,15.209675,6.276893,1.7463287,9.280107,,3.6822503,5.639167,11.665567,5.5831676,6.802801,2.835028,11.643867,1.9735756,5.2335286,6.2476773,,3.0434434,10.177232,12.532031,7.930929,8.274775,,,8.395483,15.100165,6.8725743,5.1798086,2.8849022,7.696567,8.811092,9.265515,3.4661698,13.895661,8.390576,19.398264,33.88988,7.1235075,4.3201184,5.2223673,5.408744,4.231248,7.922049,11.898166,31.255896,10.493041,11.51312,9.390759,4.786717,9.64526,2.5805392,6.885128,6.1150556,1.8813671,9.089639,10.7805805,33.983932,14.608144,4.2094646,6.699034,7.8294573,43.488464,4.9947658,8.308755,4.4116273,8.20129,10.349568,4.2291555,2.4977028,15.027864,7.6598625,13.92291,5.343703,5.3459544,2.6681752,5.089514,3.9806497,22.956223,171.20549,7.5929847,4.5103016,6.378147,49.721104,8.271804,19.705046,6.336008,17.310284,1.045028,6.657042,28.737297,8.16059,2.3331435,7.896276,14.204718,9.621476,6.153756,,13.040303,15.150972,10.279402,9.525267,10.773751,20.95397,3.3786986,6.081281,,4.2262177,18.847187,10.467424,10.001208,5.764123,7.6702056,,7.172225,2.5061426,11.58051,7.9851866,19.87386,2.8596513,8.333706,5.821158,12.352664,5.253239,14.429451,7.832691,9.765567,3.7412238,4.9952755,13.795488,13.74368,17.689209,2.4740736,138.80846,9.696819,6.1309543,5.5181293,27.208288,7.198616,5.3254533,11.981512,-6.6873207,18.005634,52.446026,12.774146,8.833699,8.369291,,,2.6260364,,5.788027,7.9675736,-1.6106803,,7.0053096,10.971365,5.8283863,8.306461,72.30884,,4.350272,7.195789,20.183636,9.10438,8.0028,11.446644,5.6600976,,3.1565075,6.679306,10.961883,,7.0398726,10.993204,104.70517
2023,,-4.6447086,13.644102,4.7583456,1.6267084,133.48894,1.9804188,5.0671387,5.597015,7.814134,8.785431,26.941484,4.0490108,2.7387009,0.74291044,9.883503,9.442842,0.07462068,3.0529158,6.1059012,5.000599,4.38984,2.576888,4.5935626,9.79207,0.3570643,4.2293444,5.0676155,2.9791386,3.8790016,2.1354008,7.5816827,0.23483683,4.3697224,7.382814,,4.3017454,11.735905,8.373739,3.7243752,0.5251935,,,3.5413418,10.661261,5.946437,1.4950682,5.086775,3.3051782,4.7856126,9.322174,2.2156878,33.884777,3.5323613,9.159225,30.218828,6.2506433,2.344083,4.8783574,,3.6290154,6.7939672,2.4877605,38.106964,7.804976,16.974213,7.102209,2.8594952,3.4648013,2.6961226,6.206576,2.8211033,2.096605,6.663252,7.941282,36.813515,17.124966,3.6693866,5.649143,6.2994246,44.579185,4.3583536,8.736303,4.225226,5.6221943,6.4741373,2.0848699,3.2681336,14.72499,7.6713963,10.753277,2.1274679,9.283073,3.5571122,3.5974562,3.642164,31.230135,221.34164,10.094454,2.3731754,4.070608,16.541174,6.3422174,9.11732,3.7414036,8.938046,0.4763845,6.0911417,13.41701,9.874327,2.9274654,5.527961,9.361873,2.0588024,5.0939674,,8.584769,10.347583,7.126975,4.95305,7.0529823,28.789743,2.4888656,5.879935,,3.7009733,24.65955,8.387658,3.8383934,5.51785,7.1158724,,5.733163,0.950783,4.9443245,5.870103,30.768127,1.4864136,6.4556136,5.978025,12.819975,2.2986999,11.528913,4.3112817,4.632023,5.871102,3.027649,10.397187,5.8657193,19.789547,2.3270853,,5.939478,4.8337235,5.885859,47.64287,4.045547,5.9319086,12.371904,2.3828044,21.258913,51.587315,10.531948,7.446877,8.548625,,,-1.0353009,,10.836357,5.4892855,8.478052,,8.420351,6.35113,4.6293025,9.328996,53.85941,,3.799233,5.350948,12.849022,5.8691034,4.1163383,9.956591,4.564577,,3.2528927,11.182502,7.921647,,6.075244,10.884532,
