Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1984,,,,,,,,,3.960396,5.6631856,,14.31687,6.341775,,4.8469577,,,0.32239926,3.9663463,,,3.3828995,1281.35,192.12173,4.685797,3.0739675,7.0377064,8.577469,2.5422096,4.304778,2.9314568,19.860207,,4.284761,11.3733225,52.227013,,16.161617,,11.25,11.947427,,,5.991951,,2.4057934,1.8847151,2.2179942,6.2907796,20.151678,8.116398,31.219582,17.036366,11.280276,,8.4172735,7.0676565,5.291218,7.673803,,5.857143,4.960711,,39.665314,,22.09846,,,18.456814,5.6596127,3.4067502,,8.650519,4.726368,,6.4020324,8.4678545,10.455039,8.318907,8.651111,12.540219,,30.852398,373.21564,10.794496,27.81477,3.8474727,2.2616136,,10.284099,,,,2.7149048,2.2739563,1.1774601,,,,12.477627,1.2054842,16.638254,10.983863,,6.435858,,,12.447569,,9.856621,,65.44881,,,-0.4425,4.8463116,,,,,7.3891625,20.026302,3.8972726,,,8.364424,17.820534,,3.3016407,6.218274,2.845785,,6.1712537,,,8.08032,6.087167,1.5826433,110.20852,50.338974,,7.420609,15.400999,28.38464,20.311462,,1.1049724,,,5.3695703,-1.5590371,34.146343,11.784027,2.6009853,11.047181,,11.50717,,,,,3.6887445,,53.671967,8.044243,12.939727,,4.0942926,9.229518,20.250896,-3.5266287,0.86489844,,,0.106451616,13.334781,8.9,48.392323,,36.145943,,,55.304424,4.3005357,,2.7019556,,,5.5164003,11.860068,,11.526482,,
1985,4.032258,,,,,,,,6.734694,3.1895168,,3.8042867,4.868734,,6.906058,,,-2.6359694,4.6050096,,,6.237166,11749.64,225.98967,3.9151053,2.3532152,1.8820122,8.094576,10.4238405,3.9620306,3.4353993,30.703499,,1.8638033,8.508374,23.820784,,24.090174,,5.3932586,15.05742,,,5.034454,,2.066233,2.128903,3.73998,4.6787515,45.336174,10.482287,27.99361,12.106756,8.814455,,19.064686,5.195622,4.4209723,5.8310995,,7.3549256,6.0713944,,10.305441,,18.319885,,,19.314693,2.501385,18.68679,,3.5031848,3.3626752,,10.648839,6.942345,4.724535,5.556424,5.3954864,4.389341,,31.994629,307.16193,9.205992,25.673101,2.9850745,2.0322773,,13.006566,,,,2.6195464,2.4591088,1.4903218,,,,9.13844,1.4231989,1.4811801,13.320826,,4.093588,,,7.728639,,10.556484,,57.748447,,,-0.23520745,6.8075666,,,,,6.698704,10.518976,0.3464588,,,-0.92339915,7.4353447,,2.2585845,5.7148547,8.052641,,15.417656,,,6.8075666,5.614839,1.0266199,163.3995,23.103107,,3.7104073,11.52126,19.46141,25.210716,,1.9125683,,,1.75933,-3.0587687,45.407505,13.000057,0.48012292,9.568221,,22.328375,,,,,10.865953,,79.40638,7.372575,20.462633,,0.83432657,17.252932,5.153999,-1.8144144,2.4317312,,,16.765,7.622574,7.2543616,44.96173,,33.282104,,,72.222565,3.545644,,2.1396852,,,1.0661528,9.090501,,16.294226,,
1986,1.0739664,,,,,,,,9.05035,1.7054446,,1.6756756,1.2943681,,-2.611743,,2.7,-2.2960932,5.4337816,,,0.7997715,276.33597,147.14282,1.3300685,1.7812428,9.964476,10.001716,2.2451525,4.194786,0.7503098,19.476837,,9.682955,7.770025,44.4,4.158111,18.842463,,10.874201,11.835062,,,1.2183692,,-0.12941337,18.147633,2.7742336,3.678184,7.6389728,12.371609,23.030226,23.86429,8.794939,,-9.808765,2.9335792,1.7988424,2.5385258,,6.285355,3.4276094,,24.565416,,56.560173,,-17.640425,23.015451,0.5570799,36.93112,,3.3846154,4.3527236,50.0,3.2799265,5.2916617,5.8226657,8.729721,3.8270416,18.429003,,22.1284,47.644928,5.823547,15.105375,,0.5955868,,2.534276,,,,-0.0066855336,2.749981,0.9536067,,,,3.290981,2.1902583,7.9763618,18.004967,,0.2945634,,,8.73356,,14.497333,9.722194,86.233315,,,2.0278888,9.325462,,,,7.4333334,1.6326531,14.046868,0.73700285,,,-3.2075713,5.7171516,,0.08334678,7.1764927,18.99895,,13.213398,,,5.8226657,3.5064142,-0.06638411,77.92103,1.1481378,,5.453752,16.549969,12.331333,31.742598,,0.75757575,,,-1.1170666,-3.2033315,24.45349,6.1847787,-1.3857033,13.571879,,31.935017,,,,,18.687962,,95.886505,4.23591,13.737076,,0.23640662,36.06349,-13.056573,4.124615,1.841676,,,21.673876,7.6936765,6.1643834,34.610077,,32.4322,,,76.38064,1.8980477,,1.027668,,,4.7661414,5.733558,,18.654922,55.82822,
1987,3.6430454,,,,,,,,8.533022,1.4019527,,7.113238,1.5533826,,-2.6817842,9.874696,2.7263875,-1.7450018,5.756464,,,2.0119014,14.578698,228.33617,3.311731,1.2468549,6.331772,9.801934,-6.9868026,4.3561087,1.4403219,19.880846,7.2338357,6.9433064,13.1405,78.67036,0.44356826,23.302029,,3.8461537,16.84242,,,2.7916667,,0.24990611,4.0891166,4.0245805,4.0199933,13.550724,7.441261,29.503998,19.693594,5.2480187,,-2.4286726,4.113029,5.663775,3.2888982,,-0.9461857,4.1489224,,39.815067,,23.529167,,-13.174473,16.396864,-0.8723334,12.323214,,5.654762,2.487154,133.33327,-11.449465,8.6743145,9.278654,8.801126,3.1594102,28.571428,,18.297768,19.079754,4.747285,6.652448,-0.2,0.12617685,,8.637673,,,,0.96301264,3.0496607,0.6548447,,,,4.3557167,7.021753,7.7171655,11.750263,,-0.05666291,,,2.69874,,14.993135,9.704072,131.82738,,,0.43172568,24.76,,,,8.152343,0.5187416,25.155096,0.29000792,,,-6.712109,11.290322,,-0.6912105,8.717048,10.750328,,15.744301,,,5.7101192,4.6812186,0.9964231,85.8223,4.0697675,,3.3374708,26.379028,9.634831,21.810274,,2.6852846,,,4.1330147,-1.5471168,20.557238,-4.1407237,0.52330655,10.992367,,24.8645,,,,,53.392952,,132.07272,4.1885715,13.376623,,2.5943396,59.484367,-5.9748425,0.05400885,2.4664612,,,4.685988,10.751859,8.225806,38.855843,,29.94937,,,63.56666,3.6645632,,3.3059468,,,16.039394,4.5668497,,16.160595,47.047245,
1988,3.1218686,,,,,,,,7.2159395,1.9157169,,4.486798,1.1609349,,4.255616,7.412766,2.3696682,0.30343595,4.402412,,,3.1388888,16.00209,629.1145,4.858859,1.192843,10.096714,8.35168,-3.9644687,4.028234,1.8724686,14.684351,18.811817,6.930686,1.6823326,71.09173,1.030422,28.108397,,4.0740743,20.832533,,,3.4292662,,1.2741189,,2.9245915,4.535133,43.86383,5.911545,58.216286,17.663486,4.8372707,,7.080715,5.0859284,11.758327,2.7008152,,-8.776119,4.1553516,,31.359268,,11.690587,60.281784,2.5236592,13.528858,4.0,10.832704,,7.887324,4.4912577,185.71428,4.1054683,15.723549,8.045357,9.3834715,2.13457,28.670635,,25.72551,16.383308,5.0582476,8.266766,6.6132264,0.6785576,,12.264963,,,,0.23252504,7.1460977,1.4681329,,,,6.0869565,0.8294724,13.991549,11.456371,,1.4365906,,,2.369055,,26.853798,6.4563603,114.16226,,,0.93834436,16.042803,,,,1.3196586,9.159314,33.912167,2.5565195,,,-1.3939631,54.511227,,0.7379507,6.676366,8.983004,,6.3752494,,,7.1134067,8.837937,0.35922083,667.01935,13.860069,,5.445082,58.72083,10.101632,22.594257,,4.6025105,,,2.9786437,0.90756303,64.70056,-1.8266822,1.5231851,16.737526,,19.761162,,,,,7.3132877,,198.75371,5.8248987,20.394562,,1.8390805,34.56221,15.477518,-0.15091097,3.8627307,,,9.924024,7.758492,7.1969695,68.80965,,31.186718,,,62.191956,4.077741,,0.22722968,,,8.76023,8.507868,,12.779553,51.004017,
1989,3.991628,,,,,,,,7.5339026,2.5683484,,11.6616,3.1070507,,-0.4817987,6.04548,6.388889,1.4858973,5.387658,,,2.1276596,15.173468,1430.7238,6.190114,1.3043004,8.779838,11.575015,0.6890558,4.983622,3.1552699,17.027937,18.245638,1.0495182,-1.6655259,104.06523,-1.7969888,25.867548,,4.55516,16.50981,,,3.7654805,,2.7805696,,6.2185216,4.772723,40.657917,9.304361,75.64819,21.261868,6.7914357,,7.8173013,6.59291,6.189354,3.4983022,,6.7408376,5.760249,,25.223692,,8.275016,80.78814,6.166154,13.655564,5.592949,11.387133,,10.182768,9.8504095,1400.0,6.923905,17.149153,6.4155407,7.0742803,4.089054,22.349653,,20.758196,20.318726,6.2598314,14.329539,25.712719,2.2722895,,13.789317,,,,5.169965,5.7001653,3.3420336,61.332596,,,1.5118397,4.3726377,11.567536,14.728246,,3.3709588,,8.770946,3.2599695,,9.012996,7.1658587,20.007877,,-0.076693,0.84769136,27.198526,,,,12.932682,12.670042,12.4463625,2.813201,,,-2.8435252,50.466686,,1.0821581,4.5461435,8.846887,,5.7159915,,,6.923905,7.8442645,0.20586726,3398.679,12.2429905,,4.4804454,244.55093,12.686304,26.422127,,3.3,,,1.0102782,1.0326449,66.72032,0.44730935,2.3454564,14.932248,,17.63408,,,,,0.76964676,,1281.4435,6.443276,7.546165,,1.5801355,11.399218,-3.6891346,-0.8394031,5.355465,,,4.0736437,11.432132,7.740886,63.272552,,25.849838,,,80.44743,4.827003,,2.8339317,,,7.7480493,6.4625616,,14.730875,123.40426,
1990,5.8366876,,,,,,,,7.333022,3.2618723,,7.0021696,3.4483123,,-0.5043034,6.1267185,23.8,0.9293354,4.669319,,,3.0590718,17.118774,2947.7327,3.0745728,2.1386628,10.011838,11.396346,-0.012330457,4.780477,5.4039593,26.036482,3.0522902,-0.8058797,1.0993813,81.2954,2.8890538,29.152025,,10.653505,19.039753,,,4.5020547,,2.6964684,,3.1909232,2.641603,50.46248,16.652534,48.51911,16.756374,6.7218194,,5.152481,6.149565,8.191371,3.1942835,,7.725322,8.063461,,37.259068,,12.167784,33.001976,0.85787153,20.433498,2.7242374,41.221867,,10.42654,23.322567,500.0,21.276031,28.3696,7.8191977,8.971232,3.317329,7.627675,,15.510722,17.255335,6.4566092,21.960175,16.192137,3.0785162,,17.781815,,,,4.010984,8.573273,9.833635,35.642982,,,8.451463,4.2675567,21.495253,11.634757,,3.2537665,,7.9696937,6.782594,,11.784484,3.6499119,26.651672,,0.6063397,2.9834058,17.626776,,,,6.6002254,13.488089,11.823538,2.617801,,,-0.775653,7.3644004,,2.4540918,4.1310334,8.2397,,6.098444,,,8.063461,9.052132,0.76948535,7481.6636,12.177352,,6.9533615,567.8788,13.63057,37.259956,,3.000968,,,4.185764,2.0771513,65.1581,0.32509863,3.4607534,8.737593,,23.999165,,,,,21.739944,,552.08356,10.366553,13.09229,,3.8888888,19.396868,-0.73828226,1.0153415,5.8639946,,,9.709864,11.064425,6.545293,60.303867,,35.82677,,,112.5259,5.3979564,,7.6060996,,,4.7594414,15.238463,,14.3209915,107.02381,
1991,5.5555553,,83.78378,,,,,,3.1766753,3.3374271,,8.996939,3.2153106,,2.1626005,6.357364,338.4491,0.76441973,7.1146812,,,0.7619515,21.44707,432.78665,6.2575264,1.6,12.275173,11.765017,-2.7623627,5.625864,5.8595967,21.784412,3.5566857,1.6833485,0.06005133,2154.4368,-1.6783497,30.387821,,9.550907,28.709291,,,5.0352745,,4.047033,,5.5570617,2.3951533,47.07916,25.886387,48.718082,19.748545,5.9342136,,35.7226,4.310213,6.4973454,3.2134073,,-11.686112,7.461783,,18.031439,,8.6423435,57.595284,-3.4252872,19.455845,2.6446037,33.166424,,11.158798,33.97226,122.22222,15.419908,34.817543,9.419067,13.870246,3.2108104,17.128569,180.95238,6.808779,19.10888,6.2499995,51.0711,8.155496,3.2514384,,20.084496,,,,4.3237395,9.33279,9.058188,13.441559,,,11.896095,6.1495504,12.185631,17.6781,,3.1183567,,9.568877,7.986166,,8.592648,14.713677,22.66236,,1.8004272,2.542193,32.272038,,,,5.628667,7.0010138,12.615315,4.358333,,,-7.796642,13.006973,,3.1582005,3.438196,15.557453,,2.602393,,,8.996939,11.79127,1.2562608,409.53015,19.26146,,6.965681,76.7695,11.849484,24.225351,,4.417293,230.6225,,19.637165,4.861111,123.578125,-1.7535568,3.4257016,15.050131,,14.402675,,,,,25.967463,,114.83294,9.444628,8.934306,,1.986755,9.0,3.1938748,0.3870818,5.7098527,,,10.595449,3.783102,8.193715,65.97857,,28.695652,,,101.97168,4.234964,,5.492004,,,6.4691358,-1.819198,36.0,15.334779,97.64233,
1992,3.8733754,,299.5098,226.00542,,,,,1.0122311,4.020848,-10.630097,1.8233334,2.4279556,,-1.9911358,3.6340768,91.297935,-0.1724138,5.7381988,,,2.3967006,12.060324,951.96204,6.093893,1.2795275,15.975218,16.167612,-1.0336081,1.4901329,4.03703,15.425806,6.3539815,4.231384,-0.016055046,4129.17,-3.9354682,27.010626,,3.1166644,21.791168,,,6.5102196,11.0865,5.0569777,,5.4718256,2.0960445,4.2590265,31.669662,54.607822,13.637424,5.9245315,,10.527444,2.9193232,4.883023,2.3637605,,-9.542913,4.5915494,,10.056117,,9.486543,69.58363,-4.2787433,15.877074,3.7783375,10.045918,,9.65251,8.759886,625.0,19.358494,23.655722,7.52351,11.787817,3.0699985,25.807722,83.61582,3.9477117,12.065331,5.27059,77.29659,3.9958355,1.7602831,,27.332365,,,,2.8584468,6.2132816,-0.5454712,9.86453,,,9.359752,5.138898,11.383437,17.20852,1020.62054,3.1541739,951.69617,7.7139215,5.740247,1026.8263,14.512379,16.855997,15.507896,,-6.242506,1.6332121,21.91321,,,,10.141817,4.6435194,23.751352,4.767228,,,-4.475618,44.588844,,3.1835818,2.328085,17.149523,,1.0145602,,,7.6361084,9.509042,1.8245215,73.5283,8.651004,,4.3096147,46.09856,9.55926,15.192743,,3.060306,211.20558,,9.560411,-0.077006005,117.624466,-0.109942965,2.2630713,10.751161,,11.214481,,,,,43.66618,9.893505,209.93373,2.3743672,7.5582952,,3.2467532,11.009174,-3.1130307,1.3937867,4.139146,,,7.9369802,6.439854,5.824345,70.0761,,21.846848,,,68.45919,3.0288196,,3.4635305,,,4.0584416,9.031137,29.411764,13.874703,165.70653,
1993,5.21556,,1378.5276,85.00475,,,,,1.7536534,3.6317852,1128.0,9.679347,2.7544265,0.4405992,0.5534557,3.0148187,72.87879,2.53886,2.7228978,,1190.2292,1.472597,8.527877,1927.3807,1.1134393,4.251701,11.198016,14.330803,-2.9153585,1.8650794,3.2926219,12.727767,14.610079,2.1647146,-3.2065547,1986.9048,4.923664,22.442482,,5.788396,9.778601,,,4.8541665,20.81303,4.4745765,,1.569026,1.2578567,5.250339,20.540327,44.955055,12.089792,4.569072,89.81195,3.543066,2.190653,5.206589,2.1044629,,0.53374654,2.558578,,24.959843,,6.4638042,48.108166,5.452285,14.411264,2.8085992,11.81969,,8.802817,10.748647,1500.0,29.70597,22.464235,9.671911,6.3268905,1.4694152,21.202631,207.6923,4.042853,10.883874,4.6267347,22.06995,3.3166666,1.2430459,,45.97888,,,,1.7948614,4.800997,0.38254136,6.2672224,,,11.073553,0.8481816,11.7467375,13.135661,410.45187,3.5880983,108.98954,6.7058854,5.183114,1613.604,10.008361,20.12736,9.75146,,-0.2637679,4.1448197,31.831608,,268.15048,,9.370344,10.5178385,22.77271,3.5365853,,,-1.215035,57.165253,,2.5841844,2.2882693,7.505394,,1.2882078,,,7.144587,9.973664,0.45393008,48.579987,6.716311,,4.9741144,36.964165,6.78378,18.208662,,-0.8733624,255.16685,874.2457,12.354389,1.0557953,101.380424,-0.5864346,2.2892997,9.168662,,18.50669,,,,,143.51155,23.287027,31.76213,4.7281733,12.023424,,1.3836478,13.223141,-8.427934,-1.0068817,3.3121917,,,0.9609045,10.835236,3.9749563,66.09384,,25.277264,,4734.9146,54.100792,2.951657,,4.2913756,,,3.565857,1.7150912,35.752296,9.717427,183.31204,
1994,6.3110795,,949.79254,22.565052,,,3373.7595,,1.9696348,2.9534094,1662.216,14.852815,2.3775408,38.530865,25.177876,5.3137403,96.057335,0.8169109,1.3993342,,2221.0166,2.569343,7.8740444,2075.8884,0.07720439,2.4625185,7.0099535,10.542921,24.571014,0.16556291,0.852117,11.44312,24.25699,26.081572,35.094463,23773.13,42.439674,22.846241,,3.4520583,13.534469,,,4.6985893,10.03943,2.6930563,,0.0151367355,1.9920146,8.260768,29.047657,27.310883,8.154231,4.718414,47.65469,7.593876,1.0885568,0.81666666,1.6555153,,36.116245,2.2190125,,24.870255,,1.7102063,15.176348,31.841017,10.874076,3.7706578,10.855321,,8.7378645,21.729347,107.32758,39.33162,18.868074,8.531999,10.247935,2.309202,31.44703,448.5,1.5526563,12.253551,4.051842,35.063393,3.5166962,0.69545805,1877.3724,28.81439,,,,1.4422696,6.2658596,2.5344353,6.7844806,,,5.112599,2.8159165,8.448712,8.214739,72.254684,2.1947646,35.924706,6.252069,5.1416717,486.42563,38.94179,3.386101,6.965812,126.58337,23.17679,4.129922,24.098785,,87.58001,,4.1282587,7.3234715,34.649635,3.7249706,,,36.041058,57.031708,,2.8015246,1.375675,8.349287,,1.7453779,,,10.247935,12.368195,1.2684319,23.736904,10.386474,,2.8527222,32.991276,5.42044,20.566195,,1.3215859,136.7594,307.72263,,0.56432545,115.39815,32.293667,3.1001327,13.256033,,10.585807,,,,,368.47806,13.415521,20.991817,2.158138,13.769325,,1.7369727,15.328467,41.724895,39.162766,5.047749,,,1.0129521,8.814694,4.7332306,105.21499,,34.083363,10.03676,891.18774,44.736042,2.6074417,,1.0089495,,,2.3025608,12.080382,49.394154,8.938563,54.601322,
1995,3.361391,,2666.4507,7.7932186,,,175.95132,,4.6277666,2.2433662,411.75964,19.263254,1.467967,14.462548,7.458845,10.2978115,62.054832,2.7040348,2.066995,,709.346,2.8896158,10.193207,66.007034,1.8788627,5.9666414,9.487549,10.512547,19.189404,2.1487603,1.7998278,8.232631,16.791225,14.295069,9.069691,541.9089,9.418008,20.891792,,8.351525,23.186499,,,2.6158178,8.990523,1.7061604,,1.3175374,2.0836084,12.535959,29.779627,22.934134,15.74223,4.6738033,28.776613,10.022173,0.7912394,2.1656473,1.7964814,,9.646531,2.6974952,162.71715,59.461555,,6.980974,45.365307,19.872435,8.934514,1.8688247,8.411413,12.210526,9.077381,29.464529,3.950104,27.608185,28.305468,9.420303,10.224886,2.5248644,49.655987,387.31085,1.6512315,9.9339,5.2354226,19.908749,2.3531246,-0.12789905,176.1553,1.5543282,,-0.79894435,,2.9568002,4.480741,2.6867275,19.59392,,,7.237985,5.629659,7.6748486,9.270833,39.64763,1.8676943,24.975935,8.558666,6.1235814,29.86561,49.08021,5.4888616,34.99927,16.373589,13.44177,4.4266453,25.194712,,0.0435161,,6.543791,6.0293317,83.325775,3.450575,,,10.563289,72.8355,,1.92322,2.4603677,7.6229696,,3.754944,,,9.077381,12.343578,0.99420696,11.128703,6.831996,,17.280933,27.95139,4.222816,13.425414,,2.9565217,32.242485,197.41426,,4.868431,68.37519,7.864008,1.7205338,9.62922,,10.029656,,82.660515,,,235.55882,9.841096,13.46373,2.4551487,12.288591,,-0.24390244,7.9799576,9.230326,16.433504,5.818182,,,1.4600064,5.182205,6.24415,89.11332,,27.427786,6.5501404,376.7462,42.24832,2.8054197,,1.7383729,,,2.2297013,-2.9035287,55.08111,8.680425,34.92959,
1996,3.225288,,4145.106,12.725478,,,18.681185,,2.6153846,1.8609712,19.794804,26.43678,2.0770211,4.91424,6.0978045,2.377129,121.607544,-0.45222738,1.3791374,,52.71208,5.965021,12.425487,15.757666,2.3861523,1.9961365,8.790014,10.082858,3.724941,1.5705311,0.81163406,7.359118,8.31316,2.4808066,3.9240637,492.44186,10.03112,20.797575,,5.9636197,17.511452,,,2.9789248,8.758775,1.449727,,1.6771646,2.126298,5.399294,18.679075,24.411459,7.1871037,3.5588455,23.050343,-8.484249,0.62919426,3.0501618,1.9828837,,0.6896934,2.8517823,39.3575,46.56102,,1.0994887,50.734055,4.5407276,8.194552,2.0323517,11.056916,7.094712,6.27558,23.837835,4.3,20.583595,23.46903,7.973281,8.977152,1.7557447,28.937344,-16.117325,2.260419,11.458512,4.0069766,26.406656,6.501218,0.13660036,39.18254,8.864087,31.947338,7.1508613,,2.0865738,4.9245434,3.5539856,13.024416,,,4.0280776,0.9248426,15.935831,9.330315,24.625195,1.1838597,17.61047,4.822487,2.9868093,23.505678,19.756355,6.2412457,34.378384,2.4666002,6.80546,2.054,16.275396,,46.889954,,4.6813064,6.5509734,37.602043,3.4885595,,,5.2888575,29.268293,,1.9493672,1.2625325,9.220467,,2.285713,,,6.526096,10.373809,1.2557166,11.537943,7.476104,,11.624178,19.794968,3.0689774,9.799684,,4.904535,38.8293,47.75201,7.4113717,1.2220606,132.82378,2.7543066,1.3831805,11.774357,,9.78892,,95.60093,,,-0.70188725,5.775828,9.86445,0.53313196,6.4252133,,-1.1002445,8.24989,11.330879,4.6875,5.8051057,,,2.9952803,3.4045744,3.7251446,80.41215,,20.97726,7.1916466,80.3255,28.342049,2.9312043,,4.4079013,,5.675,0.9063444,5.3746195,30.733734,7.35412,43.073097,
1997,2.999948,,219.17673,33.180275,,,13.960764,,0.22488755,1.3059785,3.674348,31.11159,1.6281605,3.466296,2.3186905,5.305601,1058.3735,2.4315515,0.5441504,,63.937366,1.1490376,4.7084446,6.9267125,7.710539,1.71156,6.505487,8.719932,1.6113135,1.6212164,0.5202254,6.133865,2.7864652,4.0208335,4.7862387,198.51671,,18.470022,,8.556063,13.248044,,,3.6053445,8.596157,1.939372,,2.4362972,2.1821668,8.296568,5.733523,30.657568,4.6256056,1.971074,10.581879,2.3952096,1.1925589,3.36814,1.2039429,,3.9734502,2.201143,7.0876174,27.885208,,2.7812278,49.100925,3.0165055,5.5360026,1.2445278,9.232903,3.555671,5.7766366,20.199867,4.1706614,20.559008,18.305075,6.2261515,7.1642523,1.541802,17.349226,23.0632,1.8154308,8.954994,2.0431077,9.657553,3.0378842,1.7478046,17.408041,11.361845,23.435429,7.960214,,8.905184,4.438932,0.68219143,27.508862,,,3.5502958,-0.005520287,9.573696,,8.881048,1.3675126,8.447384,3.4909372,1.038199,11.772833,4.4863825,7.5728345,20.62563,1.2943649,-0.3629998,3.112078,29.697233,,36.556114,,4.625347,6.8333435,9.137352,2.6625147,,,2.9334526,8.529874,,2.1092455,2.5669234,4.009989,,1.1871483,,,5.55413,11.375493,1.3243512,8.562189,5.5902596,,3.964378,14.913158,2.336863,6.949566,7.087006,4.83449,154.76347,14.76133,12.015423,0.057150606,47.168537,1.7531648,2.0035863,8.084002,,4.490136,,23.307867,,35.817177,7.1451116,6.14199,8.35968,0.65841025,7.125327,,0.618047,1.8861114,5.572257,8.250825,5.6257973,,,2.1247313,3.6260788,3.6520262,85.669365,,16.090654,8.169022,15.940599,19.81881,2.3376899,,0.44361603,,3.209526,2.8307023,6.8618236,2.1767266,8.597776,24.418722,
1998,1.8694885,,107.28482,20.642859,,,8.672486,,0.8601346,0.9224672,-0.77269787,12.500411,0.9492503,5.7533145,5.0843334,8.402238,18.672205,-0.36653388,1.3366134,,72.86972,2.1952624,7.6732287,3.1950762,-1.2688866,-0.4413793,10.58559,6.661399,-1.885201,0.9959425,0.017938437,5.1102495,-0.773186,4.611448,3.1707518,29.148808,,18.67698,,4.394235,11.6593,,,2.2277074,10.698365,0.91118354,,0.9991475,1.8456513,4.8316655,4.9501615,36.098434,3.8725755,1.83433,8.208333,0.8948017,1.3994738,5.7116814,0.65112686,,1.4487386,1.8205616,3.5668077,14.6241665,,1.1141884,8.013755,7.935711,4.766226,1.3776933,6.6134605,4.5864663,2.9126213,13.668108,6.3966866,5.2690353,14.1537895,58.451042,13.230839,2.407681,17.866135,14.768774,1.6592417,5.488754,1.9550856,8.631896,3.0916667,0.6619742,7.1463265,6.7224364,10.457382,14.806503,,3.4463587,7.51358,0.12965828,90.980736,,,3.709273,3.2019434,9.364243,,5.067554,0.9585701,4.644214,0.17263038,2.7531133,7.695765,6.208016,-1.4042523,15.928395,0.54419965,4.0365896,2.3852513,51.48755,,9.357042,,8.031667,6.8107934,29.748652,5.270342,,,4.5480156,9.996378,,1.9591364,2.2524133,11.244468,,1.2652441,,,5.0972915,6.228004,0.5590813,7.247822,9.234934,,13.574192,11.597856,2.5727522,11.553268,5.579645,2.9513888,59.096584,27.68568,6.2100673,-0.37126675,24.621878,1.1567807,-0.26750228,12.399504,,2.5470598,,30.1597,,50.493137,18.975368,6.6656513,7.8911667,-0.26713267,8.109965,,2.5798526,-0.79716563,4.258851,0.9753384,7.9947286,,,3.2744455,5.612709,3.1253657,84.64134,,12.799754,0.068804175,10.577161,10.81107,1.5522791,,2.1424065,,7.266198,3.2821598,2.2188346,5.9765086,6.880545,24.458456,
