Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_GDR,OWID_KOS,OWID_USS,OWID_WRL,OWID_YAR,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
1969,,,,,4643377000.0,,11114877000.0,2341880600.0,,22280754.0,6183883000.0,,15393570.0,,,,,,,89995704.0,2716255500.0,,,,11276184000.0,6431616500.0,370619600.0,,121016220.0,,170280460.0,,646131460.0,,0.0,,,47786607000.0,,3514624300.0,201837060.0,278223260.0,2101908200.0,3882785000.0,9639426000.0,,284866000.0,1116444800.0,2227812.0,36212507000.0,21496040.0,50996535000.0,,151068380.0,,,,,3501776400.0,210982600.0,,57816556.0,,,,,7344728600.0,397484860.0,1333629300.0,193989.94,,6792680000.0,15431233000.0,,,12579025000.0,,226776000.0,,,2133234800.0,,,,,288643330.0,42023508.0,,,58820644.0,,442812700.0,,56982220.0,1387818600.0,,32423072.0,,420062900.0,,,,,1969742.6,8768359.0,549606100.0,,,4621018000.0,,10309089000.0,2644700000.0,,1626904800.0,,5698603000.0,3397112600.0,,,,,1164916700.0,,2258355000.0,1234750100.0,,,3040556000.0,95399470.0,,,,,3039406800.0,2548641500.0,,,13890454.0,137046110.0,,,,,5154900000.0,,,,20184294.0,1055489150.0,,,,83732960.0,66126970.0,1840079400.0,,79488150.0,298608450.0,,,706246300000.0,,371023.38,,,1412103200.0,,
1970,68814760.0,,,,4457179600.0,,10391804000.0,2317532400.0,,,6591610400.0,16729147.0,16730577.0,,,,,,,118590856.0,3230675500.0,,,,11298143000.0,6616574500.0,791102660.0,,130480024.0,166852450.0,222767580.0,61857764.0,795233500.0,,0.0,,,48330473000.0,,3708358400.0,196055280.0,259932200.0,2146803000.0,4598804500.0,9719111000.0,,259584420.0,1184343600.0,2567481.8,36414636000.0,23470962.0,52528464000.0,,140319900.0,,,,,3777894700.0,378331600.0,,77271580.0,,,,,7573468700.0,449894100.0,1437205100.0,198278.73,,9247252000.0,16288187000.0,,924459400.0,13781583000.0,,239870560.0,,,2205356000.0,,,,,516527900.0,52652944.0,,,59751876.0,,457554900.0,,55223964.0,1295621000.0,,36986536.0,,469590240.0,,,,,2385890.8,8699872.0,749384260.0,,,3930905600.0,,10556066000.0,2652011000.0,21777382.0,1776278500.0,,5810146000.0,3742442800.0,,,,,1270868200.0,,3636985300.0,1339138300.0,,5936595500.0,3383364900.0,104096230.0,,,,,3332388900.0,3048303600.0,,998806660.0,15626462.0,126681530.0,,,,,5294721500.0,,,,21828128.0,1241073000.0,,,,96221220.0,84499970.0,2041071100.0,,112933370.0,316503070.0,,,654512950000.0,,374485.88,,,1332482400.0,,
1971,,,,,4600117000.0,,10098347000.0,2231021300.0,,16932938.0,6869376000.0,16716671.0,16945188.0,,,82526570.0,,,,108096264.0,3219609300.0,,,,11676658000.0,6882415600.0,1197544000.0,,176532140.0,168931070.0,209367460.0,62205624.0,1250389900.0,,0.0,,,51779195000.0,,3771918800.0,192969600.0,254836770.0,1915038000.0,5167493600.0,9341521000.0,,269413280.0,1287300600.0,3005979.8,36913156000.0,26687586.0,52410855000.0,,113891290.0,,,,,3993325300.0,261214690.0,,87044240.0,,,,,9030030000.0,507028500.0,894846300.0,201482.05,,9996826000.0,18305206000.0,,872987600.0,15196764000.0,,299750940.0,,,2592051000.0,,,,,533071900.0,78392850.0,,,60747536.0,,548637630.0,,54967240.0,1331090200.0,,28774168.0,,478927360.0,,,,,2688588.5,9161527.0,840085500.0,,,3264102000.0,,11039684000.0,2718948600.0,25248252.0,1670688600.0,375369570.0,6225028600.0,4005515300.0,,,,,1412430600.0,,3861703400.0,1250041700.0,,6336946000.0,3689910800.0,106543010.0,,,,,3960753000.0,3056965000.0,,1208917200.0,15041284.0,150522180.0,,,,,5412105000.0,,,,23402464.0,1493410000.0,,,,127604410.0,87758150.0,2338867000.0,,155294300.0,541170600.0,,,588882600000.0,,468518.03,,,1467390200.0,,
1972,,,,,4731732500.0,,10102868000.0,2312849700.0,,22335654.0,7240414700.0,18249978.0,18199882.0,,,78530620.0,,,,148204380.0,4861849600.0,,,,11746077000.0,7011231000.0,1317420900.0,,213316110.0,165614540.0,166969250.0,48127484.0,780256800.0,,0.0,,,55388627000.0,,3751247000.0,191695780.0,246648930.0,2229368000.0,4261247500.0,11131879000.0,,300548930.0,1480266000.0,3482228.5,37878750000.0,28649796.0,55748854000.0,,97880984.0,,,,,4257163500.0,280906240.0,,113855140.0,,,2838615800.0,,9520603000.0,602151700.0,777560100.0,194785.69,,10136276000.0,20316790000.0,,965546050.0,16964420000.0,,381475650.0,,,3032051500.0,697519040.0,,,,411609470.0,,,,67416750.0,,606852800.0,,59843670.0,1607174900.0,,35153480.0,,467580480.0,,,,,2845281.0,9812837.0,827819460.0,,,4118067000.0,89777.72,11387052000.0,2717955300.0,25715142.0,1694848800.0,631575700.0,6604028400.0,4248981500.0,,,,,1583293000.0,,4026949600.0,1458694300.0,,6377684000.0,3697334800.0,135684860.0,,,,,5556914000.0,2642865000.0,,1278986900.0,15336379.0,193925300.0,,,,,5582969000.0,,,,24363948.0,1540721200.0,,,,120174500.0,99063980.0,2458284500.0,,182008930.0,687067970.0,,620791200.0,588035650000.0,,511520.56,,,1501302100.0,,
1973,79796820.0,,,,4957097000.0,,9677725000.0,2402555600.0,,31705352.0,7570969600.0,19812268.0,18378596.0,201608500.0,,83672940.0,,,,173156200.0,5522169000.0,,,,11665556000.0,6794827300.0,1346234800.0,,153598530.0,168627060.0,157259060.0,62694960.0,709245700.0,,0.0,,,57514000000.0,,3567773400.0,177119660.0,255558560.0,2602038800.0,4329512400.0,10971088000.0,,297144030.0,1541597300.0,3568782.8,39260950000.0,33679176.0,55933923000.0,,98775030.0,,,,,4280884200.0,240679280.0,19165354.0,111736970.0,,,2767046400.0,,8409126000.0,644500300.0,832427600.0,241466.53,,14929927000.0,20283750000.0,,930904200.0,17902225000.0,,430594240.0,,,3050018600.0,874121900.0,,,,511535500.0,56544940.0,,,73941700.0,,689701100.0,,62912600.0,1779985800.0,,34568370.0,,438849150.0,,,,,3026827.0,16484726.0,766727700.0,,,4408823000.0,67858.42,11564622000.0,2737426200.0,26249046.0,1647624200.0,680314400.0,8151350300.0,4668356000.0,,,,,1479239700.0,,4846638000.0,1943717800.0,,6795539000.0,3494484700.0,128897976.0,,,,57297136.0,7175606000.0,2402124800.0,,1238157000.0,17532318.0,204126560.0,,,,,5600681500.0,,,,27881684.0,1445071600.0,,,,104671800.0,97340230.0,2606432500.0,,235156940.0,541807940.0,,1112753700.0,558825140000.0,,511013.03,,,1891116900.0,,
1974,77561210.0,,,,5044692500.0,,9544013000.0,2690537000.0,,34969860.0,7677085700.0,18737186.0,18825864.0,228081860.0,,104411300.0,,,,200136130.0,5783250400.0,,,,12234341000.0,6768102000.0,2020561400.0,,202453180.0,170010260.0,224460160.0,79395144.0,703659200.0,,0.0,,,60064840000.0,,3923274200.0,214694300.0,489931230.0,3207839500.0,5763454500.0,12144961000.0,,416574080.0,1454911400.0,4591088.0,39115588000.0,36147190.0,55949156000.0,,128916700.0,,,,,5316614000.0,250746270.0,38131430.0,104911544.0,,,3034269400.0,1360529500.0,7831104500.0,653160960.0,5770021000.0,474647.28,,15313294000.0,20261478000.0,,828287940.0,18344524000.0,,465453860.0,,,3901169200.0,2387687000.0,,,,679740100.0,59107372.0,,,79803630.0,,812763500.0,,70783020.0,1947158300.0,,35432476.0,,362724300.0,,,,,3014068.8,16197777.0,861698940.0,,,4964565500.0,86558.695,12095177000.0,2810973000.0,26092672.0,1701294100.0,727132000.0,8352926700.0,5026315300.0,,,,,1475506600.0,,5175466000.0,2520213800.0,,6866330000.0,4096804600.0,104651624.0,,,,40261070.0,,1875060700.0,,1139665700.0,21652686.0,186857630.0,,,,,5645005000.0,,,,31437036.0,1346295900.0,,,,86268080.0,98618910.0,2922230300.0,,307873570.0,407212260.0,,1341814700.0,551528040000.0,,675291.44,,,2428274700.0,,
1975,81419624.0,,,,6404023000.0,,9698663000.0,2991042800.0,,33568924.0,8359386600.0,17832578.0,40665810.0,234206860.0,,56178668.0,,,,271755360.0,6345093600.0,,,,13000251000.0,6384062500.0,1555456000.0,,180451980.0,180059440.0,160107870.0,83984300.0,792855360.0,,0.0,,,59792646000.0,,4295812000.0,214521950.0,546106200.0,3791793000.0,5465499000.0,11072148000.0,,654095500.0,1688606000.0,6295746.5,40870343000.0,40216610.0,58780365000.0,,122071230.0,,,,,6839287300.0,350326080.0,109075540.0,122578940.0,,,3266958600.0,1741284000.0,8789253000.0,792642400.0,7846059000.0,482199.6,,16919045000.0,18865920000.0,,812798850.0,19086440000.0,,465167700.0,,,4502755000.0,,,,,415290300.0,62640756.0,,,84752104.0,,1193462700.0,,67944344.0,2096243000.0,,49027500.0,,313843650.0,,,,,3823596.2,24461106.0,910091400.0,,15284028.0,8111944700.0,98065.67,12714248000.0,3048661500.0,31498720.0,1733027100.0,1502568400.0,8978714000.0,5421644000.0,,,,,1544865000.0,,6827072000.0,,36056624.0,7314089500.0,2696356000.0,135702430.0,,,,36723780.0,,1621753000.0,,1288642400.0,18504142.0,183958370.0,,,,,5787403300.0,,,,32557038.0,1461635100.0,,,,97178424.0,140183950.0,5110301700.0,,290569000.0,380592500.0,,1256733600.0,521239200000.0,,723681.56,,,3050480400.0,,
1976,103842290.0,,,,11571282000.0,,9847199000.0,3052884200.0,,40203584.0,8797018000.0,15575069.0,53524516.0,414512400.0,,73378750.0,,,,297855460.0,7417630700.0,,,,13199556000.0,7232899000.0,1634112000.0,,205246640.0,189260930.0,97634560.0,89274810.0,744330750.0,,0.0,,,59360772000.0,,4205330200.0,230176670.0,761114700.0,3930019000.0,5660690000.0,13117593000.0,,520960200.0,1493327600.0,8257438.5,42638010000.0,44562556.0,57918943000.0,,88266970.0,,,,,7484628000.0,391086750.0,113420720.0,129432230.0,,,3066071300.0,1741516500.0,10091776000.0,818914200.0,8841383000.0,473355.5,,15646620000.0,18807996000.0,90873640.0,1233440800.0,19254356000.0,,667420860.0,,,6472254500.0,,,,,446398340.0,57632956.0,2610995.2,,90986760.0,,1675200800.0,,78970850.0,2352652000.0,,57728108.0,,301073440.0,,,,,4547856.0,22714906.0,939689800.0,,15397033.0,5801050600.0,130582.63,12549806000.0,3121366300.0,41659452.0,1665354800.0,1607807600.0,8883007000.0,5760496000.0,,,,,1557608100.0,,7734214700.0,3247496000.0,96331660.0,7608318500.0,2159556000.0,139653840.0,,,,39806852.0,,2392559000.0,,1556566300.0,17908472.0,225448600.0,,,,,5784455700.0,,,,41637692.0,1796112400.0,,,,116141704.0,161910820.0,5369069600.0,4795342000.0,305540700.0,337594300.0,,1048908800.0,507060260000.0,,560465.44,,,3785110500.0,,
1977,109548696.0,,,,12256011000.0,,9899011000.0,3150253800.0,,54959880.0,9023769000.0,20633254.0,49647190.0,499830750.0,,95888240.0,,,,302247170.0,6786257400.0,,15914023.0,,13809618000.0,6857337300.0,2163182600.0,,162412900.0,193095070.0,83514310.0,,721211460.0,,0.0,,,59106165000.0,,4226194400.0,231530020.0,664214100.0,6092989400.0,6274516500.0,13325819000.0,,471005000.0,1530970400.0,10466105.0,44963697000.0,57868130.0,55391166000.0,,55795000.0,,,,,7934680000.0,471762200.0,74843760.0,160160770.0,,,3191983600.0,1806239100.0,9588204000.0,834079100.0,7403838500.0,494298.4,,13353314000.0,20125624000.0,91063390.0,952222800.0,19820319000.0,,1119255200.0,,,7693154000.0,3268727800.0,,,,617420600.0,71247820.0,2714856.5,,89148220.0,,1921107800.0,,104771190.0,2197365800.0,,56844224.0,,350266270.0,,,,,4449778.5,29487082.0,1259300600.0,,17284878.0,6154531300.0,165616.4,13986772000.0,3185093600.0,42158744.0,1686220000.0,1542149100.0,9186286000.0,6218898400.0,,,,,1550784900.0,,11217516000.0,3103349500.0,93215530.0,8094446600.0,1989448000.0,151539970.0,,,,54026344.0,21083374000.0,2469336600.0,,1850768800.0,19951302.0,280731520.0,,,,,5827276000.0,14036777.0,,,51847570.0,2161340000.0,,,,124738820.0,214104240.0,5169658000.0,5824129500.0,378018560.0,233598080.0,,1124156900.0,526196570000.0,,656499.4,,,4210272000.0,,
1978,,,,,13095996000.0,,10008106000.0,3413741800.0,,54142736.0,9626296000.0,14732780.0,59529628.0,445867260.0,,232918420.0,,,2462093.8,365180200.0,6744482000.0,,36343508.0,,14386703000.0,6868552000.0,2545074700.0,,222152670.0,204209100.0,72941544.0,73908744.0,841025400.0,,0.0,,,61619350000.0,,4390665700.0,266428740.0,719505900.0,4365773300.0,5103026000.0,13874001000.0,,543748400.0,1592624600.0,18048964.0,47512170000.0,,57151930000.0,,41162668.0,,,,,8104782000.0,415378370.0,46411624.0,205273400.0,,,3616337400.0,1972282000.0,10026406000.0,892703400.0,7044833000.0,467404.8,,14511525000.0,20996135000.0,,959561340.0,20957313000.0,,1448693500.0,,,9582300000.0,2846162000.0,,,,726240200.0,87359880.0,3453606.2,,96972990.0,,1711114000.0,,107229280.0,2234264000.0,,46588316.0,,388534100.0,,,,,4710034.5,45488760.0,1075487600.0,,19351058.0,4799318500.0,198135.78,13516665000.0,3401624600.0,42829916.0,1782892500.0,2025774700.0,9356508000.0,6564088000.0,,,,,1650258700.0,,8504897500.0,2374634800.0,97150750.0,7760356000.0,2009489300.0,171582060.0,,,,39865970.0,23904453000.0,1823851600.0,,1810884000.0,18860916.0,303304600.0,,,,,5998313500.0,19819846.0,,,51061600.0,2730552600.0,,,,134841500.0,238108860.0,4733856000.0,6683232000.0,729586800.0,184370510.0,,1167598000.0,529525240000.0,,677582.6,,,3777902000.0,,
1979,,,,,13607144000.0,,10343084000.0,3625863200.0,,46559690.0,9838086000.0,26110634.0,48288316.0,423381800.0,,303854660.0,,,3620399.2,381285920.0,7041066000.0,,54496100.0,,13928823000.0,7182034000.0,2844504800.0,,213134900.0,223395260.0,66624452.0,89276460.0,953497200.0,,0.0,,,62479550000.0,,4418103300.0,284320200.0,711648600.0,4490435000.0,3852978000.0,14859485000.0,,726617900.0,1777514100.0,21849196.0,48618420000.0,82395960.0,58938480000.0,,27212098.0,,,,,7851246600.0,469316700.0,39237024.0,210452800.0,,,3595009800.0,2280577500.0,10804279000.0,985417400.0,3924341800.0,,,12912763000.0,22342787000.0,,1081423000.0,22301557000.0,,1576842900.0,,,8999757000.0,3189154600.0,,,,903824100.0,100666350.0,3857932.8,,99831144.0,,1714953100.0,,139086200.0,2483499500.0,,53533580.0,,370626370.0,,,,,5962623.0,64247730.0,1257480700.0,,20123132.0,4149900800.0,131868.17,14333228000.0,3487738400.0,47683400.0,1788718100.0,1582136400.0,9269754000.0,6826286600.0,,,,,1745751300.0,,5739851300.0,2840970800.0,101399560.0,7796557000.0,2042251600.0,122341080.0,,,,45542070.0,30726982000.0,2157389800.0,156261220.0,1796125600.0,20866564.0,415334720.0,,,,,6222596600.0,20313300.0,,,44297856.0,3175483600.0,,,,174701580.0,228240880.0,4200285200.0,7932920300.0,612776640.0,140753520.0,,1368382800.0,532564300000.0,,674233.1,,,3374011400.0,,
1980,,,,,12110271000.0,,10876636000.0,3624128300.0,,62815860.0,10028750000.0,31387418.0,47186184.0,445347100.0,,321788740.0,,,4706466.5,413267600.0,6178834000.0,415150500.0,59796920.0,,14657610000.0,7143450600.0,3000306400.0,,212830750.0,228925950.0,58656856.0,90502720.0,1094354700.0,,0.0,,,63317795000.0,6492897.0,4458219500.0,213080900.0,809438800.0,4463282000.0,3766000400.0,15407688000.0,,904322900.0,2073328100.0,20228456.0,49583923000.0,87892770.0,62847697000.0,,32955406.0,72774920.0,,,,6790500000.0,487145400.0,43586336.0,205058020.0,,,3587242000.0,2648635100.0,11087705000.0,1037271500.0,3181686300.0,,,13685349000.0,21772818000.0,,1005723900.0,22658593000.0,,1283377400.0,,,9859241000.0,3147876000.0,,1990293800.0,,1036485250.0,92999976.0,6650559.0,,115906296.0,,1973808600.0,,128999060.0,2358414600.0,,46022790.0,,387216930.0,,,130052790.0,,11416567.0,62287530.0,1559969700.0,,17659364.0,3370565400.0,150180.62,13945435000.0,3520978000.0,48267110.0,2483477500.0,1581849700.0,9649877000.0,7361460000.0,,,,,1886145200.0,,8446398500.0,2461277200.0,109752160.0,7362547000.0,2213924000.0,140482270.0,2317578800.0,5030629000.0,,50572184.0,34348700000.0,2487909400.0,145935020.0,2018575900.0,27565786.0,401869820.0,,,,,6078290000.0,20424664.0,,,43119280.0,3046703900.0,,,,201765170.0,243167220.0,4353424000.0,7999193600.0,290476480.0,191093000.0,,1654998500.0,531335380000.0,,600737.8,,,3382108400.0,,504499200.0
1981,,,,,12890327000.0,,11613256000.0,3512108800.0,,60504612.0,10117583000.0,29142668.0,54118490.0,471025020.0,,394094400.0,,,5230886.5,469547330.0,6030331000.0,409289760.0,54109100.0,,14481818000.0,7131099000.0,3215776300.0,,195375900.0,320163520.0,31939784.0,127801130.0,1033511360.0,,0.0,,,64061792000.0,18788684.0,4505880600.0,235938200.0,719412900.0,4293568300.0,4556509000.0,15649482000.0,,870197300.0,1938884400.0,20833248.0,50817626000.0,133826060.0,61562216000.0,,24680592.0,51836656.0,,,,8037669000.0,685238900.0,40254330.0,198938000.0,,,3702982700.0,2984456400.0,11706276000.0,992755300.0,4733905400.0,,,16059739000.0,22897111000.0,104887240.0,1091966600.0,23470928000.0,,1244639900.0,,,10215299000.0,3313816000.0,,1565266300.0,,483633600.0,82449064.0,7097445.0,,119976744.0,,2011766800.0,,121585860.0,3122137900.0,,43350700.0,,433020960.0,,,145820110.0,,11169620.0,44506740.0,2101834500.0,,15165514.0,2221384400.0,184322.4,14087815000.0,3559335700.0,48814988.0,2358307000.0,1906787000.0,9656064000.0,7962784000.0,,,,,2049247600.0,,7380035600.0,2557134800.0,100439610.0,7442478600.0,2203986400.0,183672850.0,3651769900.0,5078716000.0,,58593596.0,39998730000.0,2095079800.0,159473500.0,2238545000.0,24473178.0,442001660.0,,,,,5974552600.0,18043700.0,,,42137840.0,2971217400.0,,,,168060060.0,321010660.0,4911701000.0,7434514000.0,332926940.0,168369860.0,,2184174300.0,591834600000.0,,521071.12,,,3741692000.0,,420674530.0
1982,,,,,11108903000.0,,12209353000.0,3663390200.0,,69859440.0,9782228000.0,32623878.0,56594836.0,544311040.0,,470514140.0,,,6067810.5,284486050.0,6978564600.0,424268260.0,45279180.0,,15741595000.0,7428700000.0,3598767400.0,,206302660.0,374177280.0,62931280.0,170300270.0,1020460400.0,,0.0,,,63235113000.0,103301440.0,4636457500.0,220932850.0,830606800.0,4340780500.0,5038347300.0,16206744000.0,,867444540.0,2111794700.0,27923960.0,51788816000.0,139060770.0,67118117000.0,,,42405972.0,,13166595.0,,8201424000.0,741729860.0,39292188.0,202153150.0,,,3659864000.0,2947501600.0,12701485000.0,1005366700.0,5086258700.0,,,14874069000.0,25546187000.0,117480540.0,1149653400.0,24244050000.0,,1258373500.0,,,10649186000.0,3916141300.0,,950142200.0,,558262850.0,75481510.0,9457273.0,,121118390.0,,2084544000.0,,,3018538500.0,,47082124.0,,417933900.0,,,137763040.0,,6469563.5,33473332.0,2001749900.0,,15013987.0,1739560000.0,,15189018000.0,3698166300.0,54462796.0,2163366000.0,2069779100.0,9778253000.0,8411391500.0,,,,,2469388800.0,,9456346000.0,2462898200.0,,8205889500.0,2207440600.0,275482430.0,4784426500.0,4574420000.0,,54593250.0,44562660000.0,2290625500.0,138248600.0,2365668000.0,18449234.0,476488960.0,,,,,5829633000.0,18047336.0,,,37744292.0,3168250600.0,,,,,485078800.0,5369549000.0,8154006500.0,320607000.0,127964980.0,,1988917000.0,699941100000.0,,715559.8,,,3680024000.0,,469451140.0
1983,,,,,12701729000.0,,12630166000.0,3720392200.0,,62532956.0,9394579000.0,43222644.0,54130596.0,694206660.0,,269472700.0,,,6503184.5,199127230.0,6557609500.0,286975330.0,45337052.0,,17156791000.0,7527878000.0,3033841200.0,,199805380.0,367182270.0,42855370.0,,1350131200.0,,0.0,,,63784075000.0,105721340.0,4673251300.0,209160020.0,834910800.0,3752520200.0,5651945500.0,18157111000.0,,920776770.0,2412476000.0,28855978.0,52749510000.0,142491060.0,70103106000.0,,10577836.0,,907608.44,21572238.0,,7481341400.0,740303800.0,30467850.0,195103020.0,,,3739781000.0,2707240200.0,13144250000.0,942583550.0,4770669000.0,,,13241298000.0,26104582000.0,106857130.0,1174799500.0,25443256000.0,,1178842600.0,,,11085011000.0,4199580200.0,,1691550700.0,,,132467730.0,7764446.5,,123876830.0,,1517111700.0,,,2890199000.0,,44804836.0,,401690700.0,,,128900696.0,,6844392.5,27031512.0,1790608800.0,,17259654.0,1496103700.0,,13924335000.0,3859290600.0,60723940.0,2110152300.0,2441033700.0,9957228000.0,8916076000.0,,,,,2755348000.0,,7641245000.0,2416103700.0,,7299368400.0,2122430000.0,258262200.0,2872836600.0,4703884300.0,,52603344.0,36182360000.0,3273569300.0,138808560.0,2291462400.0,12067247.0,554857700.0,,,,,5762848300.0,17588580.0,,92770000.0,35398896.0,3207184000.0,,,,,596960060.0,5080464000.0,8162653700.0,274978700.0,89709336.0,,1516172700.0,683519970000.0,,886862.56,,,3739483400.0,,506110500.0
1984,,,,,9965900000.0,,13616824000.0,3754759000.0,,61367424.0,8995313000.0,53731890.0,54456360.0,682599600.0,,241356880.0,,,7063466.0,313828320.0,6949232600.0,233652910.0,52768396.0,,18280830000.0,7606806500.0,3088533800.0,,202159170.0,370314500.0,53398064.0,144310700.0,1537798000.0,11851703.0,0.0,,,63142527000.0,103285740.0,4560012300.0,192040830.0,784082100.0,3911646700.0,6015280000.0,18599571000.0,,879679000.0,2218683400.0,30135710.0,52436340000.0,143172880.0,73579820000.0,,19359450.0,,1175017.6,11635504.0,,7343454000.0,806178400.0,29187354.0,215573950.0,,,3545620500.0,2704767200.0,13904538000.0,911887360.0,4157905000.0,,,14401819000.0,26875214000.0,85543910.0,1131274200.0,26606072000.0,,970606800.0,,,11365503000.0,4335516000.0,,1993415200.0,,,148970400.0,8089490.0,,124505970.0,,1363670000.0,,95084010.0,3622574800.0,,44039436.0,,392452480.0,,,123243080.0,,6716706.5,22976504.0,1650986400.0,,15717671.0,999780900.0,,14158498000.0,3717116700.0,67111430.0,2188088300.0,2858732500.0,10255226000.0,9511041000.0,,,,,2961166300.0,,5560948700.0,1549630000.0,,8244811000.0,1975174700.0,267789980.0,2746233000.0,4796359000.0,,47308836.0,38860090000.0,3751662600.0,131337160.0,2825695000.0,9353312.0,942769100.0,,,,,5842158000.0,16020088.0,,90004920.0,40263030.0,3507129600.0,,,,,408128600.0,4938814500.0,8224516600.0,243947090.0,144723260.0,,1282377700.0,718935000000.0,,854351.06,,,4029082000.0,285147740.0,430764740.0
1985,,,,,9207926000.0,,14277742000.0,4107694800.0,,64146230.0,8890440000.0,50945180.0,52641616.0,628155650.0,,251889440.0,,,6662809.5,337018700.0,9546412000.0,246065090.0,57529024.0,,18821580000.0,8367353300.0,3003085300.0,,202305260.0,320407840.0,45003196.0,161397820.0,1409690400.0,11173374.0,0.0,89149500.0,,63277384000.0,101008160.0,4457164300.0,180616930.0,734517760.0,5002359000.0,6027295000.0,18920260000.0,,750045500.0,2384362000.0,27612480.0,52374660000.0,163000450.0,74271160000.0,,37529148.0,,1585337.9,5998581.0,,7288315400.0,734707460.0,52911730.0,242033420.0,,,5529614000.0,2685400800.0,15597153000.0,940131600.0,4344861000.0,,,13599138000.0,26606885000.0,71397410.0,1235792600.0,28033642000.0,,815652860.0,,,12287006000.0,4084831700.0,,1422500200.0,,,531237660.0,9363838.0,,121164690.0,,1953567400.0,,91286936.0,3776081400.0,,48740388.0,35805090.0,391004000.0,,,103694184.0,68616984.0,6347196.0,26590688.0,1473868000.0,,16687075.0,978211200.0,,14000649000.0,4282475000.0,71966410.0,2170119000.0,3046467800.0,10831928000.0,10143049000.0,,,,,3223823400.0,,6690116000.0,1664607900.0,105500344.0,8888599000.0,1998371500.0,298700130.0,4709141500.0,10831881000.0,,50261980.0,32090233000.0,2663902500.0,119188216.0,3314139400.0,6801777.0,818056260.0,,,,,5928631000.0,14608915.0,16501406.0,83147880.0,50725036.0,3773294600.0,,,,,353821020.0,5239646700.0,9189324000.0,246913440.0,187801490.0,,1237003500.0,770711550000.0,,507324.75,,,4000548600.0,229824220.0,439851700.0
1986,,,,,9171464000.0,,14359746000.0,4241073700.0,,64103012.0,9257294000.0,51875236.0,78669900.0,684926660.0,,274177800.0,,,,276855260.0,8732647000.0,259037140.0,84403910.0,,19172823000.0,7931176400.0,2953134300.0,,197346500.0,286809800.0,62238468.0,,1534677400.0,11568095.0,0.0,118110480.0,,64955994000.0,95158690.0,4293709600.0,211073470.0,722793900.0,5231209500.0,5472127500.0,17688074000.0,,850515650.0,2544000800.0,27745636.0,53913230000.0,168375580.0,73353880000.0,,40425330.0,,1515255.6,7987486.0,,6227832000.0,631419600.0,35180556.0,260312830.0,,,3586283300.0,2642968300.0,18437646000.0,965622100.0,3480270800.0,,,12689191000.0,28410245000.0,76830270.0,1366861600.0,29267372000.0,,976639000.0,,2280761.5,13210535000.0,3670871800.0,,1109509100.0,,,463954880.0,10196340.0,,127484520.0,,1710279200.0,,80911670.0,3178055000.0,,47950500.0,37531230.0,364514050.0,,,79711600.0,63728108.0,6672988.0,31525698.0,1262826400.0,,17606946.0,860062700.0,,14200599000.0,4147175700.0,71565630.0,2366975700.0,2526223600.0,10742292000.0,10907047000.0,,,,,3465752600.0,,6215578000.0,1757043100.0,106111100.0,9224340000.0,2247363300.0,303126720.0,,11491534000.0,,56301516.0,,2269670100.0,113838184.0,3235916300.0,13673119.0,808679700.0,,,,,6026993700.0,14583162.0,19200936.0,95071820.0,59691424.0,3601105000.0,,,,,303684700.0,5887136000.0,9539243000.0,262920420.0,200923090.0,,1249449100.0,821654850000.0,,600398.7,,,4078015000.0,423911500.0,439738050.0
