Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_GDR,OWID_KOS,OWID_USS,OWID_WRL,OWID_YAR,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
2001,,1426325100.0,136216510.0,12110441000.0,4037463300.0,216968450.0,16271698000.0,3666398000.0,309589380.0,119683830.0,6054929000.0,24767424.0,74554430.0,1573820800.0,1233814900.0,540170400.0,,254316480.0,10277695.0,446954720.0,19595293000.0,324600830.0,376788600.0,,15434860000.0,5828049400.0,3200076000.0,50416060000.0,,262864260.0,,120373020.0,5083352000.0,8755137.0,0.0,576280100.0,3957596700.0,46816813000.0,48276440.0,4578110000.0,450810270.0,3208987000.0,799629100.0,3878851600.0,20078184000.0,267242130.0,1348036600.0,2650327000.0,63084868.0,48800125000.0,177195090.0,58785542000.0,58006950.0,44594110.0,321741100.0,3031998.8,12603432.0,,8281018400.0,619599940.0,29727208.0,141557060.0,1290710900.0,0.0,1924108800.0,2131874600.0,32117314000.0,1405774000.0,3280817700.0,,0.0,14099420000.0,36536738000.0,80795540.0,1048943100.0,38602625000.0,432272400.0,671197760.0,88106920.0,165125500.0,21728119000.0,5449554400.0,28016622.0,1187903100.0,,495885600.0,1208883200.0,34810730.0,453637660.0,278985380.0,213974750.0,2499156000.0,25427100.0,114123600.0,4435522600.0,475387500.0,85687780.0,48936304.0,585223230.0,,45878412.0,104490620.0,107881016.0,15865430.0,15697995.0,2578728000.0,152925580.0,46698628.0,1486510200.0,45126744.0,12074082000.0,4208003300.0,152653900.0,2011834500.0,2930101000.0,,,,,1272258100000.0,,4814607400.0,0.0,1677523600.0,2373058000.0,75742024.0,6945468000.0,3258350000.0,178590640.0,,2442351900.0,25709877000.0,104863770.0,36702320000.0,3183560200.0,132977800.0,8678096000.0,32808368.0,260154320.0,1517065900.0,,1471458700.0,545020800.0,6282337000.0,34012800.0,14132483.0,55804524.0,,3411900200.0,16944160.0,,,38702532.0,423457000.0,9953500000.0,11161247000.0,218817040.0,246590420.0,1748603500.0,1097009700.0,570980960000.0,45682372.0,575563.75,,5606671000.0,2591329300.0,,833057400.0
2002,,1462053000.0,136025980.0,10866266000.0,3440660500.0,214593360.0,16971350000.0,3602014000.0,333396700.0,114752310.0,5871244000.0,45561212.0,79993330.0,1526869100.0,1244942000.0,647554940.0,437033400.0,264380460.0,10355964.0,400265820.0,19856890000.0,345073820.0,401591170.0,27869516.0,15513166000.0,5578517000.0,3184691500.0,57905100000.0,,284744160.0,,142395120.0,5337574400.0,7963289.0,0.0,393961440.0,4224469800.0,46944160000.0,61238944.0,4523337000.0,417699230.0,3279209700.0,934888000.0,4379360000.0,18611220000.0,319085220.0,1120394600.0,2702615000.0,56657104.0,49802772000.0,177130100.0,62280266000.0,82961770.0,51556324.0,353946720.0,3262981.0,11938336.0,,8123172000.0,459015100.0,33283218.0,141042480.0,1396323000.0,0.0,2101174800.0,2576913700.0,32017902000.0,1349853700.0,3531427300.0,,0.0,14078534000.0,37535375000.0,97448330.0,1016327940.0,38794895000.0,473781660.0,722427650.0,102319704.0,151438580.0,22326946000.0,5623442000.0,25864080.0,1105155200.0,,637308600.0,1000172000.0,26634624.0,452228700.0,248886050.0,349841570.0,2377793500.0,29813840.0,90188504.0,4287528400.0,206439890.0,85301440.0,48326228.0,426186020.0,,50273776.0,108184000.0,77232590.0,16231068.0,16975874.0,2930225400.0,151063950.0,36001924.0,2243883800.0,57271108.0,12060934000.0,5056834600.0,203216050.0,1935598600.0,3016734200.0,,,,,1359177200000.0,,5177681000.0,0.0,1558921700.0,2498300400.0,52534508.0,7064785400.0,3347283700.0,172235680.0,1529225600.0,2429178000.0,28481202000.0,99143120.0,32215615000.0,3310327600.0,133360320.0,9149198000.0,31417098.0,274119840.0,1678026200.0,,1493849500.0,604407040.0,5893169000.0,34667524.0,13955433.0,66036516.0,,3397520100.0,36090036.0,,,52069388.0,419239970.0,10590505000.0,10794015000.0,213980880.0,264423490.0,1859504900.0,1011158900.0,641102500000.0,38874936.0,422732.56,,7100917000.0,2839424000.0,,3000741000.0
2003,,1930749400.0,152810900.0,11483446000.0,3543907800.0,247125840.0,17287390000.0,3751221000.0,416248450.0,116611544.0,5934957000.0,49736650.0,78133416.0,1531601000.0,1266467200.0,740449500.0,304186720.0,267229380.0,11055005.0,456000130.0,15840919000.0,360181950.0,387402080.0,31377768.0,15798781000.0,5433335000.0,3612568300.0,62667320000.0,319275970.0,305440800.0,116626330.0,158488450.0,5606943000.0,8394237.0,0.0,381293730.0,4587708400.0,46302620000.0,75432060.0,4390962700.0,311393760.0,3208536000.0,1267573100.0,4474875400.0,18888660000.0,368819620.0,954166660.0,3431402800.0,56881750.0,51305062000.0,165381870.0,66714650000.0,100917750.0,62575132.0,274685900.0,3531579.8,12168027.0,,6959262000.0,498136770.0,31345548.0,178676380.0,1130031100.0,0.0,2267874000.0,3465054700.0,32732780000.0,1294015400.0,4121685000.0,,0.0,13848672000.0,37840634000.0,101748660.0,1172464800.0,38844006000.0,560832200.0,729385300.0,116220850.0,157850600.0,23086012000.0,6060306000.0,22667844.0,1110466300.0,,793235000.0,899461570.0,25078694.0,442336770.0,263337860.0,403610700.0,2518663700.0,32399140.0,104427460.0,4276379400.0,188262100.0,97525490.0,49860828.0,634136640.0,,47528028.0,106980320.0,122372104.0,16658249.0,17429552.0,3732373200.0,148869060.0,36338564.0,1381249500.0,58430172.0,12235180000.0,4861731000.0,226537330.0,1909280100.0,3172215600.0,,,,,1459775200000.0,,5532888600.0,0.0,1600740600.0,2784007000.0,47524964.0,7351081500.0,3251976000.0,153977260.0,1541788500.0,2505710000.0,29863596000.0,92269336.0,32444631000.0,2531217000.0,144921920.0,9239374000.0,35453560.0,210160800.0,1470401700.0,,1584392400.0,629488700.0,5850283500.0,40373256.0,13927312.0,66933260.0,47654644.0,3391748600.0,46722916.0,,,87457040.0,436260220.0,9848759000.0,10690948000.0,194267630.0,284839970.0,2148547800.0,879997440.0,729680600000.0,41137824.0,411581.28,1957839600.0,7327118000.0,2810555600.0,,944308540.0
2004,201236500.0,1837764700.0,167016100.0,12772610000.0,3646793000.0,272686100.0,18000134000.0,3757835800.0,504586080.0,113302110.0,5811348500.0,54205156.0,92275390.0,1560628400.0,1183443700.0,745801700.0,272743070.0,323429860.0,11525265.0,434097920.0,16459420000.0,283964580.0,358291200.0,29286962.0,16396748000.0,5332534300.0,4095415600.0,69026324000.0,336802430.0,324900160.0,193248240.0,186416770.0,5984679400.0,8677162.0,0.0,396160960.0,4404668000.0,44884130000.0,65425644.0,4416239600.0,275465820.0,3649536300.0,1185314800.0,4233680600.0,19743844000.0,389032700.0,1034993000.0,3638778600.0,63454908.0,52705750000.0,172814270.0,67542475000.0,140882750.0,58225480.0,254573100.0,3146519.5,,,7651335700.0,297801900.0,41476620.0,127813260.0,1026679940.0,0.0,2099924900.0,3873943800.0,38022115000.0,1314109200.0,5326274600.0,2140467300.0,0.0,14313297000.0,37964583000.0,94435550.0,1087785300.0,38688813000.0,640833000.0,719716200.0,124819000.0,156785360.0,24100202000.0,6522862000.0,21455266.0,1129084500.0,32872470.0,1035837630.0,1002190100.0,23388872.0,510290620.0,276632000.0,435677600.0,2447978500.0,28950258.0,103884260.0,4119880000.0,200862320.0,106092570.0,52631964.0,708072000.0,,51766140.0,117130450.0,125875490.0,15754325.0,29271958.0,3605460000.0,157481000.0,42326212.0,1345626600.0,52524080.0,12324019000.0,4984994300.0,270527940.0,1788724700.0,3570933200.0,,,,,1557316400000.0,,5760283600.0,0.0,1567545700.0,2623223300.0,53214716.0,7699905000.0,3478737700.0,182551870.0,1421087100.0,2694546200.0,31213875000.0,80507980.0,36002243000.0,7109274000.0,145526910.0,9414044000.0,29136308.0,203428340.0,1358492900.0,,1471836000.0,667659140.0,5505718000.0,44567170.0,17771860.0,79337860.0,47468908.0,3325367600.0,54836164.0,,,189789860.0,444147230.0,9152466000.0,10709626000.0,198170460.0,325662300.0,2319052300.0,850069250.0,795293500000.0,,583485.94,2004842200.0,5975672300.0,2909494800.0,173106240.0,581294000.0
2005,181216460.0,2603782000.0,173017060.0,11652233000.0,3830618400.0,333614100.0,18628758000.0,3677124900.0,591057340.0,108549970.0,5599733000.0,54962532.0,97333176.0,1582054400.0,1210769800.0,701555000.0,227696590.0,420907230.0,13158672.0,412520580.0,17808964000.0,344350800.0,324682850.0,28972738.0,17117881000.0,5248988000.0,4210656800.0,75799850000.0,322491650.0,320837600.0,226821140.0,146579100.0,6092714500.0,9470378.0,0.0,430457860.0,4815767000.0,44185952000.0,76181060.0,4207723300.0,341165000.0,3820645600.0,1558862000.0,4225419000.0,19989674000.0,372612300.0,1038744500.0,3743490000.0,55720772.0,51625420000.0,157055260.0,68174000000.0,374183140.0,57891120.0,,4413977.5,17102554.0,,8273742300.0,238412020.0,32691936.0,125572970.0,1071244160.0,0.0,2078744400.0,3364679000.0,40464024000.0,1330731500.0,6333574700.0,2889252000.0,0.0,14666569000.0,36525093000.0,90857770.0,1081383700.0,38618853000.0,807743550.0,759178200.0,138224510.0,153616530.0,26065078000.0,6312654000.0,20974848.0,1146728800.0,43767250.0,1020381900.0,927380350.0,23843854.0,556281500.0,279914200.0,506985440.0,2540413400.0,33700120.0,93284660.0,4186262300.0,187141550.0,111171520.0,66403772.0,716171650.0,94067896.0,50146976.0,90119920.0,106555820.0,16031616.0,47982612.0,3856710400.0,174334780.0,40675268.0,1188116400.0,52624044.0,12345704000.0,4690101000.0,299128600.0,1767294600.0,4302496300.0,,,,,1621840500000.0,,5995324400.0,0.0,1943534700.0,2672913200.0,62780236.0,8224796700.0,3748384800.0,162092670.0,1500657200.0,2849509000.0,35471750000.0,77884870.0,43476054000.0,5810781000.0,165238030.0,10000460000.0,28115494.0,201751760.0,1138524700.0,,1595018800.0,680604700.0,5577306600.0,58329570.0,16285149.0,80613770.0,46509600.0,3044075000.0,,,19552470.0,228764080.0,477813900.0,8821323000.0,10304118000.0,213809600.0,326495740.0,2808472000.0,861033100.0,831923900000.0,,1022935.6,2091671400.0,6142749700.0,3230112300.0,193829230.0,435547100.0
2006,183201380.0,3058509300.0,212511250.0,11568243000.0,3949791700.0,394103800.0,19624194000.0,3531899400.0,1214542500.0,90669300.0,5556207600.0,54942600.0,92742920.0,1702845400.0,1198612500.0,769351940.0,218915540.0,546699840.0,16245684.0,402378800.0,18440460000.0,387425400.0,319644670.0,,17913510000.0,4996446000.0,4797380000.0,87250550000.0,333830000.0,348470200.0,246127410.0,171061220.0,6442221600.0,8787450.0,0.0,423547100.0,4448706600.0,43399650000.0,81280104.0,4599267300.0,329203800.0,3916355800.0,1502753800.0,4323500000.0,20644340000.0,408391940.0,938237900.0,3811055400.0,69804020.0,51863294000.0,174130990.0,68486726000.0,635664800.0,61838460.0,,3965036.5,,,8602396000.0,278439140.0,31805556.0,144135280.0,1082775600.0,0.0,1862707800.0,3416606500.0,40791884000.0,1319555800.0,7583813600.0,2073989000.0,0.0,14896905000.0,35341767000.0,108214840.0,1182785000.0,38126735000.0,944391400.0,750890200.0,152074400.0,155659150.0,27004340000.0,6240466000.0,21037282.0,1138640800.0,23698072.0,897792830.0,1070827500.0,25078352.0,615698750.0,274035680.0,637332740.0,2564666400.0,42831176.0,89900040.0,3925881300.0,178135570.0,120525840.0,53914016.0,,92890250.0,61424396.0,80883190.0,124662070.0,15718923.0,39341092.0,3774021600.0,183755140.0,,1238401500.0,55318572.0,12928664000.0,4681061000.0,281488800.0,1955452900.0,4585450500.0,,,,,1665840300000.0,,6094534700.0,0.0,2031260700.0,2763803000.0,62106476.0,8743374000.0,3616706300.0,185578460.0,1611328900.0,2937530400.0,39261843000.0,85780090.0,49525375000.0,6834575400.0,191558060.0,10090572000.0,31022126.0,207347150.0,1148762900.0,2599209500.0,1617880200.0,779726900.0,5490453000.0,58038532.0,15999512.0,297245570.0,,3092168000.0,,,39098330.0,250147710.0,504009700.0,9233969000.0,9885213000.0,233627860.0,315625660.0,3150719200.0,900065600.0,843911660000.0,,1259392.5,2462224600.0,5747533000.0,3274616600.0,211769900.0,403067840.0
2007,282014560.0,2682537000.0,263000340.0,12292063000.0,4272616700.0,461958430.0,20829878000.0,4200192800.0,1319337300.0,91088290.0,5995410000.0,,126474710.0,1792039300.0,1401947000.0,833779500.0,216163890.0,596494850.0,17785622.0,422055970.0,19887150000.0,400788670.0,352521660.0,30337610.0,19530370000.0,5027856000.0,4723407000.0,95911120000.0,363487840.0,365472220.0,232379310.0,202826910.0,6834202000.0,8772598.0,0.0,401482100.0,4293297400.0,43466035000.0,53981680.0,4436421600.0,329311070.0,4594953700.0,2026100600.0,4354130400.0,21411125000.0,553098100.0,859350460.0,3590586600.0,86600120.0,51843748000.0,,70351310000.0,1258575700.0,94874460.0,,5442389.5,,260738220.0,8595568000.0,273920740.0,37311330.0,171030540.0,1114291100.0,0.0,1897191800.0,4108548400.0,41284653000.0,1329286300.0,6973776400.0,3174133200.0,0.0,16705815000.0,34333356000.0,119802290.0,1661813800.0,37631160000.0,1419902000.0,840792500.0,165976600.0,147392380.0,28227470000.0,6628558300.0,21022246.0,1249631600.0,14903485.0,844973630.0,1311461100.0,27318470.0,671227000.0,284157200.0,694763840.0,2641184000.0,48669972.0,108360580.0,5267976000.0,206002670.0,125239910.0,53975620.0,,84005180.0,80227450.0,89043620.0,0.0,15343239.0,40525810.0,4214009900.0,205166340.0,,1438261200.0,55334336.0,13102917000.0,4980101600.0,270953340.0,1973270500.0,4651021300.0,,,,,1733071500000.0,,6136934400.0,0.0,1968177700.0,3027333400.0,74922260.0,9876750000.0,3395279400.0,190433380.0,2076315400.0,2816963600.0,42736570000.0,79422860.0,57047106000.0,8144357400.0,215278430.0,10479689000.0,27733572.0,231059410.0,1295271800.0,2382885400.0,1636515800.0,784375200.0,5634396000.0,59078136.0,19482834.0,522316540.0,,3505151500.0,,,49186424.0,250907140.0,465005150.0,8903605000.0,10460259000.0,244777950.0,322849470.0,3829627600.0,859714800.0,866430500000.0,,1271817.1,3172210200.0,6871803000.0,3226685200.0,239882460.0,
2008,245772820.0,3631410700.0,309894820.0,14973815000.0,4245469200.0,536153700.0,21589398000.0,4070439200.0,1776029800.0,75994740.0,6536211000.0,59528796.0,115883976.0,1770539100.0,1369551900.0,902387650.0,224874960.0,611286600.0,22741248.0,639099140.0,21155800000.0,413563300.0,377302180.0,42774668.0,21047398000.0,5150087000.0,5013699600.0,104937290000.0,364183330.0,378683800.0,167168770.0,223146830.0,8078231000.0,10397103.0,0.0,402816740.0,3660374300.0,44493730000.0,50668692.0,4606734000.0,378136100.0,5353755000.0,2348496400.0,4054931500.0,21293386000.0,541453400.0,687015400.0,3870763000.0,56407900.0,51466977000.0,,73431260000.0,1194681100.0,83051040.0,,17549142.0,,340962940.0,9555512000.0,296858940.0,42452056.0,212044660.0,1279393900.0,0.0,1763204500.0,3817226200.0,46827123000.0,1377125200.0,6709170700.0,4195821800.0,0.0,16924670000.0,35754824000.0,161900660.0,1920229100.0,37268996000.0,1348248600.0,802459650.0,167776720.0,124145150.0,30073983000.0,6103100400.0,19497906.0,1145138300.0,23562998.0,1277027100.0,1501418900.0,19865274.0,692231940.0,212487410.0,680711500.0,2945981400.0,59911250.0,113921600.0,5238443000.0,189039580.0,138790530.0,55369350.0,,95685310.0,73702120.0,89198584.0,144577900.0,17016912.0,49531490.0,4309286400.0,257315090.0,50682704.0,2020127700.0,52406184.0,12876469000.0,5008002000.0,285665200.0,1913914000.0,4416753700.0,,,988776.3,,1836924900000.0,,5785875500.0,0.0,1962616700.0,3027787000.0,61662470.0,8983580000.0,3471121200.0,190365980.0,2677208800.0,3104614000.0,46957880000.0,83738296.0,55990186000.0,9825162000.0,210763920.0,10551350000.0,20816034.0,226210500.0,1256801000.0,3294915000.0,1677167000.0,830645300.0,5011405000.0,66240790.0,14715647.0,695224000.0,60377390.0,4368536600.0,45814596.0,,44938976.0,248199020.0,505609000.0,9031775000.0,10650902000.0,248927620.0,355765800.0,3746495500.0,970609300.0,929457800000.0,,1268982.6,3124755700.0,6604835300.0,3203496200.0,238986050.0,
2009,276581300.0,3533266400.0,245189260.0,17629008000.0,4575507500.0,558878140.0,23215772000.0,3800870700.0,1568794200.0,,6156252000.0,,129605460.0,2065656000.0,1092546800.0,1009832450.0,247389170.0,541221900.0,21213582.0,500720260.0,23067556000.0,405932770.0,363579420.0,49764890.0,22008685000.0,5144641000.0,4508650500.0,127335040000.0,432840830.0,383794140.0,180086260.0,,8486325000.0,8478591.0,0.0,439739260.0,3768645600.0,46178760000.0,,4331676700.0,371420500.0,5814735400.0,2644365300.0,3935660000.0,20441338000.0,469116830.0,679768600.0,4063425300.0,64238244.0,55274828000.0,,74607790000.0,728684540.0,96523016.0,,8330092.5,14988281.0,436291040.0,10018569000.0,278567070.0,42022890.0,237882240.0,1165747000.0,0.0,1571603500.0,4004903000.0,55131656000.0,1359200300.0,7019757600.0,3999353600.0,0.0,16582062000.0,34582897000.0,156768590.0,2234538800.0,37967150000.0,1271530100.0,818710000.0,183788050.0,212158690.0,31964764000.0,5933364700.0,16288082.0,1380025000.0,30237546.0,,1550765200.0,42473532.0,522241150.0,210258180.0,432315000.0,3146517200.0,43321612.0,82296780.0,6290696000.0,184407120.0,144342400.0,60333120.0,,87863304.0,47620108.0,98021760.0,145047740.0,18329208.0,60687124.0,4067999700.0,271269150.0,52508108.0,2099423900.0,51900428.0,13154360000.0,5313275000.0,320408200.0,2008711300.0,4151570000.0,,,31371058.0,,1963322900000.0,,5962627000.0,0.0,2413774600.0,2911738400.0,77874170.0,9475829000.0,3714309600.0,211580400.0,2365819600.0,2639819000.0,49267720000.0,85721890.0,57539620000.0,9580981000.0,225205040.0,10903391000.0,24562126.0,245713900.0,1235614700.0,2350857500.0,1602692600.0,836621950.0,4914680300.0,72012960.0,12499380.0,805726200.0,59362524.0,5390693000.0,47093040.0,,68855980.0,232353970.0,521443900.0,9664085000.0,11471295000.0,277154800.0,349683620.0,3431892200.0,992722400.0,1002596470000.0,,715410.06,3443398000.0,7555887600.0,3350862000.0,225628140.0,
2010,295762460.0,3780793600.0,263398020.0,22108713000.0,4527539700.0,583885800.0,23485823000.0,3779045400.0,1485471100.0,,5896310000.0,,133082050.0,2487403500.0,1030508300.0,1007894500.0,230455710.0,608904060.0,18670782.0,874854460.0,25616386000.0,423570800.0,340891700.0,73713256.0,19878435000.0,4969379000.0,5072823000.0,133606670000.0,413948100.0,409986720.0,282338940.0,247535330.0,8421652500.0,8542540.0,0.0,456257250.0,3418819000.0,46291116000.0,,4611844000.0,399082880.0,6153756000.0,2743581200.0,3934630100.0,20573921000.0,449163520.0,687472900.0,3973451000.0,59729164.0,52654588000.0,297780670.0,73353790000.0,546125950.0,91677910.0,,,19112094.0,,7698858000.0,305022140.0,40473380.0,246600030.0,1080220500.0,0.0,1409862000.0,4703489000.0,55353356000.0,1295071600.0,7142865400.0,4506810000.0,0.0,16702851000.0,33595372000.0,139025440.0,2117104000.0,38103114000.0,1396590600.0,868034940.0,225752060.0,253468180.0,32230357000.0,5824549400.0,16379230.0,1475305700.0,38007416.0,,1445335900.0,56054130.0,435941630.0,265132290.0,327332320.0,3367440100.0,33036594.0,64537410.0,5991241000.0,156867730.0,152178930.0,61936740.0,,89663640.0,59533350.0,126596430.0,0.0,16657495.0,51201904.0,3556440000.0,295873900.0,68954904.0,2464914200.0,54835492.0,12600526000.0,5230264300.0,336139620.0,2045536800.0,4383479000.0,,,45055268.0,,2003199700000.0,,6234974700.0,0.0,2628901400.0,3058650400.0,64543600.0,9928159000.0,3638433000.0,234149070.0,2335528700.0,2431261400.0,50269260000.0,87283950.0,59887640000.0,,212613140.0,10693678000.0,25555928.0,257044900.0,1198814800.0,2484749000.0,1402944900.0,833108100.0,5318799000.0,80019680.0,9395523.0,719292400.0,63272890.0,5775015400.0,52883452.0,,46651436.0,218805620.0,540987840.0,9493114000.0,10841880000.0,358832000.0,747916860.0,3452309200.0,1082927900.0,1031257100000.0,,660564.06,3826920000.0,7499152000.0,3242389800.0,250676260.0,319454500.0
2011,290910750.0,3540075000.0,261993710.0,24016204000.0,4462623000.0,535043200.0,23160455000.0,3693125400.0,2825966800.0,,5689399300.0,,138498190.0,2636204300.0,856944960.0,1240899200.0,203423250.0,653823360.0,18471036.0,580461060.0,24812880000.0,414849300.0,329660670.0,67098160.0,20550218000.0,5102302700.0,5406727000.0,143428910000.0,346475300.0,372404200.0,323061440.0,,7839404500.0,9225632.0,0.0,422739700.0,3078829300.0,45352653000.0,,4298610000.0,379709760.0,8807051000.0,3077174800.0,3821035500.0,18979550000.0,477925800.0,662509600.0,4037058300.0,62758900.0,51088740000.0,277274560.0,70873880000.0,491393600.0,170427970.0,,,17728650.0,,6198590500.0,322627700.0,40294310.0,272246240.0,1118136300.0,0.0,1429339300.0,5392171000.0,55862063000.0,1227833900.0,6164815400.0,4856405000.0,0.0,16809578000.0,32899762000.0,147231180.0,2080646000.0,38618140000.0,1539118800.0,887091100.0,221971650.0,266782860.0,32671961000.0,6655646000.0,18327294.0,1441893600.0,48914024.0,,1515740500.0,43571404.0,420865280.0,228966560.0,338746600.0,3391989000.0,36467656.0,72237970.0,6540122600.0,146346600.0,154519580.0,54543600.0,,87284744.0,81365576.0,116809130.0,0.0,17167484.0,52273260.0,3986765800.0,312616640.0,80092050.0,2744108000.0,61912136.0,12177129000.0,5328901600.0,347492640.0,1977980700.0,5738665000.0,,,52836344.0,,2006230200000.0,,6572603000.0,0.0,2679791000.0,3107365400.0,74649510.0,10066990000.0,3449797400.0,266770350.0,,2515041000.0,53649244000.0,88187090.0,60701086000.0,,230382670.0,10312795000.0,26594862.0,268468320.0,1151395000.0,3546939600.0,1203871400.0,672220800.0,5001076000.0,78164870.0,11440940.0,664998800.0,60446748.0,5315591000.0,65724270.0,,31976858.0,213691520.0,645334460.0,9574547000.0,10945257000.0,386311420.0,741453250.0,3172167000.0,1052940300.0,1019045940000.0,,780068.7,3572191200.0,6799862300.0,3359550200.0,263290060.0,623292400.0
2012,218009980.0,3715358500.0,256040700.0,23662105000.0,4407555600.0,547854600.0,22348825000.0,3644395800.0,2931543000.0,81536010.0,5625997300.0,72548664.0,153564220.0,2773243000.0,858119500.0,1381313800.0,200868560.0,734729540.0,18000736.0,685239940.0,25289994000.0,407565630.0,307296160.0,58988348.0,19541273000.0,5008769500.0,5074448400.0,158165570000.0,422089150.0,400026750.0,410099140.0,,8391231500.0,9713116.0,0.0,385957000.0,2959645000.0,46648582000.0,,4432944600.0,428236350.0,9267599000.0,3090175000.0,3717928200.0,19194694000.0,558375300.0,619158400.0,4086569000.0,59011410.0,50303967000.0,305622600.0,68905830000.0,509750080.0,262051360.0,381346080.0,13759672.0,26254914.0,,5482389500.0,355466240.0,40787636.0,279250240.0,1022008000.0,,1360565900.0,6191183400.0,55578570000.0,1162841000.0,6418306000.0,4415982600.0,0.0,17136278000.0,30411254000.0,146603410.0,1838502300.0,38149956000.0,1796101500.0,1002792000.0,221265400.0,291252640.0,33503853000.0,7202565600.0,18745276.0,1461547800.0,55419410.0,2770733600.0,1368321300.0,42517490.0,421524540.0,223027700.0,311394370.0,3635946200.0,37404788.0,70614290.0,6923878000.0,138257400.0,146710020.0,51484972.0,2969236000.0,77352340.0,99525540.0,130042750.0,172466290.0,16464928.0,59965830.0,3802181000.0,307738560.0,152969300.0,2417359400.0,82666376.0,11442437000.0,5425976000.0,329656420.0,1923646000.0,10311794000.0,,,47489396.0,,1983584900000.0,,6970211300.0,0.0,3005796600.0,3155210000.0,108146480.0,10154973000.0,3023206400.0,305759600.0,,2446597400.0,62160770000.0,86623980.0,68696860000.0,,209974240.0,10072249000.0,29110908.0,268208220.0,1127987800.0,2258184700.0,1204443600.0,578771800.0,5105618000.0,68961220.0,13466675.0,,67982360.0,5516493000.0,68243550.0,,46515130.0,226663340.0,651867460.0,9809526000.0,11330782000.0,392328960.0,378578200.0,3551835100.0,1148258300.0,962443300000.0,,921191.06,4159848200.0,6229431000.0,3511101400.0,293082940.0,963838850.0
2013,200988160.0,5074542000.0,241061060.0,28985926000.0,4938491000.0,616771840.0,22154707000.0,3502930700.0,2965552000.0,84049240.0,5482463000.0,76858790.0,166233460.0,2763624700.0,925620030.0,1524302300.0,194831310.0,786301060.0,20921686.0,731866000.0,25427622000.0,407328540.0,299919140.0,59816612.0,18063647000.0,5438179300.0,5134655000.0,171025450000.0,420069920.0,420383170.0,458195200.0,371176740.0,9137211000.0,9335343.0,0.0,348237540.0,2822312000.0,44924140000.0,,4066015500.0,420142750.0,10010514000.0,3177947100.0,3685649400.0,16745773000.0,576824200.0,620678500.0,4112328700.0,57881710.0,49978053000.0,298517860.0,66386665000.0,463562880.0,193066370.0,392705100.0,13555337.0,22253520.0,,5119472600.0,380346020.0,42173556.0,337275360.0,976673600.0,6606749.5,1286573300.0,8323756000.0,55615360000.0,1156496800.0,5168746500.0,8142451700.0,0.0,17673273000.0,29246669000.0,141309740.0,1720674800.0,37992194000.0,2026378600.0,990007800.0,236683620.0,316543740.0,34518815000.0,6814624000.0,19297838.0,1535967700.0,51286464.0,3612792600.0,1405147900.0,42935790.0,436150880.0,231040820.0,334338880.0,4153869000.0,41586656.0,70258296.0,7324185600.0,138056000.0,147605580.0,53055760.0,3264971500.0,70127980.0,92073090.0,150209890.0,170155630.0,22621594.0,93958040.0,4142929200.0,324247550.0,103099864.0,2323689500.0,86096170.0,10657802000.0,5551997400.0,361296400.0,1878510600.0,9670795000.0,,,50577010.0,,1942804000000.0,,7209496000.0,0.0,3465255400.0,3601785300.0,105449430.0,10072750000.0,3130891800.0,336331000.0,,2633039000.0,65190097000.0,88983250.0,78710465000.0,,242875820.0,10039546000.0,29294784.0,281856670.0,1092570100.0,2245223400.0,1090570000.0,513127140.0,5135290400.0,72887020.0,15753720.0,769861950.0,74348560.0,5482216400.0,,,39770136.0,270155800.0,717681700.0,10074224000.0,10700808000.0,453203500.0,317901570.0,3776004000.0,1205393500.0,888413160000.0,,1096873.5,4349910000.0,5731794000.0,3580440600.0,316264100.0,1062873400.0
