Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,2.7222223,1.8543152,60.971428,28.076643,36.787235,4.434948,19.52805,11.683878,88.65,21.477272,17.278595,46.511635,11.944586,7.552181,21.882994,50.321655,23.311295,14.752478,31.088799,1.7341772,50.935066,41.243164,40.755703,65.93292,14.444445,54.542572,67.08674,14.651163,75.33207,68.32722,27.752016,73.97507,40.996395,30.275658,23.434889,18.853493,19.379309,45.688667,67.8372,64.816986,56.39508,22.98764,9.404467,55.79808,26.001926,0.15765765,53.875,18.572512,37.128624,32.499428,0.24158758,78.066666,14.29,44.935455,0.7172148,55.284668,0.0039278716,13.148539,1.983603,34.207447,52.39621,24.641241,73.84705,55.08867,27.920382,0.05839416,91.22857,91.9844,12.210143,43.728596,27.087763,26.58408,35.362648,78.489334,93.247055,28.773468,52.058823,0.0005359971,39.442516,96.720375,44.444443,94.30643,63.718563,33.684776,13.940494,21.05161,48.589645,6.368421,22.733496,9.15024,6.626194,1.8833616,0.31954777,28.301264,48.108032,0.79622495,68.24691,1.1693633,6.705222,6.1569343,61.075233,1.3209877,42.307693,66.35246,0.28002244,60.87539,13.5767355,83.14742,0.12143515,47.639343,33.625,36.067574,1.1370224,32.266308,33.676968,52.08099,24.8,12.768698,0.0,10.471268,22.369131,12.4,35.800125,52.22222,37.967884,10.64826,1.09375,53.423794,46.54275,9.158162,44.173912,49.490856,0.92503154,20.996494,32.68668,59.934105,9.788872,45.834244,1.0484724,22.291061,50.73708,10.67716,33.48747,41.26627,0.0,37.41005,0.0051696287,32.659756,4.3027577,64.583176,57.847282,24.513733,86.04348,75.95111,29.595871,48.382187,61.917034,36.554207,55.32587,42.797466,0.12184508,27.668636,49.609318,16.588163,1.2876508,14.097377,46.942867,23.690807,90.47302,40.585064,34.06419,16.666666,11.980744,29.530266,11.257893,60.979168,92.84283,39.5468,61.232395,69.14899,27.35872,8.823529,69.478264,2.4882317,11.073684,5.04506,23.321566,39.470337,2.9541032,4.958185,73.07128,12.125,46.130604,4.298661,26.179268,34.333332,66.0,61.114246,16.960104,16.41353,7.6350703,33.18269,6.720632,73.17949,55.814953,66.6,55.114285,37.59735,79.33142,61.78777,1.0398318,17.057465,63.29652,40.476128
2001,2.7222223,1.8543152,60.562325,28.12325,36.95532,4.4413967,19.39231,11.682649,87.88,21.325,17.256023,46.54011,11.999359,7.552181,21.957008,49.071167,22.820395,14.727825,31.422255,1.7341772,50.935066,41.225605,40.931572,65.600174,14.444445,54.39615,66.660416,14.651163,75.00949,68.58755,27.752016,73.9189,41.05472,30.373203,23.517416,19.104977,19.013016,45.54122,67.53946,64.781845,56.292458,22.693176,9.513648,55.860165,26.493593,0.15765765,53.7875,18.585823,37.147713,32.51517,0.24158758,78.041336,14.32685,44.977947,0.71693146,55.00196,0.0039449497,13.099142,1.9827536,34.502068,52.62352,24.576735,73.78005,55.42058,28.126934,0.05839416,91.26714,91.97727,12.253545,43.817528,27.244751,26.311424,34.79081,78.333,92.95116,28.7827,52.058823,0.0005359971,39.003166,96.668976,44.444443,94.283875,63.374672,33.74732,13.92598,21.188824,48.819317,6.368421,22.79757,9.280911,6.626194,1.8802934,0.33593178,28.52404,48.45374,0.79622495,68.27161,1.1665944,6.7161613,6.1808863,60.966595,1.3209877,42.307693,66.26127,0.28226712,60.70665,13.586315,82.74358,0.12124589,47.967213,33.73125,35.94604,1.1370224,32.50591,33.75465,52.29169,24.8,12.768033,0.0,10.562785,22.185545,12.4,35.726154,52.22222,37.9793,10.565858,1.09375,52.89871,48.037174,9.153027,44.173912,49.15129,0.9275803,20.817726,32.241196,59.707745,9.788088,45.840645,1.0386674,22.151747,49.91175,10.718681,33.473965,41.383057,0.0,37.40917,0.0051696287,32.632324,4.2830296,64.42929,57.613426,24.35626,86.25652,75.90271,29.68408,49.084557,62.001892,36.448654,54.37389,42.82368,0.12184508,27.733397,49.66462,16.61658,1.2876508,14.004154,46.862125,23.792479,90.44666,40.311764,33.92085,16.666666,11.858402,30.002129,11.2613735,60.922916,92.81793,39.581116,61.301918,69.12689,27.271511,8.823529,69.00652,2.5158858,11.073684,4.9797254,23.267162,39.456635,2.9541032,4.958185,72.977135,12.125,46.047955,4.3215694,26.300718,34.333332,,60.65929,16.710018,16.42009,7.840555,33.23936,6.8087153,73.18205,55.718636,66.59333,54.868572,38.109097,79.135765,61.61475,1.0398318,17.12965,63.248363,40.202847
2002,2.7222223,1.8543152,60.153217,28.169853,37.123405,4.4478455,19.25657,11.681419,87.11,21.172728,17.233454,46.56859,12.0541315,7.552181,22.031023,47.820683,22.329496,14.703173,31.75571,1.7341772,50.935066,41.208046,41.107445,65.267426,14.444445,54.24972,66.23409,14.651163,74.686905,68.84788,27.752016,73.86273,41.11305,30.470749,23.599947,19.35646,18.646723,45.39377,67.241714,64.746704,56.189835,22.39871,9.6228285,55.92225,26.98526,0.15765765,53.7,18.599134,37.166798,32.530914,0.24158758,78.016,14.3637,45.02044,0.71664804,54.719254,0.0039620274,13.049746,1.9819044,34.796688,52.85083,24.51223,73.71305,55.75249,28.333488,0.05839416,91.30572,91.970146,12.296946,43.90646,27.40174,26.038767,34.21897,78.176674,92.65526,28.791931,52.058823,0.0005359971,38.563812,96.61757,44.444443,94.26131,63.03078,33.809864,13.911466,21.326036,49.04898,6.368421,22.86164,9.411584,6.626194,1.8772252,0.35231578,28.746815,48.799446,0.79622495,68.296295,1.1638256,6.7271004,6.2048383,60.857952,1.3209877,42.307693,66.17008,0.28451177,60.53791,13.595895,82.339745,0.12105664,48.295082,33.8375,35.82451,1.1370224,32.74551,33.832336,52.502396,24.8,12.767367,0.0,10.654303,22.001959,12.4,35.65218,52.22222,37.990723,10.483456,1.09375,52.373615,49.531597,9.14789,44.173912,48.811726,0.93012905,20.638958,31.795715,59.481388,9.787305,45.847046,1.0288624,22.012434,49.086422,10.760202,33.46046,41.49984,0.0,37.408287,0.0051696287,32.60489,4.263302,64.27541,57.37957,24.198786,86.46957,75.85431,29.77229,49.786922,62.086754,36.343105,53.421906,42.8499,0.12184508,27.798157,49.71992,16.644995,1.2876508,13.910932,46.781384,23.89415,90.420296,40.03846,33.777508,16.666666,11.73606,30.473991,11.264855,60.866665,92.79304,39.615433,61.371445,69.10479,27.184301,8.823529,68.53478,2.54354,11.073684,4.91439,23.212759,39.442932,2.9541032,4.958185,72.88299,12.125,45.9653,4.344477,26.422173,34.333332,,60.204334,16.459934,16.42665,8.046041,33.296032,6.8967986,73.184616,55.622326,66.58667,54.622856,38.620842,78.94012,61.441727,1.0398318,17.201838,63.200203,39.929565
2003,2.7222223,1.8543152,59.744118,28.21646,37.29149,4.4542947,19.12083,11.68019,86.34,21.020454,17.210882,46.59707,12.108905,7.552181,22.105038,46.570194,21.838596,14.67852,32.08917,1.7341772,50.935066,41.190487,41.283314,64.93468,14.444445,54.1033,65.80776,14.651163,74.36433,69.10821,27.752016,73.806564,41.17137,30.568295,23.682478,19.607943,18.280432,45.24632,66.94398,64.71156,56.08721,22.104244,9.73201,55.984333,27.476927,0.15765765,53.6125,18.612446,37.185886,32.546658,0.24158758,77.99067,14.40055,45.06293,0.7163646,54.436546,0.003979105,13.000349,1.9810551,35.09131,53.07814,24.447723,73.64606,56.0844,28.540043,0.05839416,91.344284,91.96302,12.340346,43.995396,27.558727,25.766111,33.647133,78.02034,92.35936,28.801165,52.058823,0.0005359971,38.124462,96.56616,44.444443,94.23875,62.68689,33.87241,13.896952,21.463247,49.278652,6.368421,22.92571,9.542255,6.626194,1.874157,0.3686998,28.96959,49.145153,0.79622495,68.320984,1.1610568,6.73804,6.2287903,60.749313,1.3209877,42.307693,66.078896,0.28675646,60.36917,13.605474,81.9359,0.12086739,48.62295,33.94375,35.702976,1.1370224,32.98511,33.910023,52.713097,24.8,12.766702,0.0,10.745819,21.818375,12.4,35.57821,52.22222,38.00214,10.401054,1.09375,51.848522,51.026024,9.142754,44.173912,48.472153,0.9326778,20.46019,31.350233,59.255028,9.786521,45.853447,1.0190574,21.873117,48.261093,10.801723,33.446957,41.616623,0.0,37.407406,0.0051696287,32.577457,4.2435737,64.12153,57.145714,24.041311,86.68261,75.80591,29.860498,50.48929,62.17161,36.237556,52.469925,42.876118,0.12184508,27.862917,49.775223,16.673409,1.2876508,13.817709,46.700645,23.995821,90.39393,39.765156,33.63417,16.666666,11.613718,30.945856,11.268336,60.810417,92.768135,39.64975,61.44097,69.082695,27.097094,8.823529,68.06304,2.5711944,11.073684,4.849055,23.158356,39.42923,2.9541032,4.958185,72.78883,12.125,45.882652,4.3673854,26.543623,34.333332,,59.74938,16.20985,16.433207,8.251526,33.352703,6.9848814,73.18718,55.526012,66.58,54.377144,39.132587,78.74446,61.268703,1.0398318,17.274023,63.152046,39.656284
2004,2.7222223,1.8543152,59.33501,28.263065,37.459576,4.4607434,18.985092,11.67896,85.57,20.868181,17.18831,46.625546,12.163678,7.552181,22.179052,45.319706,21.347698,14.653868,32.422623,1.7341772,50.935066,41.172928,41.459187,64.60193,14.444445,53.95687,65.38144,14.651163,74.04175,69.36854,27.752016,73.7504,41.2297,30.66584,23.765005,19.859428,17.914139,45.09887,66.64625,64.67643,55.98459,21.80978,9.841191,56.046417,27.968594,0.15765765,53.525,18.625757,37.20497,32.5624,0.24158758,77.96533,14.4374,45.105423,0.7160812,54.153843,0.0039961827,12.950953,1.9802059,35.38593,53.305454,24.383217,73.579056,56.41631,28.746595,0.05839416,91.38286,91.955894,12.383747,44.084328,27.715715,25.493456,33.0753,77.86401,92.06346,28.810396,52.058823,0.0005359971,37.68511,96.51476,44.444443,94.21619,62.343,33.93495,13.882439,21.60046,49.50832,6.368421,22.989786,9.672928,6.626194,1.8710887,0.3850838,29.192364,49.49086,0.79622495,68.34568,1.158288,6.748979,6.2527423,60.640675,1.3209877,42.307693,65.9877,0.28900114,60.20043,13.615054,81.53206,0.120678134,48.95082,34.05,35.581444,1.1370224,33.224712,33.98771,52.923798,24.8,12.766036,0.0,10.837337,21.634789,12.4,35.504234,52.22222,38.01356,10.318652,1.09375,51.323433,52.520447,9.137617,44.173912,48.132587,0.93522656,20.281422,30.904753,59.02867,9.785738,45.859848,1.0092524,21.733805,47.435764,10.843244,33.433453,41.733406,0.0,37.406525,0.0051696287,32.550022,4.2238455,63.967648,56.911858,23.883839,86.89565,75.757515,29.948708,51.191658,62.256474,36.132004,51.517944,42.902332,0.12184508,27.927677,49.83052,16.701824,1.2876508,13.724486,46.619904,24.097492,90.36756,39.49185,33.49083,16.666666,11.491376,31.417719,11.271818,60.754166,92.74324,39.684067,61.510498,69.0606,27.009884,8.823529,67.5913,2.5988486,11.073684,4.78372,23.103952,39.41553,2.9541032,4.958185,72.69469,12.125,45.8,4.3902936,26.665075,34.333332,,59.294422,15.9597645,16.439766,8.45701,33.409378,7.0729647,73.18974,55.429703,66.57333,54.131428,39.644333,78.54881,61.095684,1.0398318,17.346209,63.10389,39.383
2005,2.7222223,1.8543152,58.925907,28.309671,37.62766,4.467192,18.849352,11.677731,84.8,20.71591,17.165741,46.654022,12.2184515,7.552181,22.253067,44.069218,20.856798,14.629215,32.75608,1.7341772,50.935066,41.155373,41.635056,64.26918,14.444445,53.810448,64.95512,14.651163,73.71916,69.62887,27.752016,73.69422,41.288025,30.763388,23.847536,20.11091,17.547846,44.95142,66.3485,64.64129,55.881966,21.515314,9.950372,56.1085,28.46026,0.15765765,53.4375,18.639069,37.22406,32.578144,0.24158758,77.94,14.47425,45.147915,0.71579784,53.871136,0.0040132604,12.901556,1.9793566,35.680553,53.532764,24.31871,73.512054,56.748222,28.95315,0.05839416,91.421425,91.94877,12.427149,44.173264,27.872704,25.2208,32.50346,77.70768,91.767555,28.819628,52.058823,0.0005359971,37.245758,96.463356,44.444443,94.19363,61.999107,33.997498,13.867925,21.737673,49.737988,6.368421,23.05386,9.8036,6.626194,1.8680205,0.40146783,29.41514,49.836567,0.79622495,68.37037,1.1555191,6.7599187,6.2766943,60.532036,1.3209877,42.307693,65.896515,0.2912458,60.031693,13.624634,81.12822,0.120488875,49.27869,34.15625,35.45991,1.1370224,33.464314,34.065395,53.134502,24.8,12.76537,0.0,10.928854,21.451202,12.4,35.43026,52.22222,38.02498,10.23625,1.09375,50.798344,54.01487,9.132481,44.173912,47.793022,0.9377753,20.102654,30.45927,58.802315,9.784954,45.86625,0.9994474,21.59449,46.610435,10.884764,33.41995,41.850193,0.0,37.405643,0.0051696287,32.52259,4.2041173,63.813763,56.677994,23.726364,87.108696,75.709114,30.036917,51.894024,62.341335,36.026455,50.565964,42.92855,0.12184508,27.992437,49.885822,16.73024,1.2876508,13.631264,46.53916,24.199163,90.341194,39.21855,33.347492,16.666666,11.369035,31.889582,11.275299,60.697918,92.718346,39.718388,61.580025,69.0385,26.922674,8.823529,67.11957,2.6265028,11.073684,4.7183847,23.04955,39.40183,2.9541032,4.958185,72.60054,12.125,45.71735,4.413202,26.786526,34.333332,67.0,58.839466,15.70968,16.446323,8.662496,33.46605,7.161048,73.19231,55.33339,66.566666,53.885715,40.15608,78.35316,60.92266,1.0398318,17.418394,63.055733,39.10972
2006,2.7222223,1.8543152,58.5168,28.356277,37.795746,4.4736414,18.713612,11.676501,84.03,20.563637,17.14317,46.682503,12.273225,7.552181,22.327082,42.81873,20.3659,14.604564,33.089535,1.7341772,50.935066,41.137814,41.81093,63.93643,14.444445,53.664024,64.528786,14.651163,73.39658,69.8892,27.752016,73.638054,41.34635,30.860933,23.930063,20.362396,17.181553,44.80397,66.050766,64.60615,55.779343,21.220848,10.059553,56.17058,28.951927,0.15765765,53.35,18.652382,37.24315,32.593887,0.24158758,77.914665,14.5111,45.190403,0.7155144,53.58843,0.004030338,12.8521595,1.9785074,35.975174,53.760075,24.254204,73.44506,57.08013,29.159704,0.05839416,91.46,91.94164,12.47055,44.262196,28.029692,24.948145,31.93162,77.55135,91.47166,28.82886,52.058823,0.0005359971,36.8064,96.41195,44.444443,94.17107,61.655216,34.060043,13.853411,21.874886,49.967655,6.368421,23.117931,9.934272,6.626194,1.8649523,0.41785184,29.637915,50.18227,0.79622495,68.395065,1.1527503,6.770858,6.3006463,60.423397,1.3209877,42.307693,65.80533,0.29349047,59.862953,13.634213,80.72438,0.12029962,49.606556,34.2625,35.338375,1.1370224,33.70392,34.14308,53.345203,24.8,12.764706,0.0,11.0203705,21.267618,12.4,35.356285,52.22222,38.0364,10.153848,1.09375,50.273254,55.509293,9.127344,44.173912,47.45345,0.94032407,19.923885,30.013788,58.575954,9.784171,45.872646,0.9896424,21.455177,45.78511,10.926285,33.406445,41.966976,0.0,37.404762,0.0051696287,32.495155,4.184389,63.65988,56.444138,23.56889,87.32174,75.66071,30.125126,52.596394,62.426193,35.920902,49.613983,42.95477,0.12184508,28.057198,49.941124,16.758654,1.2876508,13.538041,46.458424,24.300837,90.31483,38.945248,33.20415,16.666666,11.246693,32.361446,11.278781,60.641666,92.69345,39.752705,61.649548,69.0164,26.835464,8.823529,66.64783,2.654157,11.073684,4.6530495,22.995146,39.388126,2.9541032,4.958185,72.506386,12.125,45.634697,4.4361095,26.90798,34.333332,,58.38451,15.459595,16.452883,8.867981,33.52272,7.2491307,73.19487,55.237072,66.56,53.64,40.667828,78.15751,60.74964,1.0398318,17.49058,63.007572,38.836437
2007,2.7222223,1.8543152,58.1077,28.402884,37.96383,4.48009,18.577873,11.675272,83.26,20.411364,17.120598,46.71098,12.327997,7.552181,22.401094,41.56824,19.875,14.579911,33.422993,1.7341772,50.935066,41.120255,41.986797,63.603683,14.444445,53.5176,64.102455,14.651163,73.074005,70.14953,27.752016,73.58189,41.40468,30.958479,24.012594,20.613878,16.815262,44.65652,65.75303,64.57101,55.67672,20.926384,10.168735,56.232666,29.443594,0.15765765,53.2625,18.665693,37.262234,32.60963,0.24158758,77.889336,14.54795,45.232895,0.715231,53.30572,0.0040474157,12.802763,1.977658,36.269794,53.987385,24.189697,73.37806,57.41204,29.366259,0.05839416,91.49857,91.934525,12.51395,44.35113,28.18668,24.675488,31.359783,77.39502,91.17576,28.83809,52.058823,0.0005359971,36.36705,96.36055,44.444443,94.148506,61.311325,34.12259,13.838897,22.012096,50.197327,6.368421,23.182001,10.064944,6.626194,1.861884,0.43423584,29.86069,50.527977,0.79622495,68.419754,1.1499815,6.781797,6.3245983,60.31476,1.3209877,42.307693,65.71414,0.29573512,59.694214,13.643793,80.32053,0.12011037,49.934425,34.36875,35.216843,1.1370224,33.94352,34.220768,53.555904,24.8,12.76404,0.0,11.111888,21.084032,12.4,35.28231,52.22222,38.04782,10.071446,1.09375,49.74816,57.00372,9.122208,44.173912,47.113884,0.9428728,19.745117,29.568308,58.349598,9.783387,45.879047,0.97983736,21.315863,44.95978,10.967805,33.39294,42.08376,0.0,37.40388,0.0051696287,32.467724,4.164661,63.506,56.21028,23.411417,87.53478,75.61231,30.213335,53.29876,62.511055,35.815353,48.662003,42.980984,0.12184508,28.121958,49.996426,16.78707,1.2876508,13.444818,46.37768,24.402508,90.28846,38.671944,33.06081,16.666666,11.124351,32.83331,11.282262,60.585415,92.66856,39.78702,61.719074,68.9943,26.748257,8.823529,66.17609,2.681811,11.073684,4.587714,22.940742,39.374424,2.9541032,4.958185,72.41224,12.125,45.552048,4.4590178,27.02943,34.333332,,57.929554,15.20951,16.45944,9.073466,33.57939,7.337214,73.19743,55.140762,66.55334,53.394287,41.179573,77.96185,60.57662,1.0398318,17.562767,62.959415,38.563156
2008,2.7222223,1.8543152,57.698597,28.44949,38.131916,4.486539,18.442135,11.674043,82.49,20.25909,17.098028,46.739456,12.382771,7.552181,22.47511,40.317753,19.3841,14.555259,33.756447,1.7341772,50.935066,41.102695,42.162666,63.270935,14.444445,53.371174,63.676132,14.651163,72.75143,70.40986,27.752016,73.52572,41.463,31.056025,24.095121,20.865364,16.448969,44.509068,65.45529,64.53587,55.574097,20.631918,10.277916,56.29475,29.93526,0.15765765,53.175,18.679005,37.281322,32.625374,0.24158758,77.864,14.5848,45.275387,0.7149476,53.023014,0.0040644933,12.753366,1.9768088,36.564415,54.2147,24.12519,73.311066,57.743954,29.572811,0.05839416,91.53714,91.9274,12.557351,44.440063,28.343668,24.402832,30.787945,77.23869,90.87986,28.847324,52.058823,0.0005359971,35.927696,96.30914,44.444443,94.125946,60.967434,34.18513,13.824383,22.14931,50.42699,6.368421,23.246077,10.195616,6.626194,1.8588158,0.45061985,30.083464,50.873684,0.79622495,68.44444,1.1472126,6.7927365,6.348551,60.20612,1.3209877,42.307693,65.62295,0.2979798,59.52548,13.653373,79.916695,0.11992112,50.262295,34.475,35.09531,1.1370224,34.18312,34.298454,53.76661,24.8,12.763374,0.0,11.203405,20.900446,12.4,35.208336,52.22222,38.05924,9.989044,1.09375,49.223072,58.498142,9.117071,44.173912,46.77432,0.9454216,19.566349,29.122826,58.123238,9.782604,45.88545,0.9700324,21.17655,44.134453,11.009326,33.379436,42.200542,0.0,37.403,0.0051696287,32.44029,4.144933,63.352116,55.976425,23.253942,87.747826,75.56392,30.301546,54.00113,62.595913,35.709805,47.710022,43.007202,0.12184508,28.186718,50.051727,16.815485,1.2876508,13.351595,46.29694,24.504179,90.26209,38.398643,32.917473,16.666666,11.002008,33.305172,11.285744,60.529167,92.643654,39.82134,61.7886,68.972206,26.661047,8.823529,65.704346,2.7094655,11.073684,4.5223794,22.88634,39.36072,2.9541032,4.958185,72.31809,12.125,45.469395,4.481926,27.150883,34.333332,,57.474598,14.959426,16.466,9.278951,33.636063,7.4252973,73.2,55.04445,66.54667,53.14857,41.69132,77.766205,60.4036,1.0398318,17.634953,62.91126,38.289875
2009,2.7222223,1.8543152,57.28949,28.496096,38.3,4.492988,18.306395,11.672813,81.72,20.106817,17.075457,46.767937,12.437544,7.552181,22.549124,39.06727,18.893202,14.530606,34.089905,1.7341772,50.935066,41.085136,42.33854,62.938187,14.444445,53.22475,63.249805,14.651163,72.42884,70.67019,27.752016,73.46956,41.521328,31.15357,24.177652,21.116846,16.082676,44.36162,65.15755,64.50073,55.471474,20.337454,10.387096,56.356834,30.426928,0.15765765,53.0875,18.692316,37.30041,32.641113,0.24158758,77.83867,14.62165,45.31788,0.71466416,52.740307,0.004081571,12.70397,1.9759595,36.859035,54.44201,24.060684,73.244064,58.075863,29.779366,0.05839416,91.57571,91.92027,12.600752,44.528996,28.500656,24.130177,30.216106,77.08236,90.583954,28.856556,52.058823,0.0005359971,35.488346,96.25774,44.444443,94.103386,60.623543,34.247677,13.80987,22.286522,50.656662,6.368421,23.31015,10.326288,6.626194,1.8557476,0.46700388,30.306238,51.21939,0.79622495,68.46914,1.1444439,6.8036757,6.372503,60.09748,1.3209877,42.307693,65.53176,0.30022445,59.35674,13.662952,79.512856,0.11973186,50.590164,34.58125,34.973778,1.1370224,34.42272,34.37614,53.97731,24.8,12.762709,0.0,11.294923,20.716862,12.4,35.134365,52.22222,38.07066,9.906642,1.09375,48.69798,59.992565,9.111935,44.173912,46.434746,0.94797033,19.38758,28.677343,57.89688,9.78182,45.89185,0.9602274,21.037235,43.309124,11.050846,33.365936,42.31733,0.0,37.40212,0.0051696287,32.412857,4.125205,63.198235,55.74257,23.096468,87.96087,75.51552,30.389755,54.703495,62.680775,35.60425,46.758038,43.03342,0.12184508,28.251478,50.10703,16.843899,1.2876508,13.258372,46.2162,24.60585,90.235725,38.12534,32.77413,16.666666,10.879666,33.777035,11.289225,60.472916,92.61876,39.855656,61.858128,68.95011,26.573837,8.823529,65.232605,2.7371197,11.073684,4.457044,22.831936,39.347023,2.9541032,4.958185,72.22394,12.125,45.386745,4.5048337,27.272337,34.333332,,57.01964,14.709341,16.472557,9.484436,33.692734,7.51338,73.20256,54.948135,66.54,52.90286,42.203064,77.57055,60.230576,1.0398318,17.707138,62.863102,38.016594
2010,2.7222223,1.8543152,56.88039,28.5427,38.468086,4.499437,18.170654,11.671584,80.950005,19.954546,17.052887,46.796413,12.492317,7.552181,22.623138,37.81678,18.402302,14.505954,34.42336,1.7341772,50.935066,41.067577,42.51441,62.605434,14.444445,53.078327,62.82348,14.651163,72.10626,70.93052,27.752016,73.41338,41.579655,31.251116,24.26018,21.36833,15.716384,44.21417,64.85981,64.46559,55.36885,20.042988,10.496278,56.41892,30.918594,0.15765765,53.0,18.705627,37.319496,32.656857,0.24158758,77.81333,14.6585,45.36037,0.7143808,52.457603,0.0040986487,12.654573,1.9751103,37.153656,54.66932,23.996178,73.17706,58.407772,29.98592,0.05839416,91.61428,91.91315,12.644154,44.61793,28.657646,23.857521,29.644268,76.92603,90.288055,28.865788,52.058823,0.0005359971,35.048992,96.20634,44.444443,94.080826,60.279648,34.310223,13.795356,22.423735,50.88633,6.368421,23.374222,10.456961,6.626194,1.8526794,0.4833879,30.529015,51.565098,0.79622495,68.49383,1.141675,6.8146152,6.396455,59.98884,1.3209877,42.307693,65.440575,0.30246913,59.188,13.672532,79.10901,0.119542606,50.918034,34.6875,34.852245,1.1370224,34.662323,34.453827,54.18801,24.8,12.762043,0.0,11.386439,20.533276,12.4,35.06039,52.22222,38.082077,9.824241,1.09375,48.17289,61.486988,9.106798,44.173912,46.09518,0.9505191,19.208813,28.231863,57.67052,9.781037,45.89825,0.95042235,20.89792,42.483795,11.092367,33.352432,42.434113,0.0,37.401237,0.0051696287,32.385426,4.105477,63.04435,55.508713,22.938995,88.17391,75.46712,30.477964,55.40586,62.765633,35.498703,45.806057,43.059635,0.12184508,28.316238,50.16233,16.872314,1.2876508,13.16515,46.13546,24.707521,90.20936,37.852036,32.63079,16.666666,10.757324,34.2489,11.2927065,60.416668,92.593864,39.889977,61.92765,68.92801,26.486628,8.823529,64.76087,2.7647738,11.073684,4.391709,22.777533,39.33332,2.9541032,4.958185,72.12979,12.125,45.304092,4.527742,27.393787,34.333332,69.0,56.564686,14.459256,16.479116,9.689921,33.74941,7.6014633,73.20513,54.851826,66.53333,52.657143,42.71481,77.3749,60.057552,1.0398318,17.779324,62.81494,37.743313
2011,2.7222223,1.8543152,56.471287,28.652992,38.557446,4.50414,18.07686,11.685001,80.61001,19.804546,17.087633,46.830563,12.602178,8.219626,22.6194,36.473877,17.964218,14.4983635,34.60022,1.7341772,50.935066,41.293514,42.517857,62.27523,14.444445,52.928307,62.59428,14.651163,72.10626,70.98238,27.752016,73.357216,41.63798,31.321884,24.308294,21.574629,15.370918,44.095703,64.416725,64.40603,55.284492,19.748522,10.623325,56.707638,31.51522,0.15765765,53.0,18.702814,37.35293,32.670826,0.24201898,77.664,14.8481,45.47884,0.7140978,52.28916,0.0040986487,12.605168,1.9767795,37.157322,55.06904,23.943865,73.28696,58.66141,30.138231,0.05839416,91.65428,91.86608,12.7235155,44.61793,28.814634,23.584862,29.072529,76.77532,89.98602,29.451048,52.058823,0.0005359971,34.89106,96.16683,46.025925,94.02144,59.890533,34.31737,13.679971,22.455359,50.75135,6.368421,23.463821,10.55651,6.626194,1.8316303,0.49229395,30.447153,51.915974,0.79622495,68.48176,1.1584383,6.6408124,6.417414,58.01466,1.3209877,42.307693,65.33811,0.31032547,58.93567,13.682112,77.898026,0.11935279,51.245903,34.6875,34.665665,1.1370224,34.716633,34.453827,54.273182,24.8,12.759444,0.0,11.458802,20.258041,12.4,34.997387,52.22222,38.351467,9.741838,1.09375,47.729004,61.486988,9.106083,45.930435,45.755615,0.9530688,19.202805,27.78638,57.984978,9.780254,46.484573,0.9406173,20.758606,42.299984,11.040986,33.343475,42.458557,0.0,37.40009,0.0051696287,32.35526,4.072066,62.958397,55.27485,23.055994,88.36087,75.45695,30.537424,55.33213,62.85993,35.62959,44.912106,43.059635,0.12184508,28.65174,50.183144,17.462423,1.2876508,13.071927,46.054726,24.35376,90.18299,37.578747,32.63446,16.666666,10.512003,34.7208,11.29929,59.797916,92.5647,39.90595,61.937584,68.88234,26.399418,8.823529,64.28696,2.7812874,11.073684,4.290124,22.72311,39.31962,2.9711075,4.958185,72.035645,12.125,45.221443,4.529673,27.53599,34.333332,,56.10973,14.209176,16.531584,9.848143,33.779472,7.6921473,73.20513,54.737812,66.52,53.074287,43.144764,77.17933,59.88489,1.0398318,17.85151,62.561806,37.589077
