Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2008,50863.8,487280.4,409994.47,714113.8,58492.508,3970681.5,11364289.0,183815.75,,31511.88,15316305.0,6065152.5,1527402.4,68895.71,7374420.5,170726.66,140374.55,3736856.5,2989368.0,582213.0,112955.15,1368219.1,2191752.0,80050.09,52111.54,1231357.4,64401260.0,167449.47,173788.0,44956.516,121873.31,45589.89,25655450.0,6052250.0,6280942.0,301443550.0,408774.47,631517.8,283318.9,176367.33,11202254.0,18879.42,70190.68,1433694.8,1461154.2,,31216.75,461614.38,6535214.5,63266410.0,20175.9,28345.246,4670796.5,1993126.6,3544367.0,2740137.8,15464249.0,13236.756,27556092.0,943709.7,384946.5,4445704.0,117442.39,44373036.0,15786.42,120538.65,48623204.0,394513.34,1035472.6,17649.98,91069.61,125068.7,35042.133,19738.592,4231366.0,25709.17,35608.26,1156619.2,80231.73,137339.75,4682799.5,769208.7,1908794.6,724339.44,6110158.5,19014452.0,52907376.0,2931147.0,9076807.0,289710.4,288942.28,4206368.5,26522818.0,643249.4,1607671.0,96629620.0,1806918.0,2038730.1,838777.2,71672.74,7296.45,23053.645,39168750.0,1113601.9,218288.58,1109683.4,20251.33,561189.0,50644.8,24826.9,,70402.38,1766201.8,402100.6,1380885.9,263894.4,10461840.0,21427.195,884025.75,345243.38,77993.3,23962256.0,2394.254,953413.4,234570.34,209819.69,106459.734,208209.3,258174.25,,340376.97,59527.26,277997.88,97834.91,15384089.0,109087.85,87597.07,107533.445,12607601.0,295559.66,14509324.0,4318465.5,466927.62,,3069788.2,525307.2,,1574693100.0,13264938.0,1183918.5,8779410.0,5765883.5,,82604.52,20187224.0,1424669.4,0.0,4661931.5,801057.44,932677.3,90903.69,632135.3,6717016.5,46019788.0,441192.06,8383638.0,,857886.1,3316652.0,15264.06,14736.82,607753.6,16203.89,133272.66,2653725.2,,26905.479,113145.266,3552913.5,1174552.2,8297912.5,75219.71,37432.477,3029119.2,,136567.97,152851.69,12306810.0,644311.7,93538.08,15486.465,8681.444,477487.3,2902388.0,24595976.0,1158.528,808843.8,1184934.5,5150108.5,1297758.2,225678050.0,2496557.5,23319.87,7260296.0,,29269.168,20374048.0,16494.215,9565.956,1730212.8,4308960.5,286469.2,453570.38
2009,57443.2,975046.6,515539.8,1220132.6,65892.164,4292520.5,13890643.0,450664.25,,35361.06,16173888.0,6129456.0,2478696.0,80528.875,8060410.5,213011.25,177523.75,4677085.0,3369607.2,627316.5,122918.68,1464235.9,2607861.8,85032.37,52936.176,1682734.8,75333760.0,177366.62,188632.84,49759.37,122426.266,81522.914,27162576.0,6290705.0,7069244.0,387989060.0,439958.72,733976.75,371907.4,192654.81,13281463.0,22468.215,106291.08,1544777.2,1618533.2,,33952.156,552580.7,6714240.5,63938868.0,36460.96,28942.957,4796320.0,2687528.8,3985576.5,3647186.2,17500328.0,15594.591,29100354.0,967532.8,475241.28,4404020.5,154232.16,45171604.0,16573.088,157848.86,52230196.0,786530.25,1352529.1,20072.143,95349.27,142789.95,35156.906,24190.049,4709820.5,26759.473,35528.48,1322052.1,84161.484,179751.19,4902738.0,802610.6,2180269.8,784856.44,6200856.0,16830826.0,62746868.0,3054840.8,10551181.0,318616.97,296315.66,4548487.5,29251132.0,665091.25,1856858.4,99990130.0,3024813.0,2464942.0,863682.06,75667.13,9551.167,26146.137,39614100.0,1420108.4,374498.94,1504677.6,78860.7,687602.44,52662.8,26805.0,,73688.88,1890361.1,434974.9,1431742.1,296725.7,13228711.0,22705.389,1019208.3,351220.62,86373.93,29500726.0,2914.0159,1066773.1,277839.66,247682.88,107053.01,221988.19,266533.3,,600098.94,74885.55,287897.5,154034.94,15721752.0,135031.0,87443.016,121171.914,15070601.0,412931.97,14954001.0,4446198.0,535308.8,,3430530.2,719490.2,,1772015500.0,14578240.0,1392961.0,9073601.0,8494583.0,,119243.72,22409870.0,1550030.8,0.0,5105163.0,1071864.9,1263817.2,120194.32,842193.56,7531153.0,61216310.0,774653.7,9202709.0,,925304.25,3428316.0,20726.0,15744.702,732447.2,16325.341,138823.02,2829056.8,,29187.81,170466.69,3769551.8,1302790.4,8461852.0,98801.12,,3802015.8,,178406.3,170348.56,13692337.0,754266.3,106306.14,21175.66,10721.9,610921.8,3628687.2,26377206.0,1341.312,1047215.44,1289497.0,8345647.5,1383618.9,218696660.0,3324780.5,34261.51,9299323.0,9806.4,29250.432,22955136.0,17455.5,11491.8,2582401.2,5172852.0,337259.88,525711.6
2010,62078.74,1131363.5,652255.0,1317929.0,65388.87,4718093.0,18579912.0,732770.75,,40108.39,16827604.0,6288035.5,4207552.0,93764.48,8491168.0,306661.38,388236.1,5631473.5,3438399.8,667286.4,158017.27,1629407.8,3018059.0,90312.195,53682.19,2280845.2,78739840.0,179188.39,207940.2,95422.77,121986.6,89860.06,27460112.0,6565804.5,7731658.5,463585600.0,607177.9,845726.75,493653.9,223115.2,16343724.0,33397.145,152937.9,1662927.2,1796288.8,,35719.2,597635.0,7201349.0,66281350.0,60466.38,32679.764,4922066.0,3083536.5,4523529.5,4376765.0,19266352.0,17965.623,30821030.0,986604.44,679038.9,4660212.0,182085.4,49008940.0,21511.8,223584.8,53555508.0,1048005.7,1987050.0,20326.15,103960.9,177250.33,38375.625,71345.82,4939352.0,30132.0,35679.42,1522512.4,89994.44,224028.44,5113162.0,927776.2,2432300.2,820536.1,6486433.0,26896542.0,93261120.0,3184520.0,12309915.0,776134.2,297132.44,4952296.0,32296150.0,760530.1,1984796.6,100253704.0,5320431.5,2995097.0,895157.3,182709.2,9860.632,29528.73,40819930.0,1807231.6,443393.88,2202035.5,93354.63,909697.2,55549.324,28816.8,,77055.48,1924304.2,459822.22,1435338.0,310659.3,16882844.0,24891.0,1077974.6,377116.84,95720.77,35280220.0,3644.48,1064733.8,318904.03,266272.03,122560.94,237033.0,275577.38,,959068.06,135638.72,363391.75,335078.12,16133199.0,244738.55,109863.6,137355.31,19163932.0,573745.1,15214862.0,4565986.5,2168217.0,,3498212.5,987933.7,,2022094100.0,15939124.0,1455043.2,10113210.0,24084282.0,,97709.1,23741026.0,1682819.8,0.0,5638425.0,1136118.6,1502327.4,132589.1,1179374.2,8158727.5,70527890.0,825404.8,10314425.0,,1010833.44,3604684.2,26648.8,36091.746,964852.2,,,3024911.8,,34089.375,173723.2,4082175.0,1431227.8,8440411.0,122726.27,38947.13,4653860.5,,209313.86,201977.88,15361795.0,883822.6,166930.69,32540.64,17186.4,672528.6,3961882.0,29206682.0,1552.7101,1297996.2,1392804.5,10824247.0,1539821.6,223000910.0,4513296.0,37061.24,10767456.0,10248.26,33194.664,26805002.0,19060.48,13512.45,3304166.5,12562571.0,418967.75,854819.25
2011,69686.55,1467385.4,1138262.8,1368404.5,63018.81,5615560.0,21282634.0,935446.06,,44902.0,17868660.0,6608861.5,4628078.0,107869.58,9008620.0,418716.22,499857.22,6911598.5,3540934.5,929184.06,241629.7,1642189.0,3755836.0,100482.945,56316.848,3104679.2,89225590.0,183639.75,223661.2,102151.73,186618.42,100430.51,28681022.0,6742499.5,9066253.0,520976000.0,666478.1,1011615.6,850191.75,258144.77,18262668.0,36743.52,163664.95,1807617.1,1810206.5,,38643.902,651894.7,7398283.5,65713190.0,66399.55,33569.477,5003179.5,3779336.8,5498602.5,4807350.0,23319826.0,20989.451,31530984.0,1015435.0,1024649.75,4779903.5,255637.48,49597624.0,24558.336,320757.66,54224224.0,1219421.9,2348558.2,20595.25,213136.23,215643.39,42968.004,142811.94,5737714.0,33627.9,36385.92,1819431.1,96101.66,223848.3,5157223.5,1357953.2,2473889.0,892341.4,6765727.0,30634918.0,127005350.0,3429663.5,14892884.0,1608071.2,302606.6,5145583.5,32834090.0,1033490.3,2610670.5,101265496.0,8635394.0,3762745.2,979044.0,456400.2,11066.0,29651.545,41148876.0,2060423.4,578393.25,2649929.2,105529.42,888049.4,58416.76,30850.75,,140981.05,1927427.0,466879.56,1436807.2,346558.97,15175165.0,27276.305,1140819.0,433623.78,127052.22,42843268.0,5192.7,1156932.4,362319.2,288835.97,484314.28,225310.31,343147.62,,1087856.0,157626.58,449551.38,508325.34,17788840.0,257559.72,133275.0,154586.56,23650386.0,616819.44,15405240.0,4630530.0,2471805.0,5462.64,3560066.5,1476845.8,,2219459000.0,16299686.0,1577128.4,10552400.0,28492098.0,,157186.98,23670256.0,1768181.2,0.0,5832769.5,1439907.2,1690816.8,133149.66,1249562.4,8114831.5,83545380.0,740161.94,12400177.0,,1269972.4,3679391.8,33177.48,57485.32,1151034.1,15968.224,154360.36,3107970.2,,37432.293,178009.28,4018349.0,1379665.2,8766080.0,202665.3,41886.78,5147573.5,,242345.08,242076.73,16333956.0,1019569.9,284170.66,44408.48,26896.0,770034.5,4256442.0,31961306.0,1782.66,1472939.9,1534308.9,13294181.0,1710145.1,219023780.0,5361114.0,40137.69,11738296.0,10746.143,37521.688,31025838.0,22400.436,21419.86,4111231.5,18002474.0,505322.88,1142015.2
2012,75312.76,1666911.1,1938659.6,1437541.5,63561.562,6372553.0,23526238.0,1095948.4,,50619.5,18053592.0,6747808.0,5081889.0,122866.59,8965991.0,467894.66,639673.56,7753505.5,3797532.5,1070350.1,269395.84,1653916.2,4439128.5,103670.51,58125.7,3716288.8,95603040.0,197187.67,244445.84,111896.93,337378.72,110660.36,28985686.0,6815085.5,9644273.0,579308900.0,1032551.7,1560714.8,1230649.1,289485.25,22391602.0,40729.832,177857.0,2215366.8,2396272.5,,39837.035,707281.56,7715540.0,66634650.0,90874.875,34430.723,5159097.5,4261797.0,6851602.5,5471313.5,24594504.0,24295.984,32823490.0,1036796.9,2778164.5,4866083.5,308715.56,52169216.0,28028.48,443254.3,55952630.0,1418203.4,2833833.0,20840.549,338568.97,254349.81,47792.082,180352.97,6084293.0,36093.44,36858.99,2414342.2,102360.84,227620.28,5249572.0,1579172.8,2638167.8,986837.5,6999151.5,36691828.0,141932880.0,3538423.5,18040934.0,2389493.8,308690.1,5386309.0,33794748.0,936804.8,2807239.2,101698376.0,10713632.0,4608272.0,1127911.1,738287.44,12067.901,30115.84,41698370.0,2350934.0,700638.94,3206880.8,113699.195,939257.7,79160.7,32741.994,,203436.3,2009056.6,488209.03,1487726.9,360165.6,18484162.0,30222.06,1206731.0,539636.2,150589.8,46435236.0,6429.75,1164675.9,474797.1,290951.6,697724.3,360099.84,458455.9,,1216892.5,180951.75,456625.4,683460.8,19518146.0,284019.2,157551.2,187286.08,28368302.0,796674.1,15707445.0,4749964.5,3069950.2,,3601894.5,2128262.5,,2427767300.0,16821038.0,1515053.4,11288240.0,30854056.0,,282848.88,23832244.0,2516031.2,0.0,6343637.5,1730183.0,1829448.1,144401.84,1321635.6,9248696.0,95232080.0,868975.7,14613721.0,,1437533.9,3811208.5,40138.695,163776.95,1242445.0,,171552.84,3523144.0,,40869.34,195130.3,4146080.8,1403445.1,8870247.0,233560.22,46871.22,5530645.0,,277431.12,284029.72,18372790.0,1162844.0,417971.5,79442.37,32242.8,807193.06,4562575.0,33936496.0,2049.52,1871283.4,1648197.0,16298285.0,1816254.2,236885150.0,6905810.5,43501.2,14496178.0,11418.743,42294.3,32939810.0,26377.785,25395.02,4960678.0,22050854.0,611458.9,1658146.5
2013,80927.734,1865739.9,3401530.0,1506121.8,63485.68,6892029.0,25506890.0,1224538.5,,55838.918,19391482.0,6837611.5,6938224.5,131976.1,9170422.0,524732.75,884770.56,10378081.0,3854708.5,1131485.9,272849.03,1752035.2,5126894.5,114789.35,60604.133,3951498.2,101303320.0,199366.34,265227.22,162463.17,642206.1,116060.58,30281756.0,6985941.0,10258463.0,631585660.0,1580025.1,2140238.0,1667366.8,320568.84,23860368.0,45253.195,192086.62,2167544.0,3155577.0,,41896.094,774918.75,7789865.5,68212696.0,125073.79,35563.83,5313773.0,4678972.0,8643190.0,6366974.0,28028064.0,27669.303,33568444.0,1054392.8,4528182.5,4977520.0,322558.38,52746304.0,30060.973,584211.2,57850064.0,1649352.4,4107929.0,,503634.34,294535.5,52575.38,220780.08,6565856.5,39724.65,37198.06,3031306.0,108550.266,232506.2,5390132.5,1582291.0,2831702.0,1083570.8,7184005.0,38224356.0,159387020.0,3618710.5,24084200.0,3245942.8,312706.4,5443956.0,35457824.0,1032748.56,3308610.2,112677064.0,11114008.0,5848283.0,1333377.6,910212.6,13092.405,30421.432,42445330.0,2646952.0,826423.1,4049126.0,143047.88,1040264.94,85649.72,34640.34,,308476.34,2025082.6,509542.1,1514471.5,393978.84,18921040.0,32176.73,1276232.6,723278.7,176433.95,51432116.0,7097.44,1313463.9,611086.7,295266.0,904727.8,381882.3,504783.53,,1377838.8,231528.08,517903.4,816171.75,17216686.0,313098.2,182709.12,212978.83,34580444.0,927497.06,15941644.0,4828832.5,3669469.8,,3686902.8,2547636.5,,2599470300.0,18996658.0,1684294.1,11688620.0,33378962.0,,423437.7,24045644.0,2488673.0,0.0,6494136.0,2207523.0,2010912.5,156050.05,1733850.5,9984208.0,98287410.0,998400.6,16956230.0,,1796122.4,4357052.0,47596.16,268562.28,1418644.1,,193043.98,3889146.2,245658.17,44426.34,212814.98,4213777.5,1494538.8,9099813.0,279110.0,51462.434,5676733.5,,342277.03,327845.16,20213176.0,1314677.2,570177.44,127456.67,35077.2,846182.2,4879918.0,35336404.0,2337.936,2148262.0,1802189.5,18890812.0,1929923.8,228559090.0,7966049.0,47047.86,16421796.0,,46735.1,34870644.0,28757.936,30337.453,5862591.0,25425636.0,739152.0,2172140.8
2014,86612.6,2295477.0,5812404.0,1576735.1,63503.055,7446139.5,27836572.0,1596314.9,,60177.793,19820304.0,6923371.0,7223353.5,151197.05,9528596.0,661800.5,1093768.0,18797826.0,4008292.5,1188176.8,294074.38,1779482.8,5590790.0,135037.45,61517.37,3753715.5,109148440.0,209211.62,286603.78,222144.75,798115.4,124826.055,31044572.0,7158268.0,10916808.0,664829000.0,2452739.2,3576983.8,2352097.5,353785.56,24479444.0,49663.54,206265.66,2526576.8,3280797.0,,44592.637,833212.1,7807114.5,70138040.0,170462.4,40472.523,5417478.5,5114436.5,11565485.0,7310477.0,33056952.0,30642.164,35596110.0,1107318.8,7785902.0,4726018.5,343178.3,54179964.0,32142.676,753200.8,59423664.0,1668885.2,5327902.5,,734266.94,336801.66,57805.383,264007.75,6885572.0,58900.367,37482.062,3669523.5,114636.305,241353.92,5845813.5,2084519.2,2893300.8,1182549.4,7461556.0,44371584.0,177157420.0,3889241.5,32071054.0,4828262.5,321490.7,5924282.0,33752612.0,1128753.9,4061772.5,113599270.0,11758748.0,7598488.0,1669225.1,2155548.0,14129.027,32036.16,44250390.0,2884960.0,955872.06,4633305.0,246928.56,1141481.4,92645.14,35409.55,2262482.8,457620.03,2115696.2,526635.0,1512166.2,425872.9,19428318.0,33407.22,1353799.6,916281.2,203833.4,53172236.0,8368.92,1359731.2,1261418.8,317919.25,3750441.0,385139.97,580931.7,,1547308.4,454124.3,578861.0,969035.44,19542824.0,343122.03,196863.1,239944.48,39038350.0,1067702.8,15610911.0,4947313.5,4272614.5,,3799299.8,2810516.2,,2796213800.0,21426464.0,1748331.2,12106562.0,36007190.0,,554023.6,25484564.0,2460103.2,,6721366.0,2610022.2,2370006.5,167714.06,2029594.0,10798792.0,102201550.0,1204664.4,18765748.0,,2504922.2,4480935.0,55522.35,416523.22,1526052.5,,217433.8,4486292.0,292111.84,48033.996,230612.31,4331107.5,1473604.9,8971144.0,284076.25,53644.71,5694871.5,,411471.72,425930.03,24498488.0,1473630.2,741184.9,206834.78,38337.14,886788.25,5204214.5,39829652.0,2652.687,3524605.5,1965359.2,21255778.0,2062808.4,235874220.0,10729163.0,50981.07,17244826.0,,51077.406,37588628.0,48926.434,42410.812,6816033.0,27241472.0,1033195.8,2324998.8
2015,92384.99,2794504.0,6194716.5,1649322.8,63459.406,7850543.0,29583088.0,1726441.1,,62594.7,20250550.0,7255816.5,7509701.5,220951.62,9590001.0,1278643.2,1229925.5,20560430.0,4066510.8,1280331.1,300576.9,1850752.5,5903974.5,148202.22,62417.793,4129413.8,117633210.0,212346.14,300622.75,294767.94,822087.44,134250.34,32366012.0,7246712.5,13829825.0,702255500.0,4216140.0,4165705.2,3079349.8,388230.62,26258530.0,54204.605,218709.89,2879405.8,4206175.5,,47482.05,874576.4,7963705.0,71891560.0,233652.36,45778.85,5475135.0,5657321.0,15287460.0,7960763.0,37667096.0,33655.918,36735216.0,1162216.4,14390975.0,4735690.0,390398.62,50638660.0,34250.18,934457.9,60151732.0,1803640.8,6600096.5,,1082571.0,391517.28,108974.12,309976.8,7232145.5,60212.773,37888.695,4600811.5,120618.1,257986.22,6257645.0,2503310.0,2922129.2,1494301.4,7166363.5,57760092.0,197875650.0,3926340.0,37455468.0,5709201.0,325004.7,6229098.5,35219540.0,1183265.0,5175152.5,115894900.0,12809009.0,7810976.5,1815390.0,2812185.5,17407.074,35660.754,45832624.0,3144261.2,1237899.8,4789628.0,465943.6,,100228.586,36167.0,3315994.2,526153.5,2074083.0,548903.94,1566487.8,482816.34,19754012.0,34343.69,1416769.4,1061303.5,233187.03,69533090.0,9414.267,1393785.6,1920659.1,338005.38,5568707.5,427891.06,669718.94,,1725592.5,698008.8,647941.94,1025135.25,22195294.0,609907.94,209557.42,493745.78,46714612.0,1211699.1,15691642.0,5024240.0,4891844.5,,3931157.8,3077155.5,,3008371500.0,23901998.0,2027752.2,12442721.0,38860496.0,,690716.5,26019940.0,2235164.5,,7117408.5,3062080.0,2563726.8,179397.98,2254630.5,11080707.0,101859540.0,1455003.2,20867428.0,,3166753.8,4597085.0,63945.277,446498.8,1657386.0,,243002.66,4687970.5,333227.06,51719.523,248728.97,4208015.5,1505793.0,8879331.0,293054.3,58191.812,5823460.0,,512666.9,545619.75,27733906.0,1640600.6,932165.5,224154.75,41012.863,930402.7,5302055.0,43003628.0,2998.905,5202096.0,2176823.8,22381788.0,2174758.2,243141000.0,13160721.0,52845.652,17732902.0,,54976.785,41770464.0,59480.438,51269.82,7504863.5,29450360.0,1443120.1,3274740.2
2016,98209.29,3817067.5,6770473.0,1727129.2,64760.707,8181971.5,31155604.0,1878129.4,,65685.4,21055150.0,7368141.5,7717115.0,247268.11,9804659.0,1696187.5,1380508.5,29106960.0,4264027.5,1401016.5,310448.0,2092707.6,6755075.0,162575.3,62196.68,4438190.0,123704024.0,222423.31,384813.9,347763.28,879678.0,146123.55,33139710.0,7464944.0,15263835.0,746956000.0,10709665.0,4831558.0,5213672.0,424172.44,27578506.0,58882.11,257932.62,3206403.2,4841812.0,103785.51,49865.59,938972.06,8054959.0,69655210.0,319599.28,46670.977,5554505.0,6739289.5,17543556.0,8923162.0,41926424.0,36781.43,37648540.0,1147950.6,16399299.0,4819726.0,454252.3,51594228.0,36383.207,1009246.7,62450960.0,2216812.0,8219886.0,31810.787,1581567.1,454471.22,252801.92,358648.06,7444572.5,61373.35,38416.66,5614240.0,126481.23,272283.0,6480480.5,2779308.0,3007077.8,2433093.2,7775768.0,67340680.0,221750820.0,3969177.5,44610544.0,7655456.0,329665.0,6539526.0,37087744.0,1246672.8,5618576.5,118491100.0,13696991.0,7991187.5,2473926.2,5136062.5,23009.656,36180.355,47626464.0,3427403.5,1510954.6,4812482.0,746630.3,,108376.67,36917.64,4861998.5,691404.75,2133947.0,572638.44,1564795.6,517875.3,20408602.0,35513.6,1512051.8,1230263.8,263773.03,72789000.0,14217.707,1415188.5,2686781.8,355457.4,8239312.0,436233.38,677060.9,,1913597.5,984883.9,674211.2,1106137.8,25046560.0,756971.25,,894195.3,55701452.0,1531479.9,15554928.0,5094508.5,5786782.5,,4078274.2,3374188.8,,3266503400.0,27265182.0,2175706.0,14032447.0,41840404.0,,860462.75,28047240.0,2386064.2,,7286288.0,3337293.0,2775013.2,191071.97,2472653.5,11768126.0,106551730.0,1740200.8,23001268.0,5817645.0,3858574.0,4710693.5,72868.55,848297.9,1798052.8,,269756.34,4778526.0,379053.78,57036.56,266845.3,4367636.0,1556310.4,8896315.0,328416.72,62073.496,6117003.5,,876649.9,888773.44,33661940.0,1814793.0,1144192.0,260402.58,42161.633,974307.06,5718222.5,47642140.0,3394.81,7268519.5,2289150.0,24177362.0,2243841.2,281594620.0,14638450.0,54777.977,18459432.0,26343.893,58293.953,49820060.0,65303.28,64512.355,7892143.5,30920156.0,1742186.1,3375587.0
2017,102744.64,4818007.0,7861057.5,1808504.9,67558.48,8755985.0,32904396.0,1887291.2,,,21403494.0,7737258.0,7875123.0,306166.06,9974952.0,2251438.5,1549774.8,32112856.0,4486672.0,1420916.9,314739.78,2224942.2,7068331.0,175719.42,62566.273,4972592.5,138116030.0,229074.9,410570.72,409608.25,938746.8,191740.48,34121984.0,7581735.0,15279049.0,766908600.0,11719891.0,5598554.5,7506506.0,462862.6,29966350.0,64151.94,293184.1,3516934.0,6427952.0,114811.38,52338.113,1012740.8,8298057.5,70134930.0,587352.0,47699.22,5597937.5,7207720.5,19882068.0,9351809.0,46611588.0,41235.152,39651884.0,1160688.1,17107972.0,4818136.5,604361.6,52555850.0,38656.176,1085355.8,60000736.0,2264546.2,11368414.0,,2316120.0,526993.0,277806.97,409974.03,7515962.5,62572.816,38975.492,6279031.0,131627.23,286842.72,6656918.0,3042873.5,2736986.5,2942430.5,7510508.0,86448700.0,247457660.0,4046100.8,54454520.0,10227713.0,337542.97,6821652.0,38092610.0,1550700.0,6601076.5,116552050.0,14255065.0,8770534.0,3159835.2,5288185.0,30444.41,37994.32,48947696.0,4071592.0,1790360.6,4816037.0,790375.06,,117097.734,37700.293,7123227.0,841275.6,2195981.8,580775.9,1556295.2,537768.7,21892478.0,36588.973,1593556.5,1714456.2,297893.06,65441252.0,18013.07,1446279.9,3744660.0,379056.34,12258146.0,441968.28,736178.8,,2195944.2,1018965.94,715064.1,1262780.0,25929966.0,923460.0,232530.84,2191627.2,66484524.0,1920135.4,16137460.0,5084605.0,6806735.5,7081.3354,4220780.5,3638340.8,1483343.8,3482049300.0,30767154.0,2457199.0,15803410.0,44977788.0,,1028860.5,29068174.0,2317855.0,,7623251.0,3871383.2,3002158.8,203640.7,2636039.5,12551461.0,111113864.0,2098754.8,28989510.0,7944862.0,4587273.5,4732778.5,81761.695,976792.8,2101463.8,20705.72,298936.5,4974856.5,420625.12,61953.453,290597.28,4436928.0,1626941.0,9354444.0,408843.88,66082.54,6286467.5,,1156084.0,995880.4,37637990.0,1995272.8,1382816.2,302914.06,48682.33,1020357.06,6466048.0,53742350.0,3833.9841,8904462.0,2370465.8,26757046.0,2382833.8,289931230.0,15495936.0,56746.938,18828244.0,25427.945,61238.45,55335896.0,85783.54,80936.664,8841350.0,32372166.0,2127842.0,3614246.0
2018,,6172830.5,9076176.0,1892825.8,,9201994.0,34696836.0,1985911.1,,,22607730.0,7734601.5,8011745.5,320205.0,10131158.0,2352836.2,1737254.6,38329816.0,4550771.0,1477336.2,325955.94,2374968.2,7501538.0,189355.53,,5096613.0,145170180.0,231537.05,415920.44,482451.4,1333506.4,248811.81,35295984.0,7818001.5,16040314.0,840053300.0,10311846.0,7367494.0,10535575.0,,31437610.0,,305483.72,3642987.5,7037035.5,,,1072933.9,8511741.0,72561540.0,621693.9,,5638503.5,8067349.5,20843816.0,9803487.0,49590620.0,,40550324.0,1181274.6,17913600.0,4902930.5,631940.5,53754320.0,,1318542.6,60539160.0,2380070.0,13174165.0,,2773455.5,611906.44,301780.22,,7751788.5,71041.64,,6990960.5,,,6761979.5,3519387.2,3030509.2,3559880.2,7435809.0,107723310.0,276049400.0,4239133.0,60455320.0,13650049.0,349370.06,7125747.5,44838732.0,1923719.6,6821426.0,112631040.0,14938661.0,9790386.0,3621129.5,,40275.387,,49587064.0,4306045.5,2587479.5,4841153.0,934553.56,,126577.88,,10436712.0,890913.25,2234213.2,590238.5,1611021.9,552016.2,23225550.0,,1586350.9,2392058.8,335432.16,70582920.0,,1519807.1,4374594.5,395682.22,15002136.0,440400.84,1492943.6,,3163032.5,1522527.4,755208.5,1482246.9,26724048.0,1030930.8,,,79311300.0,2406427.8,16008748.0,5125397.0,8030791.0,,4361747.5,3931185.8,1581127.4,3799831800.0,34810892.0,2575968.0,17561006.0,48274188.0,,,29652788.0,2331223.8,,7709009.5,4177383.5,3123781.5,,2751558.5,13852027.0,118410340.0,2397696.0,28333694.0,10880727.0,5617816.5,4967574.5,,1193621.8,2724273.8,,,5149932.0,485903.22,63229.66,322541.22,4379019.0,1650413.0,9081236.0,510823.72,80652.15,6611439.5,,1292522.8,1280111.2,40554092.0,,,352165.53,56385.062,,7552379.5,59971436.0,,9821750.0,2493950.2,28279594.0,2740303.5,296521300.0,17870166.0,58765.84,,,,67219780.0,112682.836,101929.14,,36574510.0,2570220.5,3758614.2
