Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_EU27,OWID_HIC,OWID_LIC,OWID_LMC,OWID_UMC,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,WB_EAP,WB_ECA,WB_LAC,WB_MENAP,WB_NA,WB_SA,WB_SSA,YEM,ZAF,ZMB,ZWE
2010,20282000000.0,705700000.0,1173700000.0,2672272700.0,37022700000.0,2127000000.0,4600000.0,13175000000.0,3490000000.0,10970000000.0,280100000.0,5953000000.0,130000000.0,818000000.0,35870000000.0,5960000000.0,200772730.0,435400000.0,1548000000.0,101000000.0,2099626500.0,74770750000.0,70000000.0,92000000.0,337900000.0,196909080.0,72500000.0,37198650000.0,2107200000.0,35368000000.0,586830000000.0,1333044400.0,1088400000.0,683600000.0,46000000.0,16738420000.000002,10000000.0,76333225.0,,6018950000.0,200900000.0,1951000000.0,32991000000.0,19000000.0,20000000.0,808900000.0,7137000000.0,7456721300.0,9915800000.0,73800000000.0,582000000.0,35011000000.0,1842000000.0,9082463000.0,4857200000.0,84900000.0,28578000000.0,139100000.0,8263999999.999999,1764287500.0,1253250000.0,695538460.0,101600000.0,175000000.0,19800000.0,9855425000.0,12277778.0,3324100000.0,1444700000.0,1607000000.0,683004000.0,1450000000.0,5370000000.0,181623120000.0,647500000000.0,831444440.0,92950000000.0,47417885000.0,263150000.0,1340000000.0,33700950000.0,1431428600.0,893000000.0,81004570000.0,21996000000.0,3218000000.0,7707000000.0,2184000000.0,,29197000000.0,577953900.0,5758000000.0,1454000000.0,145900000.0,5481857300.0,42900000.0,12946000000.0,43800000.0,1035800000.0,47600000.0,275200000.0,10573000000.0,5000000.0,851000000.0,13457500000.0,1014286.0,79630000000.0,909000000.0,5186000000.0,40900000.0,33231000000.0,524456700.0,530766670.0,1281592800.0,1348200000.0,637000000.0,1356800000.0,6030737000.0,209612580.0,1276877800.0,12472000000.0,1512021800.0,10930000000.0,2805600000.0,9497100000.0,5201000000.0,1499600000.0,,,,,,,185280000000.0,1037000000.0,18316400000.0,83273000000.0,392100000.0,10866000000.0,1017000000.0,8657800000.0,8945867000.0,2131348400.0,270800000.0,237750000.0,6219000000.0,69700000000.0,376153770.0,21948334000.0,,2357317700.0,1319467500.0,212200000.0,2065212500.0,3298000000.0,4419000000.0,,32056520.0,615900000.0,600700000.0,925500000.0,2689000000.0,1068000000.0,11294000.0,14054400000.0,879600000.0,223000000.0,57307000000.0,10850355000.0,27966080000.0,1172000000.0,331666680.0,3116000000.0,46960000000.0,5184000000.0,637000000.0,14850000000.0,4005178500.000001,418800000000.0,49882220000.0,8500000.0,22621100000.0,81862000000.0,,,,,,,,3565000000.0,14861462000.0,1572000000.0,3504637500.0
2011,20282000000.0,705700000.0,1149020000.0,2646727300.0,37690000000.0,2438000000.0,4500000.0,13215000000.0,3451111000.0,11296000000.0,280100000.0,5082000000.0,130000000.0,818000000.0,35870000000.0,6385000000.0,195354550.0,423600000.0,1536666600.0,101000000.0,2111252800.0,72315630000.0,70000000.0,92000000.0,337900000.0,197200000.0,72500000.0,35600000000.0,2055850000.0,35368000000.0,595000000000.0,1290283300.0,1088400000.0,683600000.0,46000000.0,17433680000.0,10000000.0,83437450.0,,6332166700.0,220800000.0,1887000000.0,36422802000.0,19000000.0,20000000.0,865700000.0,7137000000.0,7633360400.0,9915800000.0,71650000000.0,582000000.0,35070000000.0,1874000000.0,9326736000.0,4431000000.0,84900000.0,30146000000.0,139100000.0,7685000000.0,1734931200.0,1283375000.0,719846100.0,101600000.0,175000000.0,19800000.0,9935000000.0,12733333.0,3324100000.0,1444700000.0,1607000000.0,664407000.0,1450000000.0,5225000000.0,188458440000.0,647500000000.0,905888900.0,92950000000.0,45560413000.0,278675000.0,1301200000.0,33808475000.0,1461071400.0,796000000.0,80787140000.0,21397000000.0,3218400000.0,7707000000.0,2184000000.0,,29197000000.0,598323100.0,6211000000.0,1525600000.0,145900000.0,5600929000.0,42900000.0,12946000000.0,43800000.0,626400000.0,46300000.0,369100000.0,10573000000.0,5000000.0,847000000.0,13457500000.0,4700000.0,79480000000.0,770900000.0,5186000000.0,38100000.0,33231000000.0,706800000.0,510533330.0,1319874300.0,1348200000.0,571000000.0,1356800000.0,6069789400.0,200576650.0,1335533400.0,12472000000.0,1497132800.0,10190000000.0,2768600000.0,9497100000.0,6369500000.0,1544400000.0,,,,,,,179480000000.0,1096266600.0,20692100000.0,84059000000.0,392100000.0,11910000000.0,988360000.0,8657800000.0,8879155000.0,2252750000.0,266900000.00000003,241900000.0,6592000000.0,61866665000.0,401025560.0,21775417000.0,,2374363700.0,1125834000.0,212200000.0,2054655000.0,3298000000.0,4750000000.0,,33530436.0,615900000.0,593100000.0,850300000.0,2626200000.0,1068000000.0,11294000.0,14009400000.0,879600000.0,223000000.0,57307000000.0,10764244000.0,27991350000.0,1172000000.0,336200000.0,3217000000.0,48735000000.0,5184000000.0,637000000.0,13862250000.0,4039696000.0,423898000000.0,50026670000.0,8300000.0,22621100000.0,81862000000.0,,,,,,,,3565000000.0,15074307000.0,1572000000.0,3482850000.0
2012,20282000000.0,705700000.0,1124340000.0,2621181700.0,37690000000.0,2941000000.0,4400000.0,15868000000.0,3412222100.0,11975000000.0,280100000.0,5300000000.0,130000000.0,818000000.0,35870000000.0,5714600000.0,189936370.0,437700000.0,1525333300.0,101000000.0,2122879300.0,69860500000.0,70000000.0,92000000.0,337900000.0,194400000.0,72500000.0,36440000000.0,2000000000.0,35368000000.0,598800000000.0,1248044500.0,1088400000.0,683600000.0,46000000.0,17716690000.0,10000000.0,90541676.0,2338321000.0,6645383400.0,255300000.00000003,1840400000.0,33647140000.0,19000000.0,20000000.0,728500000.0,7137000000.0,7800000000.0,9915800000.0,72300000000.0,582000000.0,36366000000.0,1631000000.0,9571009000.0,4004800000.000001,84900000.0,28063000000.0,139100000.0,8016999999.999999,1705575000.0,1315500000.0,744153860.0,101600000.0,175000000.0,19800000.0,9935000000.0,13188889.0,3324100000.0,1444700000.0,1607000000.0,652752000.0,1450000000.0,5051000000.0,195293750000.0,647500000000.0,980333300.0,92950000000.0,43697945000.0,294000000.0,1262400000.0,33916004000.0,1490714300.0,849000000.0,80569720000.0,22593000000.0,3218800000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,618692300.0,6664000000.0,1597200000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,536800000.00000006,44600000.0,248200000.0,10573000000.0,5000000.0,850000000.0,13457500000.0,4700000.0,82730000000.0,632800000.0,5186000000.0,40100000.0,33231000000.0,889143350.0,490300000.0,1358155700.0,1348200000.0,582000000.0,1356800000.0,6108842000.0,191540720.0,1394188900.0,12472000000.0,1469118600.0,10716300000.0,2731700000.0,9497100000.0,7538000000.0,1589200000.0,,,,,,,187880000000.0,1155533300.0,23067800000.0,84248000000.0,392100000.0,11468000000.0,960200000.0,8657800000.0,8812445000.0,2413000000.0,292600000.0,246050000.0,6482000000.0,64000000000.0,425897360.0,21602500000.0,26935000000.0,2391409600.0,960200500.0,212200000.0,2044097700.0,3298000000.0,4403000000.0,658000000.0,35004348.0,615900000.0,665300000.0,928000000.0,2563400000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,10678133000.0,28016620000.0,1172000000.0,336200000.0,3318800000.0,50510000000.0,5184000000.0,637000000.0,12874500000.0,4074214000.0,428996000000.0,50171112000.0,8100000.0,22621100000.0,81862000000.0,,,,,,,,3565000000.0,15287154000.0,1572000000.0,3461062400.0
2013,20282000000.0,705700000.0,1099660000.0,2595636400.0,37690000000.0,2955000000.0,4400000.0,19148000000.0,3373333200.0,11994000000.0,280100000.0,4829000000.0,130000000.0,818000000.0,35870000000.0,5468000000.0,184518190.0,435800000.0,1514000000.0,101000000.0,2134505700.0,67405370000.00001,70000000.0,92000000.0,337900000.0,191150000.0,72500000.0,37280000000.0,1720000000.0,35368000000.0,602800000000.0,1205022200.0,1088400000.0,683600000.0,46000000.0,18537690000.0,10000000.0,97645900.0,2466121000.0,6958000000.0,206800000.0,1650300000.0,25326000000.0,19000000.0,20000000.0,1009000000.0,7137000000.0,8184666999.999999,9915800000.0,73000000000.0,582000000.0,32350000000.0,1748000000.0,9815282000.0,3578600000.0,84900000.0,27157000000.0,139100000.0,7651000000.0,1676218700.0,1337625000.0,768461500.0,101600000.0,175000000.0,19800000.0,9925000000.0,13644444.0,3324100000.0,1444700000.0,1607000000.0,628908000.0,1450000000.0,5250000000.0,202129060000.0,647500000000.0,1054777700.0,92950000000.0,41840473000.0,291100000.0,1223000000.0,33983530000.0,1520357100.0,901000000.0,80352290000.0,23105000000.0,3219200000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,639061500.0,7117000000.0,1668800000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,447200000.0,43100000.0,236000000.0,10573000000.0,5000000.0,839000000.0,13457500000.0,4700000.0,81650000000.0,494700000.0,5186000000.0,46100000.0,33231000000.0,1071486700.0,470066670.0,1396437200.0,1348200000.0,608000000.0,1356800000.0,6147895000.0,182504790.0,1452844500.0,12472000000.0,1441104500.0,10640000000.0,2753800000.0,9497100000.0,8706500000.0,1634000000.0,,,,,,,183500000000.0,1214800000.0,25443500000.0,84447000000.0,392100000.0,11240000000.0,931800000.0,8657800000.0,8745733000.0,2413000000.0,302400000.0,250200000.0,6418000000.0,61000000000.0,450769200.0,21461750000.0,26935000000.0,2408455600.0,794567000.0,212200000.0,2033540000.0,3298000000.0,4709000000.0,658000000.0,36478262.0,615900000.0,637400000.0,1155600000.0,2500600000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,10592022000.0,28041890000.0,1172000000.0,336200000.0,3420600000.0,51240000000.0,5184000000.0,637000000.0,11886750000.0,4108731700.0,434094000000.0,50315556000.0,7900000.000000001,22621100000.0,81862000000.0,,,,,,,,3565000000.0,14286000000.0,1572000000.0,3439275000.0
2014,20282000000.0,705700000.0,1074980000.0,2570091000.0,37690000000.0,2860000000.0,4400000.0,18463000000.0,3334444500.0,11592000000.0,280100000.0,4556000000.0,130000000.0,818000000.0,35870000000.0,5376000000.0,179100000.0,412400000.0,1571000000.0,101000000.0,2146132200.0,65022000000.00001,70000000.0,92000000.0,337900000.0,187900000.0,72500000.0,36505000000.0,1704000000.0,35368000000.0,593400000000.0,1162000000.0,1088400000.0,683600000.0,46000000.0,19026060000.0,10000000.0,104750130.0,2743690000.0,6958000000.0,217000000.0,1650000000.0,31308092000.0,19000000.0,20000000.0,989200000.0,7137000000.0,8569333000.0,9915800000.0,60700000000.0,582000000.0,32859000000.0,1720000000.0,10059554000.0,3152400000.0,84900000.0,27297000000.0,139100000.0,7285000000.0,1646862500.0,1360950000.0,792769250.0,101600000.0,175000000.0,19800000.0,9916000000.0,14100000.0,3324100000.0,1444700000.0,1607000000.0,579912000.0,1450000000.0,3923000000.0,208964370000.0,647500000000.0,1129222300.0,92950000000.0,39983000000.0,275400000.0,1184000000.0,33971820000.0,1550000000.0,969800000.0,80134860000.0,23082000000.0,3219600000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,659430740.0,7570000000.0,1740400000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,357600000.0,46000000.0,168500000.0,10573000000.0,5000000.0,836000000.0,13457500000.0,4700000.0,84930000000.0,677741350.0,5186000000.0,45000000.0,33231000000.0,1254390000.0,449833330.0,1434718600.0,1348200000.0,620000000.0,1356800000.0,6186947300.0,172907470.0,1511500000.0,12472000000.0,1413090500.0,9490000000.0,2778770000.0,9497100000.0,9875000000.0,1634000000.0,201655610000.0,972415300000.0,105592860000.0,1301318000000.0,1443564100000.0,3855570800000.0,194870000000.0,1201100000.0,27819200000.0,84432000000.0,392100000.0,10631000000.0,903400000.0,8657800000.0,8679022000.0,2413000000.0,274500000.0,252100000.0,6282000000.0,70810000000.0,475640980.0,21473000000.0,26935000000.0,2425501600.0,651033500.0,212200000.0,2022982600.0,3298000000.0,3935000000.0,658000000.0,37952174.0,615900000.0,559300000.0,980300000.0,2437800000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,10505911000.0,28067160000.0,1172000000.0,336200000.0,3522400000.0,51970000000.0,5184000000.0,637000000.0,10899000000.0,4143249500.0,439192000000.0,50460000000.0,7900000.000000001,22621100000.0,81862000000.0,1224306900000.0,491925750000.0,348596440000.0,485699550000.0,475781900000.0,706155700000.0,123104706000.0,3565000000.0,16472999999.999998,1572000000.0,3417487400.0
2015,20282000000.0,705700000.0,920000000.0,2544545400.0,37690000000.0,3271000000.0,4400000.0,9220000000.0,3295555600.0,11689000000.0,280100000.0,3994000000.0,130000000.0,818000000.0,35870000000.0,5629400000.0,159100000.0,418500000.0,1448000000.0,101000000.0,2157758700.0,63860000000.0,70000000.0,92000000.0,337900000.0,187900000.0,72500000.0,35730000000.0,1705917000.0,35368000000.0,591800000000.0,1162000000.0,1088400000.0,683600000.0,46000000.0,19752900000.0,10000000.0,111854350.0,3194018000.0,6958000000.0,232000000.0,1603400000.0,29833405000.0,19000000.0,20000000.0,811800000.0,7137000000.0,8954000000.0,9915800000.0,60900000000.0,582000000.0,31514000000.0,1615342600.0,10303827000.0,2726200000.0,84900000.0,28116000000.0,139100000.0,8160000000.0,1617506300.0,1438475000.0,817076900.0,101600000.0,175000000.0,19800000.0,9908000000.0,14100000.0,3324100000.0,1444700000.0,1607000000.0,620842000.0,1450000000.0,4030000000.000001,215799680000.0,647500000000.0,1203666700.0,92950000000.0,34904000000.0,279500000.0,1146000000.0,33960117000.0,830000000.0,868200000.0,79917430000.0,21656000000.0,3220000000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,679800000.0,7850000000.0,1812000000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,381800000.0,44800000.0,176700000.0,10573000000.0,5000000.0,840000000.0,13457500000.0,4700000.0,85660000000.0,860782700.0,5186000000.0,41800000.0,33231000000.0,1436173300.0,429600000.0,1473000000.0,1348200000.0,612000000.0,1356800000.0,6226000000.0,163824770.0,1721500000.0,12472000000.0,1385076400.0,8411000000.0,2713330000.0,9497100000.0,9875000000.0,1634000000.0,197513340000.0,957165700000.0,105866010000.0,1310560900000.0,1449265700000.0,3855783200000.0,196910000000.0,1251300000.0,30194900000.0,86397000000.0,392100000.0,10448000000.0,875000000.0,8657800000.0,8612311000.0,2413000000.0,291200000.0,250000000.0,6465000000.0,62440000000.0,500512800.0,22773000000.0,26935000000.0,2442547600.0,507500000.0,212200000.0,2012425200.0,3298000000.0,4689000000.0,658000000.0,39426090.0,615900000.0,573600000.0,897000000.0,2375000000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,10419800000.0,28092430000.0,1172000000.0,336200000.0,3624200000.0,53710000000.0,5184000000.0,637000000.0,9109000000.0,4177767800.0,444290000000.0,55139000000.0,7900000.000000001,22621100000.0,81862000000.0,1222205000000.0,484529200000.0,352304780000.0,484555240000.0,480126100000.0,706155700000.0,125907110000.0,3565000000.0,18660000000.0,1572000000.0,3395700000.0
2016,20282000000.0,705700000.0,1092000000.0,2519000000.0,37690000000.0,3181000000.0,4400000.0,10623000000.0,3256666700.0,11878000000.0,280100000.0,4193040400.0,130000000.0,818000000.0,35870000000.0,5689000000.0,155100000.0,419600000.0,1451000000.0,101000000.0,2169385200.0,66310000000.0,70000000.0,92000000.0,337900000.0,201300000.0,72500000.0,35991500000.0,1704000000.0,35368000000.0,604020000000.0,1162000000.0,1088400000.0,683600000.0,46000000.0,20059210000.0,10000000.0,118958580.0,2922710000.0,6958000000.0,218000000.0,1634800000.0,24443000000.0,19000000.0,20000000.0,886995000.0,7137000000.0,9230000000.0,9915800000.0,60650000000.0,582000000.0,31221000000.0,1751400000.0,10550000000.0,2300000000.0,84900000.0,26436000000.0,139100000.0,8419000000.000001,1588150000.0,1448600000.0,841384600.0,101600000.0,175000000.0,19800000.0,10136000000.0,14100000.0,3324100000.0,1444700000.0,1607000000.0,636611000.0,1450000000.0,3959000000.0,222635000000.0,647500000000.0,1278111100.0,92950000000.0,38510000000.0,260000000.0,1199000000.0,33868412000.0,1350000000.0,903600000.0,79700000000.0,21631000000.0,4032000000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,715000000.0,7660000000.0,1812000000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,307900000.0,44400000.0,185857860.0,10573000000.0,5000000.0,842000000.0,13457500000.0,4700000.0,86577000000.0,1043824000.0,5186000000.0,41900000.0,33231000000.0,1618886700.0,462400000.0,1473000000.0,1348200000.0,620000000.0,1356800000.0,6552000000.0,154742060.0,1747200000.0,12472000000.0,1357062200.0,8023400000.000001,2647890000.0,9497100000.0,9875000000.0,1634000000.0,189559300000.0,952468400000.0,105916590000.0,1312422200000.0,1487834000000.0,3891812300000.0,199770000000.0,1211400000.0,32570600000.0,87115000000.0,392100000.0,10289000000.0,875000000.0,8657800000.0,8545600000.0,2413000000.0,280600000.0,250800000.00000003,6374000000.0,64790000000.00001,525384600.0,22310000000.0,26935000000.0,2459593300.0,509800000.00000006,212200000.0,2001867500.0,3298000000.0,4706400000.0,658000000.0,40900000.0,615900000.0,555300000.0,887300000.0,2396600000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,8749000000.0,28117700000.0,1172000000.0,336200000.0,3726000000.0,59610000000.0,5184000000.0,637000000.0,9325000000.0,4212285500.0,444290000000.0,54553000000.0,7900000.000000001,22621100000.0,81862000000.0,1243327000000.0,483398470000.0,360268830000.0,490780400000.0,480387600000.0,706155700000.0,127494316000.0,3565000000.0,19040000000.0,1572000000.0,3402000000.0
2017,20282000000.0,705700000.0,1091000000.0,2445000000.0,37690000000.0,2870000000.0,4400000.0,12058641000.0,3217777700.0,12120000000.0,280100000.0,4392081000.0,130000000.0,818000000.0,35870000000.0,5658000000.0,155100000.0,400900000.0,1400000000.0,101000000.0,2181011400.0,65680000000.00001,70000000.0,92000000.0,337900000.0,193000000.0,72500000.0,36253000000.0,1704000000.0,35368000000.0,596220000000.0,1162000000.0,1088400000.0,683600000.0,46000000.0,21072820000.0,10000000.0,126062800.0,2440000000.0,6958000000.0,216000000.0,1630000000.0,27748404000.0,19000000.0,20000000.0,895798000.0,7137000000.0,9802000000.0,9915800000.0,77500000000.0,582000000.0,30094000000.0,1784900000.0,10548100000.0,2300000000.0,84900000.0,26946000000.0,139100000.0,8419000000.000001,1374530000.0,1448600000.0,865692300.0,101600000.0,175000000.0,19800000.0,10134000000.0,14100000.0,3324100000.0,1444700000.0,1607000000.0,675973000.0,1450000000.0,4736520000.0,222635000000.0,647500000000.0,1352555500.0,92950000000.0,43063000000.0,290000000.0,1201000000.0,33776707000.0,1335986700.0,906900000.0,79300000000.0,22452000000.0,4032000000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,770100000.0,7320000000.0,1812000000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,259000000.0,45600000.0,181117560.0,10573000000.0,5000000.0,840000000.0,13457500000.0,4700000.0,87840000000.0,1598767000.0,5186000000.0,46000000.0,33231000000.0,1801135000.0,462400000.0,1473000000.0,1348200000.0,610000000.0,1356800000.0,6707000000.0,145659340.0,1581289000.0,12472000000.0,1329048200.0,7916200000.0,2690630000.0,9497100000.0,9875000000.0,1634000000.0,190927000000.0,954948060000.0,105775540000.0,1337173100000.0,1491185300000.0,3922251200000.0,199970000000.0,1211400000.0,34946300000.0,91791280000.0,392100000.0,10080000000.0,875000000.0,8657800000.0,6161470000.0,2413000000.0,288000000.0,250000000.0,6773000000.0,64410000000.0,550256400.0,22943000000.0,26935000000.0,2474606500.0,499300000.0,212200000.0,1991310100.0,3298000000.0,5377000000.0,658000000.0,40900000.0,615900000.0,556300000.0,931400000.0,2418200000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,7988000000.0,28856200000.0,1172000000.0,336200000.0,3526000000.0,58788986000.0,5184000000.0,637000000.0,10705000000.0,4246803300.0,444290000000.0,58904000000.0,7900000.000000001,22621100000.0,81862000000.0,1241048500000.0,491019930000.0,362346070000.0,513385500000.0,480649100000.0,706155700000.0,127646500000.0,3565000000.0,19380000000.0,1572000000.0,3339000000.0
2018,20282000000.0,705700000.0,958000000.0,2501000000.0,37690000000.0,2714000000.0,4400000.0,12330000000.0,3178888800.0,12167000000.0,280100000.0,4175000000.0,130000000.0,818000000.0,35870000000.0,5425000000.0,155100000.0,312000000.0,1390000000.0,101000000.0,2192638000.0,66500000000.0,70000000.0,92000000.0,337900000.0,204000000.0,72500000.0,36253000000.0,1704000000.0,35368000000.0,592910000000.0,1162000000.0,1088400000.0,683600000.0,46000000.0,21408090000.0,10000000.0,133167030.0,3053660000.0,6958000000.0,207000000.0,1590000000.0,26921135000.0,19000000.0,20000000.0,1105817000.0,7137000000.0,10077666000.0,9915800000.0,77500000000.0,582000000.0,29409000000.0,1608540000.0,10548100000.0,2800000000.0,84900000.0,26922924000.0,139100000.0,8419000000.000001,1291120000.0,1448600000.0,890000000.0,101600000.0,175000000.0,19800000.0,10122000000.0,14100000.0,3324100000.0,1444700000.0,1607000000.0,668706000.0,1450000000.0,4918461300.0,222635000000.0,647500000000.0,1427000000.0,92950000000.0,33564000000.0,290000000.0,1112000000.0,33685000000.000004,1321973600.0,923000000.0,79100000000.0,23542000000.0,4032000000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,770100000.0,7320000000.0,1812000000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,254390000.0,52200000.0,183349000.0,10573000000.0,5000000.0,837000000.0,13457500000.0,4700000.0,88840000000.0,2153710000.0,5186000000.0,42734616.0,33231000000.0,1983383300.0,462400000.0,1473000000.0,1348200000.0,591000000.0,1356800000.0,6707000000.0,136576640.0,2431511000.0,12472000000.0,1301034100.0,8090199999.999999,2688451800.0,9497100000.0,9875000000.0,1634000000.0,188888170000.0,954395100000.0,106650640000.0,1330395600000.0,1484135300000.0,3908745800000.0,192740000000.0,1211400000.0,37322000000.0,92157814000.0,392100000.0,9598000000.0,875000000.0,8657800000.0,6129530000.0,2413000000.0,299700000.0,250000000.0,6416000000.0,64819999999.99999,575128200.0,23380000000.0,26935000000.0,3025800000.0,488300000.0,212200000.0,1980752600.0,3298000000.0,5557500000.0,658000000.0,40900000.0,615900000.0,556500000.0,961000000.0,2439800000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,9774000000.0,26880000000.0,1172000000.0,336200000.0,3780720000.0,61093580000.0,5184000000.0,637000000.0,10705000000.0,4281321000.0,444290000000.0,55926000000.0,7900000.000000001,22621100000.0,81862000000.0,1238165300000.0,489940700000.0,366706700000.0,497339750000.0,480649100000.0,706155700000.0,129788590000.0,3565000000.0,19640000000.0,1572000000.0,3771381600.0
2019,20282000000.0,705700000.0,1131000000.0,2443000000.0,37690000000.0,2865000000.0,4400000.0,10560000000.0,3140000000.0,12590000000.0,280100000.0,4199000000.0,130000000.0,818000000.0,35870000000.0,5422000000.0,155100000.0,305500000.0,1358000000.0,101000000.0,2204264400.0,67440000000.0,70000000.0,92000000.0,337900000.0,202000000.0,72500000.0,36253000000.0,1704000000.0,35368000000.0,591670000000.0,1162000000.0,1088400000.0,683600000.0,46000000.0,21857450000.0,10000000.0,146872540.0,3138130000.0,6958000000.0,202000000.0,1506000000.0,25792568000.0,19000000.0,20000000.0,945594000.0,7137000000.0,10353333000.0,9915800000.0,77500000000.0,582000000.0,29214500000.0,1006450000.0,10548100000.0,3000000000.0,84900000.0,26212086000.0,139100000.0,8419000000.000001,1572140000.0,1448600000.0,890000000.0,101600000.0,175000000.0,19800000.0,10115000000.0,14100000.0,3324100000.0,1444700000.0,1607000000.0,672000000.0,1450000000.0,4463075000.0,222635000000.0,647500000000.0,1538000000.0,92950000000.0,56618000000.0,290000000.0,1164000000.0,33845000000.0,1307960400.0,941840000.0,78400000000.0,23516000000.0,4032000000.0,7707000000.0,2184000000.0,12200000.0,29197000000.0,770100000.0,7350000000.0,1812000000.0,145900000.0,5720000000.0,42900000.0,12946000000.0,43800000.0,327785000.0,49300000.0,178629000.0,10573000000.0,5000000.0,839000000.0,13457500000.0,4700000.0,89351000000.0,1599180000.0,5186000000.0,40733790.0,33231000000.0,2165631800.0,462400000.0,1473000000.0,1348200000.0,595000000.0,1356800000.0,6707000000.0,128289220.0,2583307700.0,12472000000.0,1272400000.0,8403400000.0,2686463400.0,9497100000.0,9875000000.0,1634000000.0,186270230000.0,949388300000.0,106837310000.0,1307027100000.0,1522540800000.0,3918962600000.0,177110000000.0,1211400000.0,38550000000.0,85994514000.0,392100000.0,8983979000.0,875000000.0,8657800000.0,6129530000.0,2413000000.0,329600000.0,250000000.0,6993000000.0,64819999999.99999,610000000.0,23380000000.0,26935000000.0,3061600000.0,493000000.0,212200000.0,1970195200.0,3298000000.0,5618000000.0,658000000.0,40900000.0,615900000.0,558600000.0,944000000.0,2461400000.0,1068000000.0,11294000.0,13964400000.0,879600000.0,223000000.0,57307000000.0,10602000000.0,27708100000.0,1172000000.0,336200000.0,3793000000.0,62335820000.0,5184000000.0,637000000.0,10596000000.0,4315839000.0,444290000000.0,52948000000.0,7900000.000000001,22621100000.0,81862000000.0,1238776700000.0,487579440000.0,370133300000.0,504816770000.0,480649100000.0,706155700000.0,130851640000.0,3565000000.0,20000000000.0,1572000000.0,4236264000.000001
