Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_EU27,OWID_HIC,OWID_LIC,OWID_LMC,OWID_UMC,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,WB_EAP,WB_ECA,WB_LAC,WB_MENAP,WB_NA,WB_SA,WB_SSA,YEM,ZAF,ZMB,ZWE
1983,20974066000.0,,,1141600000.0,27960794000.0,,,,3482200000.0,,,8874620000.0,,,,14126000000.0,,,,,,,61500000.0,,,,,,2623200000.0,,468847500000.0,,,,,,,,,,190800000.0,,,,,1505000000.0,,3300000000.0,,51266666000.0,,43118000000.0,,,3880000000.0,,33315400000.0,,12292000000.0,,595533300.0,,23985295.0,,,5303600000.0,,,,,,,5732300000.0,,473360000000.0,1092714300.0,56128445000.0,40930000000.0,110400000.0,1731866700.0,45233530000.0,,585400000.0,89039000000.0,,,,,,,,,979210560.0,,2457000000.0,,,,,56080000.0,,10620000000.0,,,,,57800130000.0,,,27200000.0,,,,,1268845000.0,469866660.0,,,,,,,9288600000.0,2078731300.0,,1620000000.0,,,,,,,,154484000000.0,,,,,15900200000.0,,,,,,206800000.0,19820000000.0,,,,,,734180000.0,,,,,,,,,,3424400000.0,714750000.0,,7530222400.0,,,,,,,,2140000000.0,,,256160000.0,,2198000000.0,501850000000.0,,,6251110000.0,42306000000.0,,,,,,,,,,,
1984,22258326000.0,,,1222133300.0,28012632000.0,,,,3529600000.0,,,8822660000.0,,,,14108000000.0,,,,,,,63000000.0,,,,,,2634600000.0,,477230000000.0,,,,,,,,,,195400000.0,,,,,1605000000.0,,3400000000.0,,51650000000.0,,44184000000.0,,,3940000000.0,,34099200000.000004,,11896000000.0,,618266640.0,,27970588.0,,,5394800000.0,,,,,,,6041400000.0,,485030000000.0,1100285800.0,57519500000.0,40975000000.0,111200000.0,1753933300.0,44661800000.0,,602200000.0,89318665000.0,,,,,,,,,1007736800.0,,2786000000.0,,,,,61540000.0,,10810000000.0,,,16303000000.0,,58410170000.0,,,29600000.0,,,,,1448460000.0,483600000.0,,,,,,,9318800000.0,2104975000.0,,1760000000.0,,,,,,,,154623500000.0,,,,,16156600000.000002,,,,,,213900000.0,20160000000.0,,,,,,802202500.0,,,,,,,,,,3197200000.0,734000000.0,,8054000000.0,,,,,,,,2220000000.0,,,260480000.0,,2284000000.0,496600000000.0,,,6416580000.0,43788000000.0,,,,,,,,,,,
1985,23542583000.0,,,1302666700.0,28063879000.0,,,,3577000000.0,,,8770700000.0,110000000.0,290000000.0,,14090000000.0,,,,,,,64500000.0,,,90000000.0,,,2646000000.0,,481060000000.0,,,,,,,,,,200000000.0,,,8000000.0,,1705000000.0,,3500000000.0,,52033333000.0,,45250000000.0,,,4000000000.0,,34883000000.0,,11500000000.0,,641000000.0,,31955883.0,,,5486000000.0,,,,,,,6350500000.0,,496700000000.0,1107857100.0,58910557000.0,41020000000.0,112000000.0,1776000000.0,44090073000.0,,619000000.0,89598335000.0,,,,,,,,,1036263100.0,,3115000000.0,,,,,67000000.00000001,,11000000000.0,,,16119663000.0,,59020214000.0,,,26900000.0,,,,,1628075000.0,497333350.0,,,140000000.0,,,,9349000000.0,2131218700.0,,1900000000.0,,,,,,,,154763000000.0,,,,,16413000000.0,,,,,,221000000.0,20500000000.0,,,,,,870225000.0,,,,,,,,,,2970000000.0,753250000.0,,8577778000.0,,,,,,,,2300000000.0,,,264800000.0,,2370000000.0,491350000000.0,,,6582050000.0,45270000000.0,,,,,,,,,,,
1986,24826841000.0,,,1383200000.0,28115790000.0,,,,3622600000.0,,,8718740000.0,114817500.0,302280000.0,,13559513000.0,,,,,,,66000000.0,,,93280000.0,,42200000000.0,2653000000.0,,484848000000.0,,,,,,,,,,204600000.0,,,8733333.0,,1521666600.0,,3700000000.0,,52416668000.0,,45852000000.0,,,3665400000.0,,35442600000.0,,11604000000.0,,663733300.0,,35941176.0,,,5959200000.0,,,,,,,6462857200.0,,497360000000.0,1115428600.0,60301613000.0,41376000000.0,123000000.0,1764500000.0,43516342000.0,,671600000.0,89878000000.0,,,,,,,,,1064789400.0,,3444000000.0,,,,,66000000.0,,10796000000.0,,,15936325000.0,,59630257000.0,,,26540000.0,,,,,1626283300.0,511066700.0,,,158100000.0,,,,9075800000.0,2157462600.0,,1988571400.0,,,,,,,,154902500000.0,,,,,16163799999.999998,,,,,,228100000.0,20482000000.0,,,,,,938247500.0,,,,,,,,,,2970750000.0,772500000.0,,9101556000.0,,,,,,,,2455000000.0,,,269120000.0,,2456000000.0,486100000000.0,,,6747520000.0,46519600000.0,,,,,,,,,,,
1987,26111100000.0,480000000.0,,1463733300.0,28166964000.0,,,,3668200000.0,,100000000.0,8666780000.0,119635000.0,314560000.0,,13029027000.0,,,,20000000.0,1240000000.0,35040000000.0,67500000.0,,,96560000.0,19400000.0,42778600000.0,2660000000.0,,488636000000.0,709000000.0,396000000.0,,40000000.0,,,,,,210400000.0,,,9466667.0,,1338333400.0,,3900000000.0,,52800000000.0,,44041600000.0,,,3330800000.0,30000000.0,36002200000.0,60000000.0,11708000000.0,,686466700.0,740000000.0,39926470.0,,10000000.0,6432400000.0,,,,,,,6575214400.0,,498020000000.0,1123000000.0,61692665000.0,41732000000.0,134000000.0,1696000000.0,42892612000.0,,724200000.0,90157670000.0,,,,,,,,,1093315800.0,130000000.0,3773000000.0,,,50000000.0,,65000000.0,,10592000000.0,,,15752988000.0,3400000.0,60240300000.0,,1360000000.0,26180000.0,28256000000.0,,,,1624491700.0,524800000.00000006,,,176200000.0,,5590000000.0,,8802600000.0,2183706300.0,,2077143000.0,,,,,,,,155042000000.0,,,,,15914600000.0,,,,430000000.0,,235200000.0,20464000000.0,,,,,1360000000.0,1006270000.0,370000000.0,,810000000.0,,,,460000000.0,,,2971500000.0,791750000.0,,9625334000.0,181000000.0,91000000.0,,,,,,2610000000.0,,,273440000.0,,2542000000.0,480850000000.0,,,6912990000.0,47769200000.0,,,,,,,,,,,1220000000.0
1988,25581182000.0,492338450.0,,1544266700.0,28218506000.0,,,,3713800000.0,,114461540.0,8614820000.0,124452500.0,326840000.0,,12498540000.0,,,,23089103.0,1299431800.0,37243332000.0,69000000.0,,,99840000.0,23000000.0,43357200000.0,2667000000.0,,492424000000.0,839333360.0,396800000.0,,40400000.0,,,,,,215600000.0,,,10200000.0,,1155000000.0,,4100000000.0,,53183334000.0,,42231200000.0,,,2996200000.0,33976924.0,36561800000.0,64638466.00000001,11812000000.0,,709200000.0,727538470.0,43911766.0,,10569231.0,6905600000.0,,,,,,,6687571500.0,,498680000000.0,1130571500.0,63083720000.0,42088000000.0,145000000.0,1665000000.0,42303120000.0,,776800000.0,90437330000.0,,,,,,,,,1121842100.0,130061540.0,4102000000.000001,,,49367950.0,,64000000.0,,10388000000.0,,,15569650000.0,3519048.0,60850340000.0,,1631017600.0,25820000.0,28638254000.0,,,,1622700000.0,538533330.0,,,194300000.0,500000000.0,5952538500.0,,8529400000.000001,2209950000.0,,2165714300.0,,,,,,,,155181500000.0,,,,,15665400000.0,,,,434615370.0,,242300000.0,20446000000.0,,,,,1377688400.0,1074292500.0,321201530.0,,1000761500.0,,,,476153850.0,,,2972250000.0,811000000.0,,10149111000.0,227023590.0,97051285.0,,,,,,2765000000.0,,,277760000.0,,2628000000.0,475600000000.0,,,7078460000.0,49018800000.0,,,,,,,,,,,1419000000.0
1989,25051264000.0,504676940.0,,1624800000.0,28270527000.0,,,,3759400000.0,,128923070.0,8562860000.000001,129270000.0,339120000.0,,11968053000.0,,,,26178205.0,1358863600.0,39446667000.0,70500000.0,,,103120000.0,26600000.0,43935800000.0,2674000000.0,,496212000000.0,969666660.0,397600000.0,,40800000.0,,,,,,220800000.0,,,10933333.0,,1226551700.0,,4300000000.0,,53566666000.0,,40420800000.0,,,2661600000.0,37953846.0,37121400000.0,69276920.0,11916000000.0,,731933360.0,715076900.0,47897060.0,,11138462.0,7378800000.0,,,,,,,6799928700.0,,499340000000.0,1138142800.0,64474779999.99999,42444000000.0,156000000.0,1634000000.0,41713623000.0,,829400000.0,90717000000.0,,,,,,,,,1150368500.0,130123080.0,4431000000.0,,,48735898.0,,63000000.0,,10184000000.0,,,15386312500.0,3523810.0,61460384000.0,,1902035100.0,25460000.0,29021385000.0,,,,1620908400.0,552266660.0,,,212640000.0,528447030.00000006,6315538400.0,,8256200000.0,2236193700.0,,2254285800.0,,,,,,,,155321000000.0,,,,,15416200000.0,,,,439230770.0,,249400000.0,20428000000.0,,,,,1395376900.0,1142315000.0,272403100.0,,1191523100.0,,,,492307700.0,,,2973000000.0,830250000.0,11900000.0,10672889000.0,273047180.0,103102565.0,,,,,,2920000000.0,,,282080000.0,,2714000000.0,470350000000.0,,,7243930000.0,50268400000.0,,,,,,,,,,,1618000000.0
1990,24521345000.0,517015400.0,1200000000.0,1542333400.0,28321405000.0,,1700000.0,,3805000000.0,,143384620.0,8510899999.999999,134087500.0,351400000.0,,7623667000.0,194900000.0,,,29267307.0,1418295500.0,41650000000.0,72000000.0,,,106400000.0,30200000.0,44511700000.0,2681000000.0,,500000000000.0,1100000000.0,398400000.0,,41200000.0,,,,,,223000000.0,,,11666667.0,,1298103300.0,,4436000000.0,,53925000000.0,,38610400000.0,,,2327000000.0,41930770.0,37681000000.0,73915385.0,12020000000.0,,754666700.0,702615400.0,51882353.0,,11707692.0,7852000000.0,,,,,,,6912286000.0,74326300000.0,500000000000.0,1145714300.0,65865840000.00001,42800000000.0,167000000.0,1572400000.0,41124130000.0,,835000000.0,90996666000.0,,2049000000.0,,,,20570000000.0,,,1178894800.0,130184620.0,4760000000.0,,9769000000.0,48103847.0,,62000000.0,,9976600000.0,6700000.0,,15202975000.0,3585714.0,62070427000.0,,2173052500.0,25100000.0,29402761000.0,,,605000000.0,1617116700.0,566000000.0,,10112700000.0,230500000.0,556894100.0,6675307800.0,,7983000000.0,2262437600.0,,2342857100.0,,,,,,,,155460500000.0,,,,,15167000000.0,797500000.0,,,443846170.0,,191500000.0,20410000000.0,,,,,1413065400.0,1203137500.0,223604620.0,,1382284600.0,,,,508461530.00000006,,,2968000000.0,849500000.0,11856714.0,11196667000.0,319070760.0,109153844.0,,,,,,3067000000.0,,,286400000.0,,2800000000.0,465100000000.0,,,7404200000.0,51518000000.0,,,,,,,,2922000000.0,13291000000.0,,1817000000.0
1991,23990473000.0,529353860.0,1191780000.0,1578466700.0,28373130000.0,,1926667.0,,3733400000.0,,157846150.0,8458940000.0,138925000.0,363700000.0,,7474600000.0,198269230.0,,,32356410.000000004,1477727300.0,43853333000.0,73500000.0,76000000.0,,109700000.0,33800000.0,45091000000.0,2688000000.0,,508466670000.0,1133000000.0,399200000.0,,41600000.0,,,,,,218000000.0,,46272000000.0,12400000.0,,1243731400.0,,4555709000.0,,54308334000.0,,36800000000.0,,,2378800000.0,45907690.0,38450000000.0,78553850.0,12034000000.0,,777400000.0,690153840.0,55867646.0,16600000.0,12276923.0,7945000000.0,,,,,,979900000.0,7024643000.0,78220670000.0,511039950000.0,1153285700.0,67254220000.0,45120000000.0,167000000.0,1562000000.0,41624310000.0,,885571400.0,91198330000.0,,2000092300.0,,,,21265715000.0,,,1205421100.0,130246150.0,4720000000.0,,10093160000.0,47471795.0,,61000000.0,,10509100000.0,6600000.0,,15019637000.0,3476191.0,62680473000.0,,2444070000.0,24740000.0,29785015000.0,,,631556400.0,1615325000.0,575800000.0,,9380067000.0,248700000.0,585341160.0,7038077000.0,,7983000000.0,2288681300.0,,2431428700.0,1197000000.0,,,,,,,155600000000.0,,,,,14273500000.0,803390000.0,,8598400000.0,448461530.0,,190100000.0,20253334000.0,,,,,1430753800.0,1271160000.0,174806150.0,,1573046200.0,,,,524615400.0,,,2970500000.0,868750000.0,11813429.0,11720445000.0,365094360.0,115205130.0,,,,,,3023400000.0,,,290720000.0,,2886000000.0,465950000000.0,,,7569670000.0,53547600000.0,,,,,,,,2968800000.0,13209600000.0,,2016000000.0
1992,23460318000.0,541692300.0,1183560000.0,1614600000.0,28424673000.0,,2153333.0,,3661800000.0,16202000000.000002,172307690.0,8406980000.000001,143762500.0,376000000.0,,7325533400.0,207767310.0,,,35445510.0,1537159100.0,46056667000.0,75000000.0,81333330.0,,113000000.0,37400000.0,44515000000.0,2695000000.0,20285200000.0,516933350000.0,1166000000.0,400000000.0,,42000000.0,,,,,,213000000.0,,49948486000.0,13133333.0,,1189359400.0,,4675418400.0,,54691666000.0,,36416668000.0,2630000000.0,,2430600000.0,49884614.0,39219000000.0,83192310.0,12048000000.0,3157506700.0,800133350.0,677692300.0,59852943.0,48280000.0,12846154.0,8038000000.0,,,1460000000.0,,,1056075000.0,7137000000.0,82115040000.0,522079900000.0,1160857200.0,68645110000.0,47440000000.0,167000000.0,1551600000.0,42124493000.0,,936142860.0,91400000000.0,,1951184600.0,,,,21961428000.0,,,1234157900.0,130307690.0,4680000000.0,,10417320000.0,46839744.0,,60000000.0,,11041600000.0,6500000.0,1963000000.0,14836300000.0,3709524.0,63290516000.0,,2715087700.0,24380000.0,30167269000.0,,,658112700.0,1613533400.0,585600000.0,,8647433000.0,254700000.0,613788250.0,7400846000.0,,7687800000.0,2314925000.0,,2520000000.0,1210631400.0,,,,,,,157484450000.0,,,,,13380000000.0,809280000.0,,10070162000.0,453076930.0,,188700000.0,20096666000.0,99600000000.0,,16120000000.000002,,1448442300.0,1339182500.0,126007690.0,728900000.0,1763807700.0,,,,540769200.0,,,2973000000.0,888000000.0,11770143.0,12244223000.0,411117940.0,121256410.0,,,,,,2979800000.0,31599500000.0,,295040000.0,26000000000.0,2972000000.0,466800000000.0,,,7735140000.0,55577200000.0,,,,,,,,3015600000.0,13128200000.0,1747000000.0,2215000000.0
1993,22930160000.0,554030800.0,1175340000.0,1650733400.0,28476215000.0,3198000000.0,2380000.0,18550200000.0,3590200000.0,16338000000.000002,186769230.0,8355020000.0,148600000.0,395244450.0,,7176466500.0,217888460.0,,,38534615.0,1596590900.0,48260000000.0,76500000.0,86666666.0,,123133330.0,41000000.0,43939000000.0,2667620000.0,21366629000.0,525400000000.0,1199000000.0,470800000.0,,42400000.0,,,,,,208000000.0,3032400000.0,49539540000.0,13866667.0,,1134987600.0,,4795127400.0,,54875000000.0,,36033333000.0,2206000000.0,,2482400000.0,53861540.0,37441400000.0,87830770.0,12062000000.0,3002260000.0,822866700.0,665230750.0,63838236.00000001,79960000.0,13415385.0,7954333300.0,,,1482500000.0,,,1132250000.0,6855400000.0,86009410000.0,533119900000.0,1168428500.0,70036000000.0,49760000000.0,166500000.0,1541200000.0,42624676000.0,927500000.0,912839300.0,90560000000.0,33241000000.0,1902276900.0,,,,22657143000.0,307000000.0,,1262473700.0,130369230.0,4640000000.0,,10741480000.0,46207692.0,,59000000.0,,11034600000.0,6400000.0,1852650000.0,14652963000.0,3771429.0,63900560000.0,,2986105200.0,24020000.0,30549522000.0,,428000000.0,684669100.0,1611741700.0,595400000.0,,7914800000.0,260700000.0,642235300.0,7763615600.0,,7392600000.0,2341168600.0,,2608571500.0,1224262600.0,,,,,,,159368900000.0,,,,,13262600000.0,815170000.0,,11541923500.0,457692300.0,,187300000.0,19940000000.0,88350000000.0,,16569524999.999998,,1466130700.0,1407205000.0,133869230.0,809762500.0,1954569200.0,,,7000000.0,556923100.0,1572000000.0,,2890333400.0,907250000.0,11726857.0,12768000000.0,457141550.0,127307700.0,,,,,,2936200000.0,32274323000.000004,,299360000.0,25037000000.0,3058000000.0,467650000000.0,,,7900610000.0,57606800000.0,,,,,,,,3062400000.0,13046800000.0,1726500000.0,2414000000.0
1994,22400003000.0,566369240.0,1167120000.0,1686866600.0,28527758000.0,2983000000.0,2606667.0,21110200000.0,3518600000.0,14633000000.0,201230760.0,8303060000.0,153437500.0,414488880.0,,7027400000.0,228009610.0,,,48204670.0,1656022700.0,50463333000.0,78000000.0,92000000.0,,133266670.0,44600000.0,43363000000.0,2640240000.0,22448057000.0,529042850000.00006,1232000000.0,541600000.0,,42800000.0,,,,,,201285720.0,2887800000.0,49199924000.0,14500000.0,,1080615600.0,,4914836400.0,,56678288000.0,,35650000000.0,1782000000.0,,2534200000.0,57838462.0,35663800000.0,92469230.0,12076000000.0,2847013200.0,845600000.0,652769200.0,67823530.0,111640000.0,13984615.0,7870666500.0,,,1505000000.0,,,1208425000.0,6573800000.0,89903380000.0,544159800000.0,1176000000.0,76516500000.0,52080000000.0,166000000.0,1530800000.0,43124860000.0,957142830.0,890885700.0,89720000000.0,32657000000.0,1853369200.0,9790000000.0,,,23352858000.0,259063480.0,,1291000000.0,130430770.0,4600000000.0,,11065640000.0,45575640.0,,58000000.0,,11186600000.0,6300000.0,1742300000.0,14469625000.0,3833333.0,64510600000.0,,3257122800.0,23660000.0,30931776000.0,,436615380.0,711225450.0,1609950000.0,605200000.0,936000000.0,7182166600.0,266700000.0,670682400.0,8126385000.000001,,7097400000.0,2367412600.0,,2697142800.0,1237893900.0,,,,,,,161253330000.0,,,,,13145200000.0,821060000.0,,13013686000.0,462307700.0,,160700000.0,17970000000.0,77100000000.0,,17005050000.0,,1483819200.0,1475227500.0,141730770.0,890625000.0,2145330700.0,,,8473913.0,573076900.0,1479000000.0,,2807666800.0,926500000.0,11683571.0,13449000000.0,503165100.00000006,133358970.0,,11520000000.0,23698000000.0,,,2892600000.0,32949142000.000004,1485250000.0,303680000.0,24072000000.0,3144000000.0,468500000000.0,53763000000.0,,8066079999.999999,59636400000.0,,,,,,,,3109200000.0,12965400000.0,1706000000.0,2613000000.0
1995,21869846000.0,578707700.0,1158900000.0,1723000000.0,28579300000.0,2531000000.0,2833333.0,19850200000.0,3447000000.0,13970000000.0,215692310.0,8251099999.999999,150089280.0,433733340.0,,6878333600.0,238130760.0,,1980000000.0,57874724.0,1715454600.0,52666668000.0,79500000.0,92000000.0,,143400000.0,48200000.0,42787000000.0,2612860000.0,23529486000.0,532685700000.0,1261466600.0,612400000.0,476100000.0,43200000.0,,,,,5211000000.0,194571440.0,2743200000.0,48830887000.0,15333333.0,,1026243800.0,,5034545400.0,,58481570000.0,,35266666000.0,1358000000.0,,2586000000.0,61815385.0,33886200000.000004,97107690.0,12090000000.0,2691766700.0,868333340.0,640307660.0,71808820.0,143320000.0,14553846.0,7787000000.0,,,1527500000.0,,,1284600000.0,6292200000.0,93798150000.0,555199770000.0,1141727300.0,82997000000.0,54400000000.0,165500000.0,1532400000.0,43625042000.0,986785700.0,868932100.0,88840000000.0,32073000000.0,1804461600.0,9838333000.0,,,24048570000.0,277114480.0,,1314333300.0,130492310.0,4554280000.0,,11389800000.0,44943590.0,4347200000.0,57000000.0,406186670.0,11256600000.0,6200000.0,1631950000.0,14286287000.0,4596154.0,65120639999.99999,,3528140300.0,23300000.0,31314032000.0,,445230780.0,737781800.0,1608158300.0,615000000.0,986041670.0,7499000000.0,272700000.0,699129400.0,8489153999.999999,,6802200000.0,2393656300.0,,2785714400.0,1217525200.0,,,,,,,163137770000.0,,,,,13027800000.0,826950000.0,,12852115000.0,466923100.0,,161233340.0,16000000000.0,75566190000.0,,17472574000.0,,1501488400.0,1543250000.0,149592310.0,971487500.0,2336092200.0,,,9947826.0,589230800.0,1386000000.0,,2725000000.0,945750000.0,11640286.0,13492000000.0,549188730.0,139410260.0,,11651500000.0,23886183000.0,,,2849000000.0,33623962000.0,1947593800.0,308000000.0,23107000000.0,3230000000.0,469350000000.0,53699047000.0,10000000.0,8232417000.0,61666000000.0,,,,,,,,3156000000.0,12884000000.0,1689250000.0,2812000000.0
1996,21339691000.0,591046150.0,1294680000.0,1882220000.0,28936785000.0,2277000000.0,3060000.0,22160200000.0,3544500000.0,13457000000.0,230153840.0,7970550000.0,146741080.0,452977780.0,,6729266600.0,248251930.0,,1951400000.0,66499779.99999999,1774886400.0,54830000000.0,81000000.0,92000000.0,,153520000.0,51800000.0,42211000000.0,2585480000.0,24610914000.0,536328550000.0,1290933400.0,683200000.0,497700000.0,43600000.0,,,,,5216066000.0,187857140.0,2617850000.0,47765156000.0,16066667.0,16600000.0,971871900.0,,5154254400.0,,60287260000.0,,34883335000.0,1365914300.0,,2521425000.0,65792310.00000001,32108600000.000004,101746160.0,12168791000.0,2536520000.0,891066700.0,627846200.0,75794116.0,175000000.0,15123077.0,8236000000.000001,,,1550000000.0,,,1296414300.0,6010600000.0,97691920000.0,566239700000.0,1107454500.0,84097000000.0,56720000000.0,165000000.0,1548600000.0,44125225000.0,1016428600.0,846978550.0,89015000000.0,29539200000.0,1755553800.0,9886666000.0,,,24744286000.0,295165480.0,,1337666600.0,130553840.0,4508560000.0,,11713960000.0,44311540.0,4084000000.0,57950000.0,383073330.0,11336080000.0,6200000.0,1521600000.0,14102950000.0,4764423.0,65730680000.00001,1555000000.0,3799157900.0,24828572.0,31696285000.0,,453846160.0,764338200.0,1606366600.0,614000000.0,1036083300.0,5484000000.0,266900000.00000003,727576500.0,8851923000.0,,6507000000.0,2419900000.0,,2874285700.0,1231156600.0,,,,,,,165022220000.0,,,,,12910400000.0,832840000.0,,12279543000.0,471538450.0,,161766660.0,14230000000.0,74032380000.0,,17909100000.0,,1519196200.0,1611272500.0,157453850.0,1052350000.0,2526853800.0,,,11421739.0,605384600.0,1348000000.0,,2718000000.0,965000000.0,11597000.0,13964000000.0,595212300.0,145461540.0,,11783000000.0,24074368000.0,,,2804600000.0,34298786000.0,2409937400.0,312320000.0,22142000000.0,3316000000.0,470200000000.0,53635094000.0,9950000.0,8397019999.999999,63695600000.0,,,,,,,,3202800000.0,12862000000.0,1672500000.0,3011000000.0
1997,20809534000.0,603384600.0,1430460000.0,2041440000.0,29294270000.0,1850000000.0,3286667.0,21928200000.0,3642000000.0,12518000000.0,244615390.0,7690000000.0,143392860.0,472222200.0,,6580200000.0,258373080.0,,1922800000.0,75124840.0,1834318200.0,55150000000.0,81000000.0,92000000.0,,163640000.0,55400000.0,42129753000.0,2558100000.0,25692343000.0,539971440000.0,1320400000.0,754000000.0,519300000.0,44000000.0,,,,,5221132000.0,181142850.0,2492500000.0,47382744000.0,16800000.0,16600000.0,917500000.0,,5273963500.0,,62092940000.0,,34500000000.0,1373828500.0,,2456850000.0,69769230.0,30331000000.0,106384610.0,12247581500.0,2381273300.0,913800000.0,615384640.0,79779410.0,175000000.0,15692309.000000002,8685000000.0,,,1572500000.0,,,1308228600.0,5968833400.0,101586190000.0,577279660000.0,1073181900.0,85197000000.0,59032600000.0,164500000.0,1564800000.0,44625410000.0,1046071400.0,825025000.0,89190000000.0,27005400000.0,1706646200.0,9935000000.0,,,25440000000.0,313216480.0,,1361000000.0,130615380.0,4462840000.0,,12038120000.0,43679487.0,3820800000.0,58900000.0,359960000.0,11652060000.0,6000000.0,1488954500.0,13919613000.0,4932692.0,66340729999.99999,1339250000.0,4055842000.0,26357142.0,32078537000.0,,462461530.0,790894570.0,1604575000.0,613000000.0,1086125000.0,5523052700.0,274900000.0,756023500.0,9215384500.0,,6988500000.0,2396033300.0,,2962857200.0,1244787900.0,,,,,,,166906660000.0,,,,,12793000000.0,838730000.0,,11706971000.0,476153850.0,,162300000.0,12460000000.0,72498570000.0,,18368626000.0,,1536884700.0,1679295000.0,165315390.0,1133212400.0,2717615400.0,,,12895652.0,621538460.0,1310000000.0,,2711000000.0,984250000.0,11553714.0,14427000000.0,641235900.0,151512820.0,,11914500000.0,24262550000.0,,297000000.0,2760200000.0,34973606000.0,2872281300.0,316640000.0,21177000000.0,3402000000.0,471050000000.0,53571144000.0,9900000.0,8562490000.0,65725200000.0,,,,,,,,3249600000.0,12840000000.0,1655750000.0,3210000000.0
1998,20282000000.0,615723100.0,1566240000.0,2200660000.0,29651754000.0,1994000000.0,3513333.0,21822200000.0,3654000000.0,10235000000.0,259076920.0,7638533000.0,140044640.0,580000000.0,,6431133300.0,268494220.0,,1894200000.0,83749890.0,1893750000.0,55470000000.0,81000000.0,92000000.0,,173760000.0,59000000.0,42048508000.0,2550080000.0,26773771000.0,543614260000.0,1349866600.0,824800000.0,540900000.0,44400000.0,,,,,5226197700.0,174428570.0,2375620000.0,45806736000.0,17433332.0,16600000.0,864680000.0,,5393673000.0,,63898630000.0,,35035000000.0,1381742800.0,,2392275000.0,73746150.0,31120333000.0,111023076.0,12326373000.0,2226026800.0,936533330.0,602923100.0,83764710.0,175000000.0,16261537.999999998,8795200000.0,,,1595000000.0,,,1320042800.0,5927067000.0,105480460000.0,588319500000.0,1038909100.0,86297000000.0,61352600000.0,164000000.0,1581000000.0,45125587000.0,1075714200.0,803200000.0,89593330000.0,24471600000.0,1657738400.0,9983334000.0,,,26185600000.0,331267450.0,,1384333400.0,130676930.0,4399120000.0,,12362280000.0,43047436.0,3557600000.0,59850000.0,336846680.0,11968040000.0,6000000.0,1456309100.0,13736275000.0,5100962.0,66950774999.99999,1123500000.0,4312526000.0,27885715.0,32460793000.000004,,471076940.0,817450900.0,1602783300.0,612000000.0,1136166700.0,5562105000.0,282900000.0,784470600.0,9577461000.0,1284800000.0,7470000000.0,2372166600.0,,3051428600.0,1258419200.0,,,,,,,168791100000.0,,,,,12578200000.0,844620000.0,,11134400000.0,480769220.0,,162833330.0,12760000000.0,70964760000.0,,18813150000.0,,1554573000.0,1747317600.0,173176930.0,1214075000.0,2908377000.0,,,14369565.0,637692330.0,1263833300.0,,2703333400.0,1003500000.0,11510429.0,14917000000.0,687259500.0,157564100.0,,12046000000.0,24450733000.0,,302666660.0,2715800000.0,35648430000.0,3334625000.0,320960000.0,20212000000.0,3488000000.0,471900000000.0,53507190000.0,9850000.0,8728307000.0,67754800000.0,,,,,,,,3296400000.0,12818000000.0,1639000000.0,3409000000.0
