Date,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
2013,490.0,1209440.0,69382696.0,5500.0,791136.0,18206.0,320552.0,48957390.0,333436.0,15986.0,8582.0,131972970.0,3870094.0,1059730.0,245360.02,689528.0,3809942.2,4210.0,4675290.0,1885276.0,3794600.0,1370.0,509860.0,2137364.0,170.0,8632100.0,1405434.0,780.0,57012210.0,519340350.0,6300.0,380000.0,2711224.0,15727900.0,45630092.0,366968930.0,1243108.0,18145542.0,206420700.0,4668236.0,20732480.0,144026940.0,21953980.0,15590.0,61150950.0,35656.0,43836.0,2924976.0,3395140.0,70.0,12720.0,172762.0,2887750.0,11423640.0,5630.0,58024.0,609092.0,2203410.0,1699448.0,12902868.0,4080.0,1513780.0,538592.0,18571686.0,2387260.0,26904280.0,22342200.0,1081012.0,0.0,16669200.0,80.0,64213.996,23646882.0,3116600.0,3100500.0,400.0,6627720.0,0.0,5661276.0,72360.0,282642.0,2150446.0,2507164.0,3947120.0,17700.0,220.0,3705078.0,8026600.0,26562.0,18484740.0,6614076.0,1921200.0,370660.0,2055048.0,95538824.0,3630.0,70295200.0,740954.0,10751000.0,776886.0,51434.0,160600.0,8955416.0,569850.0,600.0,70700.0,24952800.0,3217948.0,3581716.0,1238900.0,9543784.0,1070.0,11000.0,6357000.0,5810.0,13485876.0,140164.0,7269854.0,209338.0,31660.0,5550.0,2121334.0,34520.0,2180200.0,88700.0,3388020.0,1240.0,5692220.0,0.0,381640.0,11465864.0,3720.0,67788216.0,9400.0,980812.0,11685802.0,350.0,30571864.0,827000.0,14180558.0,22744.0,35447250.0,987584.0,2420.0,50890.0,38324.0,2535700.0,19257592.0,10194.0,8050698.0,871174.0,1166640.0,490.0,18652548.0,5046140.0,18800.0,368290.0,12139504.0,6093442.0,0.0,9847214.0,1600.0,4189259500.0,3087562.0,4657502.0,3690.0,70153140.0,6944378.0,40818.0,34162224.0,9383600.0,489488.0,7591672.0,3287850.0,17077702.0,10334.0,149460.0,1400.0,75226.0,6746576.0,822524500.0,459914.0,2768050.0,24070080.0,8835828.0,16978.0,0.0,2522746.0,2672982.0,676338.0,1000.0,6286800.0,1378.0,2999036.0,7148680.0,56218.0,14847974.0,1920214.0,1247600.0,28017200.0,451070.0,300.0,29136.0,521154.03,10520.0,5146292.0,1229990.0,20074000.0,417080.0,0.0,2330000.0,1068370.0,8730.0,231138.0,704330.0,21411412.0,1030.0,48896000.0,2748932.0,9639200.0,1779006.0,309545000.0,3469480.0,0.0,28550.0,48080360.0,9974.0,18868.0,13792340.0,936048.0,9744.0,165520.0,549000.0,21830624.0,46131460.0,14422002.0
2014,490.0,1209440.0,68872664.0,5500.0,794158.0,18248.0,320886.0,48700704.0,333818.0,15918.0,8516.0,132240240.0,3872912.0,1068810.0,262500.0,689414.0,3658516.0,4210.0,4555430.0,1884288.0,3813800.0,1370.0,509860.0,2148932.0,170.0,8632800.0,1397902.0,780.0,56849692.0,517424640.0,6300.0,380000.0,2713202.0,15727900.0,45595100.0,367481500.0,1245904.0,18181316.0,208357470.0,4558378.0,20676480.0,143022450.0,21933640.0,15590.0,61057356.0,35108.0,44348.0,2939718.0,3457070.0,70.0,12720.0,172736.0,2890330.0,11428520.0,5640.0,57912.0,616676.0,2209120.0,1698774.0,12861034.0,4080.0,1507800.0,539046.0,18573518.0,2404340.0,26845240.0,22375600.0,1085646.0,0.0,16752600.0,80.0,64241.996,23634756.0,3135800.0,3100500.0,410.0,6663440.0,0.0,5594278.0,72630.0,276856.0,2146208.0,2498692.0,4022560.0,17700.0,220.0,3688154.0,8023300.0,27416.0,18473050.0,6570538.0,1921600.0,367480.0,2057934.0,95283360.0,3630.0,70561600.0,747812.0,10751000.0,767748.0,52332.0,162800.0,8931208.0,573650.0,600.0,70700.0,24948400.0,3263204.0,3482798.0,1242920.0,9195302.0,1070.0,11000.0,6347000.0,5950.0,13427638.0,140262.0,7153212.0,209004.0,31860.002,5550.0,2109792.0,34520.0,2183600.0,88700.0,3393320.0,1240.0,5691060.0,0.0,384020.0,11305732.0,3720.0,67665736.0,9400.0,987606.0,11585256.0,350.0,30282152.0,827000.0,14179444.0,23552.0,35180220.0,990212.0,2420.0,51090.0,38312.0,2493700.0,19360906.0,10122.0,8050054.0,881892.0,1154220.0,490.0,18525664.0,5024020.0,18810.0,366560.0,12136242.0,6096946.0,0.0,9846912.0,1600.0,4185346300.0,3061806.0,4651126.0,3690.0,69853800.0,6979264.0,40904.0,34157616.0,9401800.0,488834.0,7603026.0,3299840.0,16723686.0,10452.0,149460.0,1400.0,75638.0,6823768.0,822865340.0,474472.0,2768050.0,23895940.0,8820284.0,16724.0,0.0,2522008.0,2653256.0,676414.0,1000.0,6132900.0,1354.0,3038718.0,7152840.0,55624.0,14843292.0,1920982.0,1247800.0,27998600.0,449570.0,300.0,28918.0,524212.03,10520.0,5018376.0,1227030.0,20067000.0,419440.0,0.0,2330000.0,1066970.0,8730.0,230714.0,704630.0,21520856.0,1030.0,48493000.0,2698786.0,9669600.0,1806698.0,309820000.0,3509440.0,0.0,28550.0,47979796.0,9972.0,19014.0,13927100.0,933664.0,9832.0,165040.0,549000.0,21918192.0,45943280.0,14362336.0
2015,490.0,1209440.0,68362630.0,5500.0,797180.0,18290.0,321220.0,48444020.0,334200.0,15850.0,8450.0,132507510.0,3875730.0,1077890.0,279640.0,689300.0,3507090.0,4210.0,4435570.0,1883300.0,3833000.0,1370.0,509860.0,2160500.0,170.0,8633500.0,1390370.0,780.0,56687180.0,515508930.0,6300.0,380000.0,2715180.0,15727900.0,45560108.0,367994100.0,1248700.0,18217090.0,210294260.0,4448520.0,20620480.0,142017950.0,21913300.0,15590.0,60963760.0,34560.0,44860.0,2954460.0,3519000.0,70.0,12720.0,172710.0,2892910.0,11433400.0,5650.0,57800.0,624260.0,2214830.0,1698100.0,12819200.0,4080.0,1501820.0,539500.0,18575350.0,2421420.0,26786200.0,22409000.0,1090280.0,0.0,16836000.0,80.0,64269.996,23622630.0,3155000.0,3100500.0,420.0,6699160.0,0.0,5527280.0,72900.0,271070.0,2141970.0,2490220.0,4098000.0,17700.0,220.0,3671230.0,8020000.0,28270.0,18461360.0,6527000.0,1922000.0,364300.0,2060820.1,95027896.0,3630.0,70828000.0,754670.0,10751000.0,758610.0,53230.0,165000.0,8907000.0,577450.0,600.0,70700.0,24944000.0,3308460.0,3383880.0,1246940.0,8846820.0,1070.0,11000.0,6337000.0,6090.0,13369400.0,140360.0,7036570.0,208670.0,32060.002,5550.0,2098250.0,34520.0,2187000.0,88700.0,3398620.0,1240.0,5689900.0,0.0,386400.0,11145600.0,3720.0,67543256.0,9400.0,994400.0,11484710.0,350.0,29992440.0,827000.0,14178330.0,24360.0,34913190.0,992840.0,2420.0,51290.0,38300.0,2451700.0,19464220.0,10050.0,8049410.0,892610.0,1141800.0,490.0,18398780.0,5001900.0,18820.0,364830.0,12132980.0,6100450.0,0.0,9846610.0,1600.0,4181433000.0,3036050.0,4644750.0,3690.0,69554460.0,7014150.0,40990.0,34153012.0,9420000.0,488180.0,7614380.0,3311830.0,16369670.0,10570.0,149460.0,1400.0,76050.0,6900960.0,823206200.0,489030.0,2768050.0,23721800.0,8804740.0,16470.0,0.0,2521270.0,2633530.0,676490.0,1000.0,5979000.0,1330.0,3078400.0,7157000.0,55030.0,14838610.0,1921750.0,1248000.0,27980000.0,448070.0,300.0,28700.0,527270.0,10520.0,4890460.0,1224070.0,20060000.0,421800.0,0.0,2330000.0,1065570.0,8730.0,230290.0,704930.0,21630300.0,1030.0,48090000.0,2648640.0,9700000.0,1834390.0,310095000.0,3549400.0,0.0,28550.0,47879230.0,9970.0,19160.0,14061860.0,931280.0,9920.0,164560.0,549000.0,22005760.0,45755100.0,14302670.0
2016,490.0,1209440.0,67852600.0,5500.0,825944.0,18264.0,321556.0,48254332.0,334164.0,15850.0,8384.0,132664240.0,3878548.0,1094550.0,279640.0,685544.0,3469708.0,4210.0,4315710.0,1882312.0,3845600.0,1490.0,509860.0,2159776.0,170.0,8675410.0,1382838.0,780.0,56463556.0,512880500.0,6300.0,380000.0,2715576.0,15728360.0,45513584.0,368168900.0,1250532.0,18210936.0,212055000.0,4394464.0,20441984.0,141735070.0,21887400.0,15590.0,60795664.0,34222.0,45480.0,2957978.0,3537486.0,70.0,12720.0,172676.0,2898960.0,11438200.0,5696.0,57754.0,625950.0,2216734.0,1697426.0,12747578.0,4080.0,1495840.0,538242.0,18656692.0,2425910.0,26782300.0,22435800.0,1094912.0,0.0,16938400.0,80.0,64299.996,23615898.0,3167000.0,3100500.0,430.0,6734880.0,0.0,5460284.0,73170.0,265284.0,2137732.0,2481860.0,4230960.0,17700.0,220.0,3657304.0,8016570.0,28270.0,18452156.0,6444086.0,1925520.0,364460.0,2060056.0,95134696.0,3638.0,71124200.0,762400.0,10751000.0,752002.0,53916.0,160000.0,8997502.0,581336.0,614.0,70700.0,24939000.0,3336970.0,3425396.0,1248584.0,8652824.0,1070.0,11000.0,6329200.0,6132.0,13338062.0,140456.0,6935140.0,208336.0,32166.002,5550.0,2107682.0,34520.0,2190038.0,88700.0,3405722.0,1240.0,5690674.0,0.0,383760.0,11025174.0,3720.0,67415490.0,9462.0,1003984.0,11384164.0,372.0,29702728.0,827000.0,14178330.0,24360.0,34646160.0,995468.0,2420.0,51490.0,38298.0,2409700.0,19408324.0,9994.0,8048764.0,892610.0,1129380.0,490.0,18271898.0,4979786.0,18830.0,365280.0,12130546.0,6117030.0,0.0,9870346.0,1600.0,4178194200.0,3046546.0,4641736.0,3690.0,69374856.0,7056598.0,41076.0,34131950.0,9428840.0,482966.0,7625734.0,3316342.0,16118924.0,10676.0,149460.0,1400.0,76254.0,6906578.0,824251400.0,503590.0,2768050.0,23547660.0,8789196.0,16335.999,0.0,2520536.0,2613804.0,677324.0,1000.0,5825100.0,1306.0,3118080.0,7156100.0,55054.0,14823980.0,1923644.0,1247166.0,27970800.0,446570.0,300.0,28482.0,527346.0,10520.0,4762546.0,1221108.0,20115512.0,422040.0,0.0,2330000.0,1064170.0,8730.0,229866.0,703744.0,21748312.0,1030.0,47621000.0,2620544.0,9740000.0,1853918.0,309927000.0,3577320.0,0.0,28552.0,47770324.0,9970.0,19310.0,14184932.0,928896.0,10010.0,164080.0,549000.0,22093326.0,45676096.0,14248338.0
2017,490.0,1209440.0,67342570.0,5500.0,854708.0,18238.0,321892.0,48064650.0,334128.0,15850.0,8318.0,132820960.0,3881366.0,1111210.0,279640.0,681788.0,3432326.0,4210.0,4195850.0,1881324.0,3858200.0,1610.0,509860.0,2159052.0,170.0,8717320.0,1375306.0,780.0,56239936.0,510252130.0,6300.0,380000.0,2715972.0,15728820.0,45467060.0,368343650.0,1252364.0,18204782.0,213815740.0,4340408.0,20263488.0,141452180.0,21861500.0,15590.0,60627570.0,33884.0,46100.0,2961496.0,3555972.0,70.0,12720.0,172642.0,2905010.0,11443000.0,5742.0,57708.0,627640.0,2218638.0,1696752.0,12675956.0,4080.0,1489860.0,536984.0,18738034.0,2430400.0,26778400.0,22462600.0,1099544.0,0.0,17040800.0,80.0,64329.996,23609166.0,3179000.0,3100500.0,440.0,6770600.0,0.0,5393288.0,73440.0,259498.0,2133494.0,2473500.0,4363920.0,17700.0,220.0,3643378.0,8013140.0,28270.0,18442952.0,6361172.0,1929040.0,364620.0,2059292.0,95241496.0,3646.0,71420400.0,770130.0,10751000.0,745394.0,54602.0,155000.0,9088004.0,585222.0,628.0,70700.0,24934000.0,3365480.0,3466912.0,1250228.0,8458828.0,1070.0,11000.0,6321400.0,6174.0,13306724.0,140552.0,6833710.0,208002.0,32272.0,5550.0,2117114.0,34520.0,2193076.0,88700.0,3412824.0,1240.0,5691448.0,0.0,381120.0,10904748.0,3720.0,67287720.0,9524.0,1013568.0,11283618.0,394.0,29413016.0,827000.0,14178330.0,24360.0,34379132.0,998096.0,2420.0,51690.0,38296.0,2367700.0,19352428.0,9938.0,8048118.0,892610.0,1116960.0,490.0,18145016.0,4957672.0,18840.0,365730.0,12128112.0,6133610.0,0.0,9894082.0,1600.0,4174955500.0,3057042.0,4638722.0,3690.0,69195256.0,7099046.0,41162.0,34110892.0,9437680.0,477752.0,7637088.0,3320854.0,15868178.0,10782.0,149460.0,1400.0,76458.0,6912196.0,825296600.0,518150.0,2768050.0,23373520.0,8773652.0,16202.0,0.0,2519802.0,2594078.0,678158.0,1000.0,5671200.0,1282.0,3157760.0,7155200.0,55078.0,14809350.0,1925538.0,1246332.0,27961600.0,445070.0,300.0,28264.0,527422.0,10520.0,4634632.0,1218146.0,20171024.0,422280.0,0.0,2330000.0,1062770.0,8730.0,229442.0,702558.0,21866324.0,1030.0,47152000.0,2592448.0,9780000.0,1873446.0,309759000.0,3605240.0,0.0,28554.0,47661416.0,9970.0,19460.0,14308004.0,926512.0,10100.0,163600.0,549000.0,22180892.0,45597090.0,14194006.0
2018,490.0,1209440.0,66832540.0,5500.0,883472.0,18212.0,322228.0,47874960.0,334092.0,15850.0,8252.0,132977680.0,3884184.0,1127870.0,279640.0,678032.0,3394944.0,4210.0,4075990.0,1880336.0,3870800.0,1730.0,509860.0,2158328.0,170.0,8759230.0,1367774.0,780.0,56016316.0,507623700.0,6300.0,380000.0,2716368.0,15729280.0,45420536.0,368518400.0,1254196.0,18198628.0,215576500.0,4286352.0,20084992.0,141169300.0,21835600.0,15590.0,60459470.0,33546.0,46720.0,2965014.0,3574458.0,70.0,12720.0,172608.0,2911060.0,11447800.0,5788.0,57662.0,629330.0,2220542.0,1696078.0,12604334.0,4080.0,1483880.0,535726.0,18819376.0,2434890.0,26774500.0,22489400.0,1104176.0,0.0,17143200.0,80.0,64359.996,23602434.0,3191000.0,3100500.0,450.0,6806320.0,0.0,5326292.0,73710.0,253712.0,2129256.0,2465140.0,4496880.0,17700.0,220.0,3629452.0,8009710.0,28270.0,18433748.0,6278258.0,1932560.0,364780.0,2058528.0,95348296.0,3654.0,71716600.0,777860.0,10751000.0,738786.0,55288.0,150000.0,9178506.0,589108.0,642.0,70700.0,24929000.0,3393990.0,3508428.0,1251872.0,8264832.0,1070.0,11000.0,6313600.0,6216.0,13275386.0,140648.0,6732280.0,207668.0,32378.0,5550.0,2126546.0,34520.0,2196114.0,88700.0,3419926.0,1240.0,5692222.0,0.0,378480.0,10784322.0,3720.0,67159960.0,9586.0,1023152.0,11183072.0,416.0,29123304.0,827000.0,14178330.0,24360.0,34112100.0,1000724.0,2420.0,51890.0,38294.0,2325700.0,19296532.0,9882.0,8047472.0,892610.0,1104540.0,490.0,18018134.0,4935558.0,18850.0,366180.0,12125678.0,6150190.0,0.0,9917818.0,1600.0,4171716600.0,3067538.0,4635708.0,3690.0,69015656.0,7141494.0,41248.0,34089830.0,9446520.0,472538.0,7648442.0,3325366.0,15617432.0,10888.0,149460.0,1400.0,76662.0,6917814.0,826341760.0,532710.0,2768050.0,23199380.0,8758108.0,16068.0,0.0,2519068.0,2574352.0,678992.0,1000.0,5517300.0,1258.0,3197440.0,7154300.0,55102.0,14794720.0,1927432.0,1245498.0,27952400.0,443570.0,300.0,28046.0,527498.0,10520.0,4506718.0,1215184.0,20226536.0,422520.0,0.0,2330000.0,1061370.0,8730.0,229018.0,701372.0,21984336.0,1030.0,46683000.0,2564352.0,9820000.0,1892974.0,309591000.0,3633160.0,0.0,28556.0,47552510.0,9970.0,19610.0,14431076.0,924128.0,10190.0,163120.0,549000.0,22268458.0,45518084.0,14139674.0
2019,490.0,1209440.0,66322508.0,5500.0,912236.0,18186.0,322564.0,47685276.0,334056.0,15850.0,8186.0,133134400.0,3887002.0,1144530.0,279640.0,674276.0,3357562.0,4210.0,3956130.0,1879348.0,3883400.0,1850.0,509860.0,2157604.0,170.0,8801140.0,1360242.0,780.0,55792692.0,504995300.0,6300.0,380000.0,2716764.0,15729740.0,45374012.0,368693200.0,1256028.0,18192474.0,217337250.0,4232296.0,19906496.0,140886400.0,21809700.0,15590.0,60291376.0,33208.0,47340.0,2968532.0,3592944.0,70.0,12720.0,172574.0,2917110.0,11452600.0,5834.0,57616.0,631020.0,2222446.0,1695404.0,12532712.0,4080.0,1477900.0,534468.0,18900718.0,2439380.0,26770600.0,22516200.0,1108808.0,0.0,17245600.0,80.0,64389.996,23595702.0,3203000.0,3100500.0,460.0,6842040.0,0.0,5259296.0,73980.0,247926.0,2125018.0,2456780.0,4629840.0,17700.0,220.0,3615526.0,8006280.0,28270.0,18424544.0,6195344.0,1936080.0,364940.0,2057764.0,95455096.0,3662.0,72012800.0,785590.0,10751000.0,732178.0,55974.0,145000.0,9269008.0,592994.0,656.0,70700.0,24924000.0,3422500.0,3549944.0,1253516.0,8070836.0,1070.0,11000.0,6305800.0,6258.0,13244048.0,140744.0,6630850.0,207334.0,32484.0,5550.0,2135978.0,34520.0,2199152.0,88700.0,3427028.0,1240.0,5692996.0,0.0,375840.0,10663896.0,3720.0,67032188.0,9648.0,1032735.94,11082526.0,438.0,28833592.0,827000.0,14178330.0,24360.0,33845068.0,1003352.0,2420.0,52090.0,38292.0,2283700.0,19240636.0,9826.0,8046826.0,892610.0,1092120.0,490.0,17891252.0,4913444.0,18860.0,366630.0,12123244.0,6166770.0,0.0,9941554.0,1600.0,4168478000.0,3078034.0,4632694.0,3690.0,68836056.0,7183942.0,41334.0,34068772.0,9455360.0,467324.0,7659796.0,3329878.0,15366686.0,10994.0,149460.0,1400.0,76866.0,6923432.0,827387000.0,547270.0,2768050.0,23025240.0,8742564.0,15934.0,0.0,2518334.0,2554626.0,679826.0,1000.0,5363400.0,1234.0,3237120.0,7153400.0,55126.0,14780090.0,1929326.0,1244664.0,27943200.0,442070.0,300.0,27828.0,527574.0,10520.0,4378804.0,1212222.0,20282048.0,422760.0,0.0,2330000.0,1059970.0,8730.0,228594.0,700186.0,22102348.0,1030.0,46214000.0,2536256.0,9860000.0,1912502.0,309423000.0,3661080.0,0.0,28558.0,47443604.0,9970.0,19760.0,14554148.0,921744.0,10280.0,162640.0,549000.0,22356024.0,45439076.0,14085342.0
2020,490.0,1209440.0,65812476.0,5500.0,941000.0,18160.0,322900.0,47495588.0,334020.0,15850.0,8120.0,133291130.0,3889820.0,1161190.0,279640.0,670520.0,3320180.0,4210.0,3836270.0,1878360.0,3896000.0,1970.0,509860.0,2156880.0,170.0,8843050.0,1352710.0,780.0,55569070.0,502366880.0,6300.0,380000.0,2717160.0,15730200.0,45327490.0,368867940.0,1257860.0,18186320.0,219098000.0,4178240.2,19728000.0,140603520.0,21783800.0,15590.0,60123280.0,32870.0,47960.0,2972050.0,3611430.0,70.0,12720.0,172540.0,2923160.0,11457400.0,5880.0,57570.0,632710.0,2224350.0,1694730.0,12461090.0,4080.0,1471920.0,533210.0,18982060.0,2443870.0,26766700.0,22543000.0,1113440.0,0.0,17348000.0,80.0,64420.0,23588970.0,3215000.0,3100500.0,470.0,6877760.0,0.0,5192300.0,74250.0,242140.0,2120780.0,2448420.0,4762800.0,17700.0,220.0,3601600.0,8002850.0,28270.0,18415340.0,6112430.0,1939600.0,365100.0,2057000.0,95561896.0,3670.0,72309000.0,793320.0,10751000.0,725570.0,56660.0,140000.0,9359510.0,596880.0,670.0,70700.0,24919000.0,3451010.0,3591460.0,1255160.0,7876840.0,1070.0,11000.0,6298000.0,6300.0,13212710.0,140840.0,6529420.0,207000.0,32590.0,5550.0,2145410.0,34520.0,2202190.0,88700.0,3434130.0,1240.0,5693770.0,0.0,373200.0,10543470.0,3720.0,66904420.0,9710.0,1042319.94,10981980.0,460.0,28543880.0,827000.0,14178330.0,24360.0,33578040.0,1005980.0,2420.0,52290.0,38290.0,2241700.0,19184740.0,9770.0,8046180.0,892610.0,1079700.0,490.0,17764370.0,4891330.0,18870.0,367080.0,12120810.0,6183350.0,0.0,9965290.0,1600.0,4165239300.0,3088530.0,4629680.0,3690.0,68656456.0,7226390.0,41420.0,34047710.0,9464200.0,462110.0,7671150.0,3334390.0,15115940.0,11100.0,149460.0,1400.0,77070.0,6929050.0,828432200.0,561830.0,2768050.0,22851100.0,8727020.0,15800.0,0.0,2517600.0,2534900.0,680660.0,1000.0,5209500.0,1210.0,3276800.0,7152500.0,55150.0,14765460.0,1931220.0,1243830.0,27934000.0,440570.0,300.0,27610.0,527650.0,10520.0,4250890.0,1209260.0,20337560.0,423000.0,0.0,2330000.0,1058570.0,8730.0,228170.0,699000.0,22220360.0,1030.0,45745000.0,2508160.0,9900000.0,1932030.0,309255000.0,3689000.0,0.0,28560.0,47334700.0,9970.0,19910.0,14677220.0,919360.0,10370.0,162160.0,549000.0,22443590.0,45360070.0,14031010.0
2021,490.0,1209440.0,65302450.0,5500.0,941000.0,18172.0,323236.0,47316070.0,334036.0,15850.0,8054.0,133345220.0,3892638.0,1171684.0,279640.0,670520.0,3282798.0,4210.0,3716410.0,1877372.0,3908600.0,2450.0,509860.0,2157920.0,170.0,8869520.0,1345178.0,780.0,55329310.0,499110820.0,6300.0,380000.0,2708676.0,15730200.0,45280964.0,368858100.0,1259692.0,18181436.0,220709000.0,4097418.2,19611044.0,140320620.0,21797800.0,15590.0,59989996.0,32970.0,48580.0,2975568.0,3613620.0,70.0,12720.0,172372.0,2932200.0,11462200.0,5890.0,57526.0,634680.0,2230972.0,1694056.0,12430936.0,4086.0,1465940.0,532412.0,19012204.0,2444446.0,26762780.0,22543000.0,1118072.0,0.0,17437400.0,80.0,64450.0,23582238.0,3227600.0,3100500.0,470.0,6913480.0,0.0,5125302.0,74520.0,235606.0,2116542.0,2440060.0,4762800.0,17700.0,220.0,3588410.0,7998670.0,28270.0,18407710.0,6062210.0,1940920.0,366500.0,2063074.0,95643380.0,3670.0,72395000.0,801226.0,10751000.0,718966.0,57624.0,142000.0,9372000.0,600766.0,672.0,70700.0,24916800.0,3464910.0,3655930.0,1255224.0,7568106.0,1070.0,11000.0,6294226.0,6300.0,13177376.0,140936.0,6488840.0,206666.0,32640.0,5636.0,2140466.0,34520.0,2205020.0,88700.0,3440696.0,1240.0,5694084.0,0.0,372620.0,10419192.0,3720.0,66776656.0,9710.0,1039075.94,10881434.0,462.0,28254168.0,827000.0,14178330.0,24360.0,33311012.0,1008610.0,2420.0,52366.0,38290.0,2199700.0,19124740.0,9736.0,8045536.0,892610.0,1074780.0,490.0,17637488.0,4869204.0,18870.0,367530.0,12118376.0,6199930.0,0.0,10032838.0,1600.0,4160234200.0,3109316.0,4626666.0,3690.0,68357110.0,7268840.0,41510.0,34043960.0,9470360.0,456900.0,7682506.0,3340038.0,14952230.0,11100.0,149460.0,1400.0,77086.0,6934666.0,829271740.0,576390.0,2769550.0,22676960.0,8711480.0,15800.0,0.0,2516866.0,2515174.0,681496.0,1000.0,5133550.0,1188.0,3316480.0,7154000.0,55176.0,14747208.0,1933074.0,1243774.0,27934000.0,439070.0,300.0,27392.0,527682.0,10520.0,4122976.0,1212300.0,20199544.0,423300.0,0.0,2330000.0,1057722.0,8730.0,227746.0,696698.0,22337440.0,1030.0,45276000.0,2480062.0,9938000.0,1950424.0,309183000.0,3730038.0,0.0,28560.0,47285410.0,9970.0,20060.0,14699792.0,916976.0,10460.0,161680.0,549000.0,22531156.0,45262916.0,13978010.0
2022,490.0,1209440.0,64792416.0,5500.0,941000.0,18184.0,323572.0,47136550.0,334052.0,15850.0,7988.0,133399310.0,3895456.0,1182178.0,279640.0,670520.0,3245416.0,4210.0,3596550.0,1876384.0,3921200.0,2930.0,509860.0,2158960.0,170.0,8895990.0,1337646.0,780.0,55089550.0,495854800.0,6300.0,380000.0,2700192.0,15730200.0,45234440.0,368848300.0,1261524.0,18176552.0,222320000.0,4016596.0,19494088.0,140037730.0,21811800.0,15590.0,59856710.0,33070.0,49200.0,2979086.0,3615810.0,70.0,12720.0,172204.0,2941240.0,11467000.0,5900.0,57482.0,636650.0,2237594.0,1693382.0,12400782.0,4092.0,1459960.0,531614.0,19042348.0,2445022.0,26758860.0,22543000.0,1122704.0,0.0,17526800.0,80.0,64480.0,23575506.0,3240200.0,3100500.0,470.0,6949200.0,0.0,5058304.0,74790.0,229072.0,2112304.0,2431700.0,4762800.0,17700.0,220.0,3575220.0,7994490.0,28270.0,18400080.0,6011990.0,1942240.0,367900.0,2069148.0,95724856.0,3670.0,72481000.0,809132.0,10751000.0,712362.0,58588.0,144000.0,9384490.0,604652.0,674.0,70700.0,24914600.0,3478810.0,3720400.0,1255288.0,7259372.0,1070.0,11000.0,6290452.0,6300.0,13142042.0,141032.0,6448260.0,206332.0,32690.0,5722.0,2135522.0,34520.0,2207850.0,88700.0,3447262.0,1240.0,5694398.0,0.0,372040.0,10294914.0,3720.0,66648892.0,9710.0,1035831.94,10780888.0,464.0,27964456.0,827000.0,14178330.0,24360.0,33043984.0,1011240.0,2420.0,52442.0,38290.0,2157700.0,19064740.0,9702.0,8044892.0,892610.0,1069860.0,490.0,17510606.0,4847078.0,18870.0,367980.0,12115942.0,6216510.0,0.0,10100386.0,1600.0,4155229200.0,3130102.0,4623652.0,3690.0,68057780.0,7311290.0,41600.0,34040212.0,9476520.0,451690.0,7693862.0,3345686.0,14788520.0,11100.0,149460.0,1400.0,77102.0,6940282.0,830111300.0,590950.0,2771050.0,22502820.0,8695940.0,15800.0,0.0,2516132.0,2495448.0,682332.0,1000.0,5057600.0,1166.0,3356160.0,7155500.0,55202.0,14728956.0,1934928.0,1243718.0,27934000.0,437570.0,300.0,27174.0,527714.0,10520.0,3995062.0,1215340.0,20061528.0,423600.0,0.0,2330000.0,1056874.0,8730.0,227322.0,694396.0,22454520.0,1030.0,44807000.0,2451964.0,9976000.0,1968818.0,309111000.0,3771076.0,0.0,28560.0,47236116.0,9970.0,20210.0,14722364.0,914592.0,10550.0,161200.0,549000.0,22618722.0,45165756.0,13925010.0
