Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1984,,,2.1435068,-3.3074973,-2.327826,-1.6132821,-0.033820923,,,10.253523,3.3455584,0.057573486,,-2.2421274,2.4679213,4.820793,-4.5731726,2.14633,3.1548073,1.34961,12.260367,,,-0.41130024,-0.23256409,-2.3105714,3.120694,3.2232316,-5.5682726,1.3052826,4.7868724,8.151422,4.903554,2.6392045,2.4369102,13.730506,-6.5100465,4.529045,2.0720708,4.3435225,0.9890068,1.2420335,2.3133574,5.0905733,7.0482078,,,7.357757,,3.1789873,,4.6434765,4.394009,-1.0299406,2.0562258,-0.025123421,6.490133,,1.3628972,,-5.3433146,2.6764202,5.80389,1.1143281,,-6.702505,4.6072617,2.1073802,4.5315676,5.878649,-0.8256077,-0.36547768,7.389323,-4.9341607,1.5036721,2.9719853,-6.2591643,-2.282716,,-4.81036,8.898048,3.2468333,,-1.6513815,2.8636699,4.616681,,1.4135191,3.7096794,-10.568069,-4.5105357,3.0274436,-0.37729192,3.202783,-2.834934,-0.3197252,3.7361565,,-1.9189372,,1.1816359,12.06898,9.437112,9.195796,0.8258448,,,-5.0891232,-6.4175262,5.557827,3.6975436,4.737973,2.5557663,,6.077851,,3.2648654,,3.7816665,0.06725409,,-1.1668057,23.46106,1.3509506,-0.29560453,,-2.403073,0.9213027,2.779672,,3.3756094,,-8.338213,-5.974175,3.6092224,1.3213494,4.3074718,-2.9020727,0.13329662,-19.24335,-3.6177142,-3.981912,2.653404,5.7535205,7.138162,-4.6845407,3.889958,10.513902,,,2.85189,1.822413,0.33722228,1.0754033,-9.689387,2.02547,-2.4489112,,4.88175,-2.256578,-0.041351937,,-0.37694877,-0.808335,,,-7.4128113,-9.549157,-7.0645976,1.1395348,6.755184,-3.1649804,1.837522,-0.57900137,,-0.42839593,,,-7.8092694,-2.7847643,,,4.1348653,2.7581942,,3.6899462,-10.79513,,0.7136037,2.0736666,3.763027,,,,1.746698,-6.7512617,3.3139398,4.286795,5.9242887,1.31693,-2.9766233,,-1.5940213,6.3119893,,5.7460165,-1.2216102,,,6.8931375,1.2377633,,1.5222789,-3.3575852,-5.3333774
1985,,,-0.23822136,-0.29059535,-1.3021349,-8.626008,-6.6683865,,,8.128809,3.8853436,2.450566,,9.394384,1.6215191,4.3997507,5.4289494,0.82802975,2.6849535,-8.123037,3.052309,,,-1.307284,-2.6703553,-3.7347052,5.5764723,0.7425662,-6.1262393,0.83478224,3.4697526,2.6357074,3.7849743,3.216945,1.9856466,11.901294,0.44245145,4.8899,-2.809014,-4.054299,0.9026054,-0.54204035,7.1220703,-2.0077212,0.757183,,,3.6152387,,2.5568836,,1.8619921,4.1108823,-4.274243,0.2293985,1.2965181,2.6895223,,1.9513291,,-13.61187,3.1091204,-6.859884,1.0626523,,13.262306,-4.980607,3.9113193,4.0252295,2.8558211,2.5617547,-4.6513586,2.5213137,6.858533,2.112295,5.3037653,2.6821737,-3.3823962,,2.7492836,-0.31951696,2.6091256,,-1.3729304,-0.07151549,0.29645482,0.6169511,2.8332536,2.9207354,-1.8064241,-0.95702803,2.4824328,2.2181988,2.7683814,-4.049253,-7.0527673,4.5036306,,0.56965053,,1.2295564,-14.894531,9.169628,6.7823296,-7.982027,2.2004187,,-3.818498,4.850537,6.5338182,5.897711,4.308419,-0.25717697,,2.5932438,,-1.6490575,,3.5043764,0.38118717,,-1.7387066,11.792166,-0.16765364,-9.973635,,17.90143,0.798852,0.8190943,,3.1180706,,-0.87525946,0.0652218,6.083876,0.6231005,-4.226035,-2.3660517,2.7710946,4.5632696,2.9544654,-6.342986,2.1029348,5.2377753,3.7614918,-4.79428,0.989451,7.318559,,,1.8984586,4.235684,2.551833,-0.3983661,-9.366578,2.7328086,1.795848,,2.0957763,2.5266056,1.6132735,,-3.638406,-6.951305,,,0.93874156,-12.384864,-7.9592323,0.61579674,-0.7584032,-6.3190055,-7.3849754,-1.3734857,,5.195054,,,7.0225115,0.7403275,,,1.9917741,0.057366695,,9.402858,5.5711207,,20.570992,2.234858,2.7340896,,,,6.5649886,-5.2807755,2.9416103,1.9522845,-3.5919662,-2.002288,-5.983815,,0.9772359,3.2505763,,5.3779078,-2.403668,,1.425069,-1.514197,3.886486,,-4.451589,-1.3887084,3.3086066
1986,,,-0.75679994,3.6146555,-1.0566137,-20.143467,4.515051,,,12.040071,2.4732785,2.236402,,1.3304336,1.7864698,-0.8316116,4.952235,1.7559494,4.2352414,-2.428239,0.064914405,,,2.2025313,6.013944,-4.6003838,5.298204,4.777326,-8.571241,8.007458,4.565607,2.2676141,1.111381,1.3299459,3.7842383,7.3267565,-0.70089287,3.6024568,1.4704604,-9.553474,3.6613402,-0.9298581,1.4269826,2.7145994,-0.7549488,,,2.5214083,,2.240535,,7.580188,4.593442,1.3037845,-2.8529627,0.9194139,1.7925166,,2.9452794,,6.466921,2.4218974,5.4843073,1.8675154,,4.984537,-3.5044231,2.9117103,-8.9876375,2.909237,0.5984394,-0.00087884977,-2.3631983,-6.959338,0.18573795,6.442286,6.496777,-2.6006787,,-0.4646463,9.681132,2.3581252,,-2.4708173,1.708294,3.7604194,18.564276,2.3857431,-0.47356355,-13.053164,2.1039166,5.4948606,2.590575,2.8543668,0.93656784,0.75213665,2.7456152,,3.4084594,,-0.19404078,-4.705634,11.538896,10.225352,4.259283,1.9750164,,-4.573582,-13.9707985,12.588868,2.62545,3.114379,2.0611029,,9.491574,,4.404724,,6.9066315,1.1775647,,-0.9239385,5.6033406,-5.864545,19.708021,,0.80742806,2.1637957,-2.8923638,,6.6308045,,-3.995546,2.7127688,8.906237,-3.823965,-2.0236914,1.6003014,-2.6190288,3.2010117,-2.6207528,-3.3046696,2.2181315,3.6716669,2.280812,-4.94006,2.7309523,-4.344131,,,1.4162083,1.9947058,1.2487751,6.875309,0.8937814,2.9103608,2.4589744,,3.9750564,4.046278,2.0350707,,10.685081,0.7959211,,,2.0060744,-4.5740423,3.4513812,0.20471105,1.4386151,-3.4114177,-1.2061324,-1.773251,,-6.095265,,,-7.943377,-0.57661253,,,2.4527726,7.9042773,,0.13575284,-11.108256,,-6.9093122,-1.4731863,3.6633358,0.17872697,,,2.0915709,-4.545971,-3.915877,4.757909,20.034433,2.0653832,-2.490969,,8.242662,2.510895,,4.8508472,3.7643108,,0.59811866,-2.6623826,5.370693,,-3.129218,-2.2390573,-1.2627362
1987,17.593206,,0.52925324,-2.7494965,1.2967092,-3.6356738,1.1301429,,,7.17639,1.0113534,1.2930452,,3.1232896,2.2194781,-4.424573,-2.9290125,1.4749597,5.8986125,6.447243,1.2549723,,,8.281554,3.0566738,0.32480255,1.4986717,2.3273907,-1.1313933,25.178804,8.288303,-6.1818323,2.709174,0.94940335,5.0594487,9.852423,-4.1192,-5.0755,-0.51174873,-2.6954799,3.2257423,-1.11613,2.8523066,2.0307746,-3.2623932,,,5.907273,,1.2464997,,6.8808374,0.33578566,7.7992563,-3.6570408,-2.6384897,0.9926479,,5.273763,,10.045118,3.2677224,-8.012796,1.9973,,-1.5509989,-19.412935,5.1688724,0.4487669,2.4195144,0.68198603,-1.624954,1.2640128,0.038511224,-2.5851233,8.274099,4.3456407,0.72755444,,1.4246777,12.262556,3.6558018,,-2.7792926,4.2259727,2.9085226,8.385202,1.6209508,4.65224,-3.6869125,6.34851,7.36317,5.423122,3.1814303,7.0315523,-2.3015342,4.1456304,,2.265861,1.3534048,16.485714,-1.1388843,7.246113,11.618666,3.9069996,-4.187959,,-3.8633242,-17.022305,2.3729918,7.966312,0.54119825,-1.4731636,,3.279465,,10.270704,,-2.2959945,1.2559844,,-1.6681488,5.088994,0.037403535,5.233282,,-1.8633387,3.3960645,-5.6658473,,0.80748224,,14.234888,-0.99208355,8.079467,-3.1133409,1.8551154,0.2900967,3.9439726,-2.8945708,0.4865371,-2.9572976,1.2865149,1.278414,-0.43508837,-5.0328646,0.10433473,-9.074621,,,1.9111629,2.8840895,-3.969327,7.246135,1.6478211,3.156241,0.57082206,,4.776534,6.410063,4.5874305,,-1.2718989,-3.6299148,,,-3.2473848,-8.45429,12.183556,3.2048483,9.144182,4.978176,4.393827,0.5018241,,6.2266774,,,-5.2895665,-7.2826047,,,3.0095477,10.24341,,0.515688,-1.764698,,-5.749544,-2.5004919,7.633966,-4.5390363,,,2.6024878,-5.6781583,4.103195,7.27713,10.191727,1.4367493,0.79113764,,7.389382,2.5340424,,-0.21940145,0.9270544,,1.5018598,-5.3480062,0.12350224,,-1.0331095,-0.24858809,-2.1400943
1988,18.304688,,2.577679,-3.2625222,1.344907,-8.846062,-2.6111248,,,5.747276,4.0415425,3.1497464,,2.730075,4.3907948,0.30652753,2.9906826,0.26056656,10.820091,3.1931267,0.57682276,,,7.38063,3.259731,0.7514045,-1.9510165,3.3110309,-4.418512,1.6771281,15.939493,0.030839093,3.0657613,2.5213473,5.6226006,9.446172,-2.664157,-10.534315,-2.696748,-1.1395938,1.9546545,-0.051684506,4.526241,0.80447656,2.7388918,,,7.500782,,3.3028636,,8.450317,0.22423694,0.021884775,-3.7344124,3.441559,2.5695715,,4.871692,,-3.345182,4.9256616,-0.12965353,4.210033,,0.16939959,9.749627,5.4978805,4.5154767,3.1206436,3.5633245,0.26947436,2.9124072,-1.3442328,3.9097774,2.147733,4.2546597,1.0233978,,-3.1284957,7.6033254,-1.0802059,,-1.8258072,0.08802721,3.7804394,10.013052,7.1881223,5.6683784,-9.06499,-2.3119006,-1.6423478,1.2187891,4.144042,3.2667131,-3.158227,6.2187285,,2.522597,11.21962,7.8008957,19.150923,9.986138,10.896495,-13.495652,-4.7769217,,-4.8326707,4.836945,12.403782,4.1559534,1.4399357,6.326626,,7.679108,,4.6894956,,9.740376,3.4219944,,0.47673658,5.151627,-0.76161295,3.9864652,,5.5318317,7.527757,-12.797711,,2.3985713,,8.386091,-1.1760583,6.058719,-2.245902,6.535062,-2.6709456,32.32181,3.6816685,4.5015225,-14.436866,2.7750435,-0.79029644,5.4539886,-5.138965,-0.6268141,0.12261461,,,2.7100852,4.0676007,-15.252918,-11.473043,3.872193,3.1974654,0.7096784,,4.9115133,7.6009035,2.986288,,-5.9415855,2.2326193,,,1.2208526,1.0764481,-1.555209,-3.647846,8.475501,-1.9541976,-9.554998,-0.14909922,,3.3143675,,,-0.6354312,6.3752704,,,2.0887606,1.7747006,,4.934242,14.071437,,11.637609,3.4673781,11.372895,9.982411,7.6975574,,-2.4697738,-4.9121075,-2.2425628,0.29754704,17.24805,4.0586576,4.873142,2.1517887,0.8833897,3.235338,6.16311,13.3974085,3.1518252,,3.0294466,-4.1855516,-1.8433311,,1.0739993,3.4026978,4.2028294
1989,10.066932,,-3.3167088,6.9236174,2.3337164,5.5554442,-8.567869,,,5.7476063,2.129709,3.4201016,,-0.62089944,3.0939991,-5.7811737,-0.5261294,0.75249064,-2.1516907,-3.147029,4.865747,,,10.53303,-0.31217918,1.6158763,1.2752628,3.4611223,-5.530349,4.2486186,9.962246,-0.58702403,0.51757383,3.4906433,8.558043,2.6208591,-0.9572616,-4.6547422,-4.3379908,-0.32282734,1.3125231,-5.7322917,4.1248503,3.0372288,-0.2820379,,,6.419512,,3.09618,,0.4562063,0.63678545,2.2153914,1.6799829,-1.2727922,2.1032248,,4.662815,,-4.115697,4.7052407,6.3697433,3.7837517,,1.5329348,5.583369,2.3109288,-7.437232,2.4932158,1.3391091,1.5821253,4.3577156,-4.938857,3.2597296,2.9166179,5.695173,1.0590639,,-4.3123074,1.2229056,-0.11860544,,-4.8882723,1.8394231,5.4609866,5.0957193,3.606024,6.2340407,3.0771606,-5.6611366,-0.9755004,-1.1170816,3.310862,6.440988,-14.90244,4.50717,,1.0826542,0.66356015,-0.3455577,-9.472394,6.266532,6.019063,21.194246,10.965351,-43.60422,-28.733877,4.603554,7.7739363,3.1303458,1.2294012,3.6741982,,8.735311,,2.0850956,,0.95076483,3.114544,,1.0914655,5.8858995,1.6464198,-4.5448213,,2.2565522,7.1313114,2.072513,,1.8308103,,5.6230087,2.179464,3.6680908,-3.3265746,5.794476,-4.4041133,8.724237,-2.0715222,-0.78779185,-4.0133896,3.7955694,0.6220186,2.035084,-5.1454196,-0.3182624,5.9124265,,,1.922243,1.5850625,-0.59133804,-14.258159,3.5387201,3.3200157,-3.6061194,,3.3899512,6.596071,4.0151377,,-0.11919651,2.633107,,,-3.050657,-4.534276,7.6685643,1.0274926,6.971857,1.013483,-1.7550168,-1.0012324,,5.566429,,,0.522097,2.6227467,,,1.9721912,7.7895384,,9.628727,-16.460669,,1.3886169,1.014143,10.358419,-9.202799,-6.9504743,,-0.048402097,-1.7509277,-0.46531045,-1.6563874,-3.5778527,1.041904,2.984166,3.4870322,0.50460035,2.69776,0.42564702,0.84605366,-10.828124,,5.181785,-1.0255123,3.4479961,,-0.571288,-3.6028428,2.1956303
1990,0.1344797,,-6.670527,-11.187905,-0.119515605,11.572664,-3.9111922,,,3.434863,2.0557053,3.553548,,1.363044,2.830268,5.678425,-3.187662,3.5408053,-7.4632077,0.8938199,-3.2961917,,,9.030388,-0.7279908,2.4583497,-6.0432715,-3.4844637,-0.26302665,7.4420633,3.8762007,-5.1438427,-1.2964413,2.615466,1.8858161,2.4276264,-4.9094,-8.832388,-9.617486,-1.8426899,2.148176,2.3745823,-1.3529015,0.96966535,-3.8482246,,,5.1399713,,4.3516393,,6.214368,1.4952483,-7.4225383,-1.6680807,1.3850952,2.6163032,,3.675768,,-1.0064689,0.24618948,4.842993,2.2684512,,1.8026226,2.3482847,0.43308112,-14.765717,0.7256709,0.78038,-0.6965063,4.369568,-5.376483,-1.0522329,3.1426923,-12.195867,0.25529572,,-2.424925,3.4974868,-0.069833286,,-1.021292,-2.4944992,5.313849,2.484694,3.2235162,8.375006,10.335396,55.872944,0.3856656,4.045079,1.9004399,3.4141307,-7.7727747,4.4936614,,0.6683325,3.6871614,-2.9704483,-8.521382,5.7228684,8.800429,-2.9064426,3.7107565,24.073362,-44.55225,1.3327368,8.818554,0.7408861,5.723946,4.0378885,,4.0098124,,4.803986,,1.5513815,1.7170326,,0.12937741,13.297441,3.2510488,0.27665603,,-4.4025874,5.2565975,1.2608018,,-2.0092735,,-0.4477249,-4.2286854,6.425944,1.5997051,5.8410935,-3.94108,1.0008422,-4.3013496,8.796146,-2.3595555,3.4682775,1.5820929,2.1335692,-5.159972,-0.76724076,-5.0971985,,,0.9479298,1.0242118,5.820297,-7.063698,0.4760209,3.266832,-5.511314,,-3.701708,4.177329,1.3382748,,-1.9009585,0.0010271539,,-3.162836,-4.921599,4.1577697,-7.1228366,-3.5529153,5.631848,-0.93073934,-0.65885097,2.8769495,,2.789328,,,-4.5403504,-5.4455237,,,-0.020759184,16.214611,,6.929141,0.43957263,,-6.7930493,-3.1212711,9.36095,-3.0214758,31.852737,,-2.335896,0.6492394,5.7083635,7.23962,13.592511,4.2991467,3.0853763,-6.5904155,-0.28897893,0.7414867,-0.8215902,3.6461947,3.9006777,,2.923308,8.927127,-4.576374,,-3.0521002,-2.998427,4.112776
1991,2.8134346,,-2.3446527,-27.56682,-4.819169,-4.588785,7.575135,-13.21115,,1.6594154,-1.6439517,2.4139862,-2.0123832,2.8466852,1.4553719,1.0598941,6.3384724,1.5267963,-7.534069,13.82694,-5.815327,-9.5450735,-1.2455672,9.411673,-4.2414374,3.095534,-0.6865034,-4.19298,0.048238527,-2.1508675,4.5707316,-3.6160185,-3.3003,-2.1464899,5.9791403,7.8796678,-3.8561049,-6.573505,-11.4194975,-0.47549006,-0.027131591,-7.6716776,-1.0105513,-0.30425915,-11.407988,,,-1.8347416,-11.402506,4.34522,,1.8318638,1.1952189,-1.111941,-3.5271294,2.0626643,-1.6245162,,2.2853246,-7.5366945,-11.073793,-6.3932486,-3.491227,0.72968596,,5.476474,3.26931,-1.4084858,-21.652946,2.6620471,-1.4130542,-1.135786,2.884174,-4.630318,1.8698342,0.54463106,0.06651115,0.8879687,,6.346176,4.829111,-6.023308,-19.6019,-0.17308639,-11.887047,5.0361457,0.30669388,-1.1102811,1.3452986,9.696879,-64.423584,-1.3734066,1.4353801,1.4681756,3.9215856,-6.001853,3.1174946,-11.641521,-1.7955598,-9.437031,3.2229247,-7.516758,-1.6847492,9.686999,-26.45311,1.4002534,46.443817,-2.5132604,13.131481,-0.8207436,0.17355026,3.8197358,5.0690665,-5.835988,7.198409,-12.180717,-1.2634134,,5.3741655,0.1344421,-16.102945,-9.065346,-1.6381944,1.9927015,-1.9746665,-5.8195915,9.548489,3.4310274,-2.0695093,,-11.503231,,2.9015086,-1.1423737,3.3141663,5.434657,6.503851,4.6218634,2.1322205,-3.4779549,-2.257519,-2.4639883,1.6350548,2.5944061,3.6504738,-20.868841,-5.768683,1.0599636,,,-0.45893452,1.6445582,7.1208386,0.08699967,-2.7987132,2.5200992,6.1324477,-7.344791,1.5832279,4.609034,0.7812509,,1.6756616,-4.8355694,-12.158442,-5.318762,-4.478594,3.1780481,5.35246,-0.2165276,3.6953824,2.8042257,1.1602844,-0.26704568,,7.0157204,,,-0.9865028,2.0763946,-14.639958,-8.957882,-1.8175151,-2.2465568,,1.4007716,4.3353806,,4.6376896,-3.518088,6.803951,-9.487999,-6.9637747,8.163214,6.2072263,2.2984858,1.7374645,-1.0362942,2.100537,-0.4760125,2.1472075,-8.904519,2.9435444,-1.4342476,-2.855718,0.7660791,7.1473393,,3.763394,0.61299795,-2.4880655,2.298601,-3.2540064,-2.4843786,2.8182845
1992,1.1118556,,-8.8713455,-6.6225514,-4.99409,-1.938,6.4533234,-41.11376,,-0.4388383,-0.6898324,0.97609204,-23.761202,-1.6547354,1.1195657,-0.1745777,-2.2097268,3.473838,-6.271264,3.920584,-5.573309,-1.4936992,-9.798384,10.403618,-0.7835338,-0.40613472,-2.1885014,-6.016461,-5.7210484,8.585608,0.06253215,-9.349902,-0.29670957,-1.1397191,9.71844,12.907376,-4.147325,-5.837376,-13.47299,-0.24860083,2.0041332,6.3009205,8.447989,6.471889,-12.139371,,,6.527832,-0.6082136,1.2414639,,1.9867399,1.6860081,9.0325575,-0.64914006,-0.013416493,2.0060773,,0.43611515,-19.717434,-12.435481,-3.853153,5.3312845,1.0117428,,1.9716398,-5.66245,0.12993306,-45.324883,1.3290458,0.02691166,-0.73838526,-1.8329537,29.850885,-0.06629903,-1.6406157,-4.7685237,2.0893874,,7.4633126,5.346686,3.1028411,-9.529111,-7.182367,-3.0262356,4.6675687,0.019140247,3.2593954,2.6406085,1.2753229,28.726261,-4.5805316,4.0992794,0.76580757,0.9534377,8.461655,0.526745,-5.5951757,-3.7937043,-14.825628,1.3952112,21.925203,3.3547156,5.100782,51.103508,2.676924,14.000467,-38.717285,-4.7239647,6.3545556,2.1465101,2.753906,5.1923857,-21.173422,0.47607753,-31.177519,7.418887,,-3.7128773,0.5067937,-29.085705,-1.8184344,3.6564085,1.6256225,5.2469535,-5.48624,-5.150047,3.6164503,8.171526,,-9.358939,,-9.35016,-1.9506394,5.1204443,-9.992295,6.0401773,3.8417523,-2.0914333,-1.131037,1.9200664,-1.8575064,0.94001496,2.9783695,1.2109495,-17.689245,0.046170924,3.5607493,,,0.3795841,4.666481,5.9597363,-2.5454686,-1.9339784,-8.595298,9.890939,2.2010658,3.8913164,1.1681031,-0.91522115,,-3.234387,7.821292,-7.9392395,-14.613917,3.7189658,-0.12582673,4.549637,-1.4744973,3.4837182,9.350725,-17.45977,5.2873425,,-3.9987175,,,-1.1967252,-0.21934198,-6.7517667,-5.3249116,-1.7366303,-0.6282432,,6.6823344,9.556744,,3.5146832,-6.658244,6.3790274,-30.359764,-16.880104,7.5519557,0.12468139,9.270274,5.562268,3.260174,1.5377636,-1.8898001,-0.04523552,-10.16297,7.335227,2.0966687,-13.358222,6.1065803,3.6308296,,6.4677863,0.07035439,-0.76422626,4.1701202,-3.8792624,-4.0748343,-11.547904
1993,0.49219477,,-26.374195,10.229949,-5.836632,-3.631361,6.752115,-5.6697335,,3.3809419,3.1252954,-0.2987538,-24.256865,-3.2412486,-1.3479995,1.2431245,0.92049146,2.7790785,-0.69121355,9.939399,-1.555541,6.0894704,-7.80377,4.0038257,2.2922568,2.2213974,3.238678,0.49960154,-3.1923323,6.233891,-0.96042156,-2.810545,1.5357457,-1.0314224,5.0386624,12.626827,-4.084534,-10.516604,-16.507114,-3.8665504,3.3019586,1.1426616,6.3960304,4.4518785,-15.311836,,,-1.702625,-0.042053107,-1.6221614,,2.0025065,-0.41125,5.2871275,-4.4274592,-0.07594158,0.5537639,9.95467,-1.5433583,-3.2824497,9.234798,-1.2587364,1.4809695,-0.7914441,,5.8579707,1.2148516,2.2444105,-29.841454,2.2924206,1.8933258,-0.69649553,-1.2163008,6.9999495,-2.1771505,-2.705745,-4.8558817,1.1907954,,7.736351,4.3924155,3.5144856,-8.518295,-7.266396,-0.46266523,4.699612,1.9925606,2.5740895,2.1805906,-1.821716,24.180498,0.28850198,1.3856952,-0.91340166,8.290961,-0.8076742,-0.78137624,-8.894409,-2.5823345,-15.485102,-1.9821985,-1.6244625,5.437209,5.7972856,31.01041,3.0773916,8.6413,-35.546284,-5.6479154,-0.8927334,2.7301393,5.1003838,1.9575493,-15.828745,2.8112175,-3.090713,1.5975986,,-2.3082714,-1.7063283,-1.0340366,-0.9673655,2.8234932,0.9787438,4.4192963,-6.285742,1.0436759,3.442436,4.6288185,,-3.0498283,,7.4832087,1.676678,3.843628,8.103158,7.1189885,-4.6700664,-1.9906006,-2.799687,-4.597233,-2.5557516,0.5542497,2.2348363,1.0528288,-16.789963,5.185309,1.666438,,,0.24326123,-1.0247409,3.2877128,3.1424482,-0.24590397,-14.351657,13.984711,3.4746828,3.7669363,-2.1630206,2.3122625,,-2.9762077,-4.3569937,1.6671187,-8.619686,-11.538193,-3.9685764,2.490417,-1.3909174,8.675304,0.95199203,1.5997763,4.4283085,,1.0911114,,,-0.72646093,-7.0922413,1.5130925,3.088788,-2.6328084,0.14429668,,5.090563,2.995266,,-17.67419,-14.567852,6.593741,-17.503857,-0.7079558,7.2372594,3.6541166,-1.3511455,0.16633894,5.8101306,3.1069062,-1.9136329,4.6488056,-14.243355,2.1162462,1.4057232,-4.534401,4.041739,-1.958848,,6.013283,-1.69982,3.2254915,0.16354826,-0.76236355,4.2817497,-0.4148466
1994,2.7515235,,-1.893068,8.969762,0.25983885,2.0249152,4.4273114,8.179315,,4.671925,2.983768,2.0087614,-20.775558,-4.452933,2.9093187,-1.7247226,-1.2077607,1.9815657,2.1643589,-2.841208,1.3503875,16.473764,-11.595575,-2.1264007,-0.042793866,2.6608717,4.2109404,1.7795602,-1.5383848,4.9848156,0.79536974,1.676436,3.3558145,0.46568653,3.506258,11.801888,-3.078441,-0.943945,-8.342473,-8.251412,3.7484066,-6.938863,16.782011,1.9844937,0.30068505,,,3.7321987,2.8721435,2.2423348,,-0.028870663,4.9397078,0.6441061,-3.0685084,2.2603717,1.7575328,17.553637,1.896907,0.48369274,-0.34043744,3.5172,4.517882,2.0009289,,-2.366528,1.0302181,3.5819676,-9.008202,0.8461218,0.89945173,-3.017114,0.054379426,12.403008,1.4905587,0.9481438,5.3518057,1.2996509,,8.122171,3.6747131,-2.5899744,4.6970525,-13.630857,3.0881684,5.7420974,3.4213142,4.500575,5.33977,-1.8853244,-0.9855889,2.7146206,4.6819587,2.1302154,0.34695452,0.060832147,0.8015597,-11.416895,-0.30421227,-20.054928,-39.20297,0.540484,3.9557042,8.174764,8.943698,5.3666687,6.1833706,-21.573187,0.05355262,0.09153923,5.529879,4.0726547,4.5551953,-9.137647,2.4166305,3.9147913,0.8904371,,8.93493,1.4369936,-30.685228,-3.1002343,5.198608,2.5165162,4.5040746,-1.0586736,1.5699708,4.667594,6.0654182,,1.0024303,,-0.5170891,-6.2982554,2.6883285,-9.188219,6.4692283,-1.3820153,0.09536793,-1.3690782,-4.374392,1.1665353,2.342168,4.4588013,5.5385914,-4.198051,3.7312098,0.8740638,,,1.7752132,0.7795935,0.75245637,10.10885,2.122441,4.7534947,2.1743393,5.0708556,3.2226794,0.69351774,2.757148,,-3.2482917,-1.6096855,4.083148,-12.53979,-41.54061,-3.276578,-1.4691715,-2.6875916,7.6651583,4.9652677,-2.322739,3.6995432,,-21.885172,,,0.45601368,2.6599498,5.7878466,5.449414,3.2790308,2.4118674,,-5.003024,4.097452,,7.63159,14.560734,6.4164724,-22.656052,-18.99247,4.1982145,4.886511,2.934125,1.3417255,-6.311169,9.313142,-2.253896,2.8920534,-22.494146,6.723809,2.7611089,-7.206022,-1.407666,-4.465069,,6.8912034,6.509288,-3.3216107,2.8544257,1.5419595,-10.781328,9.106003
