Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1971,,,,,-2.5005891,16.839432,4.0078235,,,,0.5438081,4.6469426,,0.27971002,3.7964888,-3.6873252,-0.32239556,-7.1174803,,-1.0015898,-1.5017797,,,2.2079482,2.4878106,2.7282982,8.650324,4.004054,,-0.75918293,23.694967,-0.9451049,0.996932,3.5306938,7.771942,4.1591763,4.821406,0.75205135,3.1461985,4.5077457,3.4392626,,,3.9746735,6.7130394,,,,,2.9436502,,,2.4633288,7.809572,-13.31412,3.1966498,1.680442,,3.395927,,3.6548235,2.2278244,4.926896,4.342722,,-0.5901878,7.9928327,3.0733142,1.4104347,2.3444238,3.4868608,-2.8974068,-4.2089605,,7.3743267,,11.144566,2.8883004,,1.6722034,5.0039096,0.9168848,,4.493811,5.8965154,4.163442,,-0.5848361,2.2664468,10.354529,1.7964969,12.150198,7.516613,1.3442804,1.0839489,,2.4266524,,17.820066,,,-4.1925483,,8.387643,0.11899634,,,2.2962234,-8.398017,,-0.49595582,-0.8303047,1.4343007,,1.6927949,,,,2.858049,3.742296,,0.95070034,2.04691,0.59964865,-1.3505816,,0.9371408,2.4370704,1.8299506,,,,,-1.202064,2.629748,13.344795,7.4520144,,2.1628819,2.892536,11.600268,0.13266522,3.0838585,4.9351215,-3.3243833,2.1070952,2.2466831,-1.8332541,,,2.107331,-2.262608,6.5862827,2.0447197,2.936262,-3.202974,3.7772877,,4.6637955,7.084084,3.1829045,,8.265672,-2.551935,,,-1.7400454,10.230081,-0.8304433,-3.0815542,10.370799,,1.5586721,1.4058356,,-0.5029416,,,3.111879,0.5889384,,,0.25243488,10.740057,,13.532411,5.3644357,,-4.288471,-3.158057,2.1038945,,,,,-0.07973109,7.8230767,3.090214,-1.9645547,0.34096202,,,-0.8081272,1.9949789,,2.002911,-1.5736248,,,,11.838328,,1.2692227,-2.8030317,5.6996546
1972,,,,,1.0126237,21.0227,0.032008916,,,,2.0178742,5.592381,,-6.399799,4.884088,4.0116577,0.5631825,-15.612517,,5.8513536,-6.055908,,,8.564269,1.4347693,5.569386,9.249308,1.0750321,,-2.2223904,21.910494,-1.9387385,4.301831,2.4166179,-2.3222623,1.2901059,-0.32898217,-0.078416504,-2.4672189,5.298013,5.199581,,,5.403672,3.1629732,,,,,3.802476,,,3.2055795,7.364917,24.52578,1.9779193,0.7109279,,6.962193,,1.479067,7.096153,5.6542163,3.6238914,,-1.5977795,9.075663,3.9685562,1.8020556,-5.1937604,0.55827284,-2.642972,6.3025084,,9.446392,,3.7591577,4.6042604,,-4.5174627,8.511613,2.5971785,,-0.92384785,5.784184,4.2256308,,-2.7123916,4.9188566,11.1956005,0.23088594,4.634456,9.332203,3.1034896,16.309244,,6.9055,,13.081004,,,9.968062,,5.221769,-2.3394659,,,1.5352112,5.569003,,-0.77466375,-2.4109073,-3.6522667,,5.3129253,,,,-0.10399457,3.4444878,,-4.1409135,-0.6515818,4.9885435,-1.5555884,,4.1171713,5.9258113,0.19781238,,,,,-3.677135,6.7158,3.549868,6.792445,,-1.2717664,-7.653102,0.9176994,-0.7086948,2.4922433,4.5281057,0.9025748,2.1431146,3.276565,6.7724724,,,3.5155718,-1.9379653,1.7296916,0.7680683,3.0496204,-3.238202,3.151169,,5.0787635,8.18248,4.185315,,-7.7766194,-0.41477147,,,-2.5947013,13.259331,-8.001897,3.2473972,11.23604,,-0.9341469,3.6539369,,11.913887,,,0.13138564,-1.9708948,,,1.9869213,2.571337,,3.7772028,21.464737,,-1.0830659,4.6009054,1.539063,,,,,4.4946246,14.799476,4.8775225,-2.0705814,3.3582726,,,-1.850525,4.1347275,,24.65025,-1.7154696,,,,0.15701917,,-1.2184085,6.1786613,5.051352
1973,,,,,0.90526617,55.82353,1.1629035,,,,1.0626636,4.3109064,,7.041069,6.0474887,1.3072605,-1.3295074,0.40936437,,8.031074,5.030403,,,3.8779924,1.2095858,3.3871102,11.24263,1.0718857,,-1.9302413,15.725054,-0.044425484,5.4317036,2.2919676,-6.5593395,5.327293,1.2249377,2.4978538,5.2811904,4.899457,4.3050046,,,4.9952602,1.965592,,,,,4.448017,,,4.088385,9.818686,1.394981,10.678998,1.1530442,,6.604026,,2.349694,6.3779793,9.87188,5.751778,,30.354969,7.917072,6.318245,5.5488625,-0.04300272,-0.123846956,6.075717,0.05446166,,7.6026087,,5.280209,4.0581985,,0.06315333,9.156155,4.667742,,2.7725098,6.5560403,5.300889,,0.9969574,3.0552258,4.34172,0.88161916,5.2063117,1.4000416,6.401806,-6.915694,,6.5230236,,2.3028803,,,18.830576,,12.884442,-12.046165,,,-4.781563,-1.944137,,-1.2445335,4.99418,22.093466,,7.1227717,,,,1.0279298,5.6612763,,-5.4732294,-1.420834,4.6890383,30.713757,,-3.14874,4.232295,-3.0085921,,,,,-7.3971114,10.328672,-0.34608397,9.057732,,-15.197231,-19.237864,2.7959406,3.3762732,4.575449,3.8042724,-2.6217062,2.0891082,5.710744,-16.699726,,,4.3210773,3.991583,2.5459244,3.5606282,6.391237,-2.6558726,4.0667176,,4.0719233,11.166281,4.7378287,,4.3680387,0.28763947,,,0.46919715,16.510408,-3.0266724,-8.3576565,8.55536,,0.38169393,2.432216,,-14.454559,,,-0.56352,-1.3928307,,,3.788932,6.0032606,,7.3999333,-13.440916,,-10.5106735,1.1339979,7.366845,,,,,0.37761915,-3.1787162,0.9011304,-1.7406101,2.4367683,,,-0.27224126,4.642113,,-11.912936,3.9787228,,,,5.843204,,1.6242694,-3.771094,-0.5872683
1974,,,,,-0.8767862,2.1634815,3.8122523,,,,1.5050039,3.7653732,,-3.182112,4.2367783,0.90730035,6.2558756,6.5326986,,2.9413235,-18.599207,,,12.018507,0.6680462,0.63840353,5.592673,-4.823839,,1.6385931,3.5535183,4.308631,1.9249039,0.91002053,-0.3449889,0.21800567,-0.33158368,7.7029324,0.41090727,4.5704107,3.3926811,,,2.8902917,-0.29588768,,,,,0.8507603,,,-1.4243001,3.1552382,4.9210706,8.049344,-0.76172894,,4.4710684,,0.63658535,2.6974583,1.1064888,4.000456,,12.23488,36.537518,-2.5458772,7.8689857,3.797699,3.5455873,2.806415,1.0593743,,-6.782086,,4.638514,3.7150126,,6.54724,-0.77105606,-4.043663,,3.7696722,5.4283943,4.8997207,,-1.115461,2.5472038,2.7149885,12.246735,4.2858005,3.3547103,4.8120136,-5.6573277,,-2.5298393,,0.60015744,,,44.365223,,7.6521907,-18.077034,,,1.9981474,16.264254,,-1.218147,1.9354402,7.21995,,2.8622978,,,,3.0431666,3.79978,,-1.0042399,2.665357,2.7266815,12.063495,,-3.263947,10.110734,3.307366,,,,,8.875116,7.1731586,4.3117533,5.7532163,,7.6710095,5.8937087,8.282487,10.731762,2.6312652,3.2794967,4.0358615,2.051181,3.8060577,7.6464386,,,-0.021160625,0.5397902,-0.2365753,6.653837,1.1842718,-0.95966965,0.29781064,,0.7985606,-0.2581647,5.718282,,14.311927,-3.3324344,,,-1.5181055,10.264982,7.40531,1.2120539,4.366072,,1.6036693,2.9414895,,-1.8258708,,,3.344733,0.9345472,,,2.8991847,2.751281,,-0.52433294,21.629564,,2.5826075,2.202971,1.838172,,,,,2.5199347,5.2718635,3.281701,-4.059307,-1.5056732,,,2.2892451,-1.4451329,,-9.612811,-0.88740766,,,,-12.422014,,3.1606054,3.350239,3.2337668
1975,,,,,-5.405688,-4.294249,-1.6232061,,,,0.09578672,-0.09903043,,-1.7693115,-2.24883,-7.1801825,0.94321334,-6.5705743,,-13.4068775,-16.647625,,,1.8433294,3.6255372,4.9076033,2.6944215,-2.0554447,-4.048255,-6.5462613,3.187575,-1.5293326,0.074186176,-7.242613,-13.636255,6.8164406,3.4245336,8.1840725,-7.467274,4.769798,0.082694665,,,-0.48941344,8.257565,,,,,-0.49643424,,,-1.6936948,2.4298224,1.3932554,7.859213,6.4012437,,-0.53909653,,-1.1985234,1.354025,-0.9390612,-1.5935848,,-2.4176252,16.579151,-1.4663352,6.5908666,-14.930707,1.255118,9.108424,1.6117508,,5.373056,,0.44332433,-0.50420237,,7.4153547,-1.39545,-0.85650975,,-0.80665654,5.57729,2.3586755,,6.602321,3.9324436,-3.2940812,8.827802,-0.6328206,0.9120117,-2.673184,-1.6430842,,1.7878356,,-2.414863,,,5.745159,,6.041235,-17.555826,,,-6.0423746,-1.608715,,-0.014880252,4.2205877,-16.451126,,-7.5864754,,,,5.013495,-2.0017455,,-1.7454431,-10.675565,2.7643778,-3.2222855,,9.636135,18.685257,2.1564012,,,,,-7.8928623,-0.67288643,3.1568477,-1.5802169,,1.8431898,-5.3904724,-7.8158607,-3.1613994,-0.8854181,4.3744793,-0.7543942,1.9558519,-3.6249523,19.340904,,,-1.2838471,1.1423048,-0.87033385,1.7337719,3.0815413,0.27819502,-3.068378,,-2.469629,-7.9146085,4.2313194,,-7.8007774,-2.7436612,,,-4.9498878,-10.314164,11.946273,4.595574,2.4812558,,-0.18318802,0.65601385,,11.847896,,,2.903702,3.4585803,,,2.1462533,10.613517,,0.819492,12.4671545,,6.6853166,-0.060648233,2.4394393,,,,,0.25383633,4.3192606,4.973642,-6.2564726,0.27319378,,,5.418147,-1.1847429,,-8.373521,-0.066557355,,,,-6.2590485,,-1.0827094,-5.154978,-4.991803
1976,,,,,-2.5324066,2.7127707,-3.5399532,,,,1.5649661,4.7633696,,5.5513463,5.46414,-1.5944564,6.2353973,3.0137618,,24.072134,2.9221203,,,-2.0709088,8.772714,2.24709,7.6623154,4.2493935,16.783361,5.2990317,5.0854535,3.877001,4.505104,-0.8384899,2.0112574,-3.081322,8.410257,-7.9932485,-7.7256956,-1.5165752,2.4714344,,,2.8127782,4.4199047,,,21.244877,,5.4002123,,,5.727321,3.9750814,3.5611286,4.424167,10.660217,,2.2177725,,-2.3481548,0.04235187,1.0468612,3.9441457,,-1.9996501,32.536865,2.935589,5.3372107,-6.26728,6.2533607,4.1176505,-1.59103,,5.205083,,5.746011,5.0950503,,0.6109705,14.713901,7.105532,,6.368021,3.0315754,4.2535696,,-0.70073557,-0.12389882,14.749353,13.402638,4.9125476,-1.8923721,6.5923195,-7.9074244,,2.8667781,,-1.1098982,,7.275968,-26.374676,,11.428155,-0.072851755,,,2.480446,16.121914,,3.8355348,1.479238,7.542685,,2.0280967,,,,8.167926,2.8189433,,-5.954799,-2.3790994,1.5539527,-2.8588753,,11.604001,16.423153,4.072357,,,,,5.4097176,21.77201,1.9883108,8.92223,,-1.0327018,-2.0472748,5.9557977,2.06069,3.6395445,5.3303595,2.1382496,-3.876078,0.039743263,15.237814,,,3.310654,1.9861293,-0.88416594,-1.0240796,6.05737,0.41074082,-5.487236,,4.502977,3.9027135,4.9072895,,5.0158114,0.07446184,,,16.024004,9.192784,12.846118,6.094083,5.9989247,,-2.229398,2.807185,,-4.2822213,,,-0.8912951,9.607266,,,0.6912381,-5.047831,,13.948405,8.478475,,0.94447565,-4.3973436,6.8308754,,,,,5.123667,5.0394926,8.228602,-5.2888002,-0.38428277,,,3.2498982,4.3913584,,9.493343,4.6368117,,,,6.6994963,,-0.47924826,3.0458949,-2.5464513
1977,,,,,-2.654394,5.3075285,5.2540655,,,,2.434497,5.039648,,8.644481,0.50197846,2.34673,-1.9418823,0.14979297,,7.612855,6.835928,,,4.311599,5.675004,2.5773838,2.4596572,3.566418,6.251751,4.2785277,6.2591186,2.740407,2.330265,2.7815027,9.4598875,6.1140018,3.4452496,10.84347,-1.7553296,-11.104494,1.8754424,,,6.076892,7.839709,,,16.347977,,3.581437,,,1.6682953,2.3147182,1.5048566,-1.174705,6.452936,,1.7856572,,0.7656061,-0.040505845,3.7301455,3.0896692,,-0.040596537,-14.64238,2.491438,6.168159,-0.696657,-4.844827,0.21947324,-13.126641,,1.6103015,,9.483179,5.466424,,-3.4601474,10.124154,6.999674,,1.7292972,7.10127,6.123512,,4.754297,6.7557135,-5.738843,-1.4335724,8.015183,-1.201851,2.1258276,-3.7772496,5.035782,3.3846807,,5.8794103,,-7.655506,-3.9890275,,10.598202,-9.909464,,,-1.2283193,2.7973824,,3.112849,3.2109318,18.338522,,1.3935426,,,,3.400827,2.063375,,-0.6912555,8.026746,0.63119775,-0.81819046,,4.398941,11.747084,3.9344907,,,,,-4.6641536,4.8278313,1.7116407,5.196002,,0.13242091,4.7969933,2.9071915,5.1570077,1.912636,3.721397,0.7325238,-4.1599193,-4.2349777,-3.7889223,,,2.201536,0.73851836,-1.3816787,-2.098941,2.787624,2.0212739,-1.3256902,,4.4126825,4.487287,8.772133,,-0.9328874,-13.984577,,,-0.9747165,0.1601158,2.7831182,-5.026313,5.3819747,,-1.7865138,4.522298,,10.6486635,,,20.20168,11.122085,,,-1.9451271,-2.1716557,,-8.136689,-5.1153207,,0.3377577,4.4216566,7.4143376,,,,,7.783182,0.7411749,1.2953879,-7.8014607,-3.5061402,,,0.82537925,3.57718,,12.339108,3.231946,,,,-2.4149344,,-2.7593553,-7.4194546,-9.20607
1978,,,,,-3.6140242,-13.636235,-6.0207877,,,4.096628,-0.27298927,-0.12983045,,-3.761266,2.74599,-1.3347207,2.0326982,4.4925284,,-0.95746803,11.830216,,,5.7221365,1.2458194,-0.2641502,2.4949074,4.9082084,3.587967,3.530277,7.646417,0.1527677,2.7084522,0.4000686,6.4104295,9.846157,6.807785,18.722656,-8.237377,3.89431,6.0490637,,,3.4762073,5.898601,,,7.3783464,,3.0981817,,10.052406,2.0993838,-0.41549188,6.151925,2.8462982,5.99492,,0.4907283,,1.0122113,2.624626,-0.5140564,3.4250617,,2.7347186,-25.892433,4.1986756,6.8041887,5.230091,5.116417,2.9165983,5.995062,,5.8652725,6.1202097,6.4476795,2.4360895,,-2.5680203,6.3170395,2.737526,,4.1819506,4.0405197,4.1950736,,3.3060713,5.6766944,-15.642403,13.180792,5.192435,3.352447,2.8729365,-1.2072997,11.1244135,4.31828,,3.2950318,,8.766854,1.7399192,4.248921,9.28013,0.76315814,,,1.8054407,-2.481901,8.693935,2.3058805,3.7286286,14.994171,,3.8883872,,,,-0.38880682,2.6563299,,-5.574465,11.578903,6.1119742,2.3131893,,-3.3535063,10.010061,4.462251,,,,,-3.286941,2.4827282,6.058983,4.123888,,8.455184,10.26999,-8.607744,-10.465127,2.0663328,3.4735491,2.0099885,-4.6144648,0.28642234,-8.506159,,,2.3514693,4.6423573,7.159001,-5.0372496,2.4057696,0.19134639,6.2591453,,5.5401726,1.7125896,9.270003,,6.518412,1.4246157,,,5.9657173,-5.39014,-9.309872,-6.171284,6.4812546,,0.4476487,3.097047,,-1.4702961,,,0.16233858,7.596139,,,1.4557338,-1.9566594,,20.442131,6.2362638,,-2.2678235,8.387627,7.915474,,,,,8.625301,3.8515942,-0.52503693,-5.6564746,-1.4574549,,,4.7885733,4.4228873,,8.948602,-0.56286615,,,,5.1820683,,0.240192,-2.443214,-4.1054974
1979,,,,,-4.5397196,7.301788,8.476652,,,7.6826024,2.9320595,5.536448,,-0.830807,2.2491276,3.7395568,1.0144383,2.3071578,,-1.1734234,23.669346,,,5.2669334,1.9838231,-2.1202235,4.2525773,8.014097,20.521858,1.302018,5.6188526,-3.5046725,2.7036958,2.2859058,6.838093,6.1656637,-1.4816898,3.1046128,-3.0386255,7.3305645,3.0444846,,,2.1434417,0.5562549,,,9.054352,,4.1043315,,-18.62225,3.7980268,1.9542862,4.3215337,0.9582523,1.9663948,,-0.83652806,,-2.556754,6.8484945,9.580421,3.2316775,,-1.0101793,-2.0230768,3.6559658,6.582968,-5.4469523,-2.8299794,-4.5722265,-1.5106692,,2.002457,6.5033894,4.0149474,2.1256888,,-2.5337539,5.623189,2.4104111,,5.5096297,2.5145402,4.7549944,,-7.4164248,1.7089117,-14.993666,17.042202,3.8395464,3.514749,5.653224,-2.2107308,16.860783,4.5947685,,3.9502015,,-10.724225,-12.03756,8.05774,7.0352592,7.242553,,,0.26146483,2.8488874,2.2967088,2.5180852,4.4368196,-0.038044516,,2.1061435,,,,2.0871868,2.4292548,,6.564171,7.7651024,6.9079304,-1.0553272,,8.216059,9.3764925,3.1887705,,,,,1.861201,1.7304916,0.61049706,6.753849,,-14.614883,4.041301,3.5166864,-28.435257,1.3124056,4.0176544,0.00420813,-5.0290065,2.5927842,-1.033926,,,2.3543181,0.22570932,2.0411842,1.5268922,2.8166137,0.4576163,-0.2799519,,6.589805,4.5125427,9.052436,,0.6703753,-1.6317767,,,8.542185,4.7034597,-8.549251,4.472493,8.180135,,2.4916804,-6.0253625,,-16.045557,,,13.3720875,0.42663652,,,3.6136475,-0.24296467,,14.8042345,-2.4798324,,-23.080448,-7.562247,3.181649,,,,,2.265699,4.140709,-2.5556242,-3.5440614,-0.88876843,,,5.686599,2.0337317,,2.6798675,-2.0740318,,,,9.882951,,1.018867,-5.888479,1.6812643
1980,,,,,-2.007361,11.228743,-0.0856397,,,7.761278,1.7873338,1.7313777,,-3.1598077,4.329008,3.878492,-1.8724635,-1.564969,,-1.8549466,4.527744,,,9.493482,7.6301875,-3.5648034,6.6533823,4.267249,-12.467987,1.5672725,7.7172356,-5.5209975,0.8679871,4.1874533,6.5859547,6.490113,-14.406942,-5.104556,-0.9588699,15.034236,1.7393243,,,-1.9513756,-5.251607,,,4.610639,,1.1986939,,13.1908045,-0.87204653,5.342622,-2.299758,0.952627,7.1783824,,1.3913155,,5.8372717,5.061714,-3.9198508,1.1349902,,-10.017433,-0.05258156,-2.1483872,3.698676,-2.424239,0.8098038,2.6778917,-16.908962,,-0.30689895,0.4668332,7.37709,1.1673366,,1.1683124,7.2071676,-2.428797,,5.3302155,0.1347973,7.2865586,,4.220471,1.899874,-24.388704,20.883835,4.6340675,-0.74154395,3.21717,-6.8642254,7.188497,2.0104158,,1.9150641,,-7.6832333,-2.658265,8.903237,-3.1666205,-23.763088,,,-6.9089227,-4.9168367,-3.664802,5.0173664,3.9329817,-5.5349565,,0.48255166,,,,0.9065088,0.8231444,,-2.0564818,15.353799,6.0878663,-10.319475,,-6.2982574,5.93305,5.889859,,,,,0.4759891,-11.564925,-3.3877153,4.499933,,-1.5202012,-5.3231354,1.0031652,1.7851853,0.5431279,4.2288947,-4.596154,-5.116416,1.1573582,0.5144945,,,0.10403241,5.8039546,10.428155,3.3326707,2.4928641,0.16169634,-4.3054504,,3.0107522,3.4643714,8.811915,,-2.6631389,-7.202335,,,5.61956,-0.22521105,-2.3186996,1.4485139,8.724607,,2.7739263,-16.948948,,-6.5587482,,,-3.3820732,-8.259423,,,1.4937332,8.784267,,-5.9632483,10.727417,,-6.257175,11.398026,3.0272462,,,,,9.002737,4.9833364,-4.377371,-3.094511,-0.4578837,,,5.4113436,-1.2093241,,1.7202059,-7.0751996,,,-13.406832,-7.0151353,,3.4251108,-0.0025333506,8.022323
1981,,,-7.8195376,3.6486485,-3.8591354,-3.3487816,-6.696559,,,3.5704243,1.7385447,-0.39862055,,7.6849136,-0.27665377,6.8759646,1.4464889,4.5185447,4.551144,-9.003912,-10.794708,,,-1.3979919,1.7666326,-1.9248375,-6.453945,-2.1898487,-24.756413,11.412354,5.4093704,-2.6514935,2.1473806,1.0470283,5.1636744,3.7749038,-0.5623264,13.043423,-0.5874988,15.054779,-0.05391628,0.97635365,6.948075,-4.8876524,19.147282,,,0.8288238,,0.37624255,,10.976625,-0.7127876,1.8025056,-0.28779128,2.8294876,4.5028434,,-0.8398875,,1.7930084,0.8582892,3.8238883,0.58928514,,6.4413915,2.3603902,-0.8222853,4.406614,-6.176508,-1.2655914,-0.20247817,16.32593,0.674385,-2.432461,2.0588505,-0.9137836,-1.8486135,,1.2234888,6.724975,-4.168704,,-4.706676,2.8597732,5.425482,,3.5443783,2.1222975,-10.518678,-3.6657405,3.0825343,3.2629514,0.72323245,1.3098395,12.576709,3.5038862,,0.1289981,,-1.5609109,4.4600043,1.9083987,5.5859027,-22.951496,,,-4.974531,-23.588448,4.6642632,4.1575074,3.9393845,-2.1944928,,-0.8436744,,,,-4.3570223,0.29006508,,-12.453591,8.668188,7.0538254,2.3043149,,-0.6321558,2.5548553,4.3718657,,,,2.89507,0.52903,4.32478,-8.937053,3.62319,-0.154344,-7.9972987,-3.1150956,-15.758505,2.425963,-1.4619529,1.2493654,5.8289995,-5.172254,4.253763,10.839815,,,0.150961,3.5046217,6.6524262,2.9554296,0.762841,-1.4264761,-2.3182008,,0.007746617,0.7408014,6.234906,,-0.55399895,-5.162305,,,2.1175678,-2.9928536,3.4262257,2.5227854,5.6142797,-5.1507096,0.82157534,-6.344285,,5.4348326,,,-12.159948,7.0766096,,,0.33443683,10.893711,,-5.0386376,4.235028,,0.91985965,-6.2721334,3.8016553,,,,,3.3438017,3.1395752,2.791318,0.41905525,-3.952318,,,1.172514,1.5363024,,3.7576618,-3.0880876,,,2.092656,-9.773678,,1.8344404,2.9659317,5.6626453
1982,,,-3.611217,0.7958401,-2.9194686,-12.038867,-2.3153598,,,-0.26858008,1.5494279,1.9381213,,-3.4922004,0.62232906,-0.6743537,6.5780354,-0.6292526,2.0322943,-10.771348,4.925121,,,-2.5702007,-5.9645944,-6.0134745,-1.4420712,-5.2109275,-0.8929891,0.16336651,7.8009105,6.4711156,-4.3112845,-1.8843771,-12.782809,7.464964,-3.751222,4.9880586,-3.400142,20.966438,-1.3596654,3.4769359,1.3175329,-9.788831,8.222039,,,4.7745113,,-0.30005783,,4.5545774,3.9684815,-0.64878213,2.9109888,-2.0069156,6.922196,,0.6404092,,-2.9260235,2.5107503,-8.204434,2.0690725,,-5.4931974,-5.6635847,2.0314555,1.1424706,-9.589269,-0.22494872,-4.215357,2.561522,-3.8133965,-1.7402524,3.759099,-5.3476253,-5.7231474,,-13.219082,1.3638093,-4.9676023,,-5.4179983,2.9017334,-0.0907543,,1.0886068,1.3210226,16.820099,0.56416476,0.7982423,0.18317316,0.339225,0.6765463,2.5538266,2.5658154,,-2.060713,,-2.7947927,-2.6771839,0.9401702,6.676619,-15.945597,,,-5.2098494,-0.044514127,0.49309617,-3.7715793,2.8664944,1.4677613,,1.0482962,,,,6.0955853,1.4363487,,-4.760168,-5.6831827,-2.236604,0.49948967,,-9.351341,0.113836735,3.6923227,,5.7626624,,-8.917546,-5.1110682,4.2153,-1.4646757,2.6223187,-2.1537046,1.3559209,-0.81772894,-9.5508175,-3.5008066,-1.6925901,-0.13214488,1.3879261,-5.2463284,-0.068068504,5.544728,,,-1.4490724,2.6064882,2.8920364,-2.6708686,0.8674658,-2.6658423,-1.715175,,-2.6049485,1.512894,-4.105051,,-1.4381839,-12.250321,,,-1.4747199,-21.074516,2.204426,5.207026,2.5035126,-5.0005474,2.652937,-7.35997,,2.4077094,,,1.1889845,-4.478835,,,1.1907754,-2.1346295,,-2.6457586,-0.56460947,,0.51058537,-6.7395024,3.314442,,,,4.665366,2.6423523,-2.6593676,1.37277,-17.521461,-3.361813,,,-10.129274,-2.734695,,3.5934658,-4.7107544,,,-0.3675036,-1.4399946,,-3.7684088,-5.88552,-1.2867918
1983,,,0.39892557,-1.0168022,-2.7482593,-10.061388,2.690838,,,5.122047,-3.5532982,3.139628,,0.97308254,0.31981257,-7.083547,-2.4570634,1.1344463,3.1725209,2.733043,1.8680211,,,-4.494565,1.2826478,-6.0859776,-5.074171,0.14632218,-2.8253129,6.96747,9.159207,-9.213614,1.5534327,0.20847501,-6.325882,9.13892,-7.680994,4.701534,-1.7528371,3.6888728,-0.7844338,1.9402142,7.921665,0.07467812,4.5848827,,,4.715041,,1.8390342,,3.0140765,2.7253172,2.242825,1.884124,-2.9198596,2.062096,,1.2755147,,5.253798,2.4911864,-6.2462797,0.71784854,,-1.0323286,2.7800148,4.1863213,3.388973,-7.391096,-0.81946206,6.867832,-4.9203115,-1.4792525,-1.6524025,3.0158963,2.2657707,-4.92782,,-6.69376,4.3789434,-2.049742,,-1.0444816,0.8744066,1.8440096,,4.8067513,-0.94900763,6.845459,-15.618177,-3.4381847,1.4958677,1.1324911,0.49806738,-6.4734554,2.9118655,,-2.3251867,,0.73184234,-11.233159,1.65998,11.717021,2.87569,,,-4.7853165,-2.3200204,3.3226242,-0.18751638,4.117717,-0.9171323,,2.9617581,,4.037169,,-1.2267531,-0.24911802,,-2.0253284,13.144281,-6.66225,10.816145,,-0.38685888,-2.0034149,2.3730505,,3.3038695,,-17.441689,0.79323447,-0.53517014,-0.29415858,2.8822074,-4.3975887,-3.2657537,-6.6710906,-13.204804,1.9006863,1.6836187,3.6293633,-5.251261,-4.8985696,2.0940838,10.368427,,,0.80385846,3.144761,-6.711226,-12.608634,-1.0293013,-0.51323104,1.0760459,,-3.335473,-0.6352025,-5.7274175,,-0.6240123,-7.236098,,,2.5029776,-16.25135,-1.0589317,-8.146962,7.1537523,0.40171087,-4.16844,-0.2920722,,-14.352401,,,-5.597941,-4.455927,,,1.8545151,-2.0696585,,-0.495742,-1.1124213,,10.087834,-8.579407,3.5591564,,,,1.9636708,-11.274745,2.5277002,2.5328612,7.224762,-3.6068418,3.1551998,,-10.673256,3.631858,,1.3375762,-6.3233733,,,0.5481579,0.29248047,,-5.2162395,-5.076221,-2.2017884
