Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2000,,149705.0,235448.0,136622.0,6893085.0,8915627.0,298232.0,,1426114.0,32577568.0,6641875.0,545800.0,,10738119.0,77273.0,143529.0,1331369.0,535246.0,1382461.0,1860623.0,69142.0,210899.0,,1756608.0,31287784.0,,863547.0,34425.0,163909.0,77273.0,41767976.0,17268092.0,5174876.0,61891810.0,107979.0,273000.0,,127541.0,8568734.0,,263547.0,877833.0,1007193.0,1396076.0,2229216.0,57962864.0,,5922623.0,,2997480.0,1318518.0,4521702.0,,39711776.0,277595.0,944595.0,6828143.0,586043.0,52581310.0,446688.0,70436030.0,117521.0,314335.0,,,,,7937434.0,,,73256.0,14377973.0,,1072000.0,,2197521.0,9916365.0,17299484.0,13983022.0,8722145.0,,1431818.0,4442967.0,30418136.0,1922123.0,1281997.0,109123310.0,461283.0,1554949.0,240954.0,,,34331370.0,2112523.0,210847.0,805803.0,,600734.0,1755567.0,,283836.0,870831.0,278396.0,1532189.0,3671317.0,82764.0,117532.0,629409.0,315108.0,20894204.0,16109.0,599012.0,77273.0,1364904.0,437600.0,,253917.0,259568.0,185061.0,949085.0,115831.0,16560793.0,247147.0,77273.0,507396.0,61031.0,20898712.0,15182305.0,643332.0,,10781314.0,2118338.0,1674064800.0,5293541.0,1117411.0,1595268.0,5756288.0,1099772.0,2340919.0,82953.0,6721365.0,265898.0,2672972.0,1218102.0,17687894.0,,12566492.0,414179.0,97525.0,16704341.0,75262.0,19009.0,1960363.0,,,35054.0,232649.0,57095.0,627907.0,13354314.0,89791.0,393835.0,750129.0,77273.0,77273.0,17392092.0,168006.0,1283780.0,51615.0,1254425.0,1907876.0,12187891.0,193069.0,39379.0,950697.0,642027.0,665327400.0,1744510.0,4295000.0,2877894.0,101503.0,164142.0,841609.0,8000757.0,89628.0,607976.0
2001,,,193317.0,146273.0,7675845.0,5808770.0,369164.0,,1369069.0,33477398.0,6550376.0,543800.0,,8489007.0,46364.0,100286.0,1449980.0,233963.0,1250076.0,1625689.0,64993.0,221714.0,,1557128.0,34285576.0,,1007542.0,35114.0,169526.0,46364.0,40451910.0,16914824.0,5315623.0,72660660.0,46364.0,324114.0,95200.0,95188.0,9604390.0,,242799.0,737895.0,882309.0,1503427.0,2565808.0,56389364.0,,6382092.0,,3419249.0,1284922.0,4389163.0,,41469788.0,277768.0,1027528.0,6697556.0,612727.0,50476540.0,373904.0,70331730.0,110800.0,301135.0,,,,,8430333.0,,,47800.0,14064286.0,,1245000.0,,2023385.0,12453812.0,16862736.0,15450847.0,16485326.0,,1357946.0,3967140.0,31031074.0,1946123.0,1178058.0,107823470.0,500981.0,1418183.0,192060.0,,,33710340.0,2084574.0,210847.0,815862.0,,582712.0,1718331.0,,304051.0,885852.0,255392.0,1706332.0,3680688.0,77798.0,120125.0,657953.0,56216.0,20172824.0,18805.0,315450.0,46364.0,1340031.0,398216.0,121737.0,255298.0,264216.0,155687.0,1002282.0,112560.0,16107156.0,215237.0,46364.0,519453.0,,20072980.0,14556181.0,641142.0,,11467023.0,1980076.0,1655230200.0,6011849.0,1114727.0,2248991.0,6416383.0,1188089.0,2670283.0,78805.0,6650492.0,281040.0,2778116.0,1137305.0,20301200.0,,12835735.0,414983.0,176413.0,16373648.0,81376.0,13877.0,1692334.0,,994880.0,35054.0,202899.0,43113.0,689635.0,13123426.0,,419967.0,760923.0,46364.0,46364.0,17662418.0,,1407423.0,56777.0,1387639.0,1926118.0,10603908.0,174559.0,40560.0,986022.0,558563.0,622187840.0,2256380.0,9452434.0,3427176.0,97471.0,173479.0,841366.0,7948374.0,48517.0,308096.0
2002,,,189619.0,137569.0,9667005.0,5662905.0,407777.0,,1286925.0,39021580.0,7070344.0,575300.0,,2341816.0,,53236.0,1536102.0,62798.0,1255713.0,1543274.0,65643.0,204908.0,,1508700.0,35889536.0,,1035795.0,40859.0,179041.0,,23323028.0,13295500.0,4986727.0,83671800.0,,243122.0,,46967.0,9424850.0,,236577.0,675146.0,588700.0,1704780.0,2808793.0,61889680.0,,6322432.0,,3002232.0,1184098.0,4526688.0,,40380628.0,304135.0,1103184.0,6415606.0,715000.0,49305864.0,365877.0,72381200.0,246609.0,255630.0,,,,,7579225.0,,,,15636216.0,,1356000.0,,2098760.0,12113452.0,17633020.0,19728800.0,9891522.0,,1198920.0,3708138.0,28244628.0,2016000.0,1299699.0,109037840.0,756959.0,1599843.0,174369.0,124847.0,,34831816.0,2299218.0,219598.0,874152.0,,559404.0,1740807.0,,303865.0,822533.0,264991.0,1728004.0,3049154.0,104255.0,129377.0,266033.0,57902.0,19618662.0,24592.0,165735.0,,1398990.0,1186162.0,,269886.0,281513.0,105541.0,1029466.0,104711.0,16281275.0,222009.0,,520278.0,,22931166.0,13699204.0,352544.0,,11285424.0,2103559.0,1627404900.0,4141009.0,1047843.0,2085823.0,6449022.0,1234779.0,2845919.0,84321.0,6795580.0,267089.0,3570521.0,959487.0,20892156.0,,13564300.0,409178.0,231333.0,17256872.0,84537.0,13877.0,1804307.0,,1185479.0,34496.0,191094.0,82821.0,720513.0,12421220.0,,518183.0,926850.0,,,18111892.0,496905.0,1407423.0,58480.0,1268879.0,1789327.0,10686877.0,134470.0,40560.0,1119889.0,525049.0,598410430.0,1451004.0,6369455.0,4038133.0,104294.0,182292.0,869296.0,8052660.0,47075.0,250532.0
2003,,,198253.0,158888.0,11609840.0,6036360.0,366581.0,,1428487.0,41386430.0,6902780.0,683700.0,,2904114.0,,54475.0,1587606.0,310952.0,1850491.0,1601347.0,72864.0,234273.0,,1770774.0,32372040.0,,956133.0,36365.0,188842.0,,35884416.0,10118096.0,5246787.0,86040640.0,,315100.0,,52268.0,9142585.0,,252751.0,749885.0,610957.0,1882981.0,3391474.0,72693120.0,,5886037.0,,3292815.0,1521249.0,4180814.0,,42506836.0,395485.0,1117329.0,6183906.0,972000.0,47258820.0,385529.0,76388660.0,303802.0,241111.0,,,,,7518932.0,,,,13024791.0,,1582000.0,,2260849.0,12221066.0,19455084.0,28863656.0,16301238.0,,1133775.0,3677879.0,36345772.0,1838047.0,1353444.0,103988540.0,1009731.0,1678160.0,205604.0,164515.0,,33372576.0,2185990.0,218652.0,935213.0,,626532.0,1957606.0,,329271.0,853903.0,339747.0,1211797.0,2638314.0,94563.0,179084.0,451729.0,60218.0,20661206.0,27471.0,200959.0,,1309119.0,1117208.0,287111.0,294880.0,280516.0,116136.0,1042773.0,108854.0,16704600.0,265655.0,,520263.0,,23454932.0,12805757.0,356369.0,,12259437.0,2777424.0,1665309300.0,4522110.0,1416071.0,2226329.0,6457529.0,690528.0,3252222.0,75046.0,7590259.0,298928.0,3184104.0,1255313.0,22723072.0,,13821729.0,420498.0,129974.0,14172367.0,68104.0,13599.0,2182463.0,,1011231.0,35680.0,258311.0,190182.0,758392.0,11586025.0,,413096.0,907850.0,,,16622502.0,442712.0,1411910.0,60819.0,1084186.0,1719524.0,10745444.0,149540.0,39749.0,1652632.0,463884.0,588997100.0,1465798.0,3889929.0,3969320.0,83151.0,198115.0,844284.0,9159815.0,50977.0,200857.0
2004,,,222032.0,179543.0,14314326.0,6795484.0,509904.0,,714000.0,41596550.0,7619372.0,1007000.0,,3264582.0,,61364.0,1650276.0,476277.0,2284547.0,900000.0,,274185.0,,1824313.0,35263796.0,,1079578.0,45456.0,212951.0,,40701308.0,9287315.0,5463753.0,119789020.0,,355610.0,,,8829094.0,,560000.0,901402.0,743256.0,2013254.0,4219478.0,82099656.0,,6428701.0,,3236364.0,1828303.0,4621310.0,,45539950.0,509556.0,1403293.0,7049416.0,836719.0,48543470.0,430873.0,86054760.0,228560.0,96444.0,,,,,9276954.0,,,,17892816.0,,1743000.0,,2546234.0,26780550.0,23934074.0,34748852.0,11877705.0,,1332811.0,4968931.0,35922092.0,2007765.0,1660235.0,101740600.0,834760.0,2005473.0,245570.0,162132.0,,34511496.0,2496441.0,271706.0,1086730.0,,850185.0,2412889.0,,447883.0,855840.0,593662.0,1800237.0,3004353.0,83916.0,200615.0,513508.0,75875.0,21167880.0,28970.0,210875.0,,1365223.0,1392244.0,337046.0,310158.0,293873.0,128329.0,1088696.0,122477.0,19226564.0,282915.0,,540461.0,,25595676.0,12277222.0,444691.0,,11305401.0,3267088.0,1888695300.0,5097477.0,1500673.0,3225128.0,7387965.0,762784.0,3493094.0,93808.0,9052471.0,373456.0,4453071.0,1337781.0,25948924.0,,14942633.0,473127.0,416372.0,16995620.0,84676.0,15503.0,2391159.0,,1076473.0,40076.0,289309.0,636276.0,764991.0,11623925.0,,461885.0,1169646.0,,,20342582.0,598456.0,1612479.0,75416.0,1132392.0,1940037.0,14275835.0,243087.0,45711.0,2200094.0,564149.0,678110600.0,1588049.0,4943887.0,5049706.0,103939.0,246875.0,1022079.0,9878598.0,49888.0,225021.0
2005,,,239795.0,195702.0,,6938436.0,555795.0,,778260.0,44657324.0,8037890.0,1134300.0,,3340509.0,,66273.0,1634473.0,653703.0,,1020000.0,,281877.0,,1892343.0,37661732.0,,977516.0,49092.0,229987.0,,45229860.0,9662619.0,5939020.0,136721620.0,,384059.0,,,9984424.0,,690000.0,953217.0,812781.0,1920516.0,4706226.0,90788850.0,,,,3037298.0,2011004.0,4888146.0,,49855010.0,577808.0,1667316.0,7075195.0,870571.0,52477176.0,465343.0,93602880.0,249131.0,,,,,,9452219.0,,,,20229512.0,,2099000.0,,2735214.0,26835524.0,27879460.0,42872544.0,12708354.0,,1528929.0,4392448.0,36115764.0,1573785.0,1737165.0,102279016.0,1160286.0,2424382.0,225923.0,168810.0,,33888330.0,2433213.0,293442.0,1076258.0,,0.0,2817778.0,,505409.0,851136.0,1032128.0,2040654.0,3492984.0,87523.0,231985.0,574904.0,81945.0,21857658.0,25789.0,191977.0,,1371865.0,1503624.0,383140.0,295252.0,346830.0,138595.0,1145737.0,132275.0,20369086.0,399280.0,,747648.0,,26132696.0,,480266.0,,11951935.0,,1969590800.0,5364134.0,1795958.0,4332223.0,8056829.0,818773.0,3553680.0,101313.0,10139655.0,445854.0,6041040.0,1707714.0,26522316.0,,15933045.0,510977.0,449682.0,17744016.0,91450.0,16743.0,2540564.0,,918540.0,43282.0,315410.0,711939.0,757651.0,,,498836.0,1239825.0,,,18902628.0,479172.0,1653638.0,,1055106.0,1996699.0,16943828.0,257223.0,49368.0,2512910.0,586458.0,720547700.0,1639276.0,5043028.0,5453683.0,112254.0,266625.0,1083404.0,11844657.0,53880.0,243022.0
2006,,,262666.0,213315.0,,6611915.0,605817.0,,754912.0,46951776.0,8785116.0,1253400.0,,3641155.0,,73131.0,1729451.0,808451.0,,1033407.0,,307403.0,,1443165.0,40945040.0,,1041478.0,51056.0,213587.0,,46726976.0,10647142.0,6016649.0,158013340.0,,424794.0,,,10616356.0,,753511.0,943143.0,811559.0,1944138.0,4921600.0,99647310.0,,,,2899722.0,2110423.0,4988262.0,,53122464.0,598123.0,1720306.0,7597125.0,932394.0,59537870.0,508368.0,97544630.0,271553.0,,,,,,9481314.0,,,,21796158.0,,2148000.0,,2591666.0,29867484.0,40288790.0,50737810.0,13623038.0,,1536157.0,4357151.0,36709132.0,1526571.0,2046457.0,102845320.0,1283250.0,2685148.0,219464.0,256160.0,,34842656.0,2627870.0,326730.0,968820.0,,1151785.0,3100832.0,,429657.0,927738.0,1409620.0,2285750.0,4109489.0,95721.0,273810.0,572991.0,93417.0,21243010.0,30232.0,209255.0,,1495333.0,1620895.0,,347998.0,350314.0,149188.0,1056496.0,145747.0,17833364.0,400947.0,,1307541.0,,27454452.0,,509792.0,,12382205.0,,2072414000.0,5714831.0,2028711.0,4217880.0,8304634.0,918640.0,3625982.0,105366.0,9440930.0,432760.0,7070851.0,2047466.0,28836948.0,,16830838.0,563026.0,500677.0,19565884.0,101190.0,18752.0,2579145.0,,1041747.0,47585.0,306504.0,779759.0,860735.0,,,545265.0,1252102.0,,,20102408.0,394440.0,1843140.0,,1024304.0,2054641.0,19361416.0,189844.0,55292.0,2801992.0,568864.0,725530940.0,1665190.0,5225573.0,5283831.0,116744.0,287596.0,1162316.0,12932671.0,58679.0,239045.0
2007,,,277361.0,238913.0,,7036784.0,560626.0,,800207.0,48728836.0,9140909.0,1440700.0,,4078094.0,,77810.0,1242865.0,855229.0,,1089636.0,,344290.0,,1744663.0,45286990.0,,1017028.0,53609.0,227624.0,,52103548.0,12298456.0,7190963.0,183613140.0,,453051.0,,,11630594.0,,793153.0,1017054.0,857213.0,2071648.0,4869586.0,106101740.0,,,,2813018.0,2630759.0,5829044.0,,60664990.0,651323.0,2290179.0,8288683.0,960546.0,61551256.0,535324.0,101622810.0,304139.0,,,,,,10206223.0,,,,24133664.0,,1545318.0,,3133574.0,30405918.0,51897450.0,60099056.0,13915755.0,,1720496.0,4662615.0,37830744.0,1618165.0,2246212.0,99842340.0,1295050.0,2857464.0,274981.0,307782.0,,36655310.0,2659769.0,328326.0,1074219.0,,1204107.0,3206766.0,,423585.0,1039067.0,1344912.0,2393294.0,4623543.0,101753.0,314361.0,616433.0,92483.0,20952512.0,29980.0,234366.0,,1674773.0,1662866.0,,380708.0,443010.0,154662.0,1277957.0,154837.0,21325754.0,430741.0,,1363435.0,,28857440.0,,528226.0,,12545766.0,,2209136400.0,5439144.0,2473261.0,5273188.0,8818150.0,918665.0,4269655.0,110634.0,10320040.0,458688.0,8879109.0,3003872.0,33187840.0,,17141188.0,598151.0,538845.0,20671340.0,102090.0,20252.0,2536820.0,,1118404.0,50440.0,324821.0,2679227.0,945420.0,,,574515.0,1371450.0,,,21191724.0,501178.0,1850921.0,,1085650.0,2054679.0,22895276.0,250849.0,59715.0,1736018.0,602996.0,744302340.0,1940378.0,5495292.0,7194443.0,122581.0,294927.0,1073493.0,12870324.0,61589.0,254783.0
2008,,,283887.0,243691.0,,6147290.0,623688.0,,813010.0,51488428.0,9140680.0,756338.0,,5878585.0,,80543.0,1224222.0,1073496.0,,1088876.0,56313.0,351165.0,,1718196.0,58763224.0,,1075754.0,52805.0,236182.0,,53718756.0,14352757.0,8021939.0,191001220.0,,470598.0,,,12338706.0,,807957.0,1023665.0,861352.0,2111205.0,4974879.0,107941580.0,,,,2884506.0,2926821.0,6688999.0,,55213716.0,685582.0,2715017.0,7916485.0,946138.0,61214656.0,545640.0,104713550.0,310222.0,,,,,,9442743.0,,1255510.0,,25401266.0,,1752603.0,,3111575.0,29766092.0,49877936.0,69447260.0,12029236.0,,1423422.0,4563041.0,30672048.0,1644056.0,2355285.0,97022470.0,1275624.0,2880546.0,204525.0,211281.0,,36077656.0,2523966.0,323401.0,1067774.0,,1213854.0,2951506.0,,609847.0,1059848.0,1371810.0,1866141.0,4927341.0,84660.0,401199.0,558981.0,91096.0,18825976.0,29530.0,196420.0,,1708268.0,1637923.0,,364470.0,461125.0,153895.0,1256746.0,159917.0,22420870.0,452167.0,,1460900.0,,29601230.0,,520303.0,,12950904.0,,2208218600.0,5605758.0,2762458.0,6184410.0,9508389.0,904885.0,4634676.0,108974.0,11171020.0,465911.0,9702479.0,3253417.0,37940320.0,,16708204.0,617785.0,567101.0,21050204.0,100558.0,21420.0,2279763.0,,1135322.0,51921.0,329788.0,2690428.0,1103685.0,,,586106.0,1358473.0,,,19993134.0,683248.0,1823157.0,,1102669.0,2274580.0,25505092.0,202704.0,63160.0,3456288.0,612644.0,701779500.0,2033933.0,5766973.0,9991145.0,120742.0,290503.0,1064878.0,13135437.0,62467.0,264404.0
2009,,,274869.0,231263.0,31761632.0,5694547.0,653320.0,,747969.0,50026970.0,8520740.0,839514.0,,4858700.0,,79345.0,1409414.0,798165.0,5215512.0,979042.0,79977.0,333252.0,,1537032.0,67945576.0,,999375.0,49056.0,233515.0,,52583516.0,14701206.0,8097314.0,229062100.0,,466050.0,,,12115330.0,,776469.0,932581.0,780484.0,1943949.0,5048360.0,103396740.0,,,,4370917.0,2896528.0,6215870.0,,49289160.0,395532.0,2914056.0,7423265.0,1146591.0,58318310.0,524867.0,102464510.0,294400.0,,,,,,8795133.0,,1172372.0,,23973030.0,,1679197.0,,2952885.0,27421236.0,54446372.0,77747210.0,13052716.0,,1364651.0,4605452.0,33194500.0,1380000.0,2323750.0,86896530.0,1192714.0,2948920.0,309488.0,183503.0,,34168590.0,2597076.0,302596.0,1308382.0,,1147234.0,2417713.0,,616514.0,681482.0,1301848.0,1427324.0,4930683.0,63876.0,402423.0,499526.0,85448.0,15728171.0,27692.0,86868.0,,1992900.0,1527346.0,,257233.0,490019.0,142355.0,1092580.0,157007.0,23766316.0,454855.0,,1365343.0,,29108548.0,,484394.0,210424.0,12104116.0,2360682.0,2249728500.0,5303268.0,6348000.0,5843195.0,10480898.0,847353.0,4279072.0,101237.0,9903771.0,428493.0,10211229.0,3268022.0,34402844.0,,17508200.0,606558.0,572609.0,18427472.0,94027.0,21784.0,1996982.0,,926618.0,50716.0,303117.0,3440816.0,953378.0,,,564580.0,1342518.0,,,19618736.0,764505.0,1706055.0,,1014016.0,2278964.0,31339440.0,683541.0,64234.0,3427818.0,563632.0,679423400.0,1850056.0,5121009.0,11073604.0,112169.0,270908.0,1050486.0,12503629.0,,261480.0
2010,,1999127.0,1010194.0,768533.0,44948144.0,9025035.0,704753.0,49772.79,1554309.0,60640910.0,13493793.0,796698.0,,7528586.5,53012.816,160000.0,1818901.0,801840.0,6028980.0,967914.0,56485.16,652142.0,143928.0,1781340.0,74627064.0,,1263270.0,181537.38,290195.0,,63277410.0,22146864.0,9269026.0,266293020.0,516085.0,0.0,210913.0,341640.44,16932436.0,,570553.0,1697893.9,1578011.8,1583627.0,5145187.0,97330740.0,,,19167.0,3372283.0,4818305.0,9518106.0,,52847710.0,582320.2,3347022.0,8685773.0,1259009.0,60864424.0,243635.53,101515720.0,164446.0,169030.95,,0.0,,25969.383,10352658.0,313892.0,,273160.0,28347688.0,501520.0,1577226.0,,12477063.0,59384360.0,64374252.0,84784220.0,18760850.0,641129.0,1851416.9,5084798.0,32645164.0,0.0,3077036.8,109617020.0,3098327.0,4039583.0,375602.0,277725.06,,36987984.0,4563082.0,443778.0,1893359.0,,2928705.8,3008322.8,,81450.0,786920.0,3158051.0,1329721.0,7144446.0,59658.0,479457.0,524296.0,,31269060.0,,,303692.0,1699829.0,924207.0,659355.44,391188.0,558192.0,524817.9,1265458.0,91520.19,34239016.0,485849.0,0.0,4197375.0,,26979676.0,,917939.0,30195.521,13295185.0,3262849.0,2669414400.0,6588114.0,5524157.5,7106025.5,22575356.0,1405169.0,4099082.0,73052.0,10428174.0,715072.0,12391268.0,3733253.0,43855540.0,188221.0,20323592.0,580325.0,0.0,24859826.0,142660.0,0.0,1816391.1,163812.75,985072.0,,214667.0,74856.0,979803.0,41153080.0,,412714.0,1158366.0,48519.2,663013.0,28780724.0,616999.44,300970.0,,1842253.0,2739634.0,45665250.0,750421.0,154909.0,3956053.0,,720497000.0,2114050.0,6428163.0,14377619.0,247944.0,,1536556.0,15781210.0,260502.0,258828.0
2011,,2279341.2,987798.0,829778.94,50342892.0,8590840.0,392312.0,50641.723,1424420.1,63360310.0,14088252.0,1348414.0,,8638553.0,58314.1,133709.78,2022388.6,932868.0,5590998.0,1056129.6,40182.44,737599.0,179471.4,2125912.5,87860360.0,,1312935.0,226153.12,415864.1,,66078012.0,24866064.0,10949863.0,292160160.0,89791.87,171007.2,252408.17,438178.47,18768534.0,,620394.75,1829515.0,1478596.0,1263117.0,4902816.0,107042776.0,,,28232.1,3543663.0,4714115.0,7708160.0,,52736140.0,614933.0,4440917.5,9508050.0,1276205.5,64185340.0,121233.4,111598540.0,222630.0,491583.03,,0.0,,130197.6,9569211.0,326146.22,,340267.62,30293676.0,423655.3,1812519.0,,13729554.0,70912260.0,73996910.0,89956340.0,19113946.0,761778.2,2150527.0,5151469.0,33923372.0,0.0,3267109.8,89788820.0,3786453.0,4508698.0,526018.0,499981.53,,39911748.0,3722729.5,532707.0,2029610.0,,2284066.5,3665394.0,,69445.0,785200.0,3299391.0,1327732.0,7502696.5,63186.0,540679.0,544100.75,,29538936.0,,,363857.38,1673765.0,1539676.0,523356.0,496649.1,577019.8,381075.94,1321491.0,82709.55,38218610.0,540867.9,0.0,4793913.5,,29959476.0,,901116.1,34884.33,13747024.0,3795755.0,2833214000.0,7940545.0,6380080.0,8609620.0,26326620.0,1563593.9,4448727.0,78558.86,11014639.0,845395.7,14568106.0,3659209.0,50555804.0,268376.56,23135736.0,947031.44,391401.4,26509930.0,140183.27,48789.0,2151274.0,177005.4,1149102.0,,204096.67,34859.0,972711.0,46260220.0,,393834.0,1433766.8,74653.8,832351.2,31940492.0,846967.4,160243.77,,2625055.8,3153389.0,53500304.0,914932.06,141603.0,5477655.0,,730796000.0,2275947.0,7728281.5,16544478.0,240396.44,,1492073.4,16407785.0,306034.3,279347.62
2012,,1737962.1,1132424.0,814339.75,59948770.0,9375670.0,364733.0,56096.98,1310276.4,66355270.0,14518841.0,1560084.0,,9508165.0,58314.1,125693.695,2195061.8,973062.0,5861787.0,1048391.06,24874.09,943081.0,448015.9,2206069.8,94752570.0,,1044170.0,193405.0,415130.03,,70467400.0,26386306.0,12892856.0,318475940.0,39485.473,248027.2,471536.22,703966.44,22012458.0,,597982.6,1770111.4,1313502.6,1285976.0,3594882.0,105978470.0,,,28442.05,4082595.0,4758406.5,9081175.0,,48089180.0,914519.0,5001122.0,10731828.0,1225268.5,64683770.0,42729.32,115419920.0,178363.0,691271.94,,11284.0,,316620.84,8785275.0,288013.9,,247780.34,32247332.0,422016.88,1872799.0,,12289555.0,79405800.0,72151830.0,92637190.0,17687478.0,784944.25,2400160.0,5381980.0,31072962.0,0.0,3438356.0,98907860.0,4064819.0,4653459.5,494640.44,508688.5,,39969576.0,3481039.0,877949.9,2148669.0,,1398125.1,4616417.0,,592996.0,781146.0,2888683.0,1561850.0,6563646.5,65404.363,543872.0,588169.0,,32909408.0,,,181742.61,1535101.0,1663425.4,544519.0,626469.94,559608.8,325239.53,1313976.0,53518.996,39165196.0,632330.06,119652.0,4716148.0,,31672224.0,,776864.1,19334.848,13937354.0,4430383.0,2943248000.0,7973906.5,7517581.5,10074856.0,28540728.0,1630308.4,4909100.5,100113.35,11338080.0,794176.0,17187172.0,3593312.0,58727124.0,593198.44,26537660.0,777346.3,543987.6,29138458.0,138160.11,50193.0,2523296.0,178709.7,1240709.0,,240525.44,45111.0,816630.0,49192940.0,,235994.0,907927.75,52041.6,745781.75,36392468.0,650130.56,147500.0,,2625055.8,3580910.2,63350310.0,1030203.56,182144.4,5828107.5,,736699000.0,2593509.0,7738509.5,16976052.0,318747.0,,1299707.2,17571566.0,127296.65,320946.0
2013,,2044188.0,1321872.0,865848.0,68151864.0,11951277.0,45000.0,72240.0,1218000.0,68197950.0,15037454.0,1651710.0,,9521421.0,137640.0,138996.0,2781708.0,1013220.0,4626648.0,576996.0,15000.0,1159500.0,513175.6,2027888.0,95591640.0,,1139784.0,207996.0,270996.0,,71526730.0,27503416.0,13806283.0,352795300.0,234996.0,287208.0,456000.0,652452.0,26929238.0,,600000.0,1498996.0,1395072.0,1211208.0,5186676.0,109062320.0,,,20004.0,4492437.0,5157521.0,10593780.0,,48056736.0,627588.0,5671501.0,10467321.0,1161936.0,63925150.0,0.0,118605864.0,189316.0,396372.0,,146784.0,,401712.0,8761116.0,78264.0,,0.0,34644496.0,372972.0,1716702.0,,13926540.0,81721360.0,75589070.0,93408030.0,16580818.0,476484.0,2602714.0,5565864.0,27846220.0,46272.0,3294911.0,107573000.0,4785588.0,4516500.0,771165.0,615123.3,,54530104.0,3244805.0,1476528.0,2241480.0,,2744844.0,4793393.5,,1009728.0,1555788.0,2754720.0,1767100.0,6507408.0,64524.0,557653.0,539208.0,,35986500.0,,,33444.0,1603404.0,1572120.0,528852.0,585864.0,701472.0,261696.0,1318052.0,5856.0,47995844.0,510000.0,87936.0,4209624.0,,33455252.0,,643140.0,16488.0,14434056.0,4994729.0,3100200700.0,7833901.0,11656416.0,12255938.0,25540880.0,1870968.0,5002975.5,371004.0,11860998.0,711548.5,18737348.0,3087143.0,64072320.0,610992.0,28252104.0,541644.0,219996.0,31729240.0,302412.0,,2509003.0,258336.0,1241352.0,,255204.0,64008.0,857000.0,51925708.0,,344436.0,475932.0,28080.0,840948.0,43029150.0,683060.2,1800847.5,,2865852.0,4648608.0,74413810.0,1173942.9,198804.0,5218814.5,,743171000.0,2614085.0,6866780.5,20429310.0,327060.0,,1664220.0,16311250.0,10032.0,351564.0
2014,,2209428.0,1409952.0,151632.0,75608190.0,12121913.0,0.0,76944.0,1216152.0,68123240.0,15210489.0,1770192.0,,10535219.0,60264.0,117420.0,3051914.8,1060147.0,5171496.0,991463.3,36636.0,1317732.0,877765.0,3563043.5,100403630.0,,1061148.0,302160.0,205992.0,,75528610.0,27923164.0,14347893.0,390878800.0,237120.0,275760.0,456228.0,553944.0,28675160.0,,590304.0,1427414.0,1135200.0,688368.0,5009995.0,112353096.0,,,16128.0,5021289.0,5675088.0,10278013.0,,53069340.0,602880.0,6274582.0,10992792.0,1243824.0,63434264.0,,124901680.0,196589.0,407544.0,,151776.0,,303024.0,11152236.0,69768.0,,0.0,37933772.0,239124.0,1756070.0,,16482060.0,85215880.0,82718880.0,98449140.0,16825260.0,476484.0,3035882.8,5886728.0,27193940.0,76244.0,3211795.0,110547000.0,4918608.0,4448530.5,712284.0,1071179.0,,58289180.0,3530851.0,1310124.0,2419476.0,,2391856.0,4756131.0,,1274911.0,1710624.0,2636612.8,2078758.0,6976810.0,64188.0,692496.0,520421.0,1024693.9,39570520.0,,,0.0,1588165.0,1926969.0,503040.0,683254.0,739636.75,271212.0,1354388.0,5856.0,49673884.0,522216.0,13227.5,4462001.5,,33956336.0,,517548.0,34572.0,13618712.0,5051804.0,3285080800.0,7670348.0,11812713.0,12284677.0,34897404.0,2074020.0,5038745.5,90335.875,12635439.0,608844.0,21425066.0,3067724.5,72189960.0,626928.0,32269452.0,501864.0,131964.0,33643520.0,330456.0,,2816524.0,251652.0,2187144.0,,269148.0,29031.598,916981.0,57789384.0,,407280.0,475932.0,28332.0,426344.03,46546612.0,1064176.4,579715.7,,2732100.0,4628511.0,84574850.0,1124913.5,163824.0,4503610.0,,762710000.0,2545935.0,7888722.5,23826014.0,320232.0,76944.0,1665552.0,17026644.0,8592.0,301260.0
