Date,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
1750,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0019121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0123539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1760,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.070363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.013338744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1770,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2627987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.015818821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1780,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4520383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.01762452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1790,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.00448715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7707893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.021648014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1800,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.007328,,,,,,,,,,,,,,,,,0.044171557,,,,,,,,,,,,,,,,,,2.9153564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.033362012,,,,,,,0.045189332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.042136,,,,,,,,,,,,
1801,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0071507194,,,,,,,,,,,,,,,,,0.029240523,,,,,,,,,,,,,,,,,,2.8286498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.032424923,,,,,,,0.048899516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.043749023,,,,,,,,,,,,
1802,,,,,,,,,,,0.0,,,,1.9576033,,,,,,,,,,,,,,,,,,,0.0069777183,,,,,,,,,,,,,,,,,0.029754901,,,,,,,,,,,,,,0.076622,,,,2.7656965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.040723216,,,,,,,0.049343564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.046463702,,,,,,,,,,,,
1803,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.006808903,,,,,,,,,,,,,,,,,0.02830634,,,,,,,,,,,,,,,,,,2.5437405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.029737618,,,,,,,0.050176714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.04675338,,,,,,,,,,,,
1804,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.006644181,,,,,,,,,,,,,,,,,0.05245813,,,,,,,,,,,,,,0.07393558,,,,2.4763212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.031871665,,,,,,,0.049413763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.051547863,,,,,,,,,,,,
1805,,,,,,,,,,,0.0010380151,,,,,,,,,,,,,,,,,,,,,,,0.006483441,,,,,,,,,,,,,,,,,0.053302526,,,,,,,,,,,,,,,,,,2.5825114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0312423,,,,,,,0.061216537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.05170035,,,,,,,,,,,,
1806,,,,,,,,,,,0.0028337112,,,,,,,,,,,,,,,,,,,,,,,0.0063265893,,,,,,,,,,,,,,,,,0.047273606,,,,,,,,,,,,,,,,,,2.695625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.03257867,,,,,,,0.05531447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.049647022,,,,,,,,,,,,
1807,,,,,,,,,,,0.0026282691,0.053945992,,,,,,,,,,,,,,,,,,,,,,0.006173526,,,,,,,,,,,,,,,,,0.13335954,,,,,,,,,,,,,,,,,,2.811327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.035932284,,,,,,,0.03982849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.055148073,,,,,,,,,,,,
1808,,,,,,,,,,,0.0032052195,,,,,,,,,,,,,,,,,,,,,,,0.006024176,,,,,,,,,,,,,,,,,0.043796904,,,,,,,,,,,,,,,,,,2.8766963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.03510763,,,,,,,0.052587613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.056223534,,,,,,,,,,,,
1809,,,,,,,,,,,0.0049977372,,,,,,,,,,,,,,,,,,,,,,,0.005878427,,,,,,,,,,,,,,,,,0.044674568,,,,,,,,,,,,,,,,,,2.915259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.03580392,,,,,,,0.049153995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.05672419,,,,,,,,,,,,
1810,,,,,,,,,,,0.0048680147,,,,,,,,,,,,,,,,,,,,,,,0.005732775,,,,,,,,,,,,,,,,,0.046192635,,,,,,,,,,,,,,0.070469946,,,,2.8722124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.038712256,,,,,,,0.058625095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.057195846,,,,,,,,,,,,
1811,,,,,,,,,,,0.00830243,,,,,,,,,,,,,,,,,,,,,,,0.0055940812,,,,,,,,,,,,,,,,,0.04306568,,,,,,,,,,,,,,0.067903295,,,,2.8188872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.039175447,,,,,,,0.060448285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.05957973,,,,,,,,,,,,
1812,,,,,,,,,,,0.008092243,,,,,,,,,,,,,,,,,,,,,,,0.0054587494,,,,,,,,,,,,,,,,,0.041702244,,,,,,,,,,,,,,0.07308623,,,,2.7279038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.039563652,,,,,,,0.04621533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0625836,,,,,,,,,,,,
1813,,,,,,,,,,,0.010139381,,,,,,,,,,,,,,,,,,,,,,,0.005326681,,,,,,,,,,,,,,,,,0.04004199,,,,,,,,,,,,,,0.06727743,,,,2.6192143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.039684527,,,,,,,0.03847724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.06519789,,,,,,,,,,,,
1814,,,,,,,,,,,0.012042811,,,,,,,,,,,,,,,,,,,,,,,0.0051978193,,,,,,,,,,,,,,,,,0.039072905,,,,,,,,,,,,,,0.06846539,,,,2.5276635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.04039906,,,,,,,0.050314993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.06802918,,,,,,,,,,,,
1815,,,,,,,,,,,0.009363818,,,,,,,,,,,,,,,,,,,,,,,0.0050720666,,,,,,,,,,,,,,,,,0.044824384,,,,,,,,,,,,,,0.076333165,,,,2.4391406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.04142064,,,,,,,0.058696058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.070616506,,,,,,,,,,,,
1816,,,,,,,,,,,0.0075619943,,,,,,,,,,,,,,,,,,,,,,,0.0049493583,,,,,,,,,,,,,,,,,0.1021735,,,,,,,,,,,,,,0.08116601,,,,2.3177464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.042939313,,,,,,,0.06695161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.07547438,,,,,,,,,,,,
1817,,,,,,,,,,,0.0066079865,,,,,,,,,,,,,,,,,,,,,,,0.004829619,,,,,,,,,,,,,,,,,0.14253065,,,,,,,,,,,,,,0.086080305,,,,2.3279696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.04618237,,,,,,,0.07292754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.079147205,,,,,,,,,,,,
1818,,,,,,,,,,,0.005946232,,,,,,,,,,,,,,,,,,,,,,,0.0047127767,,,,,,,,,,,,,,,,,0.14646468,,,,,,,,,,,,,,0.07678174,,,,2.303634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.047824178,,,,,,,0.08986743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.08329477,,,,,,,,,,,,
1819,,,,,,,,,,,0.0109278485,0.075489655,,,,,,,,,,,,,,,,,,,,,,0.0045876615,,,,,,,,,,,,,,,,,0.13376212,,,,,,,,,,,,,,0.082100935,,,,2.1739373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.047065414,,,,,,,0.07327879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0788342,,,,,,,,,,,,
1820,,,,,,,,,,,0.018738898,0.09901921,,,,,,,,,,,,,,,,,,,,,,0.004455307,,,,,,,,,,,,,,,,,0.1361196,,,,,,,,,,,,,,0.09271228,,,,2.0557053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.046565164,,,,,,,0.071687624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.07940742,,,,,,,,,,,,
1821,,,,,,,,,,,0.009483858,0.106077276,,,,,,,,,,,,,,,,,,,,,,0.0043168045,,,,,,,,,,,,,,,,,0.1402481,,,,,,,,,,,,,,0.095714025,,,,2.0387487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.047476232,,,,,,,0.078836694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.08064995,,,,,,,,,,,,
1822,,,,,,,,,,,0.01180683,0.10769429,,,,,,,,,,,,,,,,,,,,,,0.0041732965,,,,,,,,,,,,,,,,,0.14235331,,,,,,,,,,,,,,0.100134835,,,,2.0682518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.04895967,,,,,,,0.085877135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.08181233,,,,,,,,,,,,
1823,,,,,,,,,,,0.014182906,0.101810046,,,,,,,,,,,,,,,,,,,,,,0.0040259357,,,,,,,,,,,,,,,,,0.15628752,,,,,,,,,,,,,,0.09950061,,,,2.1145442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.05074557,,,,,,,0.11446584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.08290245,,,,,,,,,,,,
1824,,,,,,,,,,,0.014199973,0.11624328,,,,,,,,,,,,,,,,,,,,,,0.0038837793,,,,,,,,,,,,,,,,,0.12372251,,,,,,,,,,,,,,0.10972901,,,,2.1529691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.05151068,,,,,,,0.11874538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.09074809,,,,,,,,,,,,
1825,,,,,,,,,,,0.0086447345,0.11673694,,,,,,,,,,,,,,,,,,,,,,0.0037466397,,,,,,,,,,,,,,,,,0.16412507,,,,,,,,,,,,,,0.122663274,,,,2.1886015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.053968403,,,,,,,0.122617334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.09872902,,,,,,,,,,,,
1826,,,,,,,,,,,0.019180024,0.13200791,,,,,,,,,,,,,,,,,,,,,,0.003614346,,,,,,,,,,,,,,,,,0.15657145,,,,,,,,,,,,,,0.12594925,,,,2.1842163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.054183245,,,,,,,0.111967854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.111148365,,,,,,,,,,,,
1827,,,,,,,,,,,0.017820317,0.13661791,,,,,,,,,,,,,,,,,,,,,,0.003486721,,,,,,,,,,,,,,,,,0.16771843,,,,,,,,,,,,,,0.18088658,,,,2.2401965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.057638906,,,,,,,0.119157985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.11888613,,,,,,,,,,,,
1828,,,,,,,,,,,0.0114450855,0.13072197,,,,,,,,,,,,,,,,,,,,,,0.0033636033,,,,,,,,,,,,,,,,,0.16573869,,,,,,,,,,,,,,0.18988127,,,,2.2364638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.058070365,,,,,,,0.109338894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.12727666,,,,,,,,,,,,
1829,,,,,,,,,,,0.018160794,0.13528666,,,,,,,,,,,,,,,,,,,,,,0.0032439104,,,,,,,,,,,,,,,,,0.13103831,,,,,,,,,,,,,,0.18364692,,,,2.234891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009932231,,,0.0,,,0.057378292,,,,,,,0.09571049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.13939415,,,,,,,,,,,,
1830,,,,,,,,,8.832011e-05,,0.017152525,0.13980326,0.00025305743,,1.6524625,,,,,,,,,0.00019801912,,,,,,,,,,0.0031276222,,,,,,,,,,,,,,,,,0.17101406,,,,,,,,,0.0002809471,0.0004908724,,,,0.19692379,,,,2.8095102,6.383903e-05,,,,,,,,,,,,,,,0.025466146,,,,,,,,,,,,0.0005432069,,0.00017896507,,,,,,,,,,,,,,0.00021177702,,0.00017552492,,,0.00024206594,,,,,,,,,,,,,,,,,,,,,,,,0.0065375045,,,0.0,,,0.07654942,,,,,,,0.08815281,,,,,,,,0.00032594166,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011734679,0.00038521472,,,,,,,0.0,,,0.0002891139,,0.15767905,0.0002268294,,,,,,,,,,,
1831,,,,,,,,,0.00010720834,,0.004180592,0.13499741,0.0003011129,,1.180074,,,,,,,,,0.00023538538,,,,,,,,,,0.0030147023,,,,,,,,,,,,,,,,,0.16203187,,,,,,,,,0.0002790868,0.0005793849,,,,0.1809741,,,,2.6452432,7.5910226e-05,,,,,,,,,,,,,,,0.015494763,,,,,,,,,,,,0.000645921,,0.00021314654,,,,,,,,,,,,,,0.0002502128,,0.00020808178,,,0.0002868224,,,,,,,,,,,,,,,,,,,,,,,,0.0032304025,,,0.0,,,0.07122242,,,,,,,0.071625955,,,,,,,,0.0003875511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001395357,0.00045805474,,,,,,,0.0,,,0.00034373355,,0.16626401,0.00026953174,,,,,,,,,,,
1832,,,,,,,,,6.9376845e-05,,0.032435037,0.143566,0.00019857717,,1.236363,,,,,,,,,0.00015524299,,,,,,,,,,0.0029051213,,,,,,,,,,,,,,,,,0.12038958,,,,,,,,,0.0002772386,0.00038336706,,,,0.19870651,,,,2.5387402,5.014668e-05,,,,,,,,,,,,,,,0.019429982,,,,,,,,,,,,0.00042669833,,0.00014024226,,,,,,,,,,,,,,0.00016473809,,0.00013648359,,,0.0001898953,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.06987763,,,,,,,0.09072627,,,,,,,,0.00025600326,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2177936e-05,0.00030259328,,,,,,,0.0,,,0.00022707194,,0.21589011,0.00017789823,,,,,,,,,,,
1833,,,,,,,,,8.593262e-05,,0.03019444,0.11939268,0.0002462167,,1.1869234,,,,,,,,,0.00019266624,,,,,,,,,,0.0027988374,,,,,,,,,,,,,,,,,0.1513005,,,,,,,,,0.0002754025,0.00047348242,,,,0.21459202,,,,2.4873807,6.2113344e-05,,,,,,,,,,,,,,,0.014466502,,,,,,,,,,,,0.0005285228,,0.00017412736,,,,,,,,,,,,,,0.00020265832,,0.00016716748,,,0.00023552224,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.07053719,,,,,,,0.09357449,,,,,,,,0.000317076,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001141748,0.00037480172,,,,,,,0.0,,,0.0002812985,,0.2451494,0.00022069775,,,,,,,,,,,
1834,,,,,,,,,,,0.036735043,0.16247256,,,1.1363375,,,,,,,,,,,,,,,,,,,0.0026964413,,,,,,,,,,,,,,,,,0.15085933,,,,,,,,,0.00027357854,,,,,0.26293486,,,,2.6161683,,,,,,,,,,,,,,,,0.015159137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.07486173,,,,,,,0.09764417,,,,,,,,,,,,,,,,,,,,,,,,,,0.011093442,,,,,,,,,,,,,,,,,0.0,,,,,0.22857675,,,,,,,,,,,,
1835,,,,,,,,,,,0.052342642,0.17481326,,,1.2167125,,,,,,,,,,,,,,,,,,,0.0025977911,,,,,,,,,,,,,,,,,0.16690293,,,,,,,,,0.00027176665,,,,,0.2715916,,,,2.8411562,,,,,,,,,,,,,,,,0.0110886535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012408057,,,0.0,,,0.081763364,,,,,,,0.103852116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.28379282,,,,,,,,,,,,
1836,,,,,,,,,,,0.052141123,0.1850181,,,1.4191859,,,,,,,,,,,,,,,,,,,0.0025027494,,,,,,,,,,,,,,,,,0.17388494,,,,,,,,,0.0016198008,,,,,0.31054175,,,,3.0594063,,,,,,,,,,,,,,,,0.018084582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153572485,,,0.0,,,0.08931406,,,,,,,0.116836585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.30255765,,,,,,,,,,,,
1837,,,,,,,,,,,0.06473291,0.19311765,,,1.5076544,,,,,,,,,,,,,,,,,,,0.0024111862,,,,,,,,,,,,,,,,,0.19722018,,,,,,,,,0.0026817883,,,,,0.3298498,,,,2.9013233,,,,,,,,,,,,,,,,0.014830781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021288287,,,0.0,,,0.088315286,,,,,,,0.12466344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.33012334,,,,,,,,,,,,
1838,,,,,,,,,,,0.06765787,0.23100474,,,1.5260426,,,,,,,,,,,,,,,,,,,0.0023229716,,,,,,,,,,,,,,,,,0.21752897,,,,,,,,,0.0018648191,,,,,0.3432477,,,,2.8080924,,,,,,,,,,,,,,,,0.013173136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042157065,,,0.0,,,0.0876033,,,,,,,0.13329282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.3045117,,,,,,,,,,,,
1839,,,,,,,,,,,0.08141686,0.2862818,,,1.6580431,,,,,,,,,,,,,,,,,,,0.0022375667,,,,,,,,,,,,,,,,,0.22798942,,,,,,,,,0.0034403016,,,,,0.33313882,,,,2.8675888,,,,,,,,,,,,,,,,0.029231677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032786433,,,0.0,,,0.0903286,,,,,,,0.14026114,,,,,,,,,,,,,,,,,,,,,,,,,,0.014188319,,,,,,,,,,,,,,,,,0.0,,,,,0.3247494,,,,,,,,,,,,
1840,,,,,,,,,,,0.1124016,0.31430042,,,1.8935716,,,,,,,,,,,,,,,,,,,0.0021549126,,,,,,,,,,,,,,,,,0.29514763,,,,,,,,,0.002628863,,,,,0.3381736,,,,3.0363529,,,,,,,,,,,,,,,,0.028255418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035391875,,,0.0,,,0.09741459,,,,,,,0.16289388,,,,,,,,,,,,,,,,,,,,,,,,,,0.012888442,,,,,,,,,,,,,,,,,0.0,,,,,0.3359056,,,,,,,,,,,,
1841,,,,,,,,,,,0.12538597,0.35270458,,,1.7955159,,,,,,,,,,,,,,,,,,,0.0020749497,,,,,,,,,,,,,,,,,0.3044165,,,,,,,,,0.0073120836,,,,,0.39443934,,,,3.0412488,,,,,,,,,,,,,,,,0.02956613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046679433,,,0.0,,,0.09970388,,,,,,,0.17585275,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127667,,,,,,,,,,,,,,,,,0.0,,,,,0.34518078,,,,,,,,,,,,
