Date,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2002,,2486.0,11945.0,,16.0,1.0,53.0,0.0,40.0,,0.0,32.0,,4353.0,1016.0,,1588.0,1744.0,3484.0,0.0,8.0,0.0,28.0,14.0,0.0,0.0,0.0,1.0,0.0,,27.0,7.0,938.0,6.0,,0.0,58341.0,5882.0,1448.0,30466.0,2788.0,0.0,139.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4657.0,50.0,0.0,32.0,0.0,5862.0,0.0,653.0,460.0,67.0,0.0,3332.0,0.0,304.0,5185.0,,110.0,314.0,199.0,12289.0,2151.0,32.0,298.0,24.0,5.0,0.0,0.0,,0.0,,0.0,6.0,0.0,0.0,14492.0,40044.0,243.0,9554.0,,,2.0,9385.0,0.0,19.0,33812.0,18.0,766.0,2.0,1361.0,0.0,0.0,62.0,,2070.0,36.0,131.0,3890.0,0.0,139.0,0.0,103.0,,,,6000.0,,4929.0,10795.0,926.0,0.0,0.0,19.0,717.0,7.0,736.0,,1205.0,,7155.0,883.0,0.0,,92.0,408.0,1278.0,,31584.0,42007.0,0.0,0.0,3.0,5.0,6749.0,0.0,21.0,5.0,,586471.0,3903.0,0.0,0.0,7003.0,0.0,17620.0,34.0,0.0,8.0,0.0,,,34.0,14.0,580.0,2738.0,311.0,4529.0,18184.0,211.0,0.0,568.0,0.0,,9559.0,63.0,,0.0,0.0,0.0,0.0,9.0,37.0,,0.0,538.0,0.0,7277.0,363.0,10315.0,927.0,,11.0,0.0,0.0,0.0,98.0,7823.0,0.0,5131.0,49871.0,7587.0,0.0,41.0,25.0,0.0,2392.0,0.0,6755.0,101.0,,890.0,1043.0,25036.0,304.0
2003,,798.0,1196.0,0.0,8.0,0.0,42.0,0.0,4.0,,0.0,91.0,90.0,1978.0,224.0,44.0,217.0,2946.0,4067.0,0.0,12.0,0.0,18.0,21.0,0.0,,0.0,2.0,0.0,24.0,0.0,59.0,652.0,15.0,574.0,1.0,71879.0,4770.0,899.0,21956.0,3712.0,17.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,30.0,779.0,37.0,0.0,0.0,0.0,15374.0,0.0,164.0,376.0,256.0,0.0,228.0,0.0,305.0,,0.0,,460.0,216.0,1939.0,2497.0,119.0,1158.0,18.0,,0.0,0.0,7.0,0.0,33.0,0.0,19.0,0.0,0.0,24457.0,47147.0,584.0,11644.0,,0.0,124.0,10982.0,0.0,76.0,8286.0,24.0,65.0,6.0,653.0,,0.0,33.0,,1810.0,526.0,142.0,,0.0,65.0,1.0,1.0,1.0,,3.0,10841.0,0.0,87.0,62233.0,75.0,44.0,1127.0,18.0,232.0,4.0,830.0,,18.0,0.0,28898.0,3611.0,,777.0,167.0,632.0,262.0,0.0,54190.0,141258.0,0.0,0.0,4.0,8.0,13344.0,,66.0,1.0,,679856.0,4740.0,0.0,0.0,10511.0,,3863.0,48.0,0.0,8.0,0.0,,,24.0,9.0,3291.0,1064.0,1208.0,4381.0,1519.0,33.0,0.0,586.0,0.0,3.0,8257.0,15.0,,0.0,0.0,1.0,0.0,3.0,350.0,,0.0,801.0,0.0,15801.0,295.0,4519.0,2144.0,0.0,1.0,94.0,0.0,0.0,22.0,5844.0,0.0,1673.0,29429.0,411.0,0.0,56.0,85.0,0.0,0.0,0.0,2297.0,165.0,0.0,8536.0,244.0,881.0,998.0
2004,,466.0,29.0,,7.0,0.0,22.0,0.0,1783.0,0.0,0.0,70.0,15.0,827.0,2.0,61.0,262.0,77.0,9743.0,0.0,11.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,1.0,1233.0,7.0,39.0,0.0,70549.0,3466.0,358.0,44934.0,3524.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,17.0,121.0,71.0,0.0,0.0,0.0,3289.0,0.0,80.0,24.0,26.0,0.0,73.0,0.0,37.0,4448.0,0.0,63.0,189.0,6847.0,60.0,10.0,0.0,3526.0,38.0,1.0,0.0,0.0,2.0,0.0,,0.0,54.0,0.0,0.0,29171.0,55443.0,334.0,3.0,9081.0,0.0,116.0,599.0,0.0,21.0,8752.0,2204.0,20.0,8.0,352.0,0.0,0.0,11.0,23.0,1491.0,213.0,4.0,2771.0,0.0,35.0,31.0,1.0,0.0,0.0,0.0,6399.0,,4.0,35558.0,37.0,64.0,0.0,9.0,172.0,4.0,1329.0,,0.0,0.0,9396.0,5039.0,,28.0,1116.0,5729.0,4.0,,63057.0,31521.0,0.0,0.0,11.0,7.0,12074.0,0.0,33.0,18.0,,513406.0,4248.0,0.0,0.0,3025.0,0.0,1385.0,11.0,0.0,5.0,0.0,,,29.0,117.0,2444.0,386.0,1880.0,9562.0,31.0,96.0,0.0,7.0,0.0,0.0,12008.0,11.0,,0.0,0.0,2.0,0.0,5.0,0.0,,0.0,189.0,,10324.0,61.0,4165.0,4.0,0.0,1.0,41.0,0.0,0.0,1.0,8927.0,0.0,1419.0,141.0,146.0,0.0,37.0,75.0,0.0,0.0,,217.0,,0.0,12708.0,830.0,35.0,31.0
2005,,1296.0,258.0,,6.0,0.0,29.0,0.0,2281.0,0.0,0.0,10.0,9.0,1238.0,0.0,26.0,210.0,253.0,25934.0,3.0,4.0,0.0,23.0,1.0,0.0,,0.0,6.0,0.0,9.0,11.0,5.0,471.0,6.0,60.0,0.0,124219.0,115.0,605.0,182485.0,146.0,0.0,0.0,912.0,0.0,1.0,0.0,,,1.0,0.0,778.0,298.0,0.0,2.0,0.0,2302.0,0.0,77.0,19.0,22.0,2.0,357.0,1.0,,36.0,0.0,0.0,79.0,1356.0,435.0,99.0,0.0,0.0,,122.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,15853.0,36711.0,95.0,7.0,908.0,0.0,2.0,135.0,0.0,28.0,,16118.0,153.0,53.0,264.0,0.0,0.0,7.0,10.0,295.0,618.0,8.0,292.0,0.0,3.0,,1.0,,2.0,0.0,,,6.0,,1395.0,6.0,0.0,5.0,33.0,6.0,314.0,,0.0,0.0,12598.0,127.0,,7.0,184.0,1407.0,4.0,0.0,2183.0,110927.0,0.0,0.0,4.0,0.0,5023.0,0.0,20.0,25.0,,585701.0,2981.0,0.0,0.0,118.0,0.0,1222.0,13.0,0.0,7.0,0.0,,,74.0,5043.0,454.0,129.0,373.0,1374.0,0.0,33.0,0.0,29.0,0.0,0.0,,2.0,,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,375.0,,2.0,38.0,3526.0,,0.0,0.0,203.0,0.0,0.0,15.0,6200.0,0.0,23.0,22.0,2392.0,0.0,66.0,737.0,0.0,0.0,,410.0,3.0,0.0,6285.0,615.0,45.0,420.0
2006,,1990.0,765.0,,68.0,0.0,,0.0,137.0,,0.0,,23.0,222.0,784.0,15.0,176.0,125.0,6192.0,1.0,3.0,0.0,17.0,149.0,0.0,,0.0,57.0,0.0,,2.0,6.0,3.0,13.0,,0.0,99602.0,11.0,196.0,80123.0,126.0,6.0,0.0,85.0,0.0,,0.0,,,0.0,7.0,2307.0,49.0,0.0,27.0,0.0,944.0,0.0,953.0,128.0,362.0,27.0,1451.0,0.0,136.0,40.0,0.0,90.0,764.0,334.0,420.0,4.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,20422.0,64185.0,87.0,220.0,474.0,0.0,9.0,439.0,0.0,1.0,520.0,109.0,1847.0,27.0,188.0,,0.0,28.0,,58.0,956.0,20.0,1.0,0.0,0.0,1.0,1.0,8.0,7.0,,1217.0,,34.0,2.0,47.0,23.0,0.0,3.0,128.0,1.0,760.0,0.0,26.0,,183.0,22.0,,3.0,1.0,564.0,3.0,,59.0,704.0,0.0,,1.0,0.0,2838.0,0.0,20.0,13.0,,377576.0,7641.0,0.0,0.0,9.0,0.0,1.0,120.0,0.0,0.0,0.0,,,144.0,3196.0,1147.0,494.0,807.0,228.0,3.0,23.0,0.0,33.0,0.0,0.0,7.0,2.0,,0.0,0.0,0.0,0.0,19.0,0.0,,10.0,517.0,,1594.0,26.0,3588.0,3.0,,48.0,90.0,0.0,0.0,3.0,34.0,0.0,2362.0,5736.0,42724.0,0.0,55.0,823.0,0.0,78.0,,1978.0,0.0,0.0,8079.0,81.0,459.0,212.0
2007,,1141.0,1014.0,,22.0,0.0,,0.0,1.0,0.0,0.0,11.0,20.0,0.0,43.0,64.0,341.0,12.0,2924.0,1.0,7.0,0.0,166.0,1.0,0.0,,0.0,0.0,0.0,,11.0,1.0,49.0,101.0,1015.0,0.0,109023.0,5.0,100.0,55577.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,567.0,24.0,0.0,2.0,0.0,0.0,0.0,1684.0,55.0,267.0,1.0,1446.0,0.0,0.0,39.0,0.0,0.0,1022.0,44.0,6.0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,19456.0,41144.0,64.0,133.0,230.0,0.0,539.0,321.0,0.0,41.0,,13.0,1516.0,40.0,394.0,0.0,0.0,194.0,,1678.0,373.0,1.0,59.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,2248.0,,10.0,0.0,20.0,0.0,0.0,1.0,2.0,2.0,1088.0,0.0,12.0,0.0,267.0,11.0,,13.0,143.0,394.0,21.0,0.0,282.0,2613.0,0.0,0.0,10.0,,1415.0,0.0,25.0,24.0,,285031.0,2801.0,0.0,0.0,530.0,0.0,0.0,40.0,3550.0,0.0,0.0,,0.0,361.0,353.0,173.0,26.0,4648.0,327.0,11.0,15.0,0.0,0.0,0.0,0.0,1149.0,201.0,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,403.0,,441.0,8.0,3893.0,2.0,,59.0,0.0,0.0,0.0,4.0,3.0,0.0,7726.0,3776.0,1005.0,0.0,43.0,863.0,0.0,32.0,,17.0,0.0,,13.0,31.0,535.0,242.0
2008,,1599.0,265.0,,,0.0,55.0,0.0,0.0,0.0,0.0,65.0,448.0,5.0,173.0,98.0,928.0,395.0,2660.0,1.0,2.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,3.0,7.0,0.0,12.0,62.0,2022.0,0.0,131441.0,12.0,495.0,12461.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,2.0,917.0,143.0,0.0,14.0,0.0,217.0,1.0,668.0,0.0,297.0,0.0,3511.0,5.0,0.0,604.0,,3.0,1445.0,56.0,82.0,89.0,0.0,12.0,436.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,51.0,0.0,0.0,15369.0,44258.0,57.0,127.0,5494.0,0.0,931.0,1617.0,2.0,2.0,11015.0,20.0,1282.0,16.0,4211.0,0.0,0.0,2.0,,174.0,24.0,1.0,8.0,0.0,33.0,0.0,1.0,1.0,3.0,4.0,1455.0,,0.0,3.0,0.0,0.0,,27.0,98.0,1.0,333.0,0.0,31.0,0.0,4.0,4.0,,12.0,20.0,334.0,0.0,0.0,1317.0,9960.0,0.0,0.0,109.0,4.0,2089.0,0.0,,18.0,,278751.0,1129.0,0.0,1.0,341.0,0.0,0.0,,8.0,1.0,0.0,,0.0,,12.0,27.0,6.0,158.0,129.0,6.0,18.0,0.0,44.0,0.0,,1081.0,2.0,,0.0,0.0,0.0,0.0,25.0,1.0,,0.0,19.0,,63.0,187.0,7790.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3413.0,1319.0,48.0,0.0,140.0,2.0,0.0,0.0,,352.0,0.0,,7.0,39.0,140.0,0.0
2009,,2861.0,2807.0,,0.0,0.0,,3.0,0.0,,0.0,104.0,49.0,,305.0,33.0,1461.0,54118.0,718.0,2249.0,3.0,0.0,22.0,0.0,0.0,,0.0,0.0,0.0,2.0,6.0,184.0,11.0,14.0,958.0,1.0,52461.0,183.0,251.0,57.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,5.0,574.0,48.0,0.0,6.0,0.0,107.0,0.0,608.0,82.0,41.0,0.0,1176.0,2.0,1.0,1541.0,0.0,0.0,1212.0,23.0,101.0,264.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,1.0,20818.0,56188.0,164.0,262.0,30328.0,0.0,5.0,351.0,0.0,0.0,741.0,0.0,1218.0,1.0,4779.0,0.0,0.0,17.0,,78.0,22.0,6.0,329.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,834.0,,0.0,0.0,6.0,0.0,0.0,5.0,2939.0,1.0,329.0,0.0,8.0,0.0,60.0,322.0,,15.0,21.0,153.0,4076.0,0.0,801.0,1272.0,0.0,0.0,15.0,2.0,189.0,0.0,198.0,19.0,,278637.0,863.0,0.0,0.0,1469.0,0.0,0.0,115.0,0.0,3.0,0.0,,0.0,112.0,8.0,101.0,5.0,82.0,68.0,999.0,16.0,0.0,31.0,0.0,0.0,13.0,1.0,,0.0,0.0,0.0,0.0,3.0,26.0,,0.0,22.0,,165.0,425.0,6071.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,1574.0,1601.0,,0.0,71.0,0.0,0.0,0.0,,6582.0,0.0,0.0,130.0,5857.0,26.0,853.0
2010,,1989.0,1190.0,,10.0,0.0,87.0,17.0,2.0,,0.0,70.0,52.0,0.0,495.0,40.0,392.0,2511.0,788.0,22004.0,0.0,0.0,45.0,1.0,0.0,,0.0,68.0,0.0,0.0,21.0,853.0,2.0,99.0,77.0,0.0,38159.0,441.0,240.0,5407.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,18.0,0.0,780.0,7.0,0.0,5.0,0.0,103.0,0.0,16.0,51.0,302.0,0.0,4235.0,5.0,0.0,5048.0,,1.0,443.0,22.0,641.0,45.0,2.0,26.0,0.0,149.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,18869.0,31458.0,443.0,538.0,492.0,0.0,23.0,372.0,0.0,0.0,450.0,4.0,95.0,0.0,1156.0,0.0,0.0,114.0,13.0,153.0,12.0,2200.0,,0.0,79.0,2488.0,2.0,0.0,0.0,,633.0,,0.0,1.0,0.0,0.0,0.0,217.0,1719.0,0.0,190.0,5.0,7.0,0.0,2321.0,1292.0,,12.0,118712.0,73.0,3138.0,0.0,372.0,8491.0,0.0,0.0,15.0,3.0,190.0,,43.0,3.0,,343806.0,4321.0,0.0,0.0,6368.0,0.0,0.0,13.0,0.0,5.0,0.0,1.0,0.0,295.0,193.0,129.0,121.0,334.0,680.0,428.0,50.0,0.0,1089.0,0.0,0.0,115.0,20.0,,0.0,0.0,0.0,2.0,6.0,313.0,,0.0,26.0,,194.0,120.0,2583.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,7.0,0.0,167.0,1313.0,39.0,0.0,63.0,117.0,0.0,0.0,,2809.0,0.0,8.0,510.0,12499.0,15754.0,9696.0
2011,,3013.0,1449.0,,28.0,0.0,,3.0,0.0,0.0,0.0,190.0,68.0,0.0,129.0,576.0,426.0,860.0,5625.0,157.0,0.0,0.0,10.0,50.0,0.0,,0.0,43.0,0.0,4.0,10.0,8.0,679.0,803.0,621.0,6.0,9943.0,628.0,504.0,133802.0,315.0,0.0,6.0,3.0,0.0,0.0,0.0,,,0.0,17.0,1607.0,49.0,0.0,84.0,2.0,112.0,257.0,26.0,48.0,3802.0,7.0,3255.0,27.0,,14949.0,0.0,2.0,1112.0,64.0,120.0,11.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,13.0,0.0,12.0,0.0,5.0,21893.0,33634.0,285.0,73.0,15.0,0.0,70.0,5189.0,1.0,0.0,434.0,127.0,2395.0,222.0,722.0,0.0,0.0,42.0,32.0,113.0,9.0,279.0,,0.0,60.0,172.0,7.0,6.0,1.0,1.0,982.0,,0.0,0.0,0.0,3.0,0.0,701.0,24.0,3.0,2046.0,5.0,0.0,0.0,177.0,234.0,,2.0,26.0,1569.0,79.0,0.0,771.0,18843.0,0.0,0.0,51.0,39.0,2359.0,0.0,597.0,5.0,,359332.0,4386.0,4.0,0.0,6538.0,0.0,0.0,,0.0,2.0,0.0,,0.0,101.0,4189.0,629.0,31.0,362.0,5616.0,18.0,148.0,0.0,1865.0,0.0,0.0,17298.0,370.0,1256.0,0.0,0.0,0.0,22.0,26.0,0.0,,0.0,13.0,,8650.0,187.0,3156.0,1.0,0.0,0.0,763.0,0.0,0.0,11.0,111.0,0.0,1622.0,3312.0,1333.0,0.0,220.0,476.0,0.0,0.0,,750.0,0.0,0.0,2676.0,92.0,13234.0,0.0
2012,,2787.0,4458.0,,9.0,0.0,132.0,2.0,0.0,,0.0,199.0,36.0,0.0,49.0,109.0,288.0,7362.0,1986.0,1.0,0.0,0.0,22.0,10.0,0.0,,0.0,2.0,0.0,1.0,1.0,7.0,141.0,10.0,61.0,0.0,6183.0,137.0,609.0,72029.0,260.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,22.0,166.0,709.0,0.0,2.0,0.0,18.0,72.0,245.0,194.0,1204.0,4.0,4347.0,,0.0,,0.0,2.0,2092.0,31.0,1613.0,6.0,0.0,0.0,1190.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,15489.0,3305.0,107.0,332.0,15.0,0.0,211.0,376.0,0.0,3.0,228.0,55.0,,0.0,15.0,0.0,0.0,2.0,27.0,32.0,9.0,43.0,320.0,0.0,51.0,179.0,0.0,2.0,3.0,1.0,668.0,5.0,11.0,2.0,0.0,0.0,0.0,7.0,341.0,,2175.0,0.0,0.0,,145.0,35.0,,0.0,11.0,1868.0,86.0,0.0,272.0,6447.0,0.0,0.0,10.0,4.0,3362.0,11.0,68.0,13.0,,212376.0,8046.0,0.0,0.0,1536.0,0.0,0.0,71.0,0.0,23.0,0.0,,,160.0,7450.0,2123.0,75.0,294.0,8523.0,46.0,42.0,0.0,678.0,0.0,1.0,9983.0,0.0,1952.0,0.0,0.0,0.0,2.0,30.0,0.0,,0.0,13.0,,120.0,238.0,5197.0,16.0,,0.0,16.0,0.0,0.0,48.0,349.0,0.0,1668.0,2027.0,12746.0,0.0,55.0,,0.0,1.0,,578.0,0.0,1.0,2177.0,32.0,896.0,0.0
2013,,430.0,8523.0,,0.0,0.0,,0.0,10.0,,0.0,158.0,,164.0,0.0,39.0,637.0,375.0,237.0,14.0,,0.0,,16.0,0.0,,0.0,220.0,0.0,,0.0,1.0,596.0,83.0,175.0,0.0,26883.0,48.0,760.0,88381.0,124.0,,1.0,0.0,0.0,0.0,,,,0.0,15.0,1771.0,28.0,0.0,17.0,0.0,25.0,0.0,405.0,45.0,131.0,2.0,5253.0,2.0,,272.0,0.0,122.0,1919.0,7872.0,319.0,53.0,0.0,0.0,321.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,8419.0,8285.0,51.0,189.0,669.0,0.0,50.0,,0.0,120.0,229.0,73.0,190.0,1.0,0.0,0.0,0.0,107.0,62.0,71.0,1761.0,0.0,,0.0,2107.0,516.0,35.0,0.0,0.0,1.0,92.0,,27.0,6.0,0.0,0.0,,4.0,221.0,,1010.0,0.0,0.0,,8.0,62.0,,0.0,1.0,195.0,1028.0,0.0,1224.0,52852.0,0.0,0.0,2632.0,8.0,1861.0,,8.0,0.0,,275307.0,8749.0,0.0,0.0,2920.0,0.0,12.0,84.0,0.0,1.0,0.0,,,73.0,1159.0,2339.0,17.0,1164.0,2813.0,17.0,138.0,0.0,15.0,0.0,,3173.0,1.0,525.0,0.0,0.0,0.0,1.0,51.0,0.0,,0.0,740.0,,226.0,564.0,2641.0,1.0,,0.0,4.0,0.0,0.0,16.0,7405.0,,185.0,7878.0,,0.0,187.0,0.0,0.0,0.0,,1123.0,0.0,,400.0,25.0,35.0,0.0
2014,,492.0,11699.0,,,0.0,344.0,1.0,13.0,,0.0,340.0,117.0,0.0,0.0,70.0,786.0,343.0,289.0,0.0,46.0,0.0,3000.0,64.0,0.0,,0.0,876.0,0.0,1.0,0.0,1.0,210.0,418.0,23.0,0.0,52628.0,50.0,831.0,33711.0,71.0,,0.0,0.0,0.0,1.0,0.0,,,10.0,222.0,443.0,,0.0,27.0,0.0,0.0,0.0,1314.0,127.0,154.0,0.0,12739.0,,,267.0,140.0,33.0,133.0,3188.0,124.0,175.0,1.0,1.0,13.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,12943.0,26530.0,33.0,99.0,1317.0,0.0,6.0,,0.0,20.0,462.0,321.0,354.0,318.0,0.0,0.0,0.0,442.0,55.0,339.0,112.0,34.0,372.0,0.0,1686.0,0.0,11.0,,36.0,,10.0,,2.0,3.0,0.0,3.0,,116.0,290.0,0.0,122.0,,0.0,,9.0,14.0,,0.0,3.0,221.0,477.0,,1142.0,6855.0,0.0,,140.0,3.0,1279.0,,280.0,,,282078.0,1370.0,0.0,0.0,58848.0,0.0,2299.0,,3.0,,0.0,,,46.0,59.0,4711.0,10.0,154.0,676.0,32.0,,,1006.0,0.0,,10229.0,37.0,441.0,0.0,0.0,0.0,52.0,26.0,0.0,,0.0,594.0,,1275.0,577.0,,0.0,,0.0,47.0,,0.0,15.0,565.0,,88.0,314.0,,0.0,667.0,8.0,0.0,0.0,,15033.0,10.0,,815.0,66.0,9.0,0.0
2015,,1154.0,119.0,,,0.0,347.0,0.0,33.0,,0.0,74.0,309.0,0.0,9.0,47.0,55.0,99.0,240.0,0.0,0.0,0.0,1677.0,2.0,0.0,,0.0,214.0,0.0,4.0,11.0,0.0,150.0,195.0,35.0,9.0,42361.0,65.0,1809.0,5020.0,1359.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,9.0,2464.0,47.0,0.0,9.0,0.0,63.0,0.0,5432.0,198.0,115.0,4.0,17745.0,2.0,,157.0,0.0,27.0,91.0,431.0,23.0,243.0,71.0,153.0,1250.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,206.0,0.0,0.0,15099.0,30168.0,4.0,615.0,1433.0,0.0,80.0,159.0,0.0,0.0,35.0,526.0,95.0,17779.0,0.0,,0.0,7.0,18.0,56.0,39.0,1060.0,82.0,0.0,1568.0,0.0,50.0,0.0,0.0,0.0,17.0,,0.0,3.0,0.0,0.0,,1.0,215.0,2.0,6.0,,20359.0,,79.0,1.0,,,0.0,1318.0,212.0,,7693.0,12423.0,0.0,,7.0,14.0,1599.0,,10.0,0.0,,214808.0,386.0,0.0,4.0,619.0,0.0,38.0,,0.0,0.0,0.0,,,18.0,4.0,843.0,1.0,219.0,3585.0,58.0,,0.0,607.0,,,7497.0,383.0,878.0,3.0,0.0,1.0,18.0,22.0,0.0,,0.0,45.0,,418.0,20.0,154.0,3.0,,0.0,43.0,,0.0,16.0,342.0,,30.0,478.0,105.0,0.0,188.0,22.0,0.0,0.0,,256.0,39.0,,468.0,17.0,9.0,0.0
2016,,638.0,53.0,,17.0,0.0,223.0,0.0,2.0,,0.0,99.0,27.0,0.0,16.0,,89.0,226.0,972.0,1.0,0.0,0.0,133.0,10.0,0.0,,0.0,0.0,0.0,1.0,45.0,1.0,367.0,11.0,65.0,0.0,24820.0,45.0,338.0,5092.0,277.0,,0.0,0.0,,0.0,0.0,,,0.0,7.0,326.0,8.0,0.0,3.0,0.0,41.0,1.0,225.0,142.0,37.0,2.0,4579.0,4.0,5.0,79.0,0.0,1509.0,558.0,14.0,32.0,316.0,45.0,0.0,1699.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,,0.0,6962.0,17250.0,43.0,82.0,37.0,1.0,8.0,,0.0,0.0,165.0,122.0,128.0,0.0,56.0,,0.0,18.0,8.0,8.0,44.0,789.0,32.0,0.0,112.0,0.0,22.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0.0,,0.0,107.0,0.0,266.0,0.0,30273.0,,,13.0,,0.0,0.0,1569.0,40.0,,776.0,17136.0,0.0,,6.0,0.0,1269.0,0.0,103.0,111.0,,132490.0,2703.0,0.0,0.0,716.0,0.0,0.0,123.0,0.0,34.0,0.0,,,30.0,2435.0,178.0,95.0,125.0,1767.0,162.0,,0.0,920.0,0.0,0.0,26.0,11.0,898.0,0.0,0.0,0.0,1.0,3.0,1.0,,0.0,66.0,,118.0,15.0,652.0,52.0,,0.0,2.0,0.0,0.0,7.0,9.0,,33.0,139.0,102.0,0.0,85.0,1.0,0.0,0.0,,46.0,,,143.0,18.0,8.0,1.0
2017,0.0,1511.0,29.0,0.0,12.0,0.0,121.0,3.0,1.0,,0.0,81.0,95.0,0.0,18.0,367.0,97.0,49.0,4001.0,165.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,,0.0,0.0,66.0,0.0,801.0,45.0,105.0,0.0,5941.0,163.0,712.0,45107.0,958.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,142.0,929.0,3.0,0.0,4.0,0.0,112.0,0.0,24.0,1199.0,161.0,1.0,1921.0,11.0,,519.0,0.0,1075.0,364.0,94.0,19.0,2036.0,1.0,11.0,1.0,968.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,36.0,9035.0,12032.0,25.0,51.0,41.0,3.0,42.0,4042.0,0.0,0.0,187.0,2.0,63.0,5.0,10.0,0.0,0.0,5.0,18.0,3.0,126.0,960.0,8.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,,1.0,0.0,11.0,1.0,0.0,,19.0,26.0,0.0,1293.0,0.0,9.0,,122.0,63.0,0.0,0.0,4.0,1709.0,16.0,1.0,1171.0,11190.0,0.0,,16.0,1.0,99.0,,15.0,9.0,,173457.0,9175.0,0.0,0.0,2428.0,0.0,7.0,63.0,0.0,34.0,0.0,63.0,,9.0,9076.0,721.0,145.0,459.0,665.0,11.0,70.0,0.0,1873.0,0.0,0.0,23039.0,721.0,487.0,0.0,0.0,7.0,8.0,41.0,0.0,0.0,0.0,737.0,0.0,9.0,46.0,1946.0,654.0,5.0,0.0,0.0,0.0,0.0,5.0,84.0,,852.0,1021.0,4782.0,0.0,120.0,0.0,0.0,727.0,0.0,227.0,,3.0,433.0,210.0,13.0,1.0
