Date,ABW,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRL,GTM,GUM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBY,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MNE,MNG,MNP,MOZ,MRT,MUS,MYS,NAM,NCL,NER,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1960,,,,,5232423634.0,,,,14471245347.0,,,,,88037515.0,,804254700.0,,,,,,,,905171097.0,6077812094.0,,,,,,,2521493928.0,,,770199940.0,1045362460.0,198921571.0,3055963654.0,,,412942177.0,,,,,,,,2171996744.0,23733964091.0,1112757094.0,1753804655.0,,,,,,37315065211.0,,,504385719.0,,,,,,,,1928127938.0,,1404896093.0,,,1113091526.0,,,,9313082251.0,5166801404.0,,20759351543.0,,,,,,,,,1416220899.0,,,,155090509.0,,,,,,465126.0,,,,,3194935120.0,,618643681.0,,5546686278.0,,,,,,,,,,,4128126620.0,,,,304386259.0,,,,,,,,,1626890078.0,,4786769643.0,3186613524.0,,,,,,,,,,,67394217.0,,18660316663.0,1012601642.0,3728838215.0,,,,,,,,,,13865786127.0,,,,,,1866818762.0,,,,,,,,,,895474417.0,,,,,,,,21445881402.0,,
1961,,,,,4675767446.0,,,,15193228134.0,,,,,68934917.0,,711756517.0,,,,,,,,910487814.0,6393498875.0,,,,,35846696374.0,,2646171116.0,,,737387523.0,943384659.0,213840692.0,2852204059.0,,,408627211.0,,,,,,,,2018999624.0,23733964091.0,1067519068.0,1635678981.0,,,,,,39287722858.0,,,546070496.0,,,,,,,,2119040259.0,,1437952432.0,,6016799964.0,1126313701.0,,,,10154841608.0,5157197704.0,,23275571241.0,,,,,,,,,1565579147.0,,,,210088398.0,,,,,,513235.0,,,,,2854773966.0,,1078409760.0,,6037130717.0,,,,,,,,,116491464.0,,4356597844.0,,,,320136535.0,,,,,,,,,1675584185.0,,5648628634.0,3292037908.0,,,,,,,,,,,59511427.0,,19360875352.0,1348793483.0,3526048769.0,,,,,,,,,,14586873467.0,,,,,,2256585824.0,,,,,,,,,,1100449397.0,,,,,,,,22963053008.0,,
1962,,,,,6791012783.0,,,,17251130878.0,,,,,50663003.0,,859777272.0,,,,,,,,982263497.0,5919934272.0,,,,,37508687238.0,,2715217225.0,,,715910189.0,850610460.0,371320273.0,3083234420.0,,,455228836.0,,,,,,,,2263982814.0,8184125671.0,1292889669.0,1503088938.0,,,,,,39730883143.0,,,604429146.0,,,,,,,,2022336110.0,,1493046414.0,,6520022036.0,1163012040.0,,,,9277262703.0,5127294660.0,,26343763726.0,,,,,,,,,1718333820.0,,,,242892606.0,,,,,,689669.0,,,,,2906442342.0,,1061558501.0,,6411889043.0,,,,,,,,,120622372.0,,4566030291.0,,,,387196988.0,,,,,,,,,1727134178.0,,6030264879.0,3815194944.0,,,,,84962894.0,,,,,,53580476.0,,24264779225.0,1415226569.0,3691815321.0,,,,,,,,,,15768405220.0,,,,,,2236050286.0,,,,,,,,,,944733146.0,,,,,,,,24907730555.0,,
1963,,,,,6791012783.0,,,,16866561734.0,,,,,55646408.0,,901309749.0,,,,,,,,1168586038.0,7577513128.0,,,,,40808771867.0,,2858289241.0,,,632983851.0,727072439.0,442600503.0,3008796981.0,,,587020205.0,,,,,,,,1989902031.0,13503806429.0,1187170369.0,1849028413.0,,,,,,43072131314.0,,,758662836.0,,,,,,,,2336332207.0,,2047659015.0,,6928423005.0,1207535720.0,,,,8722059723.0,5558196498.0,,29015225770.0,,,,,,,,,1768196394.0,,,,278349444.0,,,,,,801941.0,,,,,2968174774.0,,977309676.0,,6585959016.0,,,,,,,,,227199673.0,,4833260218.0,,,,487024509.0,,,,,,,,,2400138230.0,,5921716676.0,4543582363.0,,,,,83102949.0,,,,,,30915320.0,,28754717550.0,1115270983.0,4208681104.0,,,,,,,,,,16919452316.0,,,,,,2359163049.0,,,,,,,,,,986064640.0,,,,,,,,26806841977.0,,
1964,,,,,6234376464.0,,,,19648278546.0,,,,,83054127.0,,935042241.0,,,,,,,,1246371177.0,6551376789.0,,,,,46354810518.0,,3122071030.0,,,676535290.0,865819067.0,485700178.0,3183999262.0,,,526672333.0,,,,,,,,2021815493.0,13913013268.0,1231588866.0,2135302369.0,,,,,,46586344641.0,,,942075819.0,,,,,,,,2186703867.0,,1968690922.0,,7567339237.0,1315741681.0,,,,9760826590.0,5196243981.0,,32618141893.0,,,,,,,,,1964906903.0,,,,358989435.0,,,,,,914212.0,,,,,3366700118.0,,1059154422.0,,7040328896.0,,,,,,,,,524624682.0,,4665306419.0,,,,578213736.0,,,,,,,,,2339591750.0,,6330146464.0,4816066843.0,,,,,93458579.0,,,,,,54691882.0,,25220087374.0,1223979748.0,3453821395.0,,,,,,,,,,18949725608.0,,,,,,2913057433.0,,,,,,,,,,1024050255.0,,,,,,,,28129828166.0,,
1965,,,,,6791012783.0,,,,19596544840.0,,,,,122924038.0,113861492.0,886514748.0,,,,,,,,1294308530.0,6788330145.0,,,,,48457381946.0,,3095703293.0,,,701939995.0,755512586.0,489015544.0,3388106342.0,,,538261097.0,,,,,,,,1655748636.0,13913013268.0,1337799883.0,2136507733.0,,,,,,51563285118.0,,,1021276871.0,,,,,,,,2540045065.0,,2226181794.0,,8242184207.0,1797945979.0,,,,10065292740.0,4475827546.0,,37963222125.0,,,,,,,,,1825606543.0,,,,490206264.0,,,,,,978362.0,,,,,3090544733.0,,1179509882.0,,10684984959.0,,,,,,,,,556845736.0,,5052212162.0,,,,639428725.0,,,,,,,,,2352587683.0,,6513579187.0,5470839168.0,,,,,123820426.0,,,,,,58998662.0,,22035730729.0,1272294707.0,3813212590.0,,,1336525942.0,,,,,,,20010970230.0,,,,,177835406.0,3159232718.0,,,,,955431419.0,,,,,1310856509.0,,,,,,,,28991271067.0,,
1966,,,,,7904292800.0,,,,19881309135.0,,,,,135382905.0,117660684.0,1013573992.0,,,,,,,,1465254940.0,7577666347.0,,,,,54820096736.0,,3219841664.0,,,699560492.0,764991709.0,441954974.0,3363272248.0,,,655073371.0,,,,,,,18771059055.0,1806435964.0,15106623024.0,1388392360.0,2231731491.0,,,,,,55072780213.0,,,984340828.0,,,,,,,,3330498431.0,,2736807647.0,,9199075259.0,2093151091.0,,,,9957834099.0,5632397596.0,,42704582121.0,,,,,,,,,2199207294.0,,,,700471505.0,,,,,,705710.0,,,,,3083796875.0,,1218028144.0,,11714009920.0,,,,,,,,,594111608.0,,5367720180.0,,,,629718761.0,,,,,,,,,2604625180.0,,6818613377.0,5804463196.0,,,,,114000526.0,,,,,,58866472.0,,26123358924.0,1416368948.0,4488062116.0,,,1327130428.0,,,,,,,20991557584.0,,,,,212290628.0,3856737725.0,,,,,1081887504.0,,,,,1162235700.0,,,,,,,,29388347306.0,,
1967,,,,,7904292800.0,,,,22061449929.0,,,,,149502468.0,117660684.0,894314663.0,,,,,,,,1814383586.0,7340844755.0,,,,,60705248109.0,,3325149545.0,,,703338125.0,726796177.0,486969811.0,3549711914.0,,,703894121.0,,,,,,,19534585779.0,2020417627.0,15554227057.0,1489544170.0,2383607358.0,,,,,,59112190271.0,,,1267815533.0,,,,,,,,3430993837.0,,2561394812.0,,10226505300.0,2250737826.0,,,,9939924325.0,5911546854.0,,49630115685.0,,,,,,,,,2084764376.0,,,,910559904.0,,,,,,817981.0,,,,,3389839372.0,,1263762449.0,,11081682523.0,,,25593851.0,,,,,,631116634.0,,5655349577.0,,,,695074288.0,,,,,,,,,2730715214.0,,7220173027.0,4967428768.0,,,,,111573316.0,,,,,,58707930.0,,29142665949.0,1350289785.0,4663284418.0,,244476902.0,1536400941.0,,,,,,,22146034202.0,,,,,216180969.0,4287544469.0,,,,,1103448473.0,,,,,1084582401.0,,,,,,,,30803171590.0,,
1968,,,,,7347660171.0,,,,23120846358.0,,,,,167774971.0,151816723.0,930088906.0,,,,,,,,1823428369.0,8524882939.0,,,,,68164956556.0,,3392706108.0,,,733788101.0,1046813992.0,628149601.0,3865564807.0,,,920443736.0,,,,,,,21510602498.0,2095021143.0,17643044918.0,1529080512.0,1559741047.0,,,,,,65485873139.0,,,1342614161.0,,,,,,,,3367265662.0,,2880995157.0,,11480385273.0,2534609818.0,,,,10978691192.0,6097053604.0,,56691486303.0,,,,,,,,,2344348805.0,,,,1256374604.0,,,,,,850050.0,,,,,3517904841.0,,1403377033.0,,11636632558.0,,,28917730.0,,,,,,652744250.0,,6552236315.0,,,,692313930.0,,,,,,,,,2914352803.0,,7932606485.0,4407340291.0,,,,,118858561.0,,,,,,52231215.0,,30637661299.0,1422326905.0,6270325314.0,,338456739.0,1700845902.0,,,,,,,23829164303.0,,,,,241744405.0,4308054888.0,,,,,1232682352.0,,,,,1241968616.0,,,,,,,,32081611205.0,,
1969,,,,,8906251165.0,,,,24628448969.0,,,,,235051246.0,144222565.0,972852289.0,,,,,,,,1872270201.0,10182495447.0,,,,,73610096344.0,,3513669692.0,,,814389655.0,1052265609.0,810251193.0,4480898487.0,,,1011427861.0,,,,,,,22864873061.0,2338781514.0,19246956990.0,1342551354.0,1799005806.0,,,,,,75853226854.0,,,1551298091.0,,,,,,,,3691579005.0,,3250188676.0,,13235949083.0,2382959743.0,,,,12518931718.0,5978892443.0,,67075474362.0,,,,,,,,,2558943632.0,,,,1715368240.0,,,,,,1026484.0,,,,,3869378317.0,,1453927074.0,,13071568708.0,,,32906382.0,,,,,,668031954.0,,6904463178.0,,,,703355360.0,63366468847.0,,,,,,,,3178385248.0,,7792112134.0,4214667871.0,,,,,140321649.0,,,,,,50938781.0,,31518700855.0,1401203238.0,7369156074.0,,361885530.0,1631953153.0,,,,,,,26569474388.0,,,,,287315125.0,4369598710.0,,,,,1286518807.0,,,,,1240304925.0,,,,,,,,32327009497.0,,
1970,,,,,9013135452.0,,,,28672834473.0,22279010417.0,,,56822055483.0,266612154.0,163206274.0,1074825169.0,,,,,,,,1690470050.0,27857670127.0,,,,,80362183628.0,73481749789.0,3586513326.0,,,887232604.0,1192155515.0,1049643936.0,4234121168.0,,,1157828469.0,2078810656.0,,,,153416917500.0,,23800011372.0,2601260402.0,19992964209.0,1345070207.0,1976973154.0,29589579545.0,,,10653690506.0,,88266528912.0,,,1722127289.0,134423361627.0,,,,,,,4228803647.0,,3177635722.0,,14645849873.0,2593165248.0,,,,14739743639.0,7865700340.0,6730543943.0,75590085833.0,,1388716330.0,5767489426.0,87325722376.0,,,63189286369.0,,2632958255.0,,,,2241915553.0,,,,,,962321.0,,10027907592.0,,,3986407542.0,,1367270402.0,,13630443068.0,,,41216074.0,,,,,,697517112.0,,7246490537.0,,,,744354790.0,70584170303.0,27198594564.0,,,8444927745.0,,,2023000323507.0,3681746080.0,,8237640675.0,5083346182.0,,,,8622828168.0,165259129.0,,,,,,80899967.0,,30421067987.0,1530111770.0,7757423672.0,,339853288.0,1494792064.0,,,,,,,28854421079.0,,,3562013567.0,,291760944.0,4912961568.0,,,,,1396837182.0,,,,,1274534704.0,62470164748.0,,,,,,,33212137372.0,,
1971,,,,,8118045999.0,,,,31446310519.0,23706667807.0,,,59381815296.0,341362719.0,165287210.0,777978868.0,,,,,,,,1885733962.0,29392523311.0,,,,,84274301024.0,76338412411.0,3615782690.0,,,871705149.0,1328630965.0,1086472355.0,4427551173.0,,,1248072885.0,2257228381.0,,,,157028377312.0,,25348457501.0,2995563909.0,14808221370.0,1486635137.0,2078006312.0,33791775416.0,,,10530585110.0,,96944393872.0,,,1822774865.0,143723916024.0,,,,,,,5007645641.0,,3309884152.0,,15153357023.0,2935862418.0,,,,16476991675.0,7948450434.0,7006400327.0,88598100775.0,,1274400695.0,7157081861.0,93824701106.0,,,73296708993.0,,2753471981.0,,,,2784024970.0,,,,,,1122715.0,,10416130236.0,,,4026619044.0,,1095261043.0,,14018438872.0,,,48528601.0,,,,,,708495509.0,,7359366096.0,,,,772136978.0,78099964023.0,27571230753.0,,,9061191466.0,,,2148931132662.0,3714446868.0,,7996498782.0,5256850505.0,,,,9475160318.0,165818994.0,,,,,,72669614.0,,26686833543.0,1355164477.0,8573891222.0,,335098186.0,1609575027.0,,,,,,,30239437349.0,,,3386184044.0,,627913683.0,5812210361.0,,,,,1793533716.0,,,,,1212872681.0,65874641729.0,,,,,,,34235689020.0,,
1972,,,,,8282808731.0,,,,33800880889.0,26111733052.0,,,65947343643.0,357312543.0,222280436.0,599906549.0,,,,,,,,2082201457.0,36494789721.0,,,,,91543401656.0,81198447379.0,3069972226.0,,,915292914.0,1417681898.0,1125348250.0,4953758046.0,,,1464622500.0,2366417716.0,,,,166737125354.0,,26650893358.0,3932688347.0,20515167169.0,2701946782.0,2041597967.0,38319775342.0,,,12055500553.0,,108011014399.0,,,1939126540.0,145269637068.0,,,,,,,6178203915.0,,3784692709.0,,16503266710.0,2941259226.0,,,,20238044122.0,8603232211.0,7258751009.0,101327973179.0,,1459255419.0,8129672656.0,101769788842.0,,,76316592467.0,,2458660462.0,,,,3978770107.0,,,,,,1603869.0,,10966242687.0,,,4601082771.0,,1080817631.0,,15972835553.0,,,40883687.0,,,,,,904465356.0,,7508280519.0,,,,1012353041.0,85820532524.0,31440198401.0,,,9248365958.0,,,2342294421995.0,3076142395.0,,8739847867.0,5913357815.0,,,,11232760541.0,198634200.0,,,,,,78160267.0,,27054881956.0,1543652582.0,9056643572.0,,321764044.0,1898337240.0,,,,,,,32023547561.0,,,3581675204.0,,606760084.0,6777230656.0,,,,,2205045128.0,,,,,1191157817.0,74119042041.0,,,,,,,35262926741.0,,
1973,,,,,9440628603.0,,,,34481659839.0,27532399230.0,,,75261261104.0,332269154.0,205184517.0,1114298207.0,,,,,,,,2316050876.0,41697016174.0,,,,,100769035135.0,87579562047.0,3155865674.0,,,939173912.0,1551544564.0,1164223971.0,5328017051.0,,,1577859517.0,2447944031.0,,,,184606844282.0,,29063403447.0,4410765741.0,21634176506.0,5691160246.0,2131708622.0,42152284645.0,,,12925990675.0,,121665129121.0,,,1952051014.0,163145662284.0,,,,,,,7994676059.0,,4147457498.0,,17993924754.0,3240781788.0,,,,25252780719.0,9030249846.0,8051154633.0,112953889340.0,,1585691623.0,8575134220.0,107865497441.0,,,80314359083.0,,2671269970.0,,,,6002904631.0,,,,,,1924643.0,,12489437182.0,,,5304322014.0,,1128959805.0,,17715916128.0,,,42545625.0,,,,,,835399311.0,,8573801197.0,,,,1003260098.0,95815668800.0,33862147341.0,,,9068254783.0,,,2595385615191.0,3252925563.0,,7121930033.0,6862343840.0,,,,11702064180.0,281611303.0,,,,,,113221135.0,,25945849449.0,1350831417.0,11065553797.0,,306843920.0,1822733235.0,,,,,,,36410787294.0,,,3669027358.0,,543301252.0,6470202352.0,,,,,2005440161.0,,,,,1187395893.0,99674590520.0,,,,,,,33435811367.0,,
1974,,,,,9462883794.0,,,,32397661331.0,30481399740.0,,,78050056481.0,329212971.0,220377897.0,786245775.0,,,,,,,,2292899571.0,42670044963.0,,,,,96222125078.0,88482316094.0,4605000795.0,,,1067542625.0,1431456327.0,1205145424.0,5149947395.0,,,1710082382.0,2471498804.0,,,,206369437641.0,,30102622361.0,4164173620.0,20328666093.0,6984471953.0,2231831572.0,41730735259.0,,,12940304488.0,,135639277305.0,,,2932693527.0,175076752176.0,,,,,,,8003888339.0,,4422975040.0,,17381597985.0,2919672004.0,,,,26168317552.0,9770712029.0,8107943089.0,110886982862.0,,1543468006.0,9082465468.0,115572609544.0,,,98899774845.0,,3076143579.0,,,,6260828814.0,,,,,,2245417.0,,13831630329.0,,,4973387828.0,,1196361128.0,,17677099487.0,,,54843968.0,,,,,,914735332.0,,9939189956.0,,,,1017435346.0,98552926402.0,34096021492.0,,,8821925552.0,,,2753500114024.0,2691017582.0,,7492574055.0,6079343615.0,,,,9863786495.0,390480590.0,,,,,,119751242.0,,21933131580.0,1441825675.0,12682559598.0,,290268051.0,1923862565.0,,,,,,,38340588499.0,,,3798900764.0,,525488214.0,6974673281.0,,,,,2309278662.0,,,,,1432976246.0,132506763894.0,,,,,,,31800136463.0,,
1975,,,,,8583388373.0,,,,35566694211.0,29750093015.0,,,71583304026.0,331375083.0,216580817.0,881967296.0,,,,,,,,2192010857.0,47608129283.0,,,546059574.0,,88248248175.0,82670060253.0,4713375229.0,,,957680806.0,1342112888.0,1207191331.0,5893682542.0,,,1676364011.0,2705114928.0,,860933318.0,,193705857759.0,,29910156857.0,4300244647.0,20440566746.0,5638672605.0,2751839270.0,41563180120.0,,,11239910509.0,,131301069690.0,,,3623399097.0,169888751727.0,,,,,,,8829890935.0,,4568999346.0,,17597280283.0,3033004929.0,,,,23621223226.0,11377880654.0,8720204290.0,99552363213.0,,1583929638.0,9230952656.0,117516260728.0,,,97956836241.0,,2718753527.0,,,,7597224463.0,,,,,,2566204.0,,11664662961.0,,,4141186751.0,,1405784902.0,,18078403864.0,,,57170686.0,,,,,,667765896.0,,9641361109.0,,,,1092517074.0,95630334142.0,35547876428.0,,,9947621949.0,,,2702902203362.0,3001744796.0,,7665014554.0,6294158493.0,,,,8326078043.0,375452781.0,,,,,,92728907.0,,25851392567.0,1623814190.0,12353863218.0,,251943001.0,2102493225.0,,,,,,,34774908305.0,,,4887752768.0,,582266416.0,6645665041.0,,,,,2325681032.0,,,,,1706541331.0,145120277874.0,,,,,,,31431529249.0,,
1976,,,,,11288671241.0,,,,36956636976.0,33040277100.0,,,80793939147.0,319523551.0,199484061.0,1100411759.0,,,,,,,,2427842651.0,47468591991.0,,,701340550.0,,95156425241.0,90362023920.0,5860667282.0,,,1111725245.0,1257944002.0,1244022017.0,5705679247.0,,,1767224851.0,2852464939.0,,1422614655.0,,213639270174.0,,30961366433.0,5517379617.0,21149272243.0,5787057418.0,3092643760.0,43641670605.0,,,12858006671.0,,142575551350.0,,,4223601940.0,185359073575.0,,,,,,,10094252535.0,,4870231863.0,,22088152710.0,3065385766.0,,,,26574808448.0,13632844265.0,9427990061.0,110378360241.0,,1790909419.0,10520329479.0,131565419497.0,,,114219004588.0,,2770421019.0,,,,10569763097.0,,,,,,3688906.0,,11774986017.0,,,4569329936.0,,1078409762.0,,19393648240.0,,,82099761.0,,,,,,727335391.0,903306351.0,11276700636.0,,,,1136065775.0,104425328428.0,40036746983.0,,,11050362721.0,,,2970790010203.0,3426567241.0,,7928140894.0,7101614563.0,,,,8326078043.0,676769309.0,,,,,,157659422.0,,28680160653.0,1887589210.0,13831651301.0,,256399106.0,1923422840.0,,,,,,,36270177206.0,,,4292751349.0,,483181802.0,8246746374.0,,,,,2721716051.0,,,,,2065730530.0,156429125966.0,,,,,,,32782906036.0,,1418258279.0
1977,,,,,14372484706.0,,,,39596887282.0,33831365396.0,,,82522875676.0,342107790.0,208983297.0,1380514416.0,,,,,,,,2379062073.0,47287279111.0,,,829882622.0,,101308617967.0,99142240451.0,6557702331.0,,,979177302.0,1254220736.0,1379061644.0,5448968290.0,,,1911344691.0,3102955883.0,,1740018905.0,,222175464163.0,,32104314864.0,5469133748.0,21037371626.0,5872513102.0,4349681428.0,48922342739.0,,,14920753721.0,,153813726962.0,,,4080474774.0,198108926545.0,,,,,,,10731597725.0,,5173300868.0,,23001313983.0,3057290381.0,,,,32519271634.0,13146512144.0,10750856736.0,101714032550.0,,1950554545.0,11744005579.0,145565613702.0,,,127618539820.0,,2847700751.0,,,,12883741801.0,,,,,,3207752.0,,12273608760.0,,,4898229009.0,,1136183410.0,,22926645293.0,,,109355550.0,,,,,,689587076.0,1025108964.0,11745883152.0,,,,1104061864.0,103006153862.0,41003492777.0,,,11045065078.0,,,3137472381618.0,2824104753.0,,8954539724.0,8267233131.0,,,,8817268994.0,832378339.0,,,,,,101151971.0,,24965468116.0,2015956109.0,15795392140.0,,230061161.0,1709547177.0,,,,,,,36814199939.0,,,4122962451.0,,639047074.0,9167956893.0,,,,,2913781415.0,,,,,2213581571.0,166717886457.0,,,,,,,34291607519.0,,1346053070.0
1978,,,,,15652680713.0,,,,40488721442.0,36784359637.0,,,84409020150.0,375198953.0,305128719.0,1274645106.0,,,,,,,,2307908980.0,53553679151.0,,,943944842.0,,111442533131.0,102827457391.0,7290976740.0,,,1290255783.0,1568855985.0,1512056411.0,6820454165.0,,,2101326448.0,3307991645.0,,1846857719.0,,228319637135.0,,32594334654.0,5494226574.0,22305581809.0,6252279819.0,4466137233.0,54156470819.0,,,16081184436.0,,163240507588.0,,,4234681182.0,201771816238.0,,,,,,,12024676912.0,,5167791096.0,,25831443702.0,3797679533.0,,,,33121549429.0,14172338470.0,12075227402.0,74031489786.0,,2246209461.0,12351737266.0,161370672235.0,,,127296148379.0,,2895512460.0,,,,15060402625.0,,,,,,6415491.0,,12610894343.0,,,5080424084.0,,1256542643.0,,28145308419.0,,,106364062.0,,,,,,745186471.0,1021704545.0,12637329890.0,,,,1203743249.0,107346624828.0,45318135807.0,,,11310817966.0,,,3295172730066.0,3184382795.0,,10113532245.0,8767834413.0,,,,9619036268.0,1006291773.0,,,,,,145314090.0,,20913668734.0,1325916323.0,17619042423.0,,175579990.0,2038946123.0,,,,,,,39685720836.0,,,3770118970.0,,951205210.0,10308464371.0,,,,,3131507775.0,,,,,2309640984.0,195525160338.0,,,,,,,35422133686.0,,1399185203.0
1979,,,,,15151716645.0,,,,43361544516.0,40949899744.0,,,90314420210.0,509883157.0,378447079.0,1485018816.0,,,,,,,,2343874921.0,58534112852.0,,,1005062309.0,,115695470184.0,105362590225.0,8323693250.0,,,1529904772.0,1314087721.0,1579575527.0,7390166693.0,,,2169811111.0,3337848095.0,,2230128566.0,,239669959986.0,,36167695947.0,6844437394.0,23909495369.0,6433747167.0,5107215026.0,57189764941.0,,,17633125458.0,,173846341930.0,,,3481190621.0,209380508508.0,,,,,,,14285914094.0,,5686682186.0,,30085098563.0,4175229487.0,,,,33973688599.0,15753148172.0,12856348867.0,57686870739.0,,2386997519.0,12741835513.0,173952441684.0,,,132775675665.0,,2763037604.0,,,,15510377314.0,,,,,,8660921.0,,13829656001.0,,,5186441524.0,,1362454666.0,,33408333420.0,,,135281786.0,,,,,,848385666.0,1055370484.0,14907766172.0,,,,1377515880.0,115716514785.0,46286741792.0,,,11808772830.0,,,3531824327111.0,3608205649.0,,11798433939.0,9144338794.0,,,,12790072232.0,1841737693.0,,,,,,196759069.0,,25113665869.0,1607565215.0,21747567872.0,,169588400.0,2706677115.0,,,,,,,42106577866.0,,,4508141034.0,,656860014.0,11383157637.0,,,,,3804264872.0,,,,,2461247741.0,240771015146.0,,,,,,,36074176319.0,,1164851166.0
1980,,,,,14372484706.0,,,,46425736522.0,42457498319.0,,,90178627306.0,565183754.0,341028276.0,1499201979.0,57003029316.0,,,,,124599281.0,,2231658652.0,71771187839.0,,,1089098798.0,,116948363965.0,110704918856.0,9515630201.0,,,1999307215.0,1597302988.0,1923319991.0,7767552955.0,31397783.0,,2075559941.0,3175300326.0,,2471293704.0,,252755656380.0,,38207648562.0,5608465874.0,20813570355.0,6458096576.0,5976070734.0,58502286305.0,,,19061431473.0,,178694015161.0,,,3730508910.0,208749105758.0,,,,,,,15867538246.0,,5979649486.0,,34478183294.0,4051227169.0,,,,32058706262.0,16578192478.0,13673198465.0,19553235920.0,,2451418724.0,13698602358.0,159410862379.0,,,155324477140.0,,2913068575.0,,,54373261.0,16831122438.0,,,,,,11323357.0,,13629464014.0,,,5275181667.0,,921236935.0,,40825639486.0,,,182979426.0,,,,,,893812196.0,1075418740.0,15380348315.0,1806649328.0,,,818251187.0,118672296390.0,48381316498.0,,,12183121815.0,,,3677385581823.0,4312054115.0,,10638754404.0,12785450945.0,,,,13073448408.0,1500420026.0,,,,,,183134344.0,,29219206122.0,1323074007.0,26529412834.0,110354855.0,132228515.0,2235141681.0,,,,,,,41853936897.0,,106840939.0,4353335250.0,,960797237.0,12260471082.0,,,,,3806116823.0,,,,,2550211640.0,293755934561.0,,,,,,,36073078340.0,,1622469689.0
1981,,,,,15120415374.0,,,,44171886642.0,44530886378.0,,,93237033492.0,617134835.0,385901540.0,1022950389.0,60369044045.0,,,,,186198657.0,,2260514712.0,73265664713.0,,,1128836992.0,,118940553553.0,127464187668.0,8667718710.0,,,2547091731.0,1382078151.0,2101331861.0,6848415516.0,32611283.0,,2306348941.0,3808780965.0,,2819297411.0,,271000588661.0,,41543444857.0,6077482415.0,20876010842.0,6512541150.0,7750875987.0,65108131559.0,,,20167616141.0,,187296776162.0,,,3461183598.0,207717178283.0,,,,,,,17201508102.0,,5118197364.0,,39028717203.0,4213900858.0,,,,31292340399.0,16442759579.0,13940592395.0,17464369069.0,,2528978747.0,14409719860.0,170311807395.0,,,176152436107.0,,2791094576.0,,,34191323.0,19164465351.0,,,,,,11788471.0,,12972108130.0,,,5621662700.0,,712551324.0,,45466564756.0,,,184867388.0,,,,,,1100086447.0,1021704545.0,15252513260.0,1630557265.0,,,939966721.0,122070563728.0,49253322351.0,,,12463883864.0,,,3870092723757.0,5098867770.0,,10364635841.0,13996924225.0,,,,12492600249.0,1119062747.0,,,,,,185407334.0,,24620218981.0,1745241499.0,29510301311.0,108265520.0,125537003.0,1798851074.0,,,,,,,43152072079.0,,93013286.0,4393961404.0,,838499408.0,13383645811.0,,,,,3938393089.0,,,,,2707666140.0,319354379032.0,,,,,,,34142047103.0,,1825690913.0
1982,,,,,15717150490.0,,,,45214801537.0,44493072509.0,,,95827917602.0,457270148.0,332054968.0,977370305.0,59157838715.0,,,,,135596755.0,,1963894817.0,60585944269.0,,,1388793448.0,,117337167480.0,124964630424.0,9074887147.0,,,2144719885.0,1240928051.0,2293383074.0,6741720887.0,34693064.0,,2180475240.0,4161181624.0,,3042310279.0,,281037655566.0,,42880535912.0,5311441622.0,23005363319.0,6193585435.0,6943823916.0,68731826992.0,,,19790381109.0,,184569278344.0,,,3399152404.0,210028925646.0,,,,,,,14369433621.0,,4685635104.0,,38364639867.0,3784077529.0,,,,26930954140.0,17432697238.0,14712312249.0,33764408817.0,,2302801093.0,13895708628.0,168086806789.0,,,178772144083.0,,2879859620.0,,,31732861.0,19556966362.0,,,,,,11071537.0,,12931438194.0,,3878720125.0,6037661639.0,,682014611.0,,55723094914.0,,,207665860.0,,,,,,1009361642.0,1123837172.0,16881052393.0,1582304893.0,,,864316685.0,120791861740.0,49472687820.0,,,12658121674.0,,,3874027999215.0,4793709958.0,,11392752206.0,12522183176.0,,,,13075856414.0,1207840589.0,,,,,,189318992.0,,24419907903.0,1870125676.0,30943065481.0,106556065.0,103428219.0,1521682822.0,,,,,,,46070335842.0,,81267333.0,4434173006.0,,839298738.0,14944095664.0,,,,,3665639439.0,,,287024009.0,,2422827698.0,296306676688.0,,,,,,,33239037856.0,,1873785046.0
