Date,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE
1950,,,,,,,,,15580.291,6697.643,,,9460.031,,,,,,,,,,,2354.9143,1840.4657,,,,,,14303.69,18038.371,,,,,2326.593,,4007.9229,,,4104.5425,,,3370.8948,,5883.198,,,11824.372,,,5970.992,,4305.4507,,474.63458,7372.714,,8408.212,,11618.386,,,,,,,,,2598.165,,,2541.2898,,,,,1067.4624,6099.758,,,10710.335,6226.286,5083.2637,,,3138.2686,,1958.3802,,,,,,,,,,3131.9666,,,16034.346,,,1625.453,,,,5982.6494,,,,,,,,,,5710.6523,,,,,1974.8107,4059.9885,10224.057,11181.022,,13697.724,,1480.038,2411.5273,2505.9546,1587.0708,,3310.1514,,,,,,,,,,,,2015.729,,,,,,,,11935.467,,,,,,,1399.5924,,,6816.224,,3602.167,,,916.3868,,7319.839,17661.66,,,6732.5146,,,,6532.5713,,
1951,,,,,,,,,14647.794,7033.1133,,,9807.124,,,,,,,,,,,2512.363,1839.406,,,,,,14466.544,19386.936,5058.088,,,,2664.5144,,3941.132,,,4123.482,,,3493.4392,,6477.555,,,11534.144,2766.941,,6419.87,,5030.095,,530.94385,8212.928,,8789.05,,11950.071,,,,,,,4084.4758,,2561.8228,,,2544.4978,,,,,1093.6428,6181.407,,,10371.311,7211.592,5501.238,,,3412.109,,2268.2651,,,,,,,,,,3299.712,,,17210.934,,,1592.3341,,,,6297.6016,,,,,,,,,,5720.4565,,,,,1939.5098,4500.2256,10555.948,11660.983,,12339.813,,1473.1737,2326.2224,2634.6797,1579.9879,,3670.282,2768.1262,,,,,,,,,,,1966.5621,,,,,,,,12221.57,,,,,,,1313.575,,,7344.62,,4347.3174,1822.7308,,1112.013,,8507.657,18662.203,,,7140.2676,,,,6644.546,,
1952,,,,,,,,,14173.34,7239.94,,,9968.852,,,,,,,,,,,2450.836,1978.9888,,,,,,15237.956,19159.043,5363.805,443.49887,,,2794.5269,,4073.519,,,4510.76,,,3831.5845,,7034.6445,,,11699.289,2811.9385,,6318.904,,5231.0234,,538.289,8310.387,,8964.606,,11881.584,,,,,,,3961.0852,,2550.0012,,,2484.9446,,,,,1106.9814,6430.7056,,,10112.762,6427.3853,5649.889,,,3706.4353,,2038.659,,,,,,,,,,3065.6895,,,18831.002,,,1655.7136,,,,6378.903,,,,,,,,,,5693.357,,,,,1906.5093,5045.9077,10687.166,12115.857,,12612.056,,1412.4364,2445.2834,2715.0432,1681.604,,3802.981,2609.1199,,,,,,,,,,,2063.6758,,,,,,,,12248.222,,,,,,,1273.9202,,,7534.703,,4738.667,2025.9336,,1019.93524,,7967.4385,18977.596,,,7823.138,,,,6057.8413,,
1953,,,,,,,,,15644.965,7623.3716,,,10224.087,,,,,,,,,,,2016.3058,1993.7495,,,,,,15526.121,19664.996,5395.7183,467.0233,,,3105.3882,,4286.348,,,5215.6636,,,4243.1357,,7601.29,,,12331.509,2744.204,,7165.3623,,4991.2744,,566.12134,8159.918,,9256.862,,12442.95,,,,,,,4436.6147,,2554.9578,,,2591.0747,,,,,1145.5046,6588.9146,,,11416.95,6229.7495,6016.452,4036.4878,,3822.8506,,1886.9761,,,,1243.3826,,,,,,3037.536,,,16800.367,,,1644.5596,,,,6099.8994,,,,,,,,,,5420.206,,,,,1951.2003,5170.9336,11421.644,12578.393,,12733.154,,1437.1013,2551.1204,2785.4373,1822.797,,3968.8953,2409.7505,,,,,,,,,,,2157.398,,,,,,,,12616.891,,,,,,,1141.0249,,,7617.6562,,5159.367,2162.5505,,818.4952,,8252.913,19522.992,,,7737.878,,,,6520.161,,
1954,,,,,,,,,16410.373,8147.4536,,,10635.548,,,,,,,,,,,2047.6829,2102.383,,,,,,15030.908,20725.572,5666.9126,471.7262,,,3158.0356,,4547.7007,,,5250.0874,,,4640.039,,8205.822,,,12639.911,2919.7947,,8242.592,,5585.92,,560.4573,8926.534,,9699.959,,12874.468,,,,,,,4510.256,,2522.3813,,,2341.8916,,,,,1172.4727,6696.733,,,12330.298,7240.703,6230.773,4427.3887,3249.065,3973.4504,,2022.9631,,,,1277.2244,,,,,,3155.3591,,,16310.065,,,1690.6464,,,,6575.816,,,,,,,,,,5181.8965,853.4899,,,,2107.5315,5446.0264,11958.546,12776.655,,13690.585,,1416.7919,2652.319,2893.452,1896.5673,,4114.505,2572.3792,,,,,,,,,,,2118.3804,,,,,,,,13187.441,,,,,,,1205.0619,,,7875.4824,,4580.8105,2281.9126,,869.80927,,8974.976,19128.896,,,8194.749,,,,6902.106,,2262.3923
1955,,,,,,,,,16826.29,8913.389,,,11053.98,,,,,,,,,,,2208.386,2195.565,,,,,,15923.049,21982.398,5428.774,490.5476,,,3310.4976,,4571.7246,,,5509.3037,,,4715.9717,,9277.737,,,12506.047,2850.506,,8507.698,,5836.461,,562.3913,9541.8125,,10132.772,,13341.354,,4168.2773,,,,,4768.212,,2457.2952,,,2310.4316,,,,,1177.3549,6903.141,2932.3926,,13646.503,7928.5864,6601.7524,4799.7495,2597.2983,4236.1963,,2085.2517,,,,1355.3696,,,,,,3326.6826,,,17439.617,,,1632.6678,,,,6907.159,,,,,,,,,,5275.9614,890.31683,2892.733,,,1999.5745,5680.7427,12795.147,13061.321,,13914.121,,1362.1448,2772.774,2970.959,1993.0642,,4241.61,2725.003,,,,,,,,,,,2163.7983,,,,,,,,13470.849,,,,,,,1077.982,,,8677.8955,,4866.681,2365.5757,,853.4983,,9109.346,20203.697,,,8386.057,,,,7003.612,1465.057,2257.8643
1956,,,,,,,,,16692.861,9563.971,,,11297.241,,,,,,,,,,,2033.1328,2212.1382,,,,,,16806.809,23221.572,5232.934,528.0615,,,3352.6206,,4526.9736,,,5163.1206,,,5225.3296,,9939.263,,,12681.649,2970.834,,8417.844,,6208.2935,,579.86084,9609.383,,10538.221,,13560.183,,4166.646,,,,,5140.4985,,2544.2961,,,2532.3164,,,,,1207.1802,6872.2485,3144.6428,,13375.871,8435.839,6815.135,5257.09,3433.4011,4475.293,,2092.6973,,,,1360.0442,,,,,,3023.19,,,19096.979,,,1625.947,,,,7153.7974,,,,,,,,,,5275.991,935.3213,3003.0935,,,1865.7777,5495.8975,13131.349,13432.125,,13964.185,,1424.0918,2808.568,2993.4373,2010.9724,,4399.5215,2729.4272,,,,,,,,,,,2228.247,,,,,,,,13819.945,,,,,,,1096.8167,,,9382.562,,4751.8726,2465.6987,,841.68964,,8962.151,20306.156,,,8683.441,,,,7261.421,1619.6296,2384.6301
1957,,,,,,,,,16446.21,10044.024,,,11410.668,,,,,,,,,,,1931.7147,2333.3582,,,,,,16665.094,23697.76,5648.1616,541.42975,,,3250.9675,,4372.7017,,,5332.332,,,5222.534,,10441.402,,,13246.666,3081.8237,,8339.659,,6417.0693,,564.4676,9596.838,,10994.567,,13758.019,,3970.2817,,,,,5491.3364,,2594.9363,,,2507.5354,,,,,1190.5466,6880.992,3601.0898,,13139.481,8616.255,7062.4785,5840.6406,3492.9304,4743.7007,,2128.8572,,,,1443.8005,,,,,,3068.9119,,,19595.887,,,1568.5907,,,,7458.1396,,,,,,,,,,5359.923,988.8804,2984.04,,,1789.0391,5779.4434,13430.838,13934.828,,14248.384,,1390.561,3030.0515,3148.4104,2079.8867,,4554.573,2633.538,,,,,,,,,,,2274.769,,,,,,,,13990.333,,,,,,,1202.9221,,,10083.092,,5608.403,2586.9856,,953.14136,,9123.848,20381.625,,,9159.494,,,,7497.697,1801.9172,2550.0427
1958,,,,,,,,,17368.55,10427.695,,,11210.304,,,,,,,,,,,1870.367,2402.224,,,,,,16631.121,22624.664,5732.604,592.5342,,,3177.623,,4231.3604,,,5775.9087,,,4539.6387,,10723.218,,,13427.172,2930.0178,,8082.8545,,6624.4517,,557.2318,9538.491,,11199.969,,13765.005,,4078.4995,,,,,5696.6953,,2650.137,,,2533.4375,,,,,1248.7052,6832.206,4026.105,,14187.79,8870.825,7333.029,5853.3247,3788.5225,5044.648,,2087.1682,,,,1455.313,,,,,,3134.2004,,,18868.326,,,1621.8824,,,,7595.682,,,,,,,,,,5074.29,984.50055,2898.8035,,,1843.1462,5644.594,13203.704,13700.08,,14410.019,,1358.2821,3004.3833,3030.384,2094.2344,,4558.964,2737.9692,,,,,,,,,,,2287.5645,,,,,,,,14244.197,,,,,,,1200.8174,,,10858.138,,5974.735,2685.1096,,889.43713,,8521.661,19851.113,,,9293.993,,,,7331.5503,1715.4313,2474.2742
1959,,,,,,,,,18107.244,10743.323,,,11467.739,1728.7798,1111.3907,1524.5868,,,,,,,,1874.1377,2436.1104,,,,,,16890.887,23998.863,5545.5884,590.1343,,,3119.5398,,4340.3696,,,5588.373,,,4731.892,,11533.474,,,14401.712,3170.708,,8422.419,,6434.196,,584.5685,10173.797,,11404.357,,14146.792,,4582.655,3197.9907,,,,5856.467,,2726.1824,,,2536.587,,,,,1243.8625,7112.9585,4376.35,,14254.446,9690.891,7798.4556,5919.8535,4132.195,5459.3447,,1971.2908,,,,1440.2642,,,,,,3212.5498,,,18854.756,,,1655.6274,,,,7551.645,,,,,,,,,,5133.9014,937.74146,3019.1985,,,1977.9642,5557.592,13738.176,13954.25,,14778.861,,1428.0433,3104.2905,3013.4163,2247.243,,4781.072,2710.3823,,,,,,,,,,,2302.7986,,,,,,,,14978.678,,,,,,,1287.9614,,,11364.337,,5681.56,2822.658,,910.6566,,8136.717,20911.932,,,9359.975,,,,7276.6733,1888.7954,2731.1519
1960,,,,,,,,,17977.102,11440.331,,807.93756,12036.021,1844.5342,1088.3992,1607.6605,,,,,,,,1922.8981,2596.1567,9708.747,,,642.0674,1468.5525,17115.883,25405.418,5762.7085,580.1438,1860.6531,1754.006,3253.9297,2098.74,4451.35,2165.0835,1303.7675,5827.894,,,4430.799,,12509.438,,,15160.701,3646.7058,12589.238,8848.054,,7103.5483,,597.6634,11087.475,3609.7112,12206.483,4331.4175,14704.504,,4856.843,3454.0488,2752.4907,,1263.4535,5906.574,,2704.56,,7129.9453,2442.0632,,1543.556,,1515.6444,1308.2198,7503.61,4394.583,,14392.208,10005.831,8462.631,6121.4805,4254.837,6093.168,,2075.9539,,,,1407.7065,,,,,,3322.3572,1124.5034,,20463.014,,,1643.3578,,1759.5251,,7869.147,,812.6349,,,,,,2384.116,,4500.4478,995.679,3200.0945,4968.2754,2201.718,2183.6428,5423.912,14841.756,14179.443,813.42865,16446.172,,1393.7349,3208.2424,3232.1943,2182.7214,,5075.1777,2700.2146,,,1721.5006,,1073.9082,,,3024.424,3216.9312,,2246.1812,,,,,,,,15341.005,,,7154.471,2838.0576,2329.7776,1274.2191,1385.4814,,,12177.017,2031.4432,5415.2695,2921.8586,1277.7246,873.13763,,8375.681,21164.889,,,8522.068,,,,7405.519,1997.4717,2807.1409
1961,,,,,,,,,18111.938,11999.489,,680.88556,12606.282,1825.4191,1021.97186,1566.0234,,,,,,,,1926.7058,2876.151,10081.598,,,682.1849,1559.1738,17471.348,26761.041,5442.7334,503.3149,1888.0631,1777.9865,2690.105,1918.2554,4585.9517,2283.279,1509.6484,5518.1484,,,4921.335,,12909.226,,,16025.048,3462.5178,10743.817,8944.4,,7862.985,,609.355,12103.504,3584.8127,12661.943,4627.386,14950.783,,4608.9595,3534.032,2500.5474,,1256.5253,6644.4243,,2758.2422,,7255.053,2462.786,,1433.6974,,1637.1726,1324.0286,7881.562,4582.413,,14806.567,10766.48,9107.669,6353.794,4797.0767,6691.2217,,2001.5056,,,,1459.3466,,,,,,3200.3362,1119.2158,,20268.979,,,2052.4656,,1804.055,,7833.345,,793.1875,,,,,,2318.1335,,4897.9316,996.0842,3401.3223,4847.8887,2302.7651,2231.1724,5637.709,14991.996,14859.514,800.5489,17004.107,,1416.7957,3455.2532,3367.1926,2229.787,,5356.6064,2801.1794,,,1875.0055,,1021.8896,,,2952.8892,3609.259,999.6071,2306.0913,,,,,,,,16239.236,,,6960.0625,2905.1494,2378.87,1355.5897,1428.1917,,,13811.844,2061.9226,5362.7734,3080.5652,1275.004,866.0569,,8377.254,21348.0,,,8473.392,,,,7520.959,2009.3252,2877.9783
1962,,,,,,,,,18752.695,12264.533,,725.36865,13210.7705,1736.7537,1088.462,1626.3129,,,,,,,,1980.1177,3007.7048,10424.132,,,723.2102,1527.6477,18245.016,27313.129,6638.3853,507.62238,1915.7942,1761.0693,3219.4783,2387.2837,4651.852,2670.314,1244.8458,5676.829,,,5786.587,,13265.552,,,16663.416,3700.1853,6143.307,8694.585,1146.3682,8556.455,,621.2779,12271.593,3523.1611,13250.743,5126.47,15008.1045,,4527.7627,3571.9402,2448.566,,1280.6097,6518.896,,2762.3062,,7678.491,2499.5454,,1513.997,,1570.4331,1350.1006,8045.416,4867.177,,15109.272,11177.137,9560.428,6386.0464,4690.8237,7265.2896,,2093.6694,,,,1427.3447,,,,,,3335.7825,1266.0205,,19662.38,,,2289.746,,1850.6019,,7881.8633,,775.3751,,764.91144,,,,2598.6997,,5190.0356,991.2705,3545.5432,5386.38,2491.4016,2287.3086,6175.4297,15435.639,15020.327,809.88745,17096.453,,1470.0295,3648.8718,3562.6772,2340.3958,,5738.9497,2738.791,,,2042.4504,,1123.5049,,,2895.79,4061.4841,1117.6276,2509.7756,,,,,,,,16792.639,,,7296.924,3668.7905,2653.4646,1361.3362,1464.5415,,,13545.93,2047.9224,5558.695,3198.574,1358.4962,862.74976,,8372.11,22285.193,,,8773.609,,,,7661.7393,1908.2684,2772.476
1963,,,,,,,,,19712.883,12689.244,,744.9668,13636.666,1793.6764,1050.3937,1694.3782,,,,,,,,2050.2886,3115.8254,10205.281,,,744.8894,1408.9761,18852.227,27966.633,6737.4116,522.0023,2088.5645,1843.1199,3008.2554,2573.725,4642.149,2836.143,1007.6938,5818.326,,,5808.414,,13453.057,,,16798.988,3480.944,6959.9146,8719.847,1199.3354,9295.06,,624.7379,12320.123,3885.0037,13883.295,6113.785,15491.519,,4805.8047,3862.6904,2514.9756,,1448.6139,7313.942,,2850.6055,,8373.487,2469.7974,,1466.8804,,1404.0327,1410.5427,8361.324,4847.3496,,16608.314,11942.51,9933.839,6756.614,4725.3105,7786.1387,,2073.0562,,,,1546.6012,,,,,,3141.1633,1388.7814,,19682.291,,,2614.097,,1812.7833,,8342.417,,745.3032,,846.29,,,,2407.488,,5201.741,983.0804,3683.0195,5594.7285,2648.5923,2343.7031,6528.7153,15345.848,15411.31,804.21265,17729.32,,1528.0482,3829.9583,3657.648,2403.2998,,6031.2305,2811.159,,,2193.9707,,982.2378,,,2855.3813,4580.4746,1185.363,2514.2156,,,,,,,,17570.193,,,7829.4414,3087.7852,2390.7563,1417.4773,1518.4684,,,14433.008,2206.2957,5954.789,3399.4697,1416.9531,855.78314,,8104.196,22942.838,,,9091.47,,,,8091.321,1947.2051,2752.4016
1964,,,,,,,,,20284.152,13203.566,,729.6191,14429.235,1850.012,1085.7457,1651.0082,,,,,,,,2148.0786,3166.8115,10123.279,,,780.4942,1442.0297,19793.947,29098.326,6806.616,567.42267,2329.7573,1879.839,2671.5415,2674.8748,4879.501,3123.5913,1053.6954,5936.958,,,4960.1143,,14325.754,,,18019.447,3483.8909,7121.742,9111.392,1331.6552,9677.654,,650.6651,12643.286,4390.975,14628.692,6736.773,16303.122,,4995.9634,3473.0134,2714.63,,1456.0898,7828.54,,2866.6833,,8907.866,2536.0532,,1399.1763,,1321.6685,1479.916,8573.345,5091.1772,,18363.09,12543.316,10134.737,6963.471,5174.5557,8569.351,,2198.808,,,,1637.7775,,,,1762.8628,,3256.236,1461.8728,,21083.85,,,2713.7673,,1804.7402,,9169.903,,589.0522,,777.803,,,,3229.7278,,5795.9805,956.54205,3913.9753,6166.6025,2565.1663,2274.1338,7116.738,16844.11,16227.326,874.6578,18154.75,,1601.033,3912.155,3789.4836,2372.696,,6238.0835,2833.0947,,,2317.0823,,858.8442,,,2842.4226,4573.3433,1203.7262,2607.782,,,,,,,,18704.58,,,8236.293,3763.9075,2346.983,1589.1425,1595.6372,,,15232.852,2219.7676,6007.79,3716.4102,1589.6649,899.6663,,8326.487,23984.176,,,9753.437,,,,8431.627,2157.1973,2598.4456
1965,,,,,,,,,20175.062,13532.855,,742.8221,14815.449,1957.3153,1071.677,1598.1434,,,,,,,,2199.1267,3271.2954,10546.991,,,738.6055,1419.2104,20651.06,29585.36,6435.946,617.02246,2128.4475,1952.217,2978.9216,2588.4236,4744.9243,3176.5464,1071.8381,6360.5674,,,6285.357,,14930.336,,,18649.549,3157.051,7527.877,9124.789,1335.1211,10113.904,,683.6857,13367.563,3636.2644,15179.39,7447.1763,16621.479,,4796.857,3548.7036,2937.5159,,1566.4923,8628.193,,2909.9517,,9875.6,2640.059,,1376.9891,,1532.6396,1424.4027,8659.781,5589.243,,19723.291,12148.139,10347.439,7030.174,5563.9062,9004.557,,2249.194,,,,1680.4827,,,,1836.1423,,3153.3667,1462.3113,,21219.191,,,2605.6272,,1747.6495,,9364.771,,628.56836,2757.3818,817.77454,,,,3703.9907,,5315.5566,1079.9718,4075.9216,6243.416,2611.6743,2488.0012,7766.4956,17325.955,16978.666,845.2462,18948.846,,1708.492,4145.6685,3927.467,2400.1245,,6665.976,2931.299,,,2532.0017,,889.5408,,,2795.7163,4848.088,1210.7151,2682.2766,,,,,,,,19132.807,,,7470.0273,3644.673,2411.3958,1768.7776,1726.6703,,,14794.443,2261.8677,6010.502,4097.339,1558.9453,882.5902,,8218.661,25218.438,,,9764.389,,,,8677.727,2528.8623,2769.8655
1966,,,,,,,,,21161.438,14110.731,,746.7543,15121.049,1963.1329,1072.0956,1581.653,,,,,,,,2304.9126,3332.1409,11106.347,,,786.24316,1368.2418,21616.865,30058.361,7055.099,646.6538,2278.0854,2003.366,3103.3333,2342.3271,4863.1772,3434.812,1295.6808,6507.936,,,6534.1025,,15243.943,,,18995.463,3152.5522,6518.039,9228.71,1353.1973,10753.021,,693.4144,13731.918,3653.4502,15851.325,6805.183,16889.068,,4619.2153,3471.8455,2893.6309,,1704.4283,9237.48,,3010.2822,,10252.224,2641.8174,,1331.0206,,1258.0983,1391.2289,8778.181,5742.7803,,20739.068,13085.988,10859.073,6992.3413,5498.1763,9834.226,,2399.1577,,,,1860.0068,,,,1943.4147,,3338.7668,1520.479,,21373.982,,,2455.2458,,1794.2892,,9635.725,,614.4373,3143.449,799.82495,,,,3631.8137,,5330.0845,1213.8649,4225.6313,6405.3345,2524.502,2428.7168,7632.6025,17395.672,17435.55,893.52734,19820.094,,1837.241,4331.022,4105.4224,2417.5237,,6846.461,2865.393,,,2651.2598,,936.84906,,,2868.6638,5353.182,1213.1808,2757.3826,,,,,,,,19287.99,,,7108.2856,3161.1313,2335.6404,1901.4269,1959.7222,,,15353.782,2298.0571,6768.698,4295.626,1626.6135,904.83673,,8454.684,26530.17,,,9497.125,,,,8830.211,2582.0715,2618.3496
1967,,,,,,,,,21721.271,14438.163,,820.0387,15619.661,1991.013,1167.2839,1496.3337,,,,,,,,2409.1958,3515.9587,12210.976,,,901.7566,1323.734,21867.973,30728.654,7311.2305,626.80664,2286.6863,1795.5702,2761.0168,2327.1028,4904.2236,3727.5874,1411.2811,6602.7983,,,7213.076,,15050.992,,,19856.37,3156.7607,7064.8906,10064.706,1346.5151,11153.185,,689.70685,14078.326,4074.4236,16513.277,7365.876,17185.814,,4212.3037,3410.1377,2782.969,,1874.9547,9588.684,,3064.1982,,10319.911,2652.4062,,1282.4236,,1323.511,1464.8251,9249.245,6681.868,,19762.291,12907.817,11565.932,6903.9824,5487.0527,10733.245,,2415.768,,,,1916.9598,,,,2000.7992,,3291.9338,1601.833,,22061.697,,,2468.2249,,1838.8921,,9852.246,,623.2709,3429.5137,716.0841,,,,3981.7944,,5643.153,1213.1256,4233.812,6230.5117,2516.0098,2042.9119,7938.531,18131.621,18373.846,853.7358,18641.906,,1823.5775,4602.85,4192.3403,2382.0571,,7371.69,3011.6753,,,2925.7146,,970.56305,,,2771.047,6036.3145,1123.1809,2847.7324,,,,,,,,19869.613,,,7465.1016,3451.465,2313.959,1946.9019,1951.2926,,,16145.668,2252.6702,6801.8745,4741.233,1665.6194,862.6354,,8115.898,26898.324,,,9505.808,,,,9224.232,2971.2004,2563.3132
1968,,,,,,,,,22916.057,14984.143,,810.9533,16231.932,2094.8618,1185.7205,1512.0278,,,,,,,,2063.3684,3776.844,12605.96,,,983.0086,1476.9622,22678.645,31535.215,7356.852,591.1652,2478.5034,1832.2998,2886.7288,2553.7405,5076.136,3466.8196,1516.7181,6811.139,,,7410.547,,15829.762,,,20862.064,3003.5623,7681.6387,10205.764,1432.5597,11785.732,,707.4808,14772.262,4462.4897,17093.486,7432.214,17801.244,,4133.6016,3370.7498,2879.6138,,1960.5063,10200.294,,3227.897,,10657.332,2744.8765,,1306.8658,,1353.6746,1495.5991,9919.392,6943.3696,,18008.646,13280.4795,12240.188,6853.5396,5157.1206,11941.645,,2318.0105,,,,2092.8489,,,,2005.0623,,3498.3257,1570.474,,23220.049,,,2570.2373,,1947.4186,,10352.816,,660.7191,3897.435,734.74365,,,,4528.8174,,4506.696,1206.1783,4319.0195,6275.21,2503.91,1991.3359,7819.786,19082.469,18895.168,842.0975,18416.936,,1869.0088,4793.0737,4064.8423,2474.111,,8370.046,3026.0403,,,3062.5266,,1013.38135,,,2745.564,6603.8174,1219.6185,2879.3997,,,,,,,,20455.156,,,8588.193,3486.4878,2277.4082,1953.1869,2031.3665,,,17128.799,2386.5623,7128.441,5137.4233,1728.0999,883.742,,8168.789,27891.69,,,10218.432,,,,9285.672,3072.871,2292.954
1969,,,,,,,,,24112.742,15674.698,,766.36487,17188.115,2124.1992,1198.3579,1545.6053,,,,,,,,2078.762,3732.2104,14547.105,,,926.2059,1453.8091,23524.883,32895.266,7722.582,631.05646,2590.1392,1918.2627,3122.5242,2738.6187,5278.806,3304.7153,1608.8392,6994.535,,,8354.343,,16935.096,,,22084.242,3155.5571,8163.4937,9874.829,1500.0817,12751.837,,739.19366,16259.721,4544.843,18144.625,7857.808,18067.947,,4342.041,3254.7979,2736.524,,2026.9023,11305.987,,3349.9473,,11643.432,2659.4548,,1355.9348,,1366.406,1616.7594,10354.291,7337.5303,,18766.162,14854.168,12901.356,7058.5503,5224.7603,13232.006,,2394.345,,,,2328.615,,,,2082.554,,3655.6404,1538.1631,,26286.422,,,2795.4097,,1977.1418,,10466.25,,663.2349,4150.8535,749.2348,,,,4186.5015,,4478.8525,1259.6376,4364.481,6546.0625,2263.2375,2399.1567,7961.4453,20596.637,19483.994,870.98035,20113.055,,1965.459,5080.875,4142.5757,2547.7954,,8641.692,3104.3718,,,3229.4365,,1085.3344,,,2407.2,7588.5093,1281.5455,2885.0195,,,,,,,,21276.379,,,7767.712,4026.538,2406.6365,2142.3008,2180.4556,,,18573.672,2434.2668,7304.281,5438.843,1755.4548,938.299,,8635.221,28501.857,,,10458.578,,,,9688.31,2854.4731,2798.0562
1970,,5509.1616,13070.414,,,,,6675.723,24509.088,16595.62,,912.4702,18135.922,2279.3237,1140.8495,1612.9049,5620.747,22658.309,28140.9,,,4595.362,12854.895,2019.3221,4142.7783,16089.974,,2119.9448,1032.4437,1481.6986,23865.445,34564.26,7615.48,676.0729,2736.6187,1949.3362,3128.142,3002.0715,5556.4907,3681.7646,1768.1323,7408.738,,34931.375,8583.543,,17692.037,11492.2,5375.584,22201.795,3523.605,9062.203,10291.442,1705.1493,13154.525,,727.17566,17541.512,4914.749,19079.066,9084.116,18485.916,,4868.6143,3073.6978,3041.5688,,2053.7031,12327.668,2339.216,3478.0059,4334.4604,12480.36,2660.4546,,1481.3741,6794.443,1436.7561,1606.731,10425.001,8181.7153,5391.5894,19973.36,16168.0625,14516.179,7927.4966,4431.1377,14422.654,,2144.6377,,1817.1772,4926.9985,2475.1902,144951.73,886.15875,7717.771,2159.752,5606.7026,3694.7903,1575.6888,,26500.531,,6638.123,2589.3123,,2045.9797,3110.169,10822.519,,688.95233,4589.6733,787.2714,,1526.0333,,4669.263,16976.898,5351.3574,1269.0455,4625.576,6899.531,2326.988,3148.383,7872.171,21599.238,15837.751,903.88043,19397.385,,2100.26,5891.993,4259.7705,2631.3564,6527.356,9318.017,3264.176,1544.1149,110877.38,3399.245,,1138.2999,44151.89,1684.225,2548.6758,8677.441,1535.2795,2859.9836,652.14374,,,2363.8088,5241.701,,,22506.309,2646.8645,,9683.108,3942.8352,2584.787,2027.2214,2860.113,,,18451.057,3135.2588,7597.7065,5979.368,1841.4834,1112.2285,,9173.521,28236.791,,4217.0415,11399.14,8824.361,,,9978.6875,2493.163,3312.8599
1971,,5743.294,12632.45,3323.843,,,,7163.459,24692.18,17412.273,,928.36346,18794.064,2281.3625,1037.7955,1567.5669,5970.5083,21895.396,28113.979,,,4858.2695,24479.908,2080.5068,4538.4116,16659.104,,2103.5168,1289.0619,1395.0586,24590.012,35791.684,8490.285,708.39557,2795.7612,1923.5275,3020.376,3213.6475,6005.373,3724.2642,1822.3186,7569.164,,34154.895,9326.37,,18238.934,11399.342,5765.948,22703.34,3705.4402,8497.736,10362.472,1715.5309,13650.748,,739.6343,17870.912,5363.2764,20026.203,9249.491,18713.873,,4942.924,3188.2112,2962.9082,,2174.6785,13234.026,2458.9565,3550.011,4370.655,12630.183,2636.2385,,1514.4796,7239.883,1503.0367,1638.0428,10670.187,8151.5957,5499.2656,23698.482,17252.982,14825.734,8108.0947,4321.035,15127.693,,2199.1067,,1984.6775,5281.191,2859.9836,139878.25,908.1491,8209.14,2231.2405,5814.807,3604.4133,1424.7668,,25481.506,,6999.37,2696.4026,,2071.8564,3205.6313,10966.686,,705.3006,4825.3237,796.93695,,1556.3995,,4600.3555,17353.494,5613.6387,1409.0266,5513.5474,7049.7114,2339.8281,3406.3816,7932.8145,22524.602,16935.016,864.21173,19676.232,8498.08,2086.3042,6362.9673,4409.384,2736.1785,6960.2637,10016.711,3375.1687,1736.7924,105502.19,3789.0215,,1099.245,49718.035,1748.3071,2486.0793,9721.073,1533.3043,2873.4084,684.1,,,2433.3875,5447.3765,,,22615.348,2717.9111,,16149.232,4195.952,2620.8396,2087.3503,2927.026,,,17356.268,3329.576,7649.403,6634.3867,1864.3335,1075.4744,,9174.311,28803.836,,4302.564,10780.042,7686.982,,,9744.845,2464.252,3502.934
