Date,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE
2004,50533.938,3570.1404,36615.56,6778.4893,107432.47,14512.823,6049.2183,11818.2,47826.176,44992.867,4193.082,847.1298,42309.137,2899.6858,1660.9551,1704.569,13466.454,31834.05,36818.137,7038.667,12519.876,10937.415,,4059.3723,10502.819,22055.385,81105.914,7219.969,14033.898,996.9903,48670.918,52622.902,14490.171,6609.937,2215.985,3418.9822,620.1106,3857.981,9098.622,3440.4167,5147.0435,12699.459,,87061.22,28506.988,28886.957,44559.05,3181.12,8363.9375,45814.066,9279.356,12312.69,7333.1143,6182.1597,33989.125,19458.61,740.7804,43365.492,6310.2236,39027.086,14691.184,46590.25,6287.823,3592.8008,2112.4246,3510.9294,1845.957,16632.86,31954.775,8276.297,6444.4854,7455.986,64549.355,4152.084,20448.043,3345.4546,22312.375,4460.23,2913.5652,58088.625,14519.162,6783.8135,48208.355,35505.426,38982.41,7284.203,5511.8726,43911.73,10253.6875,2529.9238,2790.6802,1956.3976,16892.924,34871.277,71216.6,2962.8315,11158.1875,1210.7589,11770.006,6070.4497,2980.1655,17902.85,67458.54,16468.66,50808.46,5509.1797,4052.9495,1434.0236,16213.206,17245.668,9708.819,1468.6016,25656.52,1740.1304,10255.618,5311.4897,1282.9238,4158.925,29555.963,16688.674,1226.1671,16800.21,7533.912,1155.4835,2277.6726,4690.417,49824.83,72107.484,1574.6633,34467.44,38688.395,3924.9878,12640.351,6774.083,4944.5894,18383.225,25554.916,8650.773,3980.3772,108233.46,12297.987,14462.642,1314.5889,35583.14,2647.0947,2929.2327,51746.13,1295.771,5769.1035,612.6643,11471.116,,2705.542,9699.095,20126.4,29232.775,48208.79,8341.202,,18478.09,4150.2603,1733.8337,1503.738,10702.932,2631.5496,9244.582,22550.762,10003.792,14042.326,42081.81,1555.2756,1549.7506,7712.3467,11925.567,57686.473,4645.793,8633.1045,10508.351,42802.773,3626.0662,2419.944,13170.826,1820.5623,1710.1746
2005,54147.18,4690.1655,42640.453,7543.401,121045.586,15622.043,6764.1587,18344.805,50563.9,47220.13,6198.9673,805.13025,45790.84,2909.8044,1749.4128,1755.7115,14314.087,40687.473,40786.348,7942.1396,13332.934,11091.508,47637.703,4278.157,10830.736,21935.61,97082.47,7014.343,15686.623,995.6922,51838.723,56101.793,16013.43,7509.2896,2160.0476,3519.8555,653.73145,4879.911,9590.483,3825.7937,5278.6577,13443.552,28019.516,98231.14,31115.375,30605.803,46720.465,3339.8315,9091.378,48122.902,10297.847,13794.255,8666.158,6396.882,35904.47,22585.447,861.11084,45140.312,6031.759,40768.992,19398.586,48672.043,7070.981,3600.2686,2215.2483,3650.6177,1807.228,24481.307,31308.43,9690.335,6622.999,8282.327,68221.04,4455.594,21557.676,3416.6506,23973.803,4799.842,3268.4202,62074.188,16948.463,7014.069,49150.133,35348.184,39728.832,7785.1074,6700.328,44930.508,12292.763,2561.2458,2802.592,2397.4292,21891.84,37552.91,90245.99,3072.829,14068.899,1155.0475,12609.791,6205.314,3080.0857,19676.277,71924.28,18161.572,52874.99,5403.6523,4570.2754,1483.207,15116.514,18092.07,10726.053,1530.5768,27725.826,1955.8802,10965.012,6235.493,1372.1722,4219.4004,30682.613,16073.18,1277.703,18754.416,8127.9053,1162.327,3645.5842,4937.7026,54966.55,87191.26,1598.5385,35393.742,43186.37,4209.1,15334.765,7411.475,5024.119,19093.54,28094.416,8781.929,4270.946,141033.64,12903.311,16687.984,1389.1232,41625.508,3219.838,3118.424,69857.375,1257.6771,6352.249,638.01733,12780.147,,2904.4607,10513.431,22746.492,31010.402,48052.04,9582.731,39059.336,23557.22,6341.597,2064.9136,1574.89,11712.999,2836.7078,10768.342,27491.121,10528.489,15522.689,44992.49,1715.63,1662.1945,9008.576,12607.845,59132.027,4747.7407,9731.452,13153.988,51094.77,3966.4436,3579.864,14146.561,2016.8125,503.6091
2006,56725.305,6020.3896,43529.387,8221.411,132770.64,16887.838,7720.825,20603.492,50818.395,47982.51,8750.122,811.42804,43796.62,2904.3523,1765.597,1895.7697,15572.248,44018.17,37101.457,8665.249,15107.333,11628.477,51365.32,4433.4565,11661.572,20417.191,111585.69,6890.421,15473.428,1024.8787,51657.516,59177.805,18623.79,8009.599,2216.7822,3547.0674,691.9279,5078.4707,10362.115,3698.5386,5602.1416,13550.287,28953.357,104389.5,31853.932,31204.756,48140.016,3940.0432,9300.761,49505.46,11475.214,14977.134,9261.304,6790.0327,38017.316,24225.922,848.0758,45632.81,6782.4443,41247.402,18151.262,48702.797,8203.816,3604.4426,2086.984,3297.8635,1729.276,24624.41,33557.83,9521.483,6874.8726,8858.488,62795.277,4500.3706,22270.572,3369.8247,23930.258,5262.977,3606.0342,61549.18,18018.725,7901.6226,45775.18,35021.19,40819.99,8020.305,7028.969,45390.75,14945.348,2778.5447,3219.447,2583.4773,20367.281,38813.832,104669.71,3643.3206,13697.572,1050.1508,9738.803,6897.346,3155.6892,21065.68,71747.52,19702.988,60058.777,5792.621,4979.815,1523.9213,20779.705,18729.225,11186.558,1684.7528,26901.373,2154.0015,13986.7295,7290.796,1383.6366,4446.625,29579.152,16898.256,1304.575,18709.791,8822.873,1184.4229,4166.3804,4930.073,56313.414,93570.09,1693.9984,35536.047,54546.566,4422.4224,16461.09,8324.449,5215.675,19773.738,29030.604,9276.768,4140.705,157071.1,14621.684,19618.299,1515.3221,46756.484,4023.087,3118.7607,75762.46,1252.6406,6781.618,650.7159,13683.982,,3025.19,11061.948,24055.455,30835.77,49249.734,9072.282,45345.656,25859.172,5554.266,2047.39,2470.6094,12278.673,3058.2866,11324.5205,32970.418,10871.975,17139.94,45353.496,1848.6615,1778.1333,10048.403,13327.309,60209.02,4849.154,10615.999,15377.239,59224.98,4413.2534,3646.7227,14948.212,2269.364,1609.3608
2007,55559.965,6602.5605,49947.76,8893.283,129384.055,18564.533,8776.686,26224.494,51249.324,49633.164,11932.511,797.8943,45131.445,2983.5466,1714.8466,2133.642,17241.922,47165.65,40127.406,9404.055,16747.11,11856.003,52724.047,4628.519,12761.696,22697.719,109243.445,7034.103,16016.397,1063.3192,52265.49,64513.508,20057.1,8790.486,2295.381,3573.4023,715.10425,3968.803,11283.087,2921.4692,6428.0845,14180.66,28056.984,105390.15,32079.709,33962.195,51093.652,4073.8938,10032.802,50765.727,12481.609,15259.318,9687.814,7700.411,40345.047,27211.54,982.7421,49209.26,6916.8076,43327.55,18485.854,47909.848,9283.85,4217.0054,2081.9805,3301.103,1686.3915,28492.73,34098.418,10115.988,7208.3438,9522.405,66054.08,4685.5093,24414.898,3453.7192,24262.041,5821.848,3981.1716,66120.16,20385.498,9187.101,47178.484,34966.586,42997.77,8450.334,7667.4546,46150.1,17325.398,2922.0857,3625.7537,2923.5703,20587.182,40981.406,106805.66,4038.5818,14799.989,974.3263,11447.426,7571.8477,3217.3628,23120.75,75406.08,21460.639,70215.65,6040.4995,5137.292,1544.1082,24305.982,18938.035,12001.277,1665.8988,27973.285,2434.7788,17319.383,8358.03,1419.7225,4524.135,28707.264,18572.69,1536.226,20227.766,8984.937,1133.0127,4501.739,5097.9463,60450.598,94801.68,1824.4537,37735.76,62380.02,4525.9517,15166.183,9172.364,5554.4785,21667.99,30287.06,9794.991,4143.4194,155894.55,16885.492,23139.12,1549.2283,49741.348,4001.3372,3170.278,79912.31,1295.8645,7175.4937,667.3417,14078.356,,3005.4856,11638.973,26799.14,31992.309,52139.402,9414.388,44231.88,30249.35,5522.6973,2170.9238,1895.8926,13040.312,3303.4888,11962.137,35786.793,11528.749,18470.443,46643.125,1971.5618,1898.4226,11444.592,14701.339,60813.188,5394.971,10389.289,17365.861,49850.13,5115.497,3808.5718,15669.385,2952.5288,1780.6566
2008,56905.367,7863.7783,49509.527,9958.415,128948.26,19838.357,9571.79,24977.875,52875.03,51350.73,13208.71,808.8615,48716.22,2965.8247,1705.2296,2412.2378,18668.064,61129.3,37423.74,10231.048,19545.186,11195.982,67107.53,5142.3706,14011.014,21524.139,115851.6,7867.6157,20002.412,1068.0071,53920.812,68965.33,19507.498,9418.209,2384.186,3622.196,687.9376,5383.8877,12250.146,3090.35,7067.87,14838.969,28660.264,101359.45,35400.87,33864.027,52456.19,4500.582,11458.677,53573.316,12648.791,16057.124,10710.138,9091.49,40491.445,27648.002,1046.3248,50855.316,7551.4277,43616.066,21307.746,48019.56,9816.869,4623.682,2083.496,3044.6875,1654.7804,37259.504,35445.703,10783.717,7407.6646,10285.945,64281.824,4407.962,25848.4,3483.7805,25890.67,6899.927,4159.054,61643.395,20320.074,10956.964,53261.77,34437.125,43579.152,8347.514,9006.172,45265.598,19955.602,2968.192,4222.6284,3419.6147,24273.902,41049.832,122557.67,4197.286,16556.006,1025.9442,12923.805,8186.455,3443.1992,24389.936,76601.7,22262.676,77235.13,6790.124,5529.926,1690.2046,22549.998,19049.605,13342.259,1774.2834,29007.568,2878.0466,18765.568,8999.55,1458.4441,4447.7363,30005.96,18667.076,1747.14,22256.416,9833.214,1180.0889,4537.3657,5227.617,62829.344,106497.664,2014.2572,37828.69,76621.766,4568.5977,16583.732,9986.358,5851.777,22704.61,30116.016,10435.214,4460.1807,181638.56,19594.586,26633.842,1573.9247,60063.79,3916.4062,3094.5059,70029.21,1362.6632,7361.483,720.75024,15415.218,1723.651,3216.2544,12672.574,29233.924,35103.223,52714.414,8588.858,46203.805,19278.336,5624.7217,2233.9797,1861.87,13840.485,3323.256,12365.171,41501.08,12075.245,19368.246,44844.15,2106.4014,2053.1282,12363.621,16452.27,60229.555,5470.981,11747.398,20271.945,46309.52,5672.082,4059.8713,15693.32,3063.0703,1295.3617
2009,48209.414,5808.4683,35700.562,10835.968,103043.79,18703.678,8867.232,25800.145,51943.113,49169.473,13406.899,777.1199,46978.97,2896.1367,1656.5101,2644.9453,18542.078,48831.96,37084.105,10464.633,18972.902,10331.057,69121.734,5265.9624,14861.554,19497.854,86718.98,8461.553,15836.973,1158.3092,48044.723,67473.32,19427.02,10113.698,2541.7747,3600.1582,684.27167,4031.1309,12329.399,3065.8418,7183.6196,15417.912,25524.445,86074.26,35673.46,32724.691,49258.094,3666.3796,10055.627,51242.703,13300.644,14478.373,10169.364,9655.73,39329.086,24565.932,1077.5836,46748.32,8185.8477,42496.492,13071.869,44666.035,10090.891,4300.356,1974.5679,3045.161,1579.931,25031.275,34611.86,10195.945,7459.3604,9861.365,57330.33,4336.847,24639.166,3618.6755,25294.684,7565.131,4385.3726,59350.594,20818.809,12216.072,51718.86,35738.54,41813.734,8348.011,10060.591,42735.867,18723.18,3199.6897,4188.8105,3191.1052,23251.914,39556.93,83545.19,4600.674,18840.414,985.566,13737.058,9138.485,3243.8484,21632.6,72310.0,20245.75,82998.51,7403.721,5580.149,1638.7412,15873.52,18101.639,14030.85,2071.449,29911.871,3133.2104,17211.791,8444.257,1440.3486,4379.913,26647.436,18025.19,1287.1469,20516.951,9477.041,1193.7031,4698.5654,4995.234,57950.082,88856.3,2302.0925,37905.44,70554.82,4629.29,16930.975,9944.529,5987.92,23928.025,30177.107,11111.994,4675.155,142654.73,19483.69,23761.043,1645.5728,52242.375,4775.659,3244.8247,66023.56,1425.8892,7243.0195,885.0298,15344.442,1667.7163,3164.4685,13256.842,27987.457,32242.877,49143.613,9070.537,41983.9,22116.912,5780.4893,2028.736,1907.5922,13566.691,3213.2253,18184.635,31247.438,12478.397,18785.254,42886.363,2200.601,2211.9373,10396.582,17451.455,57908.965,5902.1216,11792.248,17411.764,44549.6,5891.1567,3982.513,15235.067,3320.4805,2285.08
2010,44405.074,7717.8516,33959.1,11060.745,105314.41,21230.541,9788.1455,26235.738,56103.67,50349.812,15950.413,787.97284,49664.59,2913.4321,1761.6647,3041.3328,18946.969,52446.58,35325.668,10790.693,21022.447,11135.037,75086.74,5759.8574,16788.762,19553.838,93067.96,9887.047,16623.94,1220.9196,50988.246,69319.45,22158.547,11217.676,2750.684,3633.5042,743.44293,6726.478,13426.409,2934.4128,7717.0728,15614.166,25953.574,,36122.61,33393.312,51813.914,3200.8562,11377.182,53878.926,14310.888,16413.152,10878.013,10868.631,38792.52,25708.656,1237.9615,47707.4,9038.212,43577.137,14830.155,43885.234,10709.052,4697.098,2124.3384,3090.9812,1646.1038,34601.035,32810.246,11038.204,7714.13,10279.695,62338.1,4503.491,24186.605,3518.0676,26468.771,8874.442,4998.7056,59833.582,22222.623,14096.26,49178.99,36923.133,41850.4,8514.878,11197.013,44779.49,21960.25,3381.7942,4122.1953,3335.5698,24401.982,42342.73,89475.7,4781.599,20102.072,993.7589,12077.143,10128.153,2936.354,23150.889,80832.664,21048.088,108222.18,7886.845,6464.9053,1764.2507,16148.6045,19236.676,14492.35,2119.602,31008.742,3940.1956,17281.13,9951.32,1439.615,5152.3203,25442.252,18477.102,1250.4229,21909.691,10101.709,1318.6621,5454.885,5107.9795,57328.09,95251.73,2590.4788,39125.805,69782.44,4679.708,18333.111,11247.97,6562.2324,25674.486,31165.156,12714.6,4800.536,167021.64,19926.621,27010.123,1770.8994,61500.33,5644.08,3374.4402,81934.48,1445.7272,7634.559,990.3845,15453.337,1713.6138,3670.5432,14695.987,29861.604,32494.492,51271.35,10019.024,40257.906,23011.545,6555.939,2596.5193,1938.5869,15148.202,3409.0967,19952.11,34679.777,13122.475,20870.904,46700.695,2459.348,2740.796,10759.282,19999.512,59035.703,5816.5664,11714.861,20963.838,38347.805,6906.048,4658.429,15702.024,3637.7002,2204.86
2011,44909.36,9375.316,33163.734,11826.42,117722.08,23620.459,10791.811,27904.71,58474.438,52770.766,20114.627,832.2119,50825.113,2890.7415,1789.3599,3543.2947,18611.146,55809.97,36391.11,11575.754,23718.594,11553.29,76800.375,6387.302,18656.94,18144.104,114117.086,10712.814,17854.703,1224.2463,53548.1,78299.4,24413.11,12159.825,2953.0342,3695.1475,780.0291,7259.4053,14843.123,3219.9946,8436.327,16313.556,25886.605,76209.81,33089.96,35402.977,54724.977,4166.2505,10877.108,56027.305,14483.532,17194.744,12045.469,12028.401,38049.418,29893.13,1356.6932,49225.895,9606.073,45140.04,20104.125,44106.31,11685.913,5200.9814,2157.4895,2697.0881,1739.2345,41302.61,28912.137,11842.696,8140.9785,11169.274,67107.66,4764.652,25359.734,3470.9927,27274.84,10633.018,5369.6265,61785.21,23506.744,16466.914,50415.17,38253.58,43458.047,8640.303,13211.8955,44295.395,26671.8,3477.249,4939.7676,3617.4736,26415.988,42157.496,104900.28,5408.872,19448.602,1004.9534,15460.249,11354.173,2967.349,26947.756,72215.516,22861.229,143897.11,8799.294,7550.067,1878.3412,21069.41,20995.021,14427.958,2083.8096,30782.895,4482.688,19267.242,12394.516,1380.6464,5213.3154,30192.13,20519.26,1352.0388,24438.402,10831.065,1265.9061,5613.883,5343.2256,58860.715,103890.57,2876.024,40746.51,71492.664,4811.8066,20747.531,12276.64,6890.399,28135.557,31292.977,13940.837,5222.2944,214388.17,21592.473,30890.15,1900.6981,76340.92,6776.0986,3345.8445,86903.625,1681.4833,8175.2837,1092.7765,17051.863,1682.1016,4096.9575,15793.607,31194.602,34227.363,55130.598,9612.438,39157.902,26149.55,6691.0044,2468.2305,1968.7902,15960.269,3929.5137,19596.355,39558.0,12951.147,23916.818,48530.207,2813.0386,2993.2207,12010.693,22195.225,59491.883,6353.056,12243.6045,22860.426,48011.547,7499.2393,4025.2046,16157.333,4047.0857,2600.1577
2012,43246.125,10252.764,31042.932,12177.666,119489.266,23911.227,12291.725,26923.697,57268.51,53446.195,21880.28,836.70514,50719.207,3011.9492,1899.653,3737.6035,19273.812,66205.07,38379.707,12109.547,22680.795,11444.84,60999.77,7082.002,18479.607,16530.307,121342.83,11245.556,16161.637,1341.1128,53301.46,79949.97,25755.488,12899.211,3440.0469,3819.9204,808.66406,8146.186,15329.0205,3488.2747,8149.7505,17307.535,25492.4,71840.07,33449.01,35246.81,54249.688,4450.0723,11722.032,55357.81,14497.005,16823.053,12684.429,13851.519,37733.87,31916.135,1445.4911,48364.98,10239.019,45293.805,17692.059,44910.902,12272.707,5717.714,2409.0066,2710.8733,1692.2095,42636.98,27408.537,12088.593,8394.781,11701.811,69176.17,5000.4263,25750.19,3513.467,27063.455,11203.113,5724.0703,62201.79,20851.324,18178.2,52017.305,39601.23,42335.12,8959.253,13494.351,44307.406,28379.078,3688.848,5349.5854,3913.9736,26289.988,42037.45,111317.664,6282.268,20015.309,1089.1951,14996.099,12353.527,3214.489,29034.676,76712.51,24542.18,149572.83,9029.701,8441.837,1874.6283,21586.225,21866.484,15101.471,1995.1313,32427.162,3519.2227,18835.732,14118.841,1408.8796,5057.13,25744.254,21113.545,1291.9652,26044.607,11535.298,1327.0869,5708.954,5473.4707,59968.96,108636.99,3165.95,40809.125,66792.46,5020.658,23355.137,12870.853,7308.293,28705.467,31310.016,13709.43,6115.06,220602.08,22802.959,33286.996,1945.8502,78012.11,6992.539,3445.8264,85948.98,1798.0073,8371.813,1147.9637,17239.422,535.7172,4380.7383,17968.652,31201.406,33723.094,54854.57,9886.88,,27604.166,5342.499,2641.6453,2093.9456,17708.709,4272.856,19622.658,39556.95,13289.599,24834.592,49063.562,2581.514,2685.9993,12547.299,22847.14,60484.55,6660.741,12635.57,23373.285,34140.89,7891.2407,3706.4807,15901.544,3832.1057,2903.8376
2013,52270.25,10288.722,25626.543,11434.103,112511.945,23582.383,11733.878,23696.303,58494.98,52254.492,20923.635,886.58325,50408.793,3051.1047,1940.8701,3964.0215,18234.312,62911.28,32073.99,11964.953,22933.637,10705.88,54049.137,7741.4165,18400.543,15057.155,114865.125,9750.251,15836.702,916.3447,54060.848,78646.086,26006.875,13242.242,3779.1328,3870.9614,858.64124,7415.376,15376.062,3480.7063,7734.9434,16923.469,24867.008,68372.164,29387.92,34638.875,54203.145,4453.3335,11099.646,54268.273,14360.8545,16165.02,13683.55,13472.581,36853.023,32100.363,1524.1415,45673.54,11296.008,44434.65,17887.877,45881.14,12514.632,5994.312,2263.891,2530.4841,1660.6931,39205.547,27421.08,12235.847,8492.296,11648.775,75775.766,4715.187,24422.207,3549.7488,26951.893,11172.673,5690.1626,62354.21,19631.182,18130.768,50587.484,40307.05,40904.996,9084.886,12426.46,44433.61,30419.621,3811.985,5719.1274,4224.438,25896.744,40766.0,103341.25,6670.943,19434.547,1172.1206,11713.102,12693.737,3213.3938,29065.514,73339.484,24452.482,145396.47,9057.351,8709.712,1800.0435,21867.488,21229.238,14988.769,2019.8553,30865.43,4985.392,18164.104,13580.463,1407.3322,5550.9814,20861.91,21349.066,1474.939,26470.207,11021.238,1291.2869,5976.967,5491.175,62299.06,104728.016,3314.6545,41475.87,63545.312,4976.992,24652.727,12962.9375,7419.159,28230.295,30077.365,14197.66,6054.995,215422.1,21705.97,32592.182,1925.4053,74444.2,5037.907,3291.7358,81862.55,2132.2766,8308.173,944.98004,16724.941,745.7143,4569.71,19161.414,29659.598,32913.523,53915.1,9751.705,16070.437,25407.43,4055.4917,2307.4004,2082.3352,17810.521,3957.8281,19643.582,38609.38,12748.657,25896.135,48555.883,2565.0986,1903.6246,13435.704,23221.908,61410.492,6886.538,12316.018,22060.629,39710.633,8110.472,3674.3474,15636.491,3744.455,3002.1038
2014,45313.02,10434.393,23170.81,11970.835,111472.2,22792.248,12043.464,12455.378,57763.55,54309.754,21132.598,903.3197,50725.6,3181.1467,1888.0645,4327.512,18988.332,59971.3,35725.65,12301.294,22222.156,10682.842,53427.664,8002.417,18266.457,15000.642,102877.7,10757.331,17402.373,847.9333,55733.44,79516.01,26407.922,13955.013,4307.849,3971.1396,923.77313,7098.257,15680.555,3515.8826,7781.977,17905.465,24138.186,68853.35,28107.428,36344.195,55940.97,4667.6064,11601.774,53968.965,15125.924,15788.426,13719.168,12868.591,37151.465,33048.42,1829.8413,45564.41,12915.781,44581.188,17611.045,45786.887,13420.582,6354.8394,2344.5518,2402.5127,1668.9359,36581.09,27463.277,13198.045,8993.104,11674.094,65682.92,4961.029,24442.574,3601.0483,27633.406,11381.461,5886.334,67521.766,18613.578,15839.644,50647.094,40432.92,40814.902,9139.219,11441.716,43775.707,29772.535,4079.5012,7840.642,4405.121,27717.312,42466.09,90968.52,7109.569,18694.723,1299.3705,16160.4375,12911.9795,3412.4626,30378.338,82260.195,25683.78,149888.64,8527.114,9494.735,1750.8483,24079.678,21171.775,15914.522,2137.3057,30912.432,5310.6523,18212.314,12874.232,1491.5496,5106.0806,21219.074,21984.062,1395.1597,26496.63,12541.852,1325.9192,6227.597,5781.19,59480.887,97881.984,3581.4016,42241.145,57120.523,5060.583,27135.914,13051.989,7665.713,28698.693,30358.914,14623.531,6093.78,186753.86,22514.209,31174.508,2040.1293,73137.47,7654.341,3309.7083,88212.875,2052.4792,8577.683,1119.4269,16427.822,923.6648,5106.99,19429.045,30952.273,33448.53,53369.7,9734.3545,,26766.768,4064.014,2377.9316,2144.1013,17358.314,4339.775,19462.682,37768.62,12853.15,26955.371,50301.043,2566.977,2936.0627,12253.236,24506.61,62489.75,7161.431,12758.826,14382.669,41869.293,8651.419,3529.9023,15452.594,3786.5781,3021.182
2015,43540.594,8835.554,17341.305,12665.613,88627.516,23369.967,12006.877,18919.252,53898.887,54708.945,17494.951,879.59985,48817.105,3148.884,1914.6892,4760.272,19805.861,53495.0,32928.492,12960.361,22497.76,9965.508,50013.89,8052.7964,16938.178,13860.273,79491.06,12020.907,16360.528,946.49725,52326.086,79028.69,25946.148,14495.12,4825.159,4018.7927,981.2212,5513.4756,15384.403,3515.3848,8178.5425,19146.08,24079.162,70945.1,30164.39,37204.273,54852.992,4943.2427,11159.418,53149.215,16364.347,14461.871,12325.955,13267.578,39502.0,32278.56,1940.8485,46127.555,13754.356,45123.688,16676.738,47086.23,14522.511,5741.857,2255.8545,2396.6284,1881.503,25282.963,27925.836,13258.727,9339.603,12509.12,57044.17,5394.359,25980.773,3733.6733,27976.09,11159.416,6128.389,88554.086,15993.98,11227.348,52019.617,41204.234,41040.137,9147.802,10594.223,45137.055,27043.72,4354.2646,5577.4424,4815.8467,25679.875,44755.19,59263.207,7149.742,19831.371,1632.4733,14021.877,13502.303,3622.355,30749.545,91574.6,26808.492,103553.836,9224.805,9911.798,1747.8726,21331.367,21171.178,16731.146,2082.4663,36557.754,5405.628,19771.576,12126.667,1546.1224,5285.212,18718.578,22201.898,1462.186,25814.14,12280.119,1345.6378,6090.355,6014.084,58749.934,81766.54,3505.8047,41906.477,46301.855,5266.7764,28519.676,12951.591,7870.516,30190.254,31212.78,14360.386,6682.3774,131053.32,23884.814,27982.736,2173.9663,63554.016,7644.392,3399.9917,86196.914,1991.4874,8593.495,1307.0991,16791.924,421.45853,5123.4673,17611.543,30962.078,32854.703,54453.863,9669.5205,12221.021,25594.96,4062.2715,2642.3416,2234.509,17414.426,3471.9146,19000.436,33634.164,12568.562,27852.914,49903.11,2717.1777,2649.9233,11709.86,24590.354,63659.84,7522.8594,12552.378,,37892.355,8919.921,2223.5933,15365.13,3576.9004,3094.9429
2016,36492.008,8158.7407,14428.55,12689.833,82450.37,23123.53,12936.681,17206.066,56806.69,54967.805,16574.416,908.17065,49648.26,3257.2634,2087.7524,5077.936,20978.854,51792.445,31970.676,13530.677,22035.084,9558.382,48373.297,8385.533,16017.676,13319.324,73719.92,13165.907,17586.582,986.1401,52573.324,79949.71,25505.693,15049.642,4927.96,4110.416,1093.643,4771.546,14932.908,3662.562,8953.134,20081.719,23578.73,,32932.098,38358.793,56306.965,4953.1665,12119.431,54687.67,17522.48,13869.124,12024.148,12887.624,41159.785,33376.99,2147.0781,47146.055,13678.018,45720.91,16223.322,47146.047,15373.387,5569.3403,2352.464,2335.529,2005.4651,22272.951,27667.994,13807.213,9736.589,12582.521,56333.344,5681.4287,27244.357,3670.8,28165.389,11273.791,6423.334,92594.46,17222.557,10681.286,52033.223,42945.367,43317.793,9256.061,10046.814,44514.746,26740.578,4524.9897,,5081.884,24732.32,46045.72,56576.125,7651.3643,21981.967,1766.5068,14279.634,14258.576,3414.1636,31724.615,93274.18,27663.068,95538.09,9177.755,11064.704,1785.0957,22301.93,21735.412,17820.326,2273.4126,35952.938,5293.328,20516.283,11780.109,1653.7003,5442.104,21865.002,24282.553,1431.9733,26292.664,11643.863,1312.0459,5758.5205,6306.829,58661.848,78159.62,3714.6445,43691.918,43031.89,5344.3203,31053.47,13098.825,8356.069,30834.262,32149.15,14813.686,6997.871,121616.98,24967.195,27897.016,2220.7402,58733.49,10943.015,3438.115,86883.1,2182.4663,8784.354,1437.5238,17272.264,531.3764,4285.607,14840.894,29460.012,33744.793,54750.332,9577.699,30212.824,25677.043,,2363.7112,2272.27,17932.746,3453.0461,18657.78,30246.193,12665.233,27705.244,49784.215,2677.5557,2521.343,12538.491,24942.271,64190.188,7544.946,13088.506,,40001.918,9399.397,1633.7952,15274.781,3498.398,3198.9954
